model,G,lo,hi,native - ridge_late
cinque,0.40280918090130036,-0.021117391528961714,0.7528483312610983,0.4832600355463403
lebowski,0.6961023044813088,0.16667286060371678,1.4175882211004975,0.3330023799389633
