key,bin,v_ego,model,read,y_none,x_none,d_left,d_right,set
2253111-0009534,5-10,7.115431924291246,cinque,5,-0.16334472656250001,18.28875,0.5168310546875,-0.1474267578125,carla_p5v1_ba
2253111-0009534,5-10,7.115431924291246,lebowski,0,0.1936328125,14.615,0.8721875000000001,-0.898769531249999,carla_p5v1_ba
2253111-0009534,5-10,7.115431924291246,lebowski,1,0.1305712890625,17.076875,0.9166552734374991,-1.0223486328125,carla_p5v1_ba
2253111-0009534,5-10,7.115431924291246,lebowski,5,0.04713623046875,15.534375,1.18059814453125,-0.45350341796875,carla_p5v1_ba
2384212-0003483,5-10,7.151762007898526,cinque,0,-0.0037554168701170003,16.770625,0.9656304168701171,-0.914877395629882,carla_p5v1_ba
2384212-0003483,5-10,7.151762007898526,cinque,1,-0.008302459716796001,16.1525,1.151232147216796,-0.569900665283203,carla_p5v1_ba
2384212-0003483,5-10,7.151762007898526,cinque,5,-0.026680297851562004,1.1575390625,0.44216857910156204,-0.039938354492187,carla_p5v1_ba
2384212-0003483,5-10,7.151762007898526,lebowski,0,0.044536132812500004,18.4875,0.7491748046875,-0.7511767578125,carla_p5v1_ba
2384212-0003483,5-10,7.151762007898526,lebowski,1,0.029188232421874002,18.049375,0.6978430175781251,-0.8253210449218751,carla_p5v1_ba
2384212-0003483,5-10,7.151762007898526,lebowski,5,-0.00040000438690100004,7.428125,0.561571879386901,-0.313769917488098,carla_p5v1_ba
307211-0008932,5-10,7.139681883351277,cinque,0,0.023071899414062003,17.986875,1.488373413085937,-0.564653930664062,carla_p5v1_ba
307211-0008932,5-10,7.139681883351277,cinque,1,0.02987548828125,17.469375,1.55489013671875,-0.36553955078125,carla_p5v1_ba
307211-0008932,5-10,7.139681883351277,cinque,5,0.13990234375,17.28,0.8321289062499999,-0.4052734375,carla_p5v1_ba
307211-0008932,5-10,7.139681883351277,lebowski,0,0.080302734375,18.0175,0.960986328125,-0.624638671875,carla_p5v1_ba
307211-0008932,5-10,7.139681883351277,lebowski,1,0.08719482421875,18.158125,1.04194580078125,-0.72590576171875,carla_p5v1_ba
307211-0008932,5-10,7.139681883351277,lebowski,5,0.148779296875,19.03625,1.349384765625,-0.955595703125,carla_p5v1_ba
2298320-0010291,5-10,5.325441601258142,cinque,0,-0.035013427734375005,17.11,0.5536071777343751,-0.516627197265625,carla_p5v1_ba
2298320-0010291,5-10,5.325441601258142,cinque,1,-0.020658569335937002,18.3525,0.35901794433593703,-0.34898010253906203,carla_p5v1_ba
2298320-0010291,5-10,5.325441601258142,cinque,5,-0.05882080078125,19.11125,0.36192626953125,-0.0370654296875,carla_p5v1_ba
2298320-0010291,5-10,5.325441601258142,lebowski,0,-0.08203125,18.8125,0.7226171875,-0.83203125,carla_p5v1_ba
2298320-0010291,5-10,5.325441601258142,lebowski,1,-0.049940185546875,20.025,0.988338623046874,-0.9287707519531251,carla_p5v1_ba
2298320-0010291,5-10,5.325441601258142,lebowski,5,-0.08966552734375,20.458125,0.80806396484375,-0.68883056640625,carla_p5v1_ba
348311-0004538,5-10,7.59119420331466,cinque,0,-0.0932421875,19.885625,1.1022265625,-0.228476562499999,carla_p5v1_ba
348311-0004538,5-10,7.59119420331466,cinque,1,-0.09779541015625,20.661875,0.76226806640625,-0.17127685546875,carla_p5v1_ba
348311-0004538,5-10,7.59119420331466,cinque,5,-0.090166015625,12.168125,0.714853515625,-0.480185546875,carla_p5v1_ba
348311-0004538,5-10,7.59119420331466,lebowski,0,-0.09107666015625,20.68,0.80170166015625,-0.56978271484375,carla_p5v1_ba
348311-0004538,5-10,7.59119420331466,lebowski,1,-0.09218017578125,20.69625,0.74475830078125,-0.630280761718749,carla_p5v1_ba
348311-0004538,5-10,7.59119420331466,lebowski,5,-0.007127380371093001,12.0325,1.225447692871093,-0.7645327758789061,carla_p5v1_ba
308010-0007864,5-10,7.513070281043249,cinque,0,-0.053035888671875,20.175625,1.241824951171874,-0.22138793945312502,carla_p5v1_ba
308010-0007864,5-10,7.513070281043249,cinque,1,-0.04299072265625,18.96875,0.94289306640625,-0.18011474609375,carla_p5v1_ba
308010-0007864,5-10,7.513070281043249,cinque,5,-0.0646875,16.82625,0.8258593750000001,-0.0523583984375,carla_p5v1_ba
308010-0007864,5-10,7.513070281043249,lebowski,0,0.024840087890625,21.15625,0.5871520996093751,-0.17520629882812502,carla_p5v1_ba
308010-0007864,5-10,7.513070281043249,lebowski,1,0.03888671875,19.24375,0.5674218750000001,-0.13627441406250002,carla_p5v1_ba
308010-0007864,5-10,7.513070281043249,lebowski,5,0.019306640625,18.435,0.791669921875,-0.1370263671875,carla_p5v1_ba
307230-0007663,5-10,7.511564617649011,cinque,0,-0.042764892578125005,21.71625,1.294171142578125,-0.531961669921875,carla_p5v1_ba
307230-0007663,5-10,7.511564617649011,cinque,1,-0.03900390625,20.51,1.26826171875,-0.30443359375,carla_p5v1_ba
307230-0007663,5-10,7.511564617649011,cinque,5,-0.04603515625,18.62,1.02556640625,-0.050576171875000006,carla_p5v1_ba
307230-0007663,5-10,7.511564617649011,lebowski,0,0.050634765625,22.313125,0.700751953124999,-0.456220703125,carla_p5v1_ba
307230-0007663,5-10,7.511564617649011,lebowski,1,0.04643310546875,20.291875,0.82688720703125,-0.25389892578125,carla_p5v1_ba
307230-0007663,5-10,7.511564617649011,lebowski,5,0.06150146484375,18.528125,1.00498291015625,-0.47429443359375,carla_p5v1_ba
307421-0009817,5-10,7.472973456183947,cinque,0,-0.09705078125,17.77625,0.85046875,-0.31179687500000003,carla_p5v1_ba
307421-0009817,5-10,7.472973456183947,cinque,1,0.012603149414062001,18.394375,1.368685913085937,-0.071807250976562,carla_p5v1_ba
307421-0009817,5-10,7.472973456183947,cinque,5,-0.02968994140625,19.066875,0.67459228515625,-0.030400390625,carla_p5v1_ba
307421-0009817,5-10,7.472973456183947,lebowski,0,-0.07108642578125,20.951875,0.41747314453125,-0.83518310546875,carla_p5v1_ba
307421-0009817,5-10,7.472973456183947,lebowski,1,0.031580810546875004,21.9,1.056895751953125,-0.568651123046875,carla_p5v1_ba
307421-0009817,5-10,7.472973456183947,lebowski,5,0.006172180175781,18.936875,1.061445007324218,-0.6231838989257811,carla_p5v1_ba
1802711-0002078,5-10,7.243342066351101,cinque,0,-0.029560546875,17.395,0.862783203125,-0.0783837890625,carla_p5v1_ba
1802711-0002078,5-10,7.243342066351101,cinque,1,-0.026843872070312,17.2725,0.507800903320312,-0.079098510742187,carla_p5v1_ba
1802711-0002078,5-10,7.243342066351101,cinque,5,-0.036318359375,18.42375,0.534150390625,-0.0294287109375,carla_p5v1_ba
1802711-0002078,5-10,7.243342066351101,lebowski,0,-0.055262451171875004,17.65375,0.632625732421875,-0.586768798828125,carla_p5v1_ba
1802711-0002078,5-10,7.243342066351101,lebowski,1,-0.053792724609375,17.311875,0.6686950683593751,-0.5212072753906251,carla_p5v1_ba
1802711-0002078,5-10,7.243342066351101,lebowski,5,-0.0861962890625,18.9475,0.828696289062499,-0.7395458984375001,carla_p5v1_ba
1785330-0001331,5-10,7.320514986553362,cinque,0,-0.6662304687499999,21.528125,0.679107666015625,-0.064726562499999,carla_p5v1_ba
1785330-0001331,5-10,7.320514986553362,cinque,1,-0.56974609375,20.715,1.31134765625,-0.051953125,carla_p5v1_ba
1785330-0001331,5-10,7.320514986553362,cinque,5,-0.63201171875,21.464375,0.73493408203125,-0.02451171875,carla_p5v1_ba
1785330-0001331,5-10,7.320514986553362,lebowski,0,-0.58677734375,21.561875,0.441630859375,-0.47224609375000004,carla_p5v1_ba
1785330-0001331,5-10,7.320514986553362,lebowski,1,-0.46058593750000004,20.324375,0.9467382812499999,-0.5407031250000001,carla_p5v1_ba
1785330-0001331,5-10,7.320514986553362,lebowski,5,-0.54310546875,21.3325,1.0215234375,-0.62490234375,carla_p5v1_ba
324810-0001568,5-10,7.004526443108658,cinque,0,0.008895568847656,17.184375,0.474522399902343,-0.5195205688476561,carla_p5v1_ba
324810-0001568,5-10,7.004526443108658,cinque,1,0.0685400390625,20.19125,0.3473388671875,-0.4001904296875,carla_p5v1_ba
324810-0001568,5-10,7.004526443108658,cinque,5,0.07610107421875,14.0240625,0.46815673828125004,-0.125675048828125,carla_p5v1_ba
324810-0001568,5-10,7.004526443108658,lebowski,0,0.07076904296875,20.708125,1.5743481445312502,-1.454675292968749,carla_p5v1_ba
324810-0001568,5-10,7.004526443108658,lebowski,1,0.16404296875,22.74375,1.7161914062499992,-1.2774804687499999,carla_p5v1_ba
324810-0001568,5-10,7.004526443108658,lebowski,5,0.05115478515625,14.8715625,1.16544677734375,-1.09611572265625,carla_p5v1_ba
350220-0010274,5-10,7.226090585252996,cinque,0,0.18091796875,18.658125,1.51892578125,-1.12310546875,carla_p5v1_ba
350220-0010274,5-10,7.226090585252996,cinque,1,0.20626953125,19.5275,1.47970703125,-0.6925976562499999,carla_p5v1_ba
350220-0010274,5-10,7.226090585252996,cinque,5,0.22044921874999998,21.699375,1.16533203125,-0.12025634765625001,carla_p5v1_ba
350220-0010274,5-10,7.226090585252996,lebowski,0,0.17689453125,17.633125,0.80529296875,-0.88955078125,carla_p5v1_ba
350220-0010274,5-10,7.226090585252996,lebowski,1,0.2127001953125,18.973125,0.8563623046875001,-0.7708056640625001,carla_p5v1_ba
350220-0010274,5-10,7.226090585252996,lebowski,5,0.23673828125,20.32875,1.10798828125,-0.6073046875,carla_p5v1_ba
2253122-0007974,5-10,7.39361942780879,cinque,0,0.028765869140625,21.30625,0.295980224609375,-0.23005493164062502,carla_p5v1_ba
2253122-0007974,5-10,7.39361942780879,cinque,1,0.022744140625,20.7025,0.20991210937500002,-0.30666992187500003,carla_p5v1_ba
2253122-0007974,5-10,7.39361942780879,cinque,5,0.020452270507812002,19.6675,0.08495300292968701,-0.143069458007812,carla_p5v1_ba
2253122-0007974,5-10,7.39361942780879,lebowski,0,0.0013092041015620001,19.405,0.544472045898437,-0.48429748535156203,carla_p5v1_ba
2253122-0007974,5-10,7.39361942780879,lebowski,1,0.002154998779296,18.706875,0.519759063720703,-0.5461784362792971,carla_p5v1_ba
2253122-0007974,5-10,7.39361942780879,lebowski,5,-0.005757446289062,18.36875,0.684605102539062,-0.692387084960937,carla_p5v1_ba
2384220-0004010,5-10,7.506077964392695,cinque,0,-0.016917114257812,17.015625,0.8935772705078121,-0.7945672607421871,carla_p5v1_ba
2384220-0004010,5-10,7.506077964392695,cinque,1,-0.014704284667968002,16.57625,1.1570480346679681,-0.664201965332031,carla_p5v1_ba
2384220-0004010,5-10,7.506077964392695,cinque,5,-0.020841064453125002,16.611875,0.717872314453124,-0.276688232421875,carla_p5v1_ba
2384220-0004010,5-10,7.506077964392695,lebowski,0,-0.012284851074218001,20.6925,0.6106637573242181,-0.455156555175781,carla_p5v1_ba
2384220-0004010,5-10,7.506077964392695,lebowski,1,-0.009494018554687001,19.665,0.6989666748046871,-0.38699035644531204,carla_p5v1_ba
2384220-0004010,5-10,7.506077964392695,lebowski,5,-0.022109375,19.978125,0.68275390625,-0.59779296875,carla_p5v1_ba
1834411-0002541,5-10,6.463556788499686,cinque,0,-0.0018091773986810002,16.44875,0.40376230239868105,-0.5140501976013181,carla_p5v1_ba
1834411-0002541,5-10,6.463556788499686,cinque,1,0.0755419921875,15.261875,1.3934423828125,-0.3487548828125,carla_p5v1_ba
1834411-0002541,5-10,6.463556788499686,cinque,5,-1.4191796875,11.92375,0.7860742187499999,-0.3015234375,carla_p5v1_ba
1834411-0002541,5-10,6.463556788499686,lebowski,0,0.023575439453125003,16.635,0.6342761230468751,-0.8133996582031251,carla_p5v1_ba
1834411-0002541,5-10,6.463556788499686,lebowski,1,0.283330078125,15.061875,1.010224609374999,-0.6640136718749999,carla_p5v1_ba
1834411-0002541,5-10,6.463556788499686,lebowski,5,-0.172236328125,10.868125,0.274521484375,-0.472880859375,carla_p5v1_ba
2433311-0005184,5-10,7.511954283279858,cinque,0,-0.06441650390625,18.103125,1.65039306640625,-0.23652099609375002,carla_p5v1_ba
2433311-0005184,5-10,7.511954283279858,cinque,1,-0.06922119140625,17.1675,1.65015869140625,-0.13306396484375,carla_p5v1_ba
2433311-0005184,5-10,7.511954283279858,cinque,5,-0.2446875,19.710625,1.3333203125,-0.041611328125000006,carla_p5v1_ba
2433311-0005184,5-10,7.511954283279858,lebowski,0,0.08138916015625,17.875625,0.9648999023437501,-0.48782470703125,carla_p5v1_ba
2433311-0005184,5-10,7.511954283279858,lebowski,1,0.013202972412109002,15.61375,0.85417984008789,-0.338242034912109,carla_p5v1_ba
2433311-0005184,5-10,7.511954283279858,lebowski,5,-0.22716796874999998,19.01375,1.03107421875,-1.35349609375,carla_p5v1_ba
1775211-0003580,5-10,7.524294715000909,cinque,0,0.05904541015625,18.19875,0.5119506835937501,-0.041864013671875006,carla_p5v1_ba
1775211-0003580,5-10,7.524294715000909,cinque,1,0.05213623046875,17.85125,0.501965332031249,-0.032777099609375006,carla_p5v1_ba
1775211-0003580,5-10,7.524294715000909,cinque,5,0.028032226562500002,16.8425,0.3905712890625,-0.017801818847656,carla_p5v1_ba
1775211-0003580,5-10,7.524294715000909,lebowski,0,0.026339111328125,19.335,0.627489013671874,-0.5635656738281251,carla_p5v1_ba
1775211-0003580,5-10,7.524294715000909,lebowski,1,0.040447998046875,19.270625,0.6102746582031251,-0.754920654296875,carla_p5v1_ba
1775211-0003580,5-10,7.524294715000909,lebowski,5,0.01447998046875,18.41,0.62204345703125,-0.48457763671875,carla_p5v1_ba
307430-0008258,5-10,7.126572455707331,cinque,0,-0.0766845703125,19.32375,1.6136767578125002,-0.085478515625,carla_p5v1_ba
307430-0008258,5-10,7.126572455707331,cinque,1,-0.0783544921875,18.979375,1.6442138671875002,-0.064501953125,carla_p5v1_ba
307430-0008258,5-10,7.126572455707331,cinque,5,-0.017991333007812003,17.77125,2.121975708007812,-0.038164672851562005,carla_p5v1_ba
307430-0008258,5-10,7.126572455707331,lebowski,0,0.022728881835937003,16.450625,0.8759820556640621,-0.48247497558593705,carla_p5v1_ba
307430-0008258,5-10,7.126572455707331,lebowski,1,0.037703857421875,16.52125,0.9198742675781251,-0.6294226074218751,carla_p5v1_ba
307430-0008258,5-10,7.126572455707331,lebowski,5,0.0878125,16.29,1.755625,-0.78619140625,carla_p5v1_ba
2433322-0002432,5-10,7.509309134394086,cinque,0,-0.300283203125,21.784375,0.825478515625,-0.15452148437500002,carla_p5v1_ba
2433322-0002432,5-10,7.509309134394086,cinque,1,-0.41798828125,21.806875,0.6814453125000001,-0.12111328124999901,carla_p5v1_ba
2433322-0002432,5-10,7.509309134394086,cinque,5,-0.5093359375000001,21.181875,0.20277343749999902,-0.0377734375,carla_p5v1_ba
2433322-0002432,5-10,7.509309134394086,lebowski,0,-0.29662109375,20.194375,0.6103515625,-0.35867187500000003,carla_p5v1_ba
2433322-0002432,5-10,7.509309134394086,lebowski,1,-0.39194335937499997,19.934375,0.5462060546875,-0.651259765625,carla_p5v1_ba
2433322-0002432,5-10,7.509309134394086,lebowski,5,-0.449580078125,19.028125,0.639775390625,-0.501240234375,carla_p5v1_ba
1802730-0001752,5-10,7.205097494976822,cinque,0,-0.06097900390625,18.004375,0.71318603515625,-0.11584228515625,carla_p5v1_ba
