key,bin,v_ego,model,read,y_none,x_none,d_left,d_right,set
2481612-0000278,10-15,11.17119810960054,lebowski,5,-0.10848144531250001,31.1825,1.0449658203125,-0.9014794921875,carla_p6
264312-0006016,10-15,14.173520037903677,cinque,0,-0.135143432617187,40.37125,0.06956726074218701,-0.802454223632812,carla_p6
264312-0006016,10-15,14.173520037903677,cinque,1,0.5861132812500001,38.2125,0.280878906249999,-0.540869140625,carla_p6
264312-0006016,10-15,14.173520037903677,cinque,5,5.45078125,24.391875,0.367968749999999,-1.0746875,carla_p6
264312-0006016,10-15,14.173520037903677,lebowski,0,-0.0576171875,44.2125,1.398125,-1.119140625,carla_p6
264312-0006016,10-15,14.173520037903677,lebowski,1,0.134477539062499,40.36,1.4302099609375,-1.4015869140625,carla_p6
264312-0006016,10-15,14.173520037903677,lebowski,5,10.6121875,20.691875,0.9159375000000001,-2.399687499999999,carla_p6
183312-0004563,10-15,14.00909658472221,cinque,0,-0.39427734374999995,30.9,0.533670043945312,-1.226933593749999,carla_p6
183312-0004563,10-15,14.00909658472221,cinque,1,-11.681875,13.323125,1.2903125,-0.104062499999999,carla_p6
183312-0004563,10-15,14.00909658472221,cinque,5,1.7260546875,23.214375,-0.391953125,-0.8283398437499999,carla_p6
183312-0004563,10-15,14.00909658472221,lebowski,0,-2.1903125,45.38625,2.112158203125,-1.388046874999999,carla_p6
183312-0004563,10-15,14.00909658472221,lebowski,1,-5.3021875,25.063125,1.781015624999999,-1.8831250000000002,carla_p6
183312-0004563,10-15,14.00909658472221,lebowski,5,-0.6060156250000001,31.55,2.292304687499999,-1.92765625,carla_p6
260612-0006163,10-15,13.616512625256815,cinque,0,-6.64796875,19.40125,0.7479687500000001,2.05015625,carla_p6
260612-0006163,10-15,13.616512625256815,cinque,1,-7.26125,18.3075,2.87453125,-1.049062499999999,carla_p6
260612-0006163,10-15,13.616512625256815,cinque,5,-0.64845703125,30.845,0.507387695312499,-0.9372460937499999,carla_p6
260612-0006163,10-15,13.616512625256815,lebowski,0,0.140377197265625,14.72375,0.709661865234375,-1.164517822265625,carla_p6
260612-0006163,10-15,13.616512625256815,lebowski,1,-10.50875,15.94125,1.388437499999998,-1.203437500000001,carla_p6
260612-0006163,10-15,13.616512625256815,lebowski,5,-0.52345703125,32.77625,0.07451171874999901,-1.504121093749999,carla_p6
330711-0010308,10-15,11.650152039502913,cinque,0,-0.1672216796875,28.3175,1.733940429687499,-1.420708007812499,carla_p6
330711-0010308,10-15,11.650152039502913,cinque,1,-4.86125,36.6025,0.847968749999999,-1.037656249999999,carla_p6
330711-0010308,10-15,11.650152039502913,cinque,5,4.815,38.67,0.8612499999999991,-0.5,carla_p6
330711-0010308,10-15,11.650152039502913,lebowski,0,0.07191650390625,29.46125,1.5383178710937502,-1.463127441406249,carla_p6
330711-0010308,10-15,11.650152039502913,lebowski,1,-4.97828125,33.155,2.264453125,-1.36609375,carla_p6
330711-0010308,10-15,11.650152039502913,lebowski,5,7.6125,35.44,1.819687499999999,-0.5271875,carla_p6
2481611-0000337,10-15,10.028230605452178,cinque,0,7.11703125,26.789375,0.71484375,-0.6887500000000001,carla_p6
2481611-0000337,10-15,10.028230605452178,cinque,1,4.48515625,27.515,0.658281249999999,-0.26328125,carla_p6
2481611-0000337,10-15,10.028230605452178,cinque,5,0.388251953125,9.320625,0.07426757812500001,-0.024814453124999,carla_p6
2481611-0000337,10-15,10.028230605452178,lebowski,0,5.8921875,25.019375,0.08203125,-1.329375,carla_p6
2481611-0000337,10-15,10.028230605452178,lebowski,1,9.4946875,17.9775,-0.907187499999999,-3.270781249999999,carla_p6
2481611-0000337,10-15,10.028230605452178,lebowski,5,0.35205078125,10.0309375,0.83013671875,-0.46723388671875,carla_p6
264310-0006019,10-15,13.379552196180063,cinque,0,4.04234375,29.323125,0.20671875,-1.249921874999999,carla_p6
264310-0006019,10-15,13.379552196180063,cinque,1,5.65828125,30.54,0.491249999999999,-1.292343749999999,carla_p6
264310-0006019,10-15,13.379552196180063,cinque,5,-0.05720703125,13.24125,0.351923828125,-1.11130859375,carla_p6
264310-0006019,10-15,13.379552196180063,lebowski,0,-5.4243749999999995,23.86625,2.8357031249999993,-0.6078125000000001,carla_p6
264310-0006019,10-15,13.379552196180063,lebowski,1,-2.3249218750000002,30.72125,0.947968749999999,-1.165625,carla_p6
264310-0006019,10-15,13.379552196180063,lebowski,5,-0.2676904296875,13.3259375,0.7349560546875,-0.2697705078125,carla_p6
253912-0006876,10-15,10.41807012840679,cinque,0,-1.71625,20.046875,0.44558593750000003,-1.45515625,carla_p6
253912-0006876,10-15,10.41807012840679,cinque,1,-0.15464355468750002,19.49625,0.37072265625,-0.2414794921875,carla_p6
253912-0006876,10-15,10.41807012840679,cinque,5,-0.028917236328125002,22.648125,0.149376220703125,-0.211746826171875,carla_p6
253912-0006876,10-15,10.41807012840679,lebowski,0,-3.17609375,23.625625,0.9249218750000001,-1.013593749999999,carla_p6
253912-0006876,10-15,10.41807012840679,lebowski,1,-1.271015625,20.97,1.248122558593749,-1.032265625,carla_p6
253912-0006876,10-15,10.41807012840679,lebowski,5,0.07304443359375,22.87,1.58230712890625,-0.9357788085937501,carla_p6
2436712-0002231,10-15,10.460652304764745,cinque,0,-1.8900390625,17.7225,1.70552978515625,-0.8429296874999991,carla_p6
2436712-0002231,10-15,10.460652304764745,cinque,1,0.195546875,19.884375,0.63501953125,-1.6340234375,carla_p6
2436712-0002231,10-15,10.460652304764745,cinque,5,6.824375,21.856875,0.411249999999999,-0.34328124999999904,carla_p6
2436712-0002231,10-15,10.460652304764745,lebowski,0,-1.914765625,16.781875,1.22365234375,0.0294140625,carla_p6
2436712-0002231,10-15,10.460652304764745,lebowski,1,-1.713984375,22.481875,1.7889892578125002,-1.196015625,carla_p6
2436712-0002231,10-15,10.460652304764745,lebowski,5,6.73,22.63625,0.858124999999999,-0.21406250000000002,carla_p6
185211-0005347,10-15,13.209199209327561,cinque,0,1.8595312499999999,34.86875,0.5303124999999991,-0.9416406250000001,carla_p6
185211-0005347,10-15,13.209199209327561,cinque,1,1.9775,26.689375,0.026171875,-0.7437890625000001,carla_p6
185211-0005347,10-15,13.209199209327561,cinque,5,-12.78125,16.596875,0.6821874999999991,-0.15249999999999903,carla_p6
185211-0005347,10-15,13.209199209327561,lebowski,0,1.1753515625,39.08625,1.8735546875,-1.3625048828125,carla_p6
185211-0005347,10-15,13.209199209327561,lebowski,1,-0.835,33.77,2.355625,-1.732890625,carla_p6
185211-0005347,10-15,13.209199209327561,lebowski,5,-13.5003125,13.019375,0.8115624999999991,-0.410624999999999,carla_p6
185210-0006055,10-15,13.244624234128855,cinque,0,1.31734375,18.354375,0.8239843749999991,-1.3428955078125,carla_p6
185210-0006055,10-15,13.244624234128855,cinque,1,-1.76875,34.63875,0.2843359375,-0.6533593749999991,carla_p6
185210-0006055,10-15,13.244624234128855,cinque,5,-4.95421875,21.17875,2.311328124999999,-1.32671875,carla_p6
185210-0006055,10-15,13.244624234128855,lebowski,0,-5.795625,13.1603125,-0.122812499999999,-0.9962499999999991,carla_p6
185210-0006055,10-15,13.244624234128855,lebowski,1,-1.7112109375,38.23,0.342265625,-1.1420703125,carla_p6
185210-0006055,10-15,13.244624234128855,lebowski,5,-8.2859375,22.68125,2.719218749999999,-2.6587500000000013,carla_p6
253411-0005048,10-15,13.064307976863054,cinque,0,-0.579296875,33.49625,1.022763671875,-2.172890625,carla_p6
253411-0005048,10-15,13.064307976863054,cinque,1,-0.1286328125,33.35375,1.02763671875,-1.5090234375,carla_p6
253411-0005048,10-15,13.064307976863054,cinque,5,-8.1578125,19.659375,2.54640625,-0.9146874999999991,carla_p6
253411-0005048,10-15,13.064307976863054,lebowski,0,-0.57158203125,34.18,2.27990234375,-2.29138671875,carla_p6
253411-0005048,10-15,13.064307976863054,lebowski,1,-0.08816650390625,33.9575,2.459416503906249,-1.58558349609375,carla_p6
253411-0005048,10-15,13.064307976863054,lebowski,5,-3.23671875,25.161875,0.33718750000000003,-1.06578125,carla_p6
183310-0004705,10-15,13.62382623816747,cinque,0,-1.2284765625,31.0225,0.835693359375,-0.5712890625,carla_p6
183310-0004705,10-15,13.62382623816747,cinque,1,-10.7603125,15.5225,1.9409374999999982,-0.002187499999999,carla_p6
183310-0004705,10-15,13.62382623816747,cinque,5,-0.82314453125,29.95125,0.569921874999999,-0.15841796875,carla_p6
183310-0004705,10-15,13.62382623816747,lebowski,0,0.58189453125,40.27,1.098925781249999,-0.62892822265625,carla_p6
183310-0004705,10-15,13.62382623816747,lebowski,1,-1.2869531250000001,27.87875,0.678652343749999,-2.1403125,carla_p6
183310-0004705,10-15,13.62382623816747,lebowski,5,-2.244453125,39.27125,0.8059765625,-0.9659374999999991,carla_p6
251310-0006104,10-15,10.43385208036918,cinque,0,-9.1015625,28.429375,0.920624999999999,-0.35218749999999904,carla_p6
251310-0006104,10-15,10.43385208036918,cinque,1,-6.2409375,23.305,1.9853125,-0.901093749999999,carla_p6
251310-0006104,10-15,10.43385208036918,cinque,5,-1.071171875,24.27375,0.37328125,-1.899140624999999,carla_p6
251310-0006104,10-15,10.43385208036918,lebowski,0,-6.3325,24.711875,2.027656249999999,-0.6598437500000001,carla_p6
251310-0006104,10-15,10.43385208036918,lebowski,1,-7.0959375,16.320625,0.954531249999999,-0.35718750000000005,carla_p6
251310-0006104,10-15,10.43385208036918,lebowski,5,-0.9879296875,24.735,0.989202880859375,-1.4888671875,carla_p6
253911-0005755,10-15,10.47063986405549,cinque,0,-0.07201171875,22.016875,0.9539453125,-1.4996289062500001,carla_p6
253911-0005755,10-15,10.47063986405549,cinque,1,-2.394765625,28.3575,0.080468749999999,-0.44890625000000006,carla_p6
253911-0005755,10-15,10.47063986405549,cinque,5,8.555625,29.681875,0.599375,-0.566874999999999,carla_p6
253911-0005755,10-15,10.47063986405549,lebowski,0,0.034486083984375006,26.225625,1.189420166015625,-1.429368896484375,carla_p6
253911-0005755,10-15,10.47063986405549,lebowski,1,-1.5935937500000001,31.55625,0.44843750000000004,-0.8417968750000001,carla_p6
253911-0005755,10-15,10.47063986405549,lebowski,5,0.23507812500000003,23.063125,1.651796875,1.1235546875,carla_p6
2584510-0000192,10-15,12.904281978106933,cinque,0,11.3934375,7.3396875,-0.036874999999998,-2.145312499999999,carla_p6
2584510-0000192,10-15,12.904281978106933,cinque,1,-0.237626953124999,29.036875,1.435361328125,-2.239248046875,carla_p6
2584510-0000192,10-15,12.904281978106933,cinque,5,2.601796875,18.633125,0.0909375,-1.060039062499999,carla_p6
2584510-0000192,10-15,12.904281978106933,lebowski,0,0.3817724609375,6.5717187500000005,0.5511376953125,-0.6191162109375,carla_p6
2584510-0000192,10-15,12.904281978106933,lebowski,1,-1.31078125,33.3675,2.81,-1.489921875,carla_p6
2584510-0000192,10-15,12.904281978106933,lebowski,5,1.71328125,20.236875,2.013671875,0.249687499999999,carla_p6
2586512-0002718,10-15,12.585628341843787,cinque,0,6.049375,20.27875,0.8459374999999991,-0.86859375,carla_p6
2586512-0002718,10-15,12.585628341843787,cinque,1,10.2396875,7.73984375,-0.131249999999999,-2.090312500000001,carla_p6
2586512-0002718,10-15,12.585628341843787,cinque,5,0.273046875,7.37859375,0.51552734375,-0.1012548828125,carla_p6
2586512-0002718,10-15,12.585628341843787,lebowski,0,5.91109375,20.3975,0.8978124999999991,-1.11828125,carla_p6
2586512-0002718,10-15,12.585628341843787,lebowski,1,8.7028125,9.3978125,-0.0915625,-2.3315625,carla_p6
2586512-0002718,10-15,12.585628341843787,lebowski,5,0.21427734375,4.6878125,1.18017578125,-0.632255859375,carla_p6
253910-0004240,10-15,10.050973762056671,cinque,0,-2.910625,13.8496875,0.7911718749999991,-0.091562499999999,carla_p6
253910-0004240,10-15,10.050973762056671,cinque,1,-7.8284375,7.09015625,1.53625,0.415156249999999,carla_p6
253910-0004240,10-15,10.050973762056671,cinque,5,-0.6929296875000001,19.735625,0.137871093749999,-1.0307421875,carla_p6
253910-0004240,10-15,10.050973762056671,lebowski,0,1.88421875,13.263125,0.8213281250000001,-1.11578125,carla_p6
253910-0004240,10-15,10.050973762056671,lebowski,1,-2.831015625,15.615,1.29875,-0.784609375,carla_p6
253910-0004240,10-15,10.050973762056671,lebowski,5,-0.8866406250000001,22.260625,0.76813720703125,-1.9666406250000001,carla_p6
2481610-0000200,10-15,13.61764292078618,cinque,0,-0.59521484375,33.56,1.55126953125,-1.38330078125,carla_p6
2481610-0000200,10-15,13.61764292078618,cinque,1,-0.43333984374999995,37.525,1.10931640625,-1.6766601562499992,carla_p6
2481610-0000200,10-15,13.61764292078618,cinque,5,0.09338134765625,29.444375,0.27029052734375,-1.41373291015625,carla_p6
2481610-0000200,10-15,13.61764292078618,lebowski,0,-0.81505859375,35.1275,1.7141015625,-1.37830078125,carla_p6
2481610-0000200,10-15,13.61764292078618,lebowski,1,-0.5974609375000001,38.15,1.418984375,-1.7617578125,carla_p6
2481610-0000200,10-15,13.61764292078618,lebowski,5,-0.000263671875,20.259375,0.32808593750000004,-1.176572265625,carla_p6
185212-0006261,10-15,13.846229631337089,cinque,0,2.459140625,21.324375,0.596875,-1.184296874999999,carla_p6
185212-0006261,10-15,13.846229631337089,cinque,1,0.221669921875,38.47125,0.451904296875,-0.857646484375,carla_p6
185212-0006261,10-15,13.846229631337089,cinque,5,9.2765625,30.171875,0.281562499999999,-0.325000000000001,carla_p6
185212-0006261,10-15,13.846229631337089,lebowski,0,-2.4577343750000002,30.58875,0.513515625,-1.752890625,carla_p6
185212-0006261,10-15,13.846229631337089,lebowski,1,-0.70609375,42.23125,1.3447265625,-1.0487890625,carla_p6
185212-0006261,10-15,13.846229631337089,lebowski,5,3.1484375,30.375,1.149375,-0.21890624999999903,carla_p6
2586511-0003362,10-15,12.578892109436424,cinque,0,-0.05423767089843701,18.66625,0.754901733398437,-1.444902954101562,carla_p6
2586511-0003362,10-15,12.578892109436424,cinque,1,0.5106640625000001,14.851875,0.35427734375000003,-1.0723046875,carla_p6
2586511-0003362,10-15,12.578892109436424,cinque,5,0.05916259765625,2.257734375,0.41499755859375004,-0.0200537109375,carla_p6
2586511-0003362,10-15,12.578892109436424,lebowski,0,-0.9005468750000001,16.86875,2.5360546875,-1.8992187500000002,carla_p6
2586511-0003362,10-15,12.578892109436424,lebowski,1,-1.69453125,30.575,1.686171875,-0.9831249999999999,carla_p6
2586511-0003362,10-15,12.578892109436424,lebowski,5,-0.02772705078125,5.05546875,1.04475830078125,-0.79574951171875,carla_p6
250910-0006574,10-15,10.145737409577945,cinque,0,-5.37875,30.3775,1.258124999999999,-1.351874999999999,carla_p6
250910-0006574,10-15,10.145737409577945,cinque,1,-1.070234375,33.85125,0.42171875000000003,-0.852265624999999,carla_p6
250910-0006574,10-15,10.145737409577945,cinque,5,-0.1168994140625,29.15875,0.139924926757812,-1.3649755859375001,carla_p6
250910-0006574,10-15,10.145737409577945,lebowski,0,-8.02,25.948125,0.974687499999999,-1.315000000000001,carla_p6
250910-0006574,10-15,10.145737409577945,lebowski,1,-0.9825,32.0125,1.8441015625000001,-1.24609375,carla_p6
250910-0006574,10-15,10.145737409577945,lebowski,5,0.24482421875,27.394375,1.28876953125,-1.38083984375,carla_p6
260610-0005523,10-15,13.675506485211644,cinque,0,0.510625,38.33625,0.49304687500000005,-0.7915478515625001,carla_p6
260610-0005523,10-15,13.675506485211644,cinque,1,-0.1299658203125,24.640625,0.4625146484375,-2.9336279296875,carla_p6
260610-0005523,10-15,13.675506485211644,cinque,5,0.162353515625,28.85875,0.232929687499999,-0.681982421875,carla_p6
260610-0005523,10-15,13.675506485211644,lebowski,0,1.081171875,44.58625,0.955625,-0.817490234374999,carla_p6
260610-0005523,10-15,13.675506485211644,lebowski,1,-8.1125,16.52375,1.439375000000001,-1.5546875,carla_p6
260610-0005523,10-15,13.675506485211644,lebowski,5,-1.275703125,41.10875,0.043359374999999006,-1.065546875,carla_p6
183311-0006959,10-15,13.782281191345579,cinque,0,-1.917109375,29.363125,0.80421875,0.10582031249999901,carla_p6
183311-0006959,10-15,13.782281191345579,cinque,1,-10.725,14.1934375,2.1715625,0.044375000000000005,carla_p6
183311-0006959,10-15,13.782281191345579,cinque,5,5.99890625,17.8625,-2.3746875,-1.84234375,carla_p6
183311-0006959,10-15,13.782281191345579,lebowski,0,-2.989609375,44.70125,2.3459179687500002,-1.873203125,carla_p6
183311-0006959,10-15,13.782281191345579,lebowski,1,2.562109375,27.61125,1.071328125,-3.34037109375,carla_p6
183311-0006959,10-15,13.782281191345579,lebowski,5,6.82328125,20.156875,0.6296875000000001,-3.026953125,carla_p6
2592812-0002705,10-15,11.149740808983216,cinque,0,0.0723828125,22.95375,2.1644921875,-0.62939453125,carla_p6
2592812-0002705,10-15,11.149740808983216,cinque,1,-0.017021484375,11.8490625,1.725576171875,-0.2105126953125,carla_p6
2592812-0002705,10-15,11.149740808983216,cinque,5,-0.0396044921875,2.783671875,0.140576171875,-0.02527587890625,carla_p6
2592812-0002705,10-15,11.149740808983216,lebowski,0,-0.273154296875,20.098125,1.364404296875,-1.463408203125,carla_p6
2592812-0002705,10-15,11.149740808983216,lebowski,1,-0.078037109375,11.4765625,1.040029296875,-0.8736035156249999,carla_p6
2592812-0002705,10-15,11.149740808983216,lebowski,5,-0.0024561309814450003,2.207890625,0.5523584747314451,-0.109819259643554,carla_p6
253411-0005060,>15,15.550968215413896,cinque,0,-0.1705029296875,39.4725,1.2645654296875,-1.7578564453124992,carla_p6
253411-0005060,>15,15.550968215413896,cinque,1,-14.924375,15.606875,0.1953125,0.248437499999999,carla_p6
253411-0005060,>15,15.550968215413896,cinque,5,3.9440625,29.915625,0.6012499999999991,-0.355,carla_p6
253411-0005060,>15,15.550968215413896,lebowski,0,-0.42392578124999997,38.76875,1.72013671875,-1.65287109375,carla_p6
253411-0005060,>15,15.550968215413896,lebowski,1,-3.98375,27.835625,1.483984375,-1.1165625000000001,carla_p6
253411-0005060,>15,15.550968215413896,lebowski,5,5.7123437500000005,31.18,2.33890625,-0.7249999999999991,carla_p6
