key,bin,v_ego,model,read,y_none,x_none,d_left,d_right,set
264311-0008926,10-15,13.03652563859909,cinque,0,4.68078125,30.915,0.16937500000000003,-1.662421874999999,carla_p6
264311-0008926,10-15,13.03652563859909,cinque,1,5.5046875,28.23625,0.52640625,-2.020625,carla_p6
264311-0008926,10-15,13.03652563859909,cinque,5,-2.2721875,26.42625,0.328671874999999,-1.27453125,carla_p6
264311-0008926,10-15,13.03652563859909,lebowski,0,-2.396015625,22.720625,0.9051953125000001,-1.032968749999999,carla_p6
264311-0008926,10-15,13.03652563859909,lebowski,1,-4.6865625,16.9825,1.229609375,-0.7065624999999991,carla_p6
264311-0008926,10-15,13.03652563859909,lebowski,5,-0.303046875,25.179375,0.8960156250000001,-0.4993359375,carla_p6
253412-0006042,10-15,11.269682467809819,cinque,0,0.05615478515625,29.913125,2.08611083984375,-1.56135009765625,carla_p6
253412-0006042,10-15,11.269682467809819,cinque,1,-0.10259765624999999,30.440625,1.32798828125,-1.94576171875,carla_p6
253412-0006042,10-15,11.269682467809819,cinque,5,7.00578125,21.516875,0.7579687499999991,-0.31765624999999903,carla_p6
253412-0006042,10-15,11.269682467809819,lebowski,0,-0.005810241699218,27.20625,1.490732116699218,-1.233330383300781,carla_p6
253412-0006042,10-15,11.269682467809819,lebowski,1,-0.1951025390625,30.4875,1.2487744140625001,-1.592827148437499,carla_p6
253412-0006042,10-15,11.269682467809819,lebowski,5,-1.3925,24.4125,1.3416406250000001,0.96625,carla_p6
2586510-0003003,10-15,10.25622580072429,cinque,0,0.2467578125,11.62,1.302734375,-0.46710937500000005,carla_p6
2586510-0003003,10-15,10.25622580072429,cinque,1,0.048712158203125,7.67890625,0.853924560546874,-0.16575073242187502,carla_p6
2586510-0003003,10-15,10.25622580072429,cinque,5,-0.04258056640625,-0.58216796875,0.26464111328125,-0.01853271484375,carla_p6
2586510-0003003,10-15,10.25622580072429,lebowski,0,0.21779296874999998,8.0690625,0.76525390625,-1.0273828125,carla_p6
2586510-0003003,10-15,10.25622580072429,lebowski,1,0.11479736328125,5.01171875,0.28660888671875,-0.49266845703125,carla_p6
2586510-0003003,10-15,10.25622580072429,lebowski,5,0.019204711914062002,0.421484375,0.7579827880859371,-0.030388793945312003,carla_p6
2481612-0000278,10-15,11.17119810960054,cinque,0,-1.5662890625,29.63125,0.5253515625,-1.0873046875,carla_p6
2481612-0000278,10-15,11.17119810960054,cinque,1,-1.166640624999999,39.87,0.7463378906249991,-0.8178906250000001,carla_p6
2481612-0000278,10-15,11.17119810960054,cinque,5,-0.0767333984375,34.0625,0.42129394531250003,-0.08197265624999901,carla_p6
2481612-0000278,10-15,11.17119810960054,lebowski,0,-1.1191015625,30.42125,0.821337890625,-0.5554296875,carla_p6
2481612-0000278,10-15,11.17119810960054,lebowski,1,-0.8558984375,39.665,2.070585937499999,-0.7616406249999991,carla_p6
