perturbation,window,route,arm,frames,covered,cte_rms,cte_p95,cte_max,cte_mean,course_p95_deg,body_p95_deg,beta_p95_deg,beta_hat_p95_deg,body_minus_beta_hat_p95_deg,course_nan_frames,speed_ref_err_rms,mean_speed,lat_acc_p95,steer_rate_p95,steer_max,saturated_frac,reference_max_dev_m,post_cte_rms
p00,24240,24240,prod-k0,117,True,0.10780673813751082,0.17990790927514175,0.18263325542188472,-0.06336783794091208,1.7795380881068354,1.7011047879041596,1.049540179326385,1.0793451695267042,1.8137062773638941,0,0.15322330478854518,7.882531342060794,1.9532004894671726,0.21837998306289982,0.08536500512363789,0.0,0.0,nan
p00,24240,24240,prod-kfix,117,True,0.0784337393759992,0.11379308115705201,0.1177985368156166,0.008852555406173591,1.5934008836803168,1.9253380072184767,1.0499170074085895,1.1082323309980209,1.6584983395527895,0,0.15323862304354727,7.882568095938848,2.0075249326365756,0.20879769600729417,0.08575923406895623,0.0,0.0,nan
p00,24240,24240,slipack-k0,117,True,0.05879506915148489,0.10061317620875516,0.11127475933862455,0.02065878862530843,1.2049370190447344,1.8967726667430551,1.2433054139127477,1.1494769880274271,1.1902933063604388,0,0.15317787901598262,7.884705444473388,2.2637567373570366,0.399232307407499,0.08751545943473368,0.0,0.0,nan
p00,24240,24240,slipack-kfix,117,True,0.11502761526123823,0.2082028982040651,0.21657837896503132,0.09399121353136525,1.2121920378959936,2.038602284062585,1.2394534214493091,1.1633963712868642,1.3193352730763188,0,0.15317101610724845,7.884716953096873,2.2830134198300436,0.4201597400780069,0.08613903817421253,0.0,0.0,nan
p00,24240,24240,prod-truth,117,True,0.06714474474212945,0.08402989347009468,0.08581507803561463,-0.05927469320937406,0.7219204981228017,0.9544961917203864,0.9273234833700087,1.1713454969314456,0.843225732149284,0,0.15492783386491224,7.8814296502813646,1.6636652370746514,0.11207207116018164,0.07257732811547661,0.0,0.0,nan
p00,24240,24240,slipack-truth,117,True,0.027682235897403863,0.032790370693304885,0.03382927768383251,0.026404015270335073,0.20172439335072415,0.9739308882167506,0.8986929473548173,1.1336672589127155,0.3076464694129639,0,0.15395298848237443,7.8817292196577435,1.9080355525062984,0.29200828337066415,0.07965728897469108,0.0,0.0,nan
p00,26966,26966,prod-k0,70,True,0.5587005615181097,0.8492370216158358,0.8564694971712706,0.413076945654906,7.183639808278557,4.271618691990628,4.801633179564789,4.837375758177909,7.216744339039683,0,0.14987856656397727,7.885127345352693,8.598306714073097,0.8001105683102795,0.39999276323109867,0.0,0.0,0.31704609803183526
p00,26966,26966,prod-kfix,70,True,0.429014579203219,0.7121626552151569,0.7215483409772551,0.3077649639123919,6.668302235516218,5.449502563428998,4.936322491987104,4.9678475017902874,6.801335029893411,0,0.15146661888076657,7.884719462742872,8.922908284205953,0.8111052787924303,0.4110867050948547,0.0,0.0,0.10165878888085074
p00,26966,26966,slipack-k0,69,True,0.19727748297503908,0.32372541000749266,0.3278256685173768,0.12441986029643755,2.5138785103633947,3.4371634354985128,5.152716490877742,5.246619355953985,2.8668243027893823,0,0.15708850875897123,7.890041597595655,9.438247991147282,0.9109037451139422,0.4541086811259464,0.0,0.0,0.29867354709560406
p00,26966,26966,slipack-kfix,69,True,0.04935867544685417,0.08285099583805287,0.09479777873957858,0.005940289225283544,2.3303320144997484,5.248101881233754,5.350212179051096,5.449918017025848,2.6856034995189524,0,0.16008102994480805,7.89010860460769,9.870284721281386,0.9239076895914958,0.47722891186423394,0.0,0.0,0.1369857897822028
p00,26966,26966,prod-truth,70,True,0.36849792766501593,0.6361615158342663,0.6468400820661891,0.2673358017691855,6.119925182463849,5.394185638470597,4.825712867987752,4.858411382629507,6.156695330559955,0,0.14971091005490444,7.884893851987895,8.723823500580323,0.7168646852588824,0.4017328822499712,0.0,0.0,0.048260480689493755
p00,26966,26966,slipack-truth,68,True,0.046601902191597835,0.09662902696800278,0.10760236633459029,-0.033826376381772785,1.3623276453247215,4.821260993192364,5.197694641787646,5.299743530416994,1.5441854660728922,0,0.15763555322145287,7.888994091131311,8.978978473568917,0.8165176954519577,0.46635637526884355,0.0,0.0,0.011770437438585782
p00,17563-S1,17563,prod-k0,70,True,0.223506594756123,0.46190728423589017,0.5774944904714877,-0.0986206521139804,6.34924213290143,3.8298450086048557,3.336735818646133,3.0444262435116785,6.0341749170986745,0,0.12520299787599534,5.965860050479091,5.854950261448665,2.0,0.5012180899806137,0.0,0.0,nan
p00,17563-S2,17563,prod-k0,71,True,0.2713819821042794,0.4765953092348446,0.5552806724197495,-0.08764235175187358,8.396089671213133,5.743243725486806,3.681503043096697,3.3043011681700536,8.136654770595001,0,0.1489148611826514,6.001335472572193,6.897759822457496,2.0,0.5208076740485883,0.0,0.0,nan
p00,17563-S1,17563,prod-kfix,70,True,0.2088108060120553,0.42815693813018885,0.5470396266727726,-0.08950820318510504,6.3117324378853406,3.6983930878966302,3.498331030489929,3.0852527558475353,5.975925828181164,0,0.11827026472795499,5.967604171091883,6.363005450396557,2.0,0.4990005359437947,0.0,0.0,nan
p00,17563-S2,17563,prod-kfix,71,True,0.26147360352915594,0.47694975583722077,0.5664246670890986,-0.09716256352696011,8.304309836896778,5.6895340062685875,3.801389102863979,3.3074545502437527,7.896484924868176,0,0.12939307685065962,6.0019552003196,6.979263106389654,2.0,0.5303922668426903,0.0,0.0,nan
p00,17563-S1,17563,slipack-k0,70,True,0.11308892685584696,0.23793516167162512,0.35670575017226486,-0.0699869767638389,2.9658552053196896,4.350027918015592,3.9906202348420208,3.6470961816228917,2.7594972733819496,0,0.16579858003595885,5.970497382309845,7.495293538806819,2.0,0.5823755053457356,0.0,0.0,nan
p00,17563-S2,17563,slipack-k0,72,True,0.12664711321141545,0.224171281675453,0.30368111719443347,-0.06694128337818411,5.659369833426997,4.044367229798408,4.350331464198191,3.9625705920629044,5.382298452099137,0,0.21653052347804227,6.0083979604893125,8.120053647477468,2.0,0.6735619832092234,0.0,0.0,nan
p00,17563-S1,17563,slipack-kfix,70,True,0.08498217271802491,0.1710638567715606,0.25504382936099623,-0.04873318816963029,3.587798578248501,5.168195353164869,4.335775454613879,3.841757186023957,3.336223145168896,0,0.17538519494306576,5.973605367978894,8.283849257887768,2.0,0.61232249939406,0.0,0.0,nan
p00,17563-S2,17563,slipack-kfix,72,True,0.10960015373181485,0.191555829646739,0.219815996836806,-0.04724482283806593,6.841874401178965,5.048423794605941,4.783831052615836,4.046809102505788,6.371874605679234,0,0.22065812757808348,6.011002198627998,9.209835885756089,2.0,0.6817584960601359,0.0,0.0,nan
p00,17563-S1,17563,prod-truth,70,True,0.21692172585108885,0.37159464512462925,0.4773910145850408,-0.027914547106770736,7.131527508056236,4.612837273426721,3.7066491940184703,3.229529346034167,6.785600636732045,0,0.13089630075751205,5.967892340388982,6.527080235506827,2.0,0.5336315849669342,0.0,0.0,nan
p00,17563-S2,17563,prod-truth,72,True,0.26206506055140244,0.4644906735061322,0.5491668579849842,-0.04402924827571551,9.056312228744288,6.308687356309084,3.6638814196669873,3.1544821281097795,8.704250218743491,0,0.12351244458472001,6.001470036492886,6.748445032489633,2.0,0.5299435837415798,0.0,0.0,nan
p00,17563-S1,17563,slipack-truth,70,True,0.07649135561321913,0.1453257726898465,0.20898178605104717,0.015019377399291229,5.806653146760059,5.303878511121989,4.669294534297606,3.961133566470866,5.26017108857978,0,0.1964345859716275,5.975485771021655,8.37318319806718,2.0,0.669216494417515,0.0,0.0,nan
p00,17563-S2,17563,slipack-truth,71,True,0.10613119475441907,0.19854828614518577,0.2257159097540772,-0.011556278344702797,6.943689645043364,4.536757016273711,4.73913727083152,3.9555423265522007,6.530331861659775,0,0.20845469277078607,6.010705569226393,8.640161465472666,2.0,0.6558590598916395,0.0,0.0,nan
p00,25358,25358,prod-k0,154,True,0.19399752015386176,0.27804111403558923,0.28932705876434045,0.18353159610756137,1.2283432020843605,1.86058356007843,1.0251555132328973,1.0624363146884905,1.2577569911071833,0,0.11514632739811269,7.921409329274872,1.9694247826059685,0.22417174435257367,0.08205704481578584,0.0,0.0006309598039688885,0.25675035262646123
p00,25358,25358,prod-kfix,154,True,0.09697056475369202,0.16499151728737066,0.1772309010755863,0.08263910937968204,1.076110575945176,1.9573092114996822,1.019530833911844,1.0577853661184597,1.0651139682159207,0,0.11506620974565042,7.921426033257525,1.9784059593762484,0.22349398669005324,0.08012743991746141,0.0,0.0006309598039688885,0.14189365623685618
p00,25358,25358,slipack-k0,154,True,0.09700107808645508,0.1711559255945375,0.1830881446660499,0.07688771084500205,1.1773140495949335,1.9425959705069418,1.0629877921085167,1.1281506754354786,1.216737410483506,0,0.114758390940107,7.921891943722117,2.053848668590284,0.3458523097574353,0.08872736902251488,0.0,0.0006309598039688885,0.14645086528538132
p00,25358,25358,slipack-kfix,153,True,0.055264002220687204,0.09692234826271798,0.1172584990230532,-0.024714090341241408,1.1669276103397637,2.0647064493161227,1.0782568523101759,1.1249733539608149,1.1953424733299414,0,0.11515563262853563,7.921384060515901,2.0589406424431953,0.3489235031174421,0.08744397757208476,0.0,0.0006309598039688885,0.03870644139700442
p00,25358,25358,prod-truth,154,True,0.08778316424292519,0.093746042790807,0.0962513500512514,0.08763711680831021,0.174896068901809,0.9946941633209547,0.8901637390062078,0.9335213086757976,0.1933447856101438,0,0.1148703675129222,7.9215159394126005,1.7145490428318535,0.03271529384906082,0.07124522536662814,0.0,0.0006309598039688885,0.08115206094622486
p00,25358,25358,slipack-truth,154,True,0.019830418233975883,0.026831669200372516,0.0291437923639505,-0.01934417695177553,0.14683835179630902,0.9970907110819623,0.8877197263277481,0.9350361550434124,0.17169203811823616,0,0.11486872807496691,7.921734687629052,1.8500685043861447,0.14243802104258466,0.06875948920737858,0.0,0.0006309598039688885,0.022052365368250844
p00,2084,2084,prod-k0,77,True,0.3242367609305968,0.6053668651813904,0.6190367961862215,-0.2256062903893522,6.013113526453629,5.660602556571075,4.208201299172072,3.810583400802596,5.8317496572187455,0,0.0774070871110858,5.984655814440276,6.273979583639168,0.9830222468008121,0.5246218907357665,0.0,0.0006062746651270398,0.06717900628964445
p00,2084,2084,prod-kfix,77,True,0.2562923509313311,0.5020676433726251,0.5196003669754081,-0.16642800209890402,6.745891128448011,6.814489026850481,4.232839434334693,3.846240271670369,6.841319685502418,0,0.07864140679626372,5.984644831447534,6.301158239974217,0.919558562880444,0.5262843180349824,0.0,0.0006062746651270398,0.08297177323116403
p00,2084,2084,slipack-k0,76,True,0.09492412569048791,0.17108177035173858,0.17892941117978836,-0.04057298827764971,2.5557321121243888,3.5923982323815267,4.3250380019289025,3.8968499851862233,2.1627735030172133,0,0.08670642394076944,5.987615314556068,6.448705966396443,0.8788814402164734,0.5404960241711432,0.0,0.0006062746651270398,0.05729044575410368
p00,2084,2084,slipack-kfix,75,True,0.056903272890901226,0.11696750838598893,0.13527094417844018,0.022833038350393842,2.528999738732961,4.631062766953684,4.400543717826849,3.949378431682734,2.8762267018209884,0,0.08845798927091407,5.989322478508693,6.5098302158294565,0.9377245514419257,0.5468021722977129,0.0,0.0006062746651270398,0.04628918745238667
p00,2084,2084,prod-truth,77,True,0.2881435495240184,0.5321196802144548,0.5486959370143594,-0.1997911246430742,6.26979454059333,6.415127074941779,4.354872162312665,3.7854832735023143,6.323039583230003,0,0.07913904742355522,5.985591185938111,7.387639295048763,0.8839791620350456,0.502570337445019,0.0,0.0006062746651270398,0.03824561459075463
p00,2084,2084,slipack-truth,76,True,0.03571033584161799,0.07074228566075683,0.07619529020007675,-0.004478387068381586,2.664855491485781,4.928312363112482,4.350128015967513,3.9610257948904373,2.9977960719529477,0,0.09111366810840464,5.98882087788539,6.47845834708372,1.1561965091050959,0.5063938153690392,0.0,0.0006062746651270398,0.010741150647611799
p00,23695,23695,prod-k0,54,True,0.28848356202656483,0.49259876692137167,0.5728422672257509,0.006501805380433472,9.297520821974617,7.610302088466692,3.996750027627526,4.025482199899457,9.346689662243568,0,0.09276602955294978,7.966767415039855,7.0066470176917734,1.772567427655493,0.3908267557705346,0.0,0.000616055379773668,0.3380052095518881
