perturbation,window,route,arm,frames,covered,cte_rms,cte_p95,cte_max,cte_mean,course_p95_deg,body_p95_deg,beta_p95_deg,beta_hat_p95_deg,body_minus_beta_hat_p95_deg,course_nan_frames,speed_ref_err_rms,mean_speed,lat_acc_p95,steer_rate_p95,steer_max,saturated_frac,reference_max_dev_m,post_cte_rms
p00,23695,23695,prod-kfix,55,True,0.3034241351664743,0.5349552062143504,0.5420283113432405,0.03966376392208196,9.630894520775838,7.59431176195376,4.076159639680569,4.071300797852282,9.700076979900446,0,0.09574939962163814,7.9682090968790344,7.155379441168541,2.0,0.403892893027056,0.0,0.000616055379773668,0.279487458291025
p00,23695,23695,slipack-k0,55,True,0.1386778639152032,0.24785653416483533,0.2888565041718191,0.05650585458698723,2.965182122740028,3.5478904924430306,4.799032154150981,4.897107656032777,3.0979165296666933,0,0.12183952115614309,7.969644510755906,8.964014371333484,2.0,0.4961323027672499,0.0,0.000616055379773668,0.17840186640544703
p00,23695,23695,slipack-kfix,55,True,0.14324368354720576,0.2604262178155713,0.26881662733166334,0.08930285325329065,3.5667175674334626,3.9643394192948618,5.066980470637113,5.17663996870211,3.914177205705143,0,0.14148797606457728,7.971004890647523,9.376187139956377,2.0,0.5186507278705667,0.0,0.000616055379773668,0.09258114357229907
p00,23695,23695,prod-truth,55,True,0.27692530756380546,0.45183785962460854,0.5581052713975966,-0.022327262294364145,9.070799441319455,6.609831262694326,4.119074948894152,4.109677942453554,8.978617892680163,0,0.099505135077988,7.968944538284244,7.267942804419529,2.0,0.4110537319356169,0.0,0.000616055379773668,0.1677636122410457
p00,23695,23695,slipack-truth,55,True,0.08537602260377594,0.15604649896695275,0.2281231261883693,0.016270110934066502,3.6145950001842344,4.02638817673754,5.316646826703936,5.376786044612377,4.129275109499093,0,0.15351481622058108,7.9705428155622995,9.547316048100951,1.976413170770249,0.5320874086545677,0.0,0.000616055379773668,0.015755404448275646
p00,27506,27506,prod-k0,81,True,0.4494308343643398,0.7782808065467596,0.7909347542667072,0.3544353140061666,5.828044381774191,5.890721529921052,4.033956162283744,3.409017141936946,5.858012566599797,0,0.06554167657792719,5.983372110467089,6.686027516656228,0.8292884913450882,0.4529258547965516,0.0,0.0006557169186694086,0.15005045407663092
p00,27506,27506,prod-kfix,80,True,0.3732727400175205,0.6593739493099657,0.672573109750863,0.297864982393226,6.037194911741317,6.012433682850367,4.037123225919717,3.4257709952086235,6.044849892349257,0,0.06708055821945229,5.983436911827336,6.705807368028047,0.9073094572371699,0.45308501949923347,0.0,0.0006557169186694086,0.07340983771735678
p00,27506,27506,slipack-k0,79,True,0.2325948263196652,0.42247742733013216,0.42731165467678944,0.18173535386831785,2.307034738172635,2.5601170814976766,4.0894582220812765,3.382240313413888,2.1830304914759795,0,0.07395490813747915,5.984957277626635,6.427605455383648,0.8747189433943919,0.44700397204924447,0.0,0.0006557169186694086,0.14801770108285348
p00,27506,27506,slipack-kfix,79,True,0.14565965161133823,0.26746377720033204,0.27323038192772287,0.12034476221767683,2.037880521868061,3.078759852822131,4.126178771181543,3.4189066545438562,1.9738755376352597,0,0.07470213948567189,5.985378786683071,6.547516388048948,0.8859442344933969,0.44979876644353367,0.0,0.0006557169186694086,0.05635851297181494
p00,27506,27506,prod-truth,80,True,0.25655632176652926,0.4736716558332866,0.4962164721488212,0.17557354799150765,5.600054755206207,5.614805738570458,4.111563172829134,3.6192591933741487,5.69206634193791,0,0.06922051171471362,5.98328765120175,5.861168810719271,0.8301482547181206,0.47067849263569417,0.0,0.0006557169186694086,0.04197640960335622
p00,27506,27506,slipack-truth,78,True,0.028256205554179393,0.05863710546852199,0.0670100667567293,-0.0012969833558331928,2.092436282799711,4.175742101584519,4.219846442642219,3.5027759384903656,2.482499377949963,0,0.07524962175207062,5.985882318609151,6.793208135022689,0.8824566962090844,0.4630038181467152,0.0,0.0006557169186694086,0.005051015828010714
p00,27494,27494,prod-k0,71,True,0.42834218327438806,0.6526769923239493,0.6634860723237909,-0.2907686890749894,5.359576778313098,4.170994976211503,3.961038137259777,4.003416319510266,5.517580562930192,0,0.11802141835324118,7.905933347318976,7.12513742138267,0.5549274930468435,0.32264207419616064,0.0,0.0006973595328822053,0.15018474338465868
p00,27494,27494,prod-kfix,70,True,0.301250580693586,0.4730679699731408,0.4813426483185647,-0.21850940555185572,4.665656931942347,4.844631126628831,4.059597780115942,4.094919998682895,4.779693814260439,0,0.11956086152471916,7.904668804300117,7.297737880134362,0.5260167205537414,0.3287767490897719,0.0,0.0006973595328822053,0.133176023134107
p00,27494,27494,slipack-k0,70,True,0.10699850098282333,0.19513551087059167,0.20335162224381192,-0.036465605073400374,1.537533010616704,2.8905871970690993,3.895787530521555,3.9460277658231444,1.6391341942793645,0,0.1195504450052068,7.906885088911804,6.915998956097138,0.6921826777104205,0.3230962179629755,0.0,0.0006973595328822053,0.08390215693837108
p00,27494,27494,slipack-kfix,70,True,0.06545529759538585,0.12538425323706098,0.14423766511261582,0.046492360473199705,1.5591838924391166,4.7156051414842635,4.004676701612293,4.109861148100371,1.786941021991484,0,0.12095532393259412,7.906600034243936,7.463753860973971,0.6954445772069223,0.3310859031827298,0.0,0.0006973595328822053,0.12107542537538454
p00,27494,27494,prod-truth,71,True,0.3200692649383565,0.4971800458504887,0.5060926079724459,-0.2249994015732476,4.561988326053566,4.2153554380696505,3.987730408379207,4.020110858430511,4.727498223245746,0,0.12150155058856114,7.903031690589397,7.193519233377753,0.5716084318766492,0.3198071246249595,0.0,0.0006973595328822053,0.06198514723987874
p00,27494,27494,slipack-truth,70,True,0.04060070609303864,0.06626492194664554,0.07568764819316082,0.03272533159701797,0.7877107950214196,4.033696941401651,3.966758349819952,4.046492570221425,1.0708402478539425,0,0.12141536977199659,7.906668850434291,7.09423564133559,0.646543646341237,0.3320763863807239,0.0,0.0006973595328822053,0.016733419505271258
p00,17569,17569,prod-k0,53,True,0.3665196464053998,0.7830764736611436,0.9254894479897933,-0.1415041578951764,10.713986489859622,8.285878408536393,4.040456546764403,3.9982295382651434,10.43455323824541,0,0.16775328160378364,7.87539863708931,7.480933834042974,1.7256147608618597,0.3696099252163092,0.0,0.0006422693503205054,0.1364004437338472
p00,17569,17569,prod-kfix,53,True,0.3546891116540654,0.7142162038397695,0.8407774549870576,-0.08819412804710404,11.938599263419405,9.051849348227346,4.0825619430405595,4.016119428300393,11.68095553549536,0,0.17651568300885237,7.872174476829536,7.756985557675986,1.7376645638388242,0.3820558025338252,0.0,0.0006422693503205054,0.19658048790974664
p00,17569,17569,slipack-k0,53,True,0.21300408456238204,0.47178220167862805,0.5823101798671397,-0.08786487278654811,4.5450560726364015,2.559660824018055,5.247941274081029,5.103617200683688,4.382717117472981,0,0.20562942501850232,7.877851402189869,9.724538939752044,2.0,0.5131581627495068,0.0,0.0006422693503205054,0.0994845037150613
p00,17569,17569,slipack-kfix,53,True,0.18092670475969197,0.36618760051466354,0.451140243699599,-0.0276035718103796,5.927979578734624,3.5084681466169965,5.316708931827838,5.428558079583376,6.261068968176448,0,0.2296364291428081,7.876006609774984,10.127279895564422,2.0,0.5430423574942093,0.0,0.0006422693503205054,0.18540400246650313
p00,17569,17569,prod-truth,53,True,0.32841577472034156,0.6389583568220725,0.7709720538991907,-0.07900355568016287,11.212564354792175,8.379580633631893,4.3090819938690395,4.289527776231663,10.95380882629065,0,0.1782276884256664,7.872593407660362,7.945981309180663,1.9689647847691962,0.41112075176961776,0.0,0.0006422693503205054,0.2023495264531207
p00,17569,17569,slipack-truth,54,True,0.15418986246289917,0.26496792630214333,0.2727261787201029,0.02376104821962192,7.428141686033285,3.4311425550644286,5.948325762220791,5.701722590719702,7.520518618800015,0,0.2565728959728804,7.876919237670075,11.34705397878352,2.0,0.6093064773391419,0.0,0.0006422693503205054,0.020350071172492698
p00,27515,27515,prod-k0,65,True,0.5348713061538782,0.9223413594436906,0.938136888514463,0.398044756680351,5.158005682060809,5.146529068892699,4.648297502304468,4.717216186344468,5.376317740269758,0,0.15121716534697827,7.880078079455241,8.074080761628826,0.7108431674551454,0.3850338872889564,0.0,0.0006608412083998735,0.38485014089447034
p00,27515,27515,prod-kfix,65,True,0.4211648886075897,0.7405073115003857,0.7556844022545598,0.29587914838371987,6.134062232829785,6.398764698529811,4.732891791920332,4.810908975970821,6.486861383750943,0,0.15263875733712118,7.879415891418809,8.205304137233293,0.7446648860223054,0.3892802312398854,0.0,0.0006608412083998735,0.12312762334092782
p00,27515,27515,slipack-k0,64,True,0.17461082280971169,0.34395973640660393,0.346315754931074,0.112687452236474,1.6495877977716034,4.099470882963765,4.666633340083938,4.752444650893482,1.8413582238882795,0,0.14603368166649086,7.889380166329306,8.616243668651661,0.9329435565615083,0.38126962974991113,0.0,0.0006608412083998735,0.3055519008466856
p00,27515,27515,slipack-kfix,63,True,0.04470235141243375,0.07904572656712498,0.08625897801505429,-0.008794326447238333,1.8759947216299906,5.4048073899108315,4.762671327723501,4.851277367400426,2.143943282600969,0,0.14837399705827223,7.8874525194563505,8.82096432962009,1.0232949652192702,0.3911449774976624,0.0,0.0006608412083998735,0.10552706877097122
p00,27515,27515,prod-truth,65,True,0.38624298885253794,0.6962176483200886,0.7139159152986351,0.2702949696634449,6.197899608090916,6.261342510103145,4.868056006881767,4.992613661294649,6.251707205208265,0,0.15281235367834717,7.87827569902315,8.327806935194552,0.7701401453461987,0.4038382185037122,0.0,0.0006608412083998735,0.1013812027279005
p00,27515,27515,slipack-truth,63,True,0.03972675951575138,0.06688453877677691,0.07807347572974663,-0.024507702055678822,1.4858586444582413,4.713577219111016,4.857504171242863,4.999437301180184,1.8520602012451917,0,0.15564726409036989,7.88004323298355,8.442524345812817,0.9776476138623958,0.4074467612319557,0.0,0.0006608412083998735,0.016278352030138995
p00,2881,2881,prod-k0,78,True,0.48196864823400887,0.8210491900050991,0.8324625945923223,-0.3343980017804961,7.153523119973486,5.901608848826749,4.3020028491010835,3.728164681670813,6.723114524566596,0,0.07629401407921853,5.982854244668239,7.168987156348141,1.0046905339885714,0.5021275238247374,0.0,0.0006048743625210363,0.13140374129495463
p00,2881,2881,prod-kfix,78,True,0.4103548470324656,0.7178012112494419,0.7323985914349742,-0.2740531766641266,6.811525265106302,6.495654765570042,4.267748698125227,3.8984437129743257,6.73906209011625,0,0.08062529770765775,5.982565256113538,6.284222271800059,1.0112233912315705,0.5123095911626351,0.0,0.0006048743625210363,0.05199680407295568
p00,2881,2881,slipack-k0,76,True,0.24623272402226284,0.4219738399146854,0.42562599427906905,-0.14843234748288003,3.9507347165878457,2.9625648286142052,4.294712046253451,3.87491722480922,3.752795946711757,0,0.08897040502624208,5.985646226522735,6.396987345778355,1.1304747780493614,0.5075774241936296,0.0,0.0006048743625210363,0.14079433379463346
p00,2881,2881,slipack-kfix,76,True,0.156333355894173,0.2582719852037836,0.2616544406238838,-0.08488724538064535,3.910710358477772,3.9647071824699722,4.402177212413555,3.8604829738412496,3.5900618356662335,0,0.08864864896810587,5.986901586762951,7.35529805960447,0.9961189063255355,0.5100266329365563,0.0,0.0006048743625210363,0.055230832307529905
p00,2881,2881,prod-truth,77,True,0.2987273286026654,0.5465983173190045,0.5631166696468869,-0.21175032482120815,6.21551669645944,6.350826913843321,4.261703786350108,3.8242837897752873,6.2387804794840465,0,0.07963727625379449,5.981858837904046,6.2679952949974025,0.804043642310218,0.5038049993343751,0.0,0.0006048743625210363,0.03274524962669336
p00,2881,2881,slipack-truth,76,True,0.03468662227021591,0.0683091821341681,0.07786639388037589,-0.0032384932303865456,2.647325401819103,4.874742521919337,4.328522461873774,3.8956950843443154,3.044189151254251,0,0.08912263413032255,5.985984929046469,6.3772936602900065,1.1173248868454715,0.5105498257270991,0.0,0.0006048743625210363,0.009844865054528128
p01,24240,24240,prod-k0,118,True,0.18958492900937657,0.278650759431087,0.28448156479756426,-0.18136356624230443,1.3698874205926823,1.4434514126517086,1.0422175612472995,1.0674512820013153,1.4349568014631116,0,0.1524832223597458,7.883365031256616,2.0339051504588985,0.2737467499196912,0.0898551560772379,0.0,0.0,nan
p01,24240,24240,prod-kfix,117,True,0.1210710648439219,0.19151019258607688,0.19787682030614664,-0.10758649883433001,1.3789087626816752,1.7302789505295888,1.1044207474496999,1.1292814589392857,1.443700315190034,0,0.15321967968675423,7.8824007338544,2.032949639043489,0.27127865372369975,0.09470312817221394,0.0,0.0,nan
p01,24240,24240,slipack-k0,117,True,0.10500299408773885,0.17697594057208157,0.18310015871313123,-0.09433497263575881,1.1216527850990525,1.6823698641601754,1.1398808268435972,1.1699454088964996,1.2404730574313305,0,0.15346837253887505,7.88240089547958,2.1223561017170653,0.3001231214196607,0.09563079654012957,0.0,0.0,nan
p01,24240,24240,slipack-kfix,117,True,0.07078960563962013,0.1398681329320371,0.14909496127295588,-0.0209524806973586,1.3669807757059906,2.271089706396634,1.2237160910814282,1.2377708893515322,1.4793718406861671,0,0.153495765080949,7.8824361219180705,2.212365295584616,0.3169432051680295,0.10245632730770497,0.0,0.0,nan
p01,24240,24240,prod-truth,117,True,0.06755388106540505,0.08428670541959975,0.08667053886328675,-0.05970285949766061,0.8015337902260851,0.9542168486077854,0.9306746658305599,1.172990578299382,0.9576662366642206,0,0.15419360840687454,7.881394911818159,1.664931739558138,0.11892009181908783,0.0731288158644659,0.0,0.0,nan
p01,24240,24240,slipack-truth,117,True,0.027894935666696104,0.03290599867250487,0.0336876005885492,0.02659854073278779,0.09849938038666436,0.9484304451605624,0.8959607676685039,1.1355319141717897,0.28044533679070577,0,0.154882722381665,7.881908289185482,1.90643396069389,0.2925854062374188,0.07483883079261788,0.0,0.0,nan
p01,26966,26966,prod-k0,71,True,0.5256752964970213,0.8345203698114081,0.8423658526644334,0.4010482262984835,6.668359367131245,4.91737720142109,4.72276263066783,4.7638515059752,6.768006981638422,0,0.14808201878064534,7.8863576469258705,8.529632606963835,0.7573114624607777,0.38984142581213477,0.0,0.0,0.1539910244069973
p01,26966,26966,prod-kfix,70,True,0.4038515463761106,0.7074460343982424,0.7190082516409007,0.29604781589370477,6.115235482142816,6.244769101409344,4.8622429639230775,4.894341396601168,6.162471176942226,0,0.14980509914493195,7.8856252890632765,8.791389636577852,0.7374263001360024,0.4008038299785809,0.0,0.0,0.19061507026376243
p01,26966,26966,slipack-k0,69,True,0.15443990631216867,0.22410586587552012,0.2261844786828326,0.10835018068914488,2.3654469862380836,3.432031027531485,4.977500329400948,5.107745952716949,2.796140890397043,0,0.15548382348855458,7.889812960628803,9.33453157640073,0.8638086948092003,0.43167359371571223,0.0,0.0,0.10942746975654064
p01,26966,26966,slipack-kfix,69,True,0.05420595846354506,0.08507346236352743,0.0978676487712845,-0.011245574494046564,2.3493460065492053,5.3059765323075165,5.210715470414465,5.320392319484995,2.7741286916522587,0,0.15827433004020777,7.8899949893380965,9.587236095137243,0.8674040129873493,0.45679982631499066,0.0,0.0,0.14700902234460272
p01,26966,26966,prod-truth,70,True,0.3683665017786107,0.6359310709283585,0.646621047373779,0.26760564200810755,6.10616942014739,5.395128081678818,4.8233109498549664,4.859063550630829,6.14763115763461,0,0.14964745498645834,7.884953745962233,8.726777048600445,0.7135337383089156,0.4014430306318867,0.0,0.0,0.04841040454066946
p01,26966,26966,slipack-truth,68,True,0.0461840952294562,0.09636279397714514,0.10780000387798569,-0.03308644960590166,1.3700763710479436,4.7966830535498275,5.199233619918131,5.312981327799599,1.6095106804368455,0,0.15782446928374064,7.888894954029504,9.572261082942514,0.8029999367768054,0.46369309250644636,0.0,0.0,0.011862099925404327
