window,arm,station_m,n,cte_median,cte_q25,cte_q75,course_median_deg
27494,slipack-k0,61.0,10,-0.08963,-0.11426,-0.0692,-0.5204
27494,slipack-k0,62.0,10,-0.07807,-0.1034,-0.0584,-0.5233
27494,slipack-k0,63.0,10,-0.06878,-0.0953,-0.04696,-0.4413
27494,slipack-kfix,16.0,10,0.01535,-0.0577,0.04587,0.3157
27494,slipack-kfix,17.0,10,-0.00594,-0.06846,0.03686,0.0781
27494,slipack-kfix,18.0,10,-0.00453,-0.07526,0.03498,0.12
27494,slipack-kfix,19.0,10,-0.00432,-0.08971,0.03669,0.1559
27494,slipack-kfix,20.0,10,0.00202,-0.09304,0.03746,0.0441
27494,slipack-kfix,21.0,10,0.00108,-0.099,0.03379,-0.0106
27494,slipack-kfix,22.0,10,0.00483,-0.09385,0.03224,0.2031
27494,slipack-kfix,23.0,10,-0.00634,-0.10363,0.02399,0.2597
27494,slipack-kfix,24.0,10,-0.01044,-0.10587,0.01255,0.4209
27494,slipack-kfix,25.0,10,-0.02311,-0.11609,-0.0042,0.3132
27494,slipack-kfix,26.0,10,-0.02225,-0.12828,0.00076,0.3496
27494,slipack-kfix,27.0,10,-0.02755,-0.13538,0.02098,0.346
27494,slipack-kfix,28.0,10,-0.03158,-0.11658,0.03735,0.248
27494,slipack-kfix,29.0,10,-0.03975,-0.09863,0.04829,0.0827
27494,slipack-kfix,30.0,10,-0.04582,-0.08667,0.05571,0.1112
27494,slipack-kfix,31.0,10,-0.04557,-0.08721,0.06827,0.0329
27494,slipack-kfix,32.0,10,-0.03384,-0.08155,0.09716,0.3313
27494,slipack-kfix,33.0,10,-0.00988,-0.0467,0.13618,0.4569
27494,slipack-kfix,34.0,10,-0.00764,-0.04131,0.14245,0.3505
27494,slipack-kfix,35.0,10,-0.0103,-0.05419,0.13435,0.1014
27494,slipack-kfix,36.0,10,-0.00999,-0.06882,0.12678,-0.0331
27494,slipack-kfix,37.0,10,0.00087,-0.05927,0.12992,-0.2126
27494,slipack-kfix,38.0,10,0.01513,-0.0443,0.13323,-0.3628
27494,slipack-kfix,39.0,10,0.02741,-0.0339,0.13112,-0.7382
27494,slipack-kfix,40.0,10,0.03678,-0.02699,0.12957,-1.099
27494,slipack-kfix,41.0,10,0.04962,-0.00649,0.13122,-1.3525
27494,slipack-kfix,42.0,10,0.05495,0.01721,0.134,-1.3409
27494,slipack-kfix,43.0,10,0.07416,0.032,0.14315,-1.0878
27494,slipack-kfix,44.0,10,0.09572,0.05086,0.15566,-0.6601
27494,slipack-kfix,45.0,10,0.11479,0.06109,0.15656,-0.4649
27494,slipack-kfix,46.0,10,0.12213,0.06255,0.15211,-0.3253
27494,slipack-kfix,47.0,10,0.10767,0.04905,0.13802,-0.6324
27494,slipack-kfix,48.0,10,0.08017,0.0271,0.12386,-0.8074
27494,slipack-kfix,49.0,10,0.05663,0.00914,0.11413,-0.7788
27494,slipack-kfix,50.0,10,0.05422,0.01373,0.1285,-0.63
27494,slipack-kfix,51.0,10,0.05931,0.02604,0.14965,-0.4912
27494,slipack-kfix,52.0,10,0.0625,0.03683,0.15794,-0.3651
27494,slipack-kfix,53.0,10,0.06837,0.04311,0.1527,-0.2481
27494,slipack-kfix,54.0,10,0.08118,0.04843,0.14445,-0.1048
27494,slipack-kfix,55.0,10,0.08104,0.05835,0.13919,0.0163
27494,slipack-kfix,56.0,10,0.08322,0.05201,0.13399,0.0303
27494,slipack-kfix,57.0,10,0.08425,0.03925,0.11816,0.1609
27494,slipack-kfix,58.0,10,0.08443,0.03806,0.10559,0.5183
27494,slipack-kfix,59.0,10,0.07852,0.03787,0.09124,0.5233
27494,slipack-kfix,60.0,10,0.061,0.03762,0.08001,0.5744
27494,slipack-kfix,61.0,10,0.04586,0.02021,0.06982,0.6019
27494,slipack-kfix,62.0,10,0.03993,0.01547,0.0614,0.5254
27494,slipack-kfix,63.0,10,0.03519,0.0056,0.05555,0.4057
27494,slipack-truth,16.0,10,-0.01168,-0.0126,-0.01069,0.0104
27494,slipack-truth,17.0,10,-0.01586,-0.01644,-0.01535,0.001
27494,slipack-truth,18.0,10,-0.01163,-0.01194,-0.01144,-0.0065
27494,slipack-truth,19.0,10,-0.01479,-0.01498,-0.01452,-0.02
27494,slipack-truth,20.0,10,-0.01152,-0.01158,-0.01134,0.0287
27494,slipack-truth,21.0,10,-0.01506,-0.01513,-0.0149,-0.0144
27494,slipack-truth,22.0,10,-0.01162,-0.01175,-0.01143,0.0337
27494,slipack-truth,23.0,10,-0.01529,-0.01536,-0.01513,0.0439
27494,slipack-truth,24.0,10,-0.01285,-0.01293,-0.01212,0.057
27494,slipack-truth,25.0,10,-0.01752,-0.01765,-0.01712,0.0056
27494,slipack-truth,26.0,10,-0.01654,-0.01662,-0.01646,0.0334
27494,slipack-truth,27.0,10,-0.01296,-0.01301,-0.0128,0.0479
27494,slipack-truth,28.0,10,-0.00719,-0.0073,-0.00712,0.0663
27494,slipack-truth,29.0,10,-0.00351,-0.00364,-0.00348,0.0322
27494,slipack-truth,30.0,10,-0.00163,-0.00172,-0.00146,0.0379
27494,slipack-truth,31.0,10,0.00629,0.00621,0.00665,0.2095
27494,slipack-truth,32.0,10,0.03062,0.03045,0.03111,0.5857
27494,slipack-truth,33.0,10,0.0643,0.06417,0.06471,0.7428
27494,slipack-truth,34.0,10,0.0675,0.06736,0.06761,0.7222
27494,slipack-truth,35.0,10,0.05542,0.05533,0.05548,0.6462
27494,slipack-truth,36.0,10,0.04246,0.04169,0.04258,0.5576
27494,slipack-truth,37.0,10,0.03801,0.03759,0.03811,0.3103
27494,slipack-truth,38.0,10,0.03732,0.03671,0.03738,0.0839
27494,slipack-truth,39.0,10,0.03302,0.03232,0.03307,-0.1604
27494,slipack-truth,40.0,10,0.02896,0.02857,0.02902,-0.408
27494,slipack-truth,41.0,10,0.03439,0.03384,0.03453,-0.5381
27494,slipack-truth,42.0,10,0.04079,0.03998,0.04099,-0.4751
27494,slipack-truth,43.0,10,0.04973,0.04948,0.04986,-0.496
27494,slipack-truth,44.0,10,0.05996,0.05976,0.06007,-0.4127
27494,slipack-truth,45.0,10,0.06351,0.06334,0.06368,-0.2651
27494,slipack-truth,46.0,10,0.06398,0.06389,0.06405,-0.2131
27494,slipack-truth,47.0,10,0.05494,0.05426,0.05514,-0.3501
27494,slipack-truth,48.0,10,0.03322,0.03245,0.03354,-0.6361
27494,slipack-truth,49.0,10,0.015,0.01489,0.01512,-0.7416
27494,slipack-truth,50.0,10,0.01757,0.01746,0.01758,-0.6769
27494,slipack-truth,51.0,10,0.02796,0.02791,0.02802,-0.5752
27494,slipack-truth,52.0,10,0.03591,0.03588,0.03601,-0.2941
27494,slipack-truth,53.0,10,0.03796,0.03793,0.03804,0.0272
27494,slipack-truth,54.0,10,0.03529,0.03525,0.03531,0.2729
27494,slipack-truth,55.0,10,0.0292,0.02914,0.02923,0.3958
27494,slipack-truth,56.0,10,0.02188,0.02182,0.02194,0.427
27494,slipack-truth,57.0,10,0.01475,0.01471,0.01479,0.3841
27494,slipack-truth,58.0,10,0.00862,0.00858,0.00866,0.3087
27494,slipack-truth,59.0,10,0.00406,0.00402,0.0041,0.2202
27494,slipack-truth,60.0,10,0.00091,0.00082,0.00093,0.1395
27494,slipack-truth,61.0,10,-0.0009,-0.00095,-0.00083,0.0741
27494,slipack-truth,62.0,10,-0.00178,-0.00183,-0.00166,0.0256
27494,slipack-truth,63.0,10,-0.00193,-0.00199,-0.00181,-0.0023
27506,prod-k0,15.0,10,-0.02734,-0.08911,0.04441,-0.1705
27506,prod-k0,16.0,10,-0.03404,-0.09599,0.04562,-0.114
27506,prod-k0,17.0,10,-0.03954,-0.08513,0.03889,-0.0923
27506,prod-k0,18.0,10,-0.01814,-0.08733,0.03045,-0.024
27506,prod-k0,19.0,10,0.00171,-0.08099,0.03337,-0.0383
27506,prod-k0,20.0,10,-0.00932,-0.07491,0.05473,-0.3072
27506,prod-k0,21.0,10,-0.01958,-0.06341,0.0649,-0.4611
27506,prod-k0,22.0,10,0.00037,-0.06685,0.06821,-0.4452
27506,prod-k0,23.0,10,0.02565,-0.04433,0.06341,-0.6742
27506,prod-k0,24.0,10,0.04035,-0.01974,0.06561,-0.3018
27506,prod-k0,25.0,10,0.04894,0.00183,0.07824,-0.6294
27506,prod-k0,26.0,10,0.06133,0.01821,0.07819,-0.8155
27506,prod-k0,27.0,10,0.06021,0.03071,0.10954,-0.7542
27506,prod-k0,28.0,10,0.06917,0.01343,0.12272,-0.7243
27506,prod-k0,29.0,10,0.07816,0.03101,0.12926,-0.4201
27506,prod-k0,30.0,10,0.0844,0.0378,0.11988,-1.0399
27506,prod-k0,31.0,10,0.06514,0.01882,0.09146,-1.9278
27506,prod-k0,32.0,10,0.04684,0.01053,0.0888,-2.7265
27506,prod-k0,33.0,10,0.07206,0.03204,0.11999,-3.1475
27506,prod-k0,34.0,10,0.13144,0.07541,0.18487,-4.1816
27506,prod-k0,35.0,10,0.21478,0.15306,0.25847,-4.1845
27506,prod-k0,36.0,10,0.29565,0.23299,0.32829,-4.3906
27506,prod-k0,37.0,10,0.37522,0.30359,0.39924,-4.2973
27506,prod-k0,38.0,10,0.44727,0.37925,0.47067,-4.2063
27506,prod-k0,39.0,10,0.49412,0.44867,0.54778,-3.4799
27506,prod-k0,40.0,10,0.51818,0.50313,0.60392,-1.7788
27506,prod-k0,41.0,10,0.55866,0.53409,0.64439,0.5812
27506,prod-k0,42.0,10,0.61339,0.58114,0.69259,2.4539
27506,prod-k0,43.0,10,0.62249,0.5769,0.70708,3.0852
27506,prod-k0,44.0,10,0.5743,0.52431,0.66247,3.8216
27506,prod-k0,45.0,10,0.49532,0.45844,0.57654,4.7997
27506,prod-k0,46.0,10,0.39559,0.37464,0.47859,5.2477
27506,prod-k0,47.0,10,0.31541,0.28525,0.38769,4.8718
27506,prod-k0,48.0,10,0.24238,0.21862,0.29912,4.3216
27506,prod-k0,49.0,10,0.17593,0.154,0.21794,3.4718
27506,prod-k0,50.0,10,0.12952,0.09744,0.13757,2.7176
27506,prod-k0,51.0,10,0.08526,0.05813,0.1007,1.9335
27506,prod-k0,52.0,10,0.04648,0.02367,0.07382,1.4877
27506,prod-k0,53.0,10,0.03291,0.00082,0.05223,1.2159
27506,prod-k0,54.0,10,0.01818,-0.00539,0.05046,0.8544
27506,prod-k0,55.0,10,0.0096,-0.02117,0.03422,0.6883
27506,prod-k0,56.0,10,-0.00339,-0.037,0.03918,0.5323
27506,prod-k0,57.0,10,-0.00974,-0.04854,0.03155,0.4795
27506,prod-k0,58.0,10,-0.0143,-0.05394,0.03052,0.2778
27506,prod-kfix,15.0,10,-0.02623,-0.07984,0.04801,-0.2216
27506,prod-kfix,16.0,10,-0.03314,-0.09489,0.04808,-0.1339
27506,prod-kfix,17.0,10,-0.03986,-0.08932,0.04263,-0.1238
27506,prod-kfix,18.0,10,-0.01729,-0.08469,0.03337,-0.0454
27506,prod-kfix,19.0,10,0.00058,-0.08388,0.04157,0.0329
27506,prod-kfix,20.0,10,-0.01132,-0.07719,0.06379,-0.356
27506,prod-kfix,21.0,10,-0.01768,-0.06701,0.07087,-0.477
27506,prod-kfix,22.0,10,0.0024,-0.07127,0.07559,-0.493
27506,prod-kfix,23.0,10,0.02795,-0.04513,0.0714,-0.6633
27506,prod-kfix,24.0,10,0.04311,-0.01751,0.07068,-0.3084
27506,prod-kfix,25.0,10,0.05285,0.00576,0.07857,-0.6488
27506,prod-kfix,26.0,10,0.06148,0.02299,0.08125,-0.8173
27506,prod-kfix,27.0,10,0.06236,0.02872,0.11022,-0.7534
27506,prod-kfix,28.0,10,0.07097,0.01801,0.12754,-0.8166
27506,prod-kfix,29.0,10,0.08378,0.03696,0.13419,-0.4777
27506,prod-kfix,30.0,10,0.09115,0.0444,0.12418,-1.0136
27506,prod-kfix,31.0,10,0.06973,0.02453,0.09562,-1.9471
27506,prod-kfix,32.0,10,0.04985,0.01461,0.08648,-2.614
27506,prod-kfix,33.0,10,0.07175,0.03267,0.11851,-2.936
27506,prod-kfix,34.0,10,0.127,0.0686,0.17828,-3.8021
27506,prod-kfix,35.0,10,0.20123,0.13473,0.24376,-3.6394
27506,prod-kfix,36.0,10,0.26725,0.20224,0.30437,-3.7401
27506,prod-kfix,37.0,10,0.33949,0.26767,0.36237,-3.4873
27506,prod-kfix,38.0,10,0.39393,0.32514,0.42092,-3.5432
27506,prod-kfix,39.0,10,0.4267,0.38075,0.47479,-2.8037
27506,prod-kfix,40.0,10,0.43911,0.42249,0.52203,-1.1994
27506,prod-kfix,41.0,10,0.46676,0.43947,0.55947,1.3055
27506,prod-kfix,42.0,10,0.50588,0.47421,0.59201,3.2192
27506,prod-kfix,43.0,10,0.501,0.45544,0.58909,4.203
27506,prod-kfix,44.0,10,0.43175,0.38382,0.52705,4.8693
27506,prod-kfix,45.0,10,0.33656,0.28934,0.4219,5.7667
27506,prod-kfix,46.0,10,0.23209,0.20709,0.3146,5.8184
27506,prod-kfix,47.0,10,0.13629,0.11208,0.20621,5.0015
27506,prod-kfix,48.0,10,0.05765,0.03915,0.12545,3.9517
27506,prod-kfix,49.0,10,0.00228,-0.01005,0.05723,2.8703
27506,prod-kfix,50.0,10,-0.02603,-0.05096,-0.00957,1.6505
27506,prod-kfix,51.0,10,-0.05037,-0.07563,-0.03417,0.6829
27506,prod-kfix,52.0,10,-0.06651,-0.08549,-0.03728,0.247
27506,prod-kfix,53.0,10,-0.05716,-0.08347,-0.03718,-0.07
27506,prod-kfix,54.0,10,-0.04616,-0.07736,-0.01655,-0.2731
27506,prod-kfix,55.0,10,-0.03669,-0.07396,-0.00875,-0.3017
27506,prod-kfix,56.0,10,-0.03487,-0.07422,0.00682,-0.3543
27506,prod-kfix,57.0,10,-0.02914,-0.07354,0.01385,-0.1053
27506,prod-kfix,58.0,10,-0.02452,-0.06894,0.02566,-0.1342
27506,prod-truth,15.0,10,0.00099,-0.00098,0.00645,-0.0131
27506,prod-truth,16.0,10,0.00027,-0.00073,0.00713,-0.0212
27506,prod-truth,17.0,10,0.00017,-0.00068,0.00691,-0.0124
27506,prod-truth,18.0,10,0.00023,-0.00088,0.0068,-0.0016
27506,prod-truth,19.0,10,0.00032,-0.00092,0.00695,-0.0025
27506,prod-truth,20.0,10,0.00034,-0.00082,0.00721,-0.0057
27506,prod-truth,21.0,10,0.0003,-0.00063,0.00703,-0.0034
27506,prod-truth,22.0,10,0.00023,-0.00036,0.00727,-0.0035
27506,prod-truth,23.0,10,0.00016,-0.00015,0.00748,-0.0002
27506,prod-truth,24.0,10,0.00017,-7e-05,0.00735,0.0012
27506,prod-truth,25.0,10,0.00021,-6e-05,0.00721,0.0021
27506,prod-truth,26.0,10,0.00022,-4e-05,0.0075,0.0023
27506,prod-truth,27.0,10,0.00027,-4e-05,0.00731,0.0019
27506,prod-truth,28.0,10,0.00025,-5e-05,0.00706,0.0025
27506,prod-truth,29.0,10,-0.00043,-0.00076,0.00667,-0.1189
27506,prod-truth,30.0,10,-0.00616,-0.00692,0.00039,-0.9377
27506,prod-truth,31.0,10,-0.03006,-0.03117,-0.02447,-2.1411
27506,prod-truth,32.0,10,-0.03466,-0.03734,-0.02898,-2.8382
27506,prod-truth,33.0,10,-0.00013,-0.00344,0.00562,-3.2691
27506,prod-truth,34.0,10,0.05733,0.05228,0.06039,-4.0081
27506,prod-truth,35.0,10,0.13008,0.12398,0.13429,-4.1387
27506,prod-truth,36.0,10,0.19714,0.1947,0.20348,-4.2612
27506,prod-truth,37.0,10,0.25927,0.25715,0.26682,-3.834
27506,prod-truth,38.0,10,0.32045,0.31837,0.32826,-3.268
27506,prod-truth,39.0,10,0.37658,0.37557,0.38495,-2.5927
27506,prod-truth,40.0,10,0.41606,0.41549,0.42537,-1.0594
27506,prod-truth,41.0,10,0.45132,0.44956,0.45981,0.8202
27506,prod-truth,42.0,10,0.4863,0.48493,0.49581,2.7878
27506,prod-truth,43.0,10,0.47852,0.47,0.48225,4.1488
27506,prod-truth,44.0,10,0.4077,0.40653,0.41898,5.0008
27506,prod-truth,45.0,10,0.32202,0.3202,0.32307,5.6539
27506,prod-truth,46.0,10,0.21846,0.21737,0.22076,5.4405
27506,prod-truth,47.0,10,0.12906,0.12421,0.13783,4.7019
27506,prod-truth,48.0,10,0.05689,0.05383,0.06262,3.5656
27506,prod-truth,49.0,10,0.00289,0.00044,0.00762,2.3915
27506,prod-truth,50.0,10,-0.0285,-0.02975,-0.02222,1.4688
27506,prod-truth,51.0,10,-0.04579,-0.04655,-0.04064,0.6127
27506,prod-truth,52.0,10,-0.05078,-0.05183,-0.04605,-0.01
27506,prod-truth,53.0,10,-0.04741,-0.04878,-0.04263,-0.3555
27506,prod-truth,54.0,10,-0.03945,-0.04022,-0.034,-0.5532
27506,prod-truth,55.0,10,-0.02891,-0.02954,-0.02319,-0.614
27506,prod-truth,56.0,10,-0.01919,-0.02037,-0.01345,-0.573
27506,prod-truth,57.0,10,-0.01064,-0.01119,-0.00399,-0.4697
27506,prod-truth,58.0,10,-0.00345,-0.004,0.0034,-0.3393
27506,slipack-k0,15.0,10,-0.02299,-0.08997,0.04894,-0.349
27506,slipack-k0,16.0,10,-0.03386,-0.09366,0.05272,-0.2746
27506,slipack-k0,17.0,10,-0.03722,-0.09381,0.04591,-0.1722
27506,slipack-k0,18.0,10,-0.01346,-0.08823,0.03538,0.0743
27506,slipack-k0,19.0,10,0.0003,-0.08051,0.04881,-0.253
27506,slipack-k0,20.0,10,-0.01057,-0.07136,0.06641,-0.4227
27506,slipack-k0,21.0,10,-0.01893,-0.05836,0.06737,-0.3284
27506,slipack-k0,22.0,10,0.00199,-0.06101,0.06789,-0.4656
27506,slipack-k0,23.0,10,0.0287,-0.03023,0.06139,-0.6122
27506,slipack-k0,24.0,10,0.04391,-0.00839,0.06666,-0.2457
27506,slipack-k0,25.0,10,0.05035,0.00899,0.07097,-0.6497
27506,slipack-k0,26.0,10,0.05286,0.02311,0.08585,-0.7716
27506,slipack-k0,27.0,10,0.06395,0.01798,0.11154,-0.7086
27506,slipack-k0,28.0,10,0.07493,0.01921,0.12637,-0.6845
27506,slipack-k0,29.0,10,0.08592,0.0362,0.12847,-0.427
27506,slipack-k0,30.0,10,0.09024,0.03823,0.11582,-0.8407
27506,slipack-k0,31.0,10,0.05508,0.01026,0.08713,-1.462
27506,slipack-k0,32.0,10,0.0212,-0.01586,0.06451,-1.5517
27506,slipack-k0,33.0,10,0.01963,-0.02684,0.07184,-1.017
27506,slipack-k0,34.0,10,0.04277,-0.0165,0.08765,-1.4114
27506,slipack-k0,35.0,10,0.07463,0.01529,0.10775,-1.0286
27506,slipack-k0,36.0,10,0.10052,0.03288,0.12207,-1.4883
27506,slipack-k0,37.0,10,0.12358,0.05388,0.15319,-1.7642
27506,slipack-k0,38.0,10,0.13829,0.07294,0.16932,-1.7036
27506,slipack-k0,39.0,10,0.1377,0.10099,0.19856,-1.1765
27506,slipack-k0,40.0,10,0.13111,0.11662,0.21994,0.0754
27506,slipack-k0,41.0,10,0.15001,0.13529,0.23459,1.6092
27506,slipack-k0,42.0,10,0.20533,0.16949,0.27751,1.8979
27506,slipack-k0,43.0,10,0.23699,0.18424,0.31192,1.1155
27506,slipack-k0,44.0,10,0.23366,0.18261,0.30604,0.8204
27506,slipack-k0,45.0,10,0.21463,0.17944,0.2919,0.9835
27506,slipack-k0,46.0,10,0.18854,0.17275,0.2669,1.1975
27506,slipack-k0,47.0,10,0.17,0.15017,0.23494,1.3011
27506,slipack-k0,48.0,10,0.1419,0.13468,0.21206,1.2752
27506,slipack-k0,49.0,10,0.13086,0.11756,0.1832,1.0647
27506,slipack-k0,50.0,10,0.12267,0.09709,0.13474,1.0275
27506,slipack-k0,51.0,10,0.10406,0.07375,0.11907,0.9699
27506,slipack-k0,52.0,10,0.0796,0.05462,0.10629,0.9416
27506,slipack-k0,53.0,10,0.06883,0.03815,0.10137,0.9199
27506,slipack-k0,54.0,10,0.06001,0.03524,0.09415,1.0547
27506,slipack-k0,55.0,10,0.05129,0.0224,0.07775,0.95
27506,slipack-k0,56.0,10,0.03373,0.00196,0.07272,0.7701
27506,slipack-k0,57.0,10,0.02024,-0.01523,0.05708,1.0782
27506,slipack-k0,58.0,10,0.00978,-0.02395,0.05351,0.7583
27506,slipack-kfix,15.0,10,-0.02936,-0.08184,0.04768,-0.4421
27506,slipack-kfix,16.0,10,-0.03832,-0.08752,0.05102,-0.2885
27506,slipack-kfix,17.0,10,-0.03441,-0.08869,0.04492,-0.1778
27506,slipack-kfix,18.0,10,-0.01093,-0.08624,0.0359,0.0468
27506,slipack-kfix,19.0,10,-0.00221,-0.08258,0.05332,-0.2704
27506,slipack-kfix,20.0,10,-0.01356,-0.07224,0.07223,-0.5087
27506,slipack-kfix,21.0,10,-0.01646,-0.06111,0.07015,-0.3351
27506,slipack-kfix,22.0,10,0.00451,-0.06151,0.07201,-0.4457
27506,slipack-kfix,23.0,10,0.03151,-0.02838,0.06459,-0.6282
27506,slipack-kfix,24.0,10,0.04399,-0.00305,0.07104,-0.2789
27506,slipack-kfix,25.0,10,0.05363,0.01362,0.07137,-0.6596
27506,slipack-kfix,26.0,10,0.05128,0.02772,0.08998,-0.7933
27506,slipack-kfix,27.0,10,0.06242,0.01586,0.1156,-0.8192
27506,slipack-kfix,28.0,10,0.07501,0.02609,0.13136,-0.7263
27506,slipack-kfix,29.0,10,0.09013,0.04201,0.13253,-0.4939
27506,slipack-kfix,30.0,10,0.09457,0.04422,0.11597,-0.8399
27506,slipack-kfix,31.0,10,0.05704,0.01538,0.08822,-1.4118
27506,slipack-kfix,32.0,10,0.01994,-0.01304,0.06262,-1.3902
27506,slipack-kfix,33.0,10,0.01445,-0.0292,0.06697,-0.7396
27506,slipack-kfix,34.0,10,0.03176,-0.02977,0.07809,-0.8569
27506,slipack-kfix,35.0,10,0.04976,-0.0118,0.0866,-0.2671
27506,slipack-kfix,36.0,10,0.06653,-0.00344,0.08775,-0.5824
27506,slipack-kfix,37.0,10,0.07175,0.00473,0.10168,-0.7717
27506,slipack-kfix,38.0,10,0.07001,0.00756,0.10369,-0.8316
27506,slipack-kfix,39.0,10,0.05369,0.01072,0.11573,-0.3624
27506,slipack-kfix,40.0,10,0.03446,0.019,0.12579,0.7576
27506,slipack-kfix,41.0,10,0.04224,0.0286,0.12852,2.1943
27506,slipack-kfix,42.0,10,0.08586,0.04813,0.15607,2.8449
27506,slipack-kfix,43.0,10,0.09905,0.04601,0.17292,2.2059
27506,slipack-kfix,44.0,10,0.07891,0.02325,0.15084,1.7562
27506,slipack-kfix,45.0,10,0.0443,0.00637,0.12129,1.6145
27506,slipack-kfix,46.0,10,0.01327,-0.00561,0.09151,1.2456
27506,slipack-kfix,47.0,10,-0.00301,-0.02092,0.06389,0.9774
27506,slipack-kfix,48.0,10,-0.02298,-0.02991,0.04831,0.5274
27506,slipack-kfix,49.0,10,-0.01763,-0.02995,0.03487,0.088
27506,slipack-kfix,50.0,10,-0.00747,-0.02796,0.00996,-0.0943
27506,slipack-kfix,51.0,10,-0.00841,-0.03111,0.00987,-0.0347
27506,slipack-kfix,52.0,10,-0.00768,-0.03197,0.01757,-0.0182
27506,slipack-kfix,53.0,10,-0.00238,-0.03736,0.03037,0.0417
27506,slipack-kfix,54.0,10,0.00047,-0.02717,0.03731,0.2346
27506,slipack-kfix,55.0,10,0.00242,-0.02886,0.0345,0.2718
27506,slipack-kfix,56.0,10,-0.00487,-0.03842,0.04044,0.2909
27506,slipack-kfix,57.0,10,-0.01052,-0.04826,0.02929,0.6675
27506,slipack-kfix,58.0,10,-0.01648,-0.05115,0.0346,0.5812
27506,slipack-truth,15.0,10,-0.00013,-0.0002,0.00012,-0.0001
27506,slipack-truth,16.0,10,-0.00014,-0.00027,0.0003,-0.0017
27506,slipack-truth,17.0,10,-0.00012,-0.00027,0.00037,-0.0021
27506,slipack-truth,18.0,10,-2e-05,-0.0002,0.0003,-0.0017
27506,slipack-truth,19.0,10,6e-05,-0.00012,0.0002,-0.0035
27506,slipack-truth,20.0,10,7e-05,-6e-05,0.00016,-0.0025
27506,slipack-truth,21.0,10,6e-05,-2e-05,0.00018,-0.0004
27506,slipack-truth,22.0,10,8e-05,-6e-05,0.00016,0.0001
27506,slipack-truth,23.0,10,7e-05,-0.0001,0.00017,0.0008
27506,slipack-truth,24.0,10,3e-05,-0.0001,0.00015,-0.0007
27506,slipack-truth,25.0,10,0.0,-7e-05,0.00012,-0.0001
27506,slipack-truth,26.0,10,-1e-05,-5e-05,0.00011,0.0006
27506,slipack-truth,27.0,10,-3e-05,-7e-05,0.0001,-0.0002
27506,slipack-truth,28.0,10,-5e-05,-0.00012,3e-05,0.0003
27506,slipack-truth,29.0,10,-0.00074,-0.00081,-0.00066,-0.1085
27506,slipack-truth,30.0,10,-0.00714,-0.00718,-0.00704,-0.8436
27506,slipack-truth,31.0,10,-0.03503,-0.03506,-0.0349,-1.742
27506,slipack-truth,32.0,10,-0.05301,-0.0531,-0.05291,-1.676
27506,slipack-truth,33.0,10,-0.04857,-0.04864,-0.04845,-1.0
27506,slipack-truth,34.0,10,-0.03661,-0.03671,-0.0364,-1.0001
27506,slipack-truth,35.0,10,-0.02204,-0.02219,-0.02185,-0.7628
27506,slipack-truth,36.0,10,-0.01218,-0.01226,-0.01197,-0.8477
27506,slipack-truth,37.0,10,-0.01251,-0.01255,-0.01232,-0.5272
27506,slipack-truth,38.0,10,-0.00836,-0.00842,-0.0083,-0.5805
27506,slipack-truth,39.0,10,-0.00052,-0.00061,-0.0003,-0.4257
27506,slipack-truth,40.0,10,0.00589,0.00581,0.00593,0.4852
27506,slipack-truth,41.0,10,0.01944,0.01942,0.01956,1.5601
27506,slipack-truth,42.0,10,0.05228,0.05224,0.05243,2.2637
27506,slipack-truth,43.0,10,0.06337,0.06324,0.06398,2.1193
27506,slipack-truth,44.0,10,0.04285,0.04275,0.04301,1.581
27506,slipack-truth,45.0,10,0.01838,0.01827,0.01851,1.1809
27506,slipack-truth,46.0,10,0.00315,0.00194,0.00319,0.7721
27506,slipack-truth,47.0,10,-0.00665,-0.00737,-0.00658,0.3495
27506,slipack-truth,48.0,10,-0.01027,-0.01038,-0.0102,0.0658
27506,slipack-truth,49.0,10,-0.00986,-0.01009,-0.00972,-0.0814
27506,slipack-truth,50.0,10,-0.0076,-0.00794,-0.00747,-0.1459
27506,slipack-truth,51.0,10,-0.00521,-0.00526,-0.00514,-0.1467
27506,slipack-truth,52.0,10,-0.0031,-0.00317,-0.00305,-0.1221
27506,slipack-truth,53.0,10,-0.00126,-0.00138,-0.00123,-0.0815
27506,slipack-truth,54.0,10,-0.00012,-0.00024,-7e-05,-0.0462
27506,slipack-truth,55.0,10,0.00038,0.0003,0.00048,-0.0207
27506,slipack-truth,56.0,10,0.00062,0.00055,0.00067,-0.0049
27506,slipack-truth,57.0,10,0.0006,0.00056,0.00071,0.0044
27506,slipack-truth,58.0,10,0.00052,0.00041,0.00064,0.0077
27515,prod-k0,14.0,10,0.16887,0.01576,0.18694,-0.2729
27515,prod-k0,15.0,10,0.1716,0.03537,0.20062,-0.2126
27515,prod-k0,16.0,10,0.16974,0.06412,0.20985,-0.1318
27515,prod-k0,17.0,10,0.16868,0.08496,0.22407,-0.0823
27515,prod-k0,18.0,10,0.15784,0.08739,0.22416,0.1577
27515,prod-k0,19.0,10,0.14056,0.07394,0.21939,0.4705
27515,prod-k0,20.0,10,0.1246,0.05283,0.21091,0.6201
27515,prod-k0,21.0,10,0.10674,0.05294,0.19004,0.7485
27515,prod-k0,22.0,10,0.09472,0.02762,0.16693,0.8137
27515,prod-k0,23.0,10,0.09535,0.01494,0.14274,0.911
