family,gate ttc plus,gate ttc minus,gate intrusion plus,gate intrusion minus,gate pedestrian plus,gate pedestrian minus,gate any plus,gate any minus
DynamicObjectCrossing,0.08702791461412152,0.0,0.08702791461412152,0.0,0.48932676518883417,0.0,0.48932676518883417,0.0
HighwayCutIn,0.000758150113722517,0.000758150113722517,0.3555724033358605,0.05989385898407885,0.0,0.0,0.3555724033358605,0.05989385898407885
Light,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.014705882352941176,0.0,0.0,0.014705882352941176,0.014705882352941176
OppositeVehicleRunningRedLight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ParkingCrossingPedestrian,0.025806451612903226,0.0,0.025806451612903226,0.0,0.23548387096774193,0.0,0.23548387096774193,0.0
ParkingCutIn,0.06242350061199511,0.03671970624235006,0.14932680538555693,0.11995104039167687,0.0,0.0,0.14932680538555693,0.11995104039167687
PedestrianCrossing,0.014354066985645933,0.0,0.019138755980861243,0.004784688995215311,0.3923444976076555,0.0,0.39712918660287083,0.004784688995215311
StaticCutIn,0.0009699321047526673,0.0009699321047526673,0.0009699321047526673,0.0009699321047526673,0.0,0.0,0.0009699321047526673,0.0009699321047526673
VehicleTurningRoutePedestrian,0.06355772846934937,0.06167732230161715,0.11658518239939827,0.11508085746521249,0.012786761940579166,0.0,0.12937194433997742,0.11884166980067695
