examinee,scope,tau_model,n_reactive,routes_reactive,pairs_reactive,flip_rate,flip_lo,flip_hi,any_direction_rate,wrong_direction_rate,n_nonreactive,false_flip_nonreactive,false_flip_null_insample,false_flip_null_oos,n_null,flip_rate_family_equal
gate ttc,pooled,0.0,1081,49,147,0.07400555041628122,0.05013082480489309,0.09861990950226245,0.07400555041628122,0.0,4045,0.0034610630407911,0.0,0.0,3176.0,0.08254902734468376
gate ttc,DynamicObjectCrossing,0.0,293,13,39,0.15358361774744028,0.11396223262032085,0.19230769230769232,0.15358361774744028,0.0,316,0.02531645569620253,,,,
gate ttc,HighwayCutIn,0.0,207,8,24,0.0,0.0,0.0,0.0,0.0,1112,0.0,,,,
gate ttc,Light,0.0,9,3,9,0.0,0.0,0.0,0.0,0.0,195,0.0,,,,
gate ttc,OppositeVehicleRunningRedLight,0.0,0,0,0,,,,,,58,0.0,,,,
gate ttc,ParkingCrossingPedestrian,0.0,76,5,15,0.10526315789473684,0.0,0.20512820512820512,0.10526315789473684,0.0,234,0.0,,,,
gate ttc,ParkingCutIn,0.0,217,8,24,0.0967741935483871,0.06481481481481481,0.11926605504587157,0.0967741935483871,0.0,600,0.0,,,,
gate ttc,PedestrianCrossing,0.0,27,2,6,0.2222222222222222,0.0,0.25,0.2222222222222222,0.0,809,0.007416563658838072,,,,
gate ttc,StaticCutIn,0.0,252,10,30,0.0,0.0,0.0,0.0,0.0,779,0.0,,,,
gate ttc,VehicleTurningRoutePedestrian,0.0,10,1,3,0.0,0.0,0.0,0.0,0.0,2649,0.001887504718761797,,,,
gate intrusion,pooled,0.0,1081,49,147,0.2682701202590194,0.16563200609718418,0.3756714630884066,0.2682701202590194,0.0,4045,0.048702101359703334,0.0,0.0,3176.0,0.2273811537436305
gate intrusion,DynamicObjectCrossing,0.0,293,13,39,0.15358361774744028,0.11396223262032085,0.19230769230769232,0.15358361774744028,0.0,316,0.02531645569620253,,,,
gate intrusion,HighwayCutIn,0.0,207,8,24,1.0,1.0,1.0,1.0,0.0,1112,0.164568345323741,,,,
gate intrusion,Light,0.0,9,3,9,0.0,0.0,0.0,0.0,0.0,195,0.0,,,,
gate intrusion,OppositeVehicleRunningRedLight,0.0,0,0,0,,,,,,58,0.0,,,,
gate intrusion,ParkingCrossingPedestrian,0.0,76,5,15,0.10526315789473684,0.0,0.20512820512820512,0.10526315789473684,0.0,234,0.0,,,,
gate intrusion,ParkingCutIn,0.0,217,8,24,0.11059907834101383,0.06944444444444445,0.1598173515981735,0.11059907834101383,0.0,600,0.0,,,,
gate intrusion,PedestrianCrossing,0.0,27,2,6,0.2222222222222222,0.0,0.25,0.2222222222222222,0.0,809,0.007416563658838072,,,,
gate intrusion,StaticCutIn,0.0,252,10,30,0.0,0.0,0.0,0.0,0.0,779,0.0,,,,
gate intrusion,VehicleTurningRoutePedestrian,0.0,10,1,3,0.0,0.0,0.0,0.0,0.0,2649,0.0015100037750094375,,,,
gate pedestrian,pooled,0.0,1081,49,147,0.29417206290471787,0.18621966558153302,0.4050119844576564,0.29417206290471787,0.0,4045,0.09419035846724351,0.0,0.0,3176.0,0.36548281967717927
gate pedestrian,DynamicObjectCrossing,0.0,293,13,39,0.7952218430034129,0.7408607112095484,0.8536585365853658,0.7952218430034129,0.0,316,0.20569620253164558,,,,
gate pedestrian,HighwayCutIn,0.0,207,8,24,0.0,0.0,0.0,0.0,0.0,1112,0.0,,,,
gate pedestrian,Light,0.0,9,3,9,0.0,0.0,0.0,0.0,0.0,195,0.0,,,,
gate pedestrian,OppositeVehicleRunningRedLight,0.0,0,0,0,,,,,,58,0.0,,,,
gate pedestrian,ParkingCrossingPedestrian,0.0,76,5,15,0.7631578947368421,0.6875,0.926829268292683,0.7631578947368421,0.0,234,0.0641025641025641,,,,
gate pedestrian,ParkingCutIn,0.0,217,8,24,0.0,0.0,0.0,0.0,0.0,600,0.0,,,,
gate pedestrian,PedestrianCrossing,0.0,27,2,6,1.0,1.0,1.0,1.0,0.0,809,0.3720642768850433,,,,
gate pedestrian,StaticCutIn,0.0,252,10,30,0.0,0.0,0.0,0.0,0.0,779,0.0,,,,
gate pedestrian,VehicleTurningRoutePedestrian,0.0,10,1,3,1.0,1.0,1.0,1.0,0.0,2649,0.009060022650056626,,,,
gate any,pooled,0.0,1081,49,147,0.5078630897317299,0.3899786108555658,0.6230012424028742,0.5078630897317299,0.0,4045,0.13943139678615574,0.0,0.0,3176.0,0.5241398308687527
gate any,DynamicObjectCrossing,0.0,293,13,39,0.7952218430034129,0.7408607112095484,0.8536585365853658,0.7952218430034129,0.0,316,0.20569620253164558,,,,
gate any,HighwayCutIn,0.0,207,8,24,1.0,1.0,1.0,1.0,0.0,1112,0.164568345323741,,,,
gate any,Light,0.0,9,3,9,0.0,0.0,0.0,0.0,0.0,195,0.0,,,,
gate any,OppositeVehicleRunningRedLight,0.0,0,0,0,,,,,,58,0.0,,,,
gate any,ParkingCrossingPedestrian,0.0,76,5,15,0.7631578947368421,0.6875,0.926829268292683,0.7631578947368421,0.0,234,0.0641025641025641,,,,
gate any,ParkingCutIn,0.0,217,8,24,0.11059907834101383,0.06944444444444445,0.1598173515981735,0.11059907834101383,0.0,600,0.0,,,,
gate any,PedestrianCrossing,0.0,27,2,6,1.0,1.0,1.0,1.0,0.0,809,0.3720642768850433,,,,
gate any,StaticCutIn,0.0,252,10,30,0.0,0.0,0.0,0.0,0.0,779,0.0,,,,
gate any,VehicleTurningRoutePedestrian,0.0,10,1,3,0.7,0.7,0.7,0.7,0.0,2649,0.007927519818799546,,,,
