gate,train_frames,trigger_rate,decel_median_triggered,decel_median_not,precision_vs_brake_gt_1ms,recall_vs_brake_gt_1ms
ttc,18219,0.05115538723310829,0.9818840026855469,0.0,0.4957081545064378,0.1990521327014218
intrusion,18219,0.25484384433832813,0.06743431091308594,0.0,0.26749946155502907,0.5351141749246014
pedestrian,18219,0.030188264998078928,3.975637674331665,0.0,0.6290909090909091,0.14907367514002584
any,18219,0.2815741808002635,0.08315801620483398,0.0,0.29473684210526313,0.6514433433864714
