examinee,scope,tau_model,n_reactive,routes_reactive,pairs_reactive,flip_rate,flip_lo,flip_hi,any_direction_rate,wrong_direction_rate,n_nonreactive,false_flip_nonreactive,false_flip_null_insample,false_flip_null_oos,n_null,flip_rate_family_equal
gate ttc,pooled,0.0,783,48,140,0.0,0.0,0.0,0.010217113665389528,0.010217113665389528,6032,0.0,0.0,0.0,2861.0,0.0
gate ttc,DynamicObjectCrossing,0.0,142,10,30,0.0,0.0,0.0,0.02112676056338028,0.02112676056338028,7,0.0,,,,
gate ttc,HardBreakRoute,0.0,0,0,0,,,,,,167,0.0,,,,
gate ttc,HighwayCutIn,0.0,111,8,23,0.0,0.0,0.0,0.0,0.0,251,0.0,,,,
gate ttc,Light,0.0,0,0,0,,,,,,2,0.0,,,,
gate ttc,OppositeVehicleRunningRedLight,0.0,0,0,0,,,,,,2,0.0,,,,
gate ttc,ParkingCrossingPedestrian,0.0,62,3,9,0.0,0.0,0.0,0.0,0.0,40,0.0,,,,
gate ttc,ParkingCutIn,0.0,186,8,24,0.0,0.0,0.0,0.026881720430107527,0.026881720430107527,216,0.0,,,,
gate ttc,PedestrianCrossing,0.0,38,4,11,0.0,0.0,0.0,0.0,0.0,720,0.0,,,,
gate ttc,StaticCutIn,0.0,177,10,30,0.0,0.0,0.0,0.0,0.0,97,0.0,,,,
gate ttc,VehicleTurningRoutePedestrian,0.0,67,5,13,0.0,0.0,0.0,0.0,0.0,4701,0.0,,,,
gate intrusion,pooled,0.0,783,48,140,0.0,0.0,0.0,0.002554278416347382,0.002554278416347382,6032,0.01807029177718833,0.0,0.0,2861.0,0.0
gate intrusion,DynamicObjectCrossing,0.0,142,10,30,0.0,0.0,0.0,0.0,0.0,7,0.0,,,,
gate intrusion,HardBreakRoute,0.0,0,0,0,,,,,,167,0.0,,,,
gate intrusion,HighwayCutIn,0.0,111,8,23,0.0,0.0,0.0,0.0,0.0,251,0.0,,,,
gate intrusion,Light,0.0,0,0,0,,,,,,2,0.0,,,,
gate intrusion,OppositeVehicleRunningRedLight,0.0,0,0,0,,,,,,2,0.0,,,,
gate intrusion,ParkingCrossingPedestrian,0.0,62,3,9,0.0,0.0,0.0,0.0,0.0,40,0.0,,,,
gate intrusion,ParkingCutIn,0.0,186,8,24,0.0,0.0,0.0,0.010752688172043012,0.010752688172043012,216,0.0,,,,
gate intrusion,PedestrianCrossing,0.0,38,4,11,0.0,0.0,0.0,0.0,0.0,720,0.15138888888888888,,,,
gate intrusion,StaticCutIn,0.0,177,10,30,0.0,0.0,0.0,0.0,0.0,97,0.0,,,,
gate intrusion,VehicleTurningRoutePedestrian,0.0,67,5,13,0.0,0.0,0.0,0.0,0.0,4701,0.0,,,,
gate pedestrian,pooled,0.0,783,48,140,0.05491698595146871,0.029109479667368748,0.08550247016239483,0.0561941251596424,0.001277139208173691,6032,0.027354111405835543,0.0,0.0,2861.0,0.06949162730991529
gate pedestrian,DynamicObjectCrossing,0.0,142,10,30,0.19718309859154928,0.11444873453545726,0.2982637004883341,0.19718309859154928,0.0,7,0.0,,,,
gate pedestrian,HardBreakRoute,0.0,0,0,0,,,,,,167,0.0,,,,
gate pedestrian,HighwayCutIn,0.0,111,8,23,0.0,0.0,0.0,0.0,0.0,251,0.0,,,,
gate pedestrian,Light,0.0,0,0,0,,,,,,2,0.0,,,,
gate pedestrian,OppositeVehicleRunningRedLight,0.0,0,0,0,,,,,,2,0.0,,,,
gate pedestrian,ParkingCrossingPedestrian,0.0,62,3,9,0.11290322580645161,0.08,0.16,0.11290322580645161,0.0,40,0.0,,,,
gate pedestrian,ParkingCutIn,0.0,186,8,24,0.0,0.0,0.0,0.0,0.0,216,0.0,,,,
gate pedestrian,PedestrianCrossing,0.0,38,4,11,0.13157894736842105,0.0,0.2631578947368421,0.15789473684210525,0.02631578947368421,720,0.22916666666666666,,,,
gate pedestrian,StaticCutIn,0.0,177,10,30,0.0,0.0,0.0,0.0,0.0,97,0.0,,,,
gate pedestrian,VehicleTurningRoutePedestrian,0.0,67,5,13,0.04477611940298507,0.0,0.07317073170731707,0.04477611940298507,0.0,4701,0.0,,,,
gate any,pooled,0.0,783,48,140,0.0421455938697318,0.019148335786697737,0.07066730486008836,0.04597701149425287,0.0038314176245210726,6032,0.03265915119363395,0.0,0.0,2861.0,0.05215845155824591
gate any,DynamicObjectCrossing,0.0,142,10,30,0.16901408450704225,0.08783167291378971,0.2734391693376068,0.16901408450704225,0.0,7,0.0,,,,
gate any,HardBreakRoute,0.0,0,0,0,,,,,,167,0.0,,,,
gate any,HighwayCutIn,0.0,111,8,23,0.0,0.0,0.0,0.0,0.0,251,0.0,,,,
gate any,Light,0.0,0,0,0,,,,,,2,0.0,,,,
gate any,OppositeVehicleRunningRedLight,0.0,0,0,0,,,,,,2,0.0,,,,
gate any,ParkingCrossingPedestrian,0.0,62,3,9,0.06451612903225806,0.04,0.08333333333333333,0.06451612903225806,0.0,40,0.0,,,,
gate any,ParkingCutIn,0.0,186,8,24,0.0,0.0,0.0,0.010752688172043012,0.010752688172043012,216,0.0,,,,
gate any,PedestrianCrossing,0.0,38,4,11,0.13157894736842105,0.0,0.2631578947368421,0.15789473684210525,0.02631578947368421,720,0.27361111111111114,,,,
gate any,StaticCutIn,0.0,177,10,30,0.0,0.0,0.0,0.0,0.0,97,0.0,,,,
gate any,VehicleTurningRoutePedestrian,0.0,67,5,13,0.0,0.0,0.0,0.0,0.0,4701,0.0,,,,
