frame,timestamp,raw_speed_mps,desired,native_throttle,native_brake,old_reason,new_reason,old_native_throttle,old_native_brake,new_native_throttle,new_native_brake,old_pi_throttle,old_pi_brake,new_pi_throttle,new_pi_brake
3427,15.600000232458115,0.21052939841606652,0.9827514688173931,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3428,15.650000233203173,0.38353237172010957,1.2709019978841147,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3429,15.70000023394823,0.5008409225626623,0.9325488209724426,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6610335289542291,0.0,0.6614890397890034,0.0
3430,15.750000234693289,0.7045075255804504,1.2373535235722861,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7182631538194051,0.0,0.7187186646541793,0.0
3431,15.800000235438347,0.8345454202563378,0.4742248853047689,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.26717588059369324,0.0,0.2676313914284675,0.0
3432,15.850000236183405,0.01674015597102522,0.8398110270500183,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3433,15.900000236928463,0.13146782563625203,0.8207509318987529,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3434,15.950000237673521,0.3644205377618321,0.48948994278907776,0.5911417511602243,0.0,tracking,tracking,0.5911417511602243,0.0,0.5911417511602243,0.0,0.5114342181692371,0.0,0.5118897290040113,0.0
3435,16.00000023841858,0.54162749588998,0.6132553716500599,0.393193662539124,0.0,tracking,tracking,0.393193662539124,0.0,0.393193662539124,0.0,0.48560880199599693,0.0,0.4860643128307712,0.0
3436,16.050000239163637,0.6397764119204121,0.56702188650767,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.41250816982837507,0.0,0.4129636806631493,0.0
3437,16.100000239908695,0.0073652247876985315,0.43133777876694995,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6661713665280835,0.0,0.6704015550679251,0.0
3438,16.150000240653753,0.11748328858825871,0.48105600476264954,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6405161066455538,0.0,0.6410636827915461,0.0
3439,16.20000024139881,0.16536416985271082,0.7035156587759653,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7345323867317648,0.0,0.7350799628777571,0.0
3440,16.25000024214387,0.2731020071662365,0.4671406547228495,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.5649014491790443,0.0,0.5654490253250366,0.0
3441,16.300000242888927,0.4059534333064741,0.457964281241099,0.2051575466990469,0.0,tracking,tracking,0.2051575466990469,0.0,0.2051575466990469,0.0,0.49453768497692085,0.0,0.4950852611229132,0.0
3442,16.350000243633986,0.4850408482128036,0.4212510560949643,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.43583999253733396,0.0,0.4363875686833263,0.0
3443,16.400000244379044,0.005058101540381347,0.7670190234978993,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3444,16.4500002451241,0.11092301891923681,0.7298230330149333,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3445,16.50000024586916,0.2427593629454503,0.5301285982131958,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6150116217244999,0.0,0.6155591978704922,0.0
3446,16.550000246614218,0.302786975543601,0.4555123845736186,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.5495987762469584,0.0,0.5501463523929507,0.0
3447,16.600000247359276,0.4273369862555983,0.5684503714243571,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.5455566816572229,0.0,0.5461042578032153,0.0
3448,16.650000248104334,0.5499505825766402,0.5143869121869404,0.0,0.0,tracking,tracking,0.0,0.0,0.0,0.0,0.4567736079914982,0.0,0.4573211841374905,0.0
3449,16.700000248849392,0.5556489792990332,0.5373493929704031,0.08709233763317267,0.0,tracking,tracking,0.08709233763317267,0.0,0.08709233763317267,0.0,0.46517690518951654,0.0,0.46572448133550887,0.0
3450,16.75000024959445,0.6024921219447933,0.8430266380310059,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.5976006378928186,0.0,0.5981482140388109,0.0
3451,16.800000250339508,0.6754136417039663,0.6774050096670786,0.0,0.0,tracking,tracking,0.0,0.0,0.0,0.0,0.47835395593117824,0.0,0.47890153207717057,0.0
3452,16.850000251084566,0.7149433921649904,0.8569128513336182,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.5501176197999877,0.0,0.5506651959459801,0.0
3453,16.900000251829624,0.7222125668581884,0.5036315520604451,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.36711012009111654,0.0,0.36765769623710887,0.0
3454,16.950000252574682,0.008858063788067465,0.7455382545789082,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3455,17.00000025331974,0.12031370924281062,0.5083580116430918,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6752733325424112,0.0,0.6758209086884035,0.0
3456,17.0500002540648,0.184042917642398,0.797176976998647,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3457,17.100000254809856,0.21553128623225226,0.6598942478497823,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7089871992540238,0.0,0.7095347754000161,0.0
3458,17.150000255554914,0.38977545923446966,0.7451761166254679,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.668948555424344,0.0,0.6694961315703363,0.0
3459,17.200000256299973,0.5256222137873389,0.738875150680542,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6005403569263328,0.0,0.6010879330723251,0.0
3460,17.25000025704503,0.6300330875489119,0.6916415095329285,0.24259691958626112,0.0,tracking,tracking,0.24259691958626112,0.0,0.24259691958626112,0.0,0.5254882047580153,0.0,0.5260357809040076,0.0
3461,17.30000025779009,0.7356477700969033,0.42483571668465936,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.3353928163343387,0.0,0.33594039248033103,0.0
3462,17.350000258535147,0.008658122398273013,0.7130159735679626,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3463,17.400000259280205,0.11995449338583138,1.5066860119501748,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3464,17.450000260025263,0.3026699548371128,0.9766732255617778,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3465,17.50000026077032,0.3062986194077044,0.7563066283861796,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7214279477257497,0.0,0.721975523871742,0.0
3466,17.55000026151538,0.44686991507240414,0.5973714391390482,0.7379647242526212,0.0,tracking,tracking,0.7379647242526212,0.0,0.7379647242526212,0.0,0.5735559743487003,0.0,0.5741035504946926,0.0
3467,17.600000262260437,0.508149700303604,0.36304386953512824,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.4239384740195064,0.0,0.42448605016549873,0.0
3468,17.650000263005495,0.006515948352224497,0.4859225352605184,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7421872652835413,0.0,0.7460742649612624,0.0
3469,17.700000263750553,0.1305336155971282,0.9246590733528137,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3470,17.75000026449561,0.33294145644734624,0.5448326915502548,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6110782298591029,0.0,0.6117072553607117,0.0
3471,17.80000026524067,0.5125105856336575,0.6342707177003225,0.6015456612532339,0.0,tracking,tracking,0.6015456612532339,0.0,0.6015456612532339,0.0,0.567534680014494,0.0,0.5681637055161028,0.0
3472,17.850000265985727,0.6829622630092591,0.7426553865273793,0.31689612089345803,0.0,tracking,tracking,0.31689612089345803,0.0,0.31689612089345803,0.0,0.5372473397953168,0.0,0.5378763652969256,0.0
3473,17.900000266730785,0.7033730042180565,0.7242291669050853,0.14307682048529438,0.0,tracking,tracking,0.14307682048529438,0.0,0.14307682048529438,0.0,0.5180895614172438,0.0,0.5187185869188526,0.0
3474,17.950000267475843,0.7069635869177386,0.30689812948306405,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.3026279330639406,0.0,0.3032569585655494,0.0
3475,18.0000002682209,0.009431656784205282,0.45167467991511023,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7293102112182408,0.0,0.7347729608235116,0.0
3476,18.05000026896596,0.11600154542277993,0.4347294171651205,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6715367339801056,0.0,0.6722836551932738,0.0
3477,18.100000269711018,0.16933319352467752,0.8011447985967,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3478,18.150000270456076,0.2530112699452841,0.6029276053110759,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6915049200490806,0.0,0.6922518412622489,0.0
3479,18.200000271201134,0.3562183638533021,1.2640165487925212,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3480,18.250000271946192,0.468145327392206,0.692315399646759,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6314339144383981,0.0,0.6321808356515664,0.0
3481,18.30000027269125,0.6418364045912064,0.44239718218644464,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.4171362767915328,0.0,0.41788319800470103,0.0
3482,18.350000273436308,0.00752237103993048,0.5323313971360525,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3483,18.400000274181366,0.14160562283543654,0.7088978091875713,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3484,18.450000274926424,0.3531947276146329,0.4389781008164088,0.34692346279819813,0.0,tracking,tracking,0.34692346279819813,0.0,0.34692346279819813,0.0,0.5608198667758022,0.0,0.5615667879889704,0.0
3485,18.500000275671482,0.47420209013651815,1.160096069176992,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3486,18.55000027641654,0.5781982380492391,1.6791486342748005,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3487,18.600000277161598,0.6472201605337662,1.014034628868103,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7059205952645864,0.0,0.7066675164777546,0.0
3488,18.650000277906656,0.763911376902957,0.7621676127115885,0.0,0.0,tracking,tracking,0.0,0.0,0.0,0.0,0.5216196819490169,0.0,0.5223666031621851,0.0
3489,18.700000278651714,0.9034178127469359,0.9173937439918518,0.1688303633282582,0.0,tracking,tracking,0.1688303633282582,0.0,0.1688303633282582,0.0,0.5296542288103238,0.0,0.530401150023492,0.0
3490,18.750000279396772,0.9132817780434792,0.7909981211026509,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.4599958889829142,0.0,0.46074281019608243,0.0
3491,18.80000028014183,0.01259211597732533,1.0746753215789795,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3492,18.85000028088689,0.09816094697801987,0.5973493059476217,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3493,18.900000281631947,0.22696819003484203,0.8002443313598633,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3494,18.950000282377005,0.3431854347301069,0.401435265938441,0.18664583178857974,0.0,tracking,tracking,0.18664583178857974,0.0,0.18664583178857974,0.0,0.5509907559584495,0.0,0.5517376771716177,0.0
3495,19.000000283122063,0.43025600902647515,0.36402372270822525,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.4879217936038427,0.0,0.4886687148170109,0.0
3496,19.05000028386712,0.00340720048910815,0.7925518552462261,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3497,19.10000028461218,0.10641463173355005,0.579388032356898,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3498,19.150000285357237,0.16922994726263135,0.5479722619056702,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7151433730880713,0.0,0.7158902943012395,0.0
3499,19.200000286102295,0.20469407767653855,1.4194142023722331,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3500,19.250000286847353,0.3068941660110282,0.5165053407351176,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6331979428516908,0.0,0.6339448640648591,0.0
3501,19.30000028759241,0.4754787562726956,0.62443212668101,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.604730957851652,0.0,0.6054778790648202,0.0
3502,19.35000028833747,0.5711795977802755,0.8590196371078491,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6777722928564907,0.0,0.678519214069659,0.0
3503,19.400000289082527,0.6436330073512162,0.5136823952198029,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.46725258445114937,0.0,0.4679995056643176,0.0
3504,19.450000289827585,0.008887830934418656,0.8013019859790802,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3505,19.500000290572643,0.140207063085706,0.41555941601594293,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6733459714448908,0.0,0.6740928926580592,0.0
3506,19.5500002913177,0.4780668285892433,0.5183932483196259,0.07564938440918922,0.0,tracking,tracking,0.07564938440918922,0.0,0.07564938440918922,0.0,0.5563370850991048,0.0,0.5570840063122731,0.0
3507,19.60000029206276,0.5398110921887178,0.32762325927615166,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.42742761082670033,0.0,0.42817453203986855,0.0
3508,19.650000292807817,0.006367311049455688,0.4919117589791615,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.75,0.0,0.75,0.0
3509,19.700000293552876,0.11412513161136703,0.30661502915124095,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.6321725998080228,0.0,0.632919521021191,0.0
3510,19.750000294297934,0.0007890132565945421,0.3702840283513069,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.7252938463429497,0.0,0.7264451368502696,0.0
3511,19.80000029504299,-0.0002386077013392067,0.47493138909339905,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3512,19.85000029578805,-0.0006739718070165509,0.5360786815484365,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3513,19.900000296533108,-0.0008103338953518652,0.5069387853145599,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3514,19.950000297278166,-0.0007405550140997058,0.5846148133277893,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3515,20.000000298023224,-0.0006684782766934544,0.533390631278356,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3516,20.050000298768282,-0.0005645423915346837,0.34546389182408654,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.718353367298808,0.0
3517,20.10000029951334,-0.00043459928495323476,0.6840295195579529,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3518,20.150000300258398,-0.00011626955414748802,0.7208714485168457,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3519,20.200000301003456,-0.00021289409724926464,1.0045653184254963,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3520,20.250000301748514,-0.00023530491697966907,0.4957914650440216,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3521,20.300000302493572,-0.00021922833991259896,0.680899163087209,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3522,20.35000030323863,-0.00025737819175330226,0.5852447052796682,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3523,20.40000030398369,-0.00017079411548316482,0.8797455628712971,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3524,20.450000304728746,-0.00014776549553326124,1.0231355230013528,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3525,20.500000305473804,-0.00014902213938109538,0.7773165305455525,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3526,20.550000306218863,0.0,0.9394698739051819,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.4814783105513956,0.0,0.75,0.0
3527,20.60000030696392,-3.901616728712043e-05,0.908043622970581,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3528,20.65000030770898,-2.8191136009995033e-05,1.0954386989275613,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3529,20.700000308454037,-7.663772006711511e-05,0.8339627583821614,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3530,20.750000309199095,-7.270328540890693e-05,1.1526229977607727,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3531,20.800000309944153,-3.709769766193326e-05,1.0402644872665405,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3532,20.85000031068921,-1.7429475233350355e-05,0.8941266735394796,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3533,20.90000031143427,-1.1317061195191369e-05,1.2760554949442546,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3534,20.950000312179327,-2.7353939895991488e-05,1.3911946614583333,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3535,21.000000312924385,1.1707841508872003e-05,0.6447502275307972,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.33042849146085224,0.0,0.75,0.0
3536,21.050000313669443,-5.9638154114566826e-06,0.9535353183746338,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3537,21.1000003144145,-4.4986112330111527e-07,0.806669255097707,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3538,21.15000031515956,-3.6307092974515764e-05,1.371486703554789,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3539,21.200000315904617,-3.85600620478605e-06,1.2075475653012595,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3540,21.250000316649675,8.868906628096772e-06,0.7199252446492512,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3689571427021892,0.0,0.75,0.0
3541,21.300000317394733,5.581382906446361e-07,0.7528459529081981,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3948322197906836,0.0,0.75,0.0
3542,21.35000031813979,1.756139985451951e-05,0.7709999879201253,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.4135380161409753,0.0,0.75,0.0
3543,21.40000031888485,-0.006691279341143651,0.8625805377960205,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3544,21.450000319629908,0.0002191016061418461,0.8015615344047546,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.41068799695855074,0.0,0.75,0.0
3545,21.500000320374966,0.10118229272914485,0.7884009579817455,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3622163466292066,0.0,0.75,0.0
3546,21.550000321120024,0.08743752260776429,0.30401842296123505,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.12960472547440138,0.0,0.65661913285826,0.0
3547,21.600000321865082,0.0009718036597524757,0.386403389275074,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.21884796299731052,0.0,0.7463604197569732,0.0
3548,21.65000032261014,0.0004250976450398661,0.6537358363469442,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.36095392389606434,0.0,0.75,0.0
3549,21.700000323355198,0.0001499918021840586,0.5942103465398153,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3387544864588005,0.0,0.75,0.0
3550,21.750000324100256,0.06119011290442949,0.6274808645248413,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.33194831940092584,0.0,0.75,0.0
3551,21.800000324845314,0.05190826116105435,0.6976817945639293,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.37976187957997803,0.0,0.75,0.0
3552,21.850000325590372,0.06463057096219678,0.6404989262421926,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.35200764506680227,0.0,0.75,0.0
3553,21.90000032633543,0.20273127577136582,0.7853777408599854,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3626797808932482,0.0,0.75,0.0
3554,21.950000327080488,0.3430853009794325,1.2981758912404378,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.560840476035603,0.0,0.75,0.0
3555,22.000000327825546,0.45218350497767695,0.34766308466593426,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.029728465475863927,0.0,0.4995920096901997,0.0
3556,22.050000328570604,0.004815916159230939,0.2517942364017169,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.20856506480201262,0.0,0.6808967660488513,0.0
3557,22.100000329315662,0.0020863340348150606,0.7662698030471802,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.476719932691947,0.0,0.75,0.0
3558,22.15000033006072,0.0007045335579281442,1.2843696276346843,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.7364607452241426,0.0,0.75,0.0
3559,22.20000033080578,0.08272380613107506,0.2788333147764206,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.1951343214030323,0.0,0.6555057710652606,0.0
3560,22.250000331550837,0.0005490225574428706,0.5288865168889364,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3678525330236605,0.0,0.75,0.0
3561,22.300000332295895,0.0633622897092153,0.6024404168128967,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3799613260989616,0.0,0.75,0.0
3562,22.350000333040953,0.05673569072383129,0.6275758345921834,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.40297783638597856,0.0,0.75,0.0
3563,22.40000033378601,0.06499842920467958,0.5245563685894012,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3530812084720717,0.0,0.75,0.0
3564,22.45000033453107,0.17279859631881078,0.8792645335197449,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.48536603172677917,0.0,0.75,0.0
3565,22.500000335276127,0.3559403664618078,0.8279755512873331,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3740510954373172,0.0,0.75,0.0
3566,22.550000336021185,0.48304513990937015,0.31737838809688884,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.053129292689800045,0.0,0.4725468064078334,0.0
3567,22.600000336766243,0.004764772868236212,0.34226602440079057,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.30893206006933926,0.0,0.7307915198832313,0.0
3568,22.6500003375113,0.0020481844194028776,0.5352993905544281,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.41347267754658834,0.0,0.75,0.0
3569,22.70000033825636,0.0006672449892164675,0.8894119064013164,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.6023287136183185,0.0,0.75,0.0
3570,22.750000339001417,0.18702700757377527,0.29598792642354965,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.21379885384307348,0.0,0.615500978613641,0.0
3571,22.800000339746475,0.0007027205632203222,0.6119184494018555,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.47256645556183463,0.0,0.75,0.0
3572,22.850000340491533,0.09522230896580182,0.3949482068419457,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.32056811385986905,0.0,0.7146300419061058,0.0
3573,22.90000034123659,0.00011260202279199521,0.2820938900113106,0.0,1.0,tracking,tracking,0.0,1.0,0.0,1.0,0.31522057506843604,0.0,0.7093402116513746,0.0
3574,22.95000034198165,-0.00011893005137410343,0.5888994534810383,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3575,23.000000342726707,-0.00021244785660788374,0.35512685527404153,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.74585669428274,0.0
3576,23.050000343471766,-0.00023778120200914184,0.404422789812088,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3577,23.100000344216824,-0.00021941307788639775,0.27469735840956366,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.7090756628817871,0.0
3578,23.15000034496188,-0.00019451960129220202,0.251455665876468,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.7005980124855323,0.0
3579,23.20000034570694,-0.00011706220623008642,1.1555405060450235,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3580,23.250000346451998,-0.00015096899926623312,0.3863855749368667,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.0
3581,23.300000347197056,-3.380593155763558e-05,0.21660933767755824,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.6858824651473936,0.0
3582,23.350000347942114,-8.917706834226783e-05,0.2725668797890345,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.7172683222512641,0.0
3583,23.400000348687172,-6.49896668803655e-05,0.26093070954084396,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.7147118710450316,0.0
3584,23.45000034943223,-8.047807116158185e-05,0.5038836101690928,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3585,23.500000350177288,-5.867853519967336e-05,0.23904197414716083,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.7067555280695546,0.0
3586,23.550000350922346,-2.5718760519081484e-05,0.7177797158559164,0.75,0.0,reverse_motion,tracking,0.0,1.0,0.75,0.0,0.0,1.0,0.75,0.0
3587,23.600000351667404,-8.602673385694202e-05,0.3403271734714508,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.75,0.0
3588,23.650000352412462,-3.596711929432398e-05,0.2967487374941508,0.0,1.0,reverse_motion,tracking,0.0,1.0,0.0,1.0,0.0,1.0,0.7393182690170003,0.0
3589,23.70000035315752,0.0,0.6317141950130463,0.75,0.0,tracking,tracking,0.75,0.0,0.75,0.0,0.3237535250618522,0.0,0.75,0.0
