level,route,seed,contrast,ds_arm,ds_B,ds_diff,rc_arm,rc_B,points_rc,points_collisions_pedestrian,points_collisions_vehicle,points_collisions_layout,points_red_light,points_stop_infraction,points_scenario_timeouts,points_yield_emergency_vehicle_infractions,points_outside_route_lanes,points_min_speed_infractions,points_route_dev,points_vehicle_blocked,points_route_timeout,points_rounding,zero_ds_excluded
1,2091,0,A-B,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,2091,2,A-B,100.0,23.94,76.06,100.0,39.9,48.882560598832484,0.0,27.17743940116752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,3514,1,A-B,100.0,91.675022,8.324978000000002,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.319777389890433,0.0,0.0,0.0,0.0,0.005200610109567818,False
1,3514,0,A-B,100.0,89.404472,10.595528000000002,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.60026016632682,0.0,0.0,0.0,0.0,-0.004732166326819043,False
1,3255,0,C-B,82.775642,100.0,-17.224357999999995,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.21956098624171,0.0,0.0,0.0,0.0,-0.004797013758288093,False
1,2091,1,C-B,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,3514,0,C-B,65.0,89.404472,-24.404472,100.0,100.0,0.0,0.0,0.0,-32.97859459506273,0.0,0.0,0.0,0.0,8.577951962908028,0.0,0.0,0.0,0.0,-0.0038293678452923662,False
1,3255,1,C-B,82.775642,50.0,32.775642000000005,100.0,100.0,0.0,45.06616861569724,0.0,0.0,0.0,0.0,0.0,0.0,-12.287103682588686,0.0,0.0,0.0,0.0,-0.0034229331085436354,False
1,3255,2,C-B,20.855895,50.0,-29.144105,100.0,100.0,0.0,23.103235660848686,-51.0788693878777,0.0,0.0,0.0,0.0,0.0,-1.1667692828505416,0.0,0.0,0.0,0.0,-0.0017019901204390006,False
1,3255,0,A-B,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,3255,1,A-B,100.0,50.0,50.0,100.0,100.0,0.0,49.999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2034265038149155e-14,False
1,3514,1,C-B,65.0,91.675022,-26.675022,100.0,100.0,0.0,0.0,0.0,-33.41782722389476,0.0,0.0,0.0,0.0,6.738592996425373,0.0,0.0,0.0,0.0,0.004212227469389175,False
1,3255,2,A-B,100.0,50.0,50.0,100.0,100.0,0.0,49.999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2034265038149155e-14,False
1,3514,2,A-B,100.0,90.918173,9.081827000000004,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.079910217401247,0.0,0.0,0.0,0.0,0.00191678259875757,False
1,3514,2,C-B,65.0,90.918173,-25.918172999999996,100.0,100.0,0.0,0.0,0.0,-33.27180170123312,0.0,0.0,0.0,0.0,7.352076666875761,0.0,0.0,0.0,0.0,0.0015520343573627862,False
1,17569,0,C-B,60.0,60.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,17569,2,A-B,100.0,60.0,40.0,100.0,100.0,0.0,0.0,39.99999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95484625968566e-14,False
1,25378,1,A-B,70.0,70.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,17569,1,C-B,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,17569,0,A-B,100.0,60.0,40.0,100.0,100.0,0.0,0.0,39.99999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95484625968566e-14,False
1,25378,0,A-B,70.0,70.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25378,0,C-B,70.0,70.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25378,1,C-B,70.0,70.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,17569,2,C-B,100.0,60.0,40.0,100.0,100.0,0.0,0.0,39.99999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.95484625968566e-14,False
1,2091,2,C-B,100.0,23.94,76.06,100.0,39.9,48.882560598832484,0.0,27.17743940116752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25378,2,A-B,70.0,70.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25378,2,C-B,70.0,70.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25381,0,A-B,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25381,1,A-B,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25381,1,C-B,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25424,0,C-B,92.45708,100.0,-7.542919999999995,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.539882493613847,0.0,0.0,0.0,0.0,-0.003037506386148004,False
1,25381,2,A-B,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25381,0,C-B,100.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1,25424,1,A-B,96.228568,100.0,-3.7714320000000043,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7699721288743753,0.0,0.0,0.0,0.0,-0.0014598711256290859,False
