level,route,seed,arm,context,lag_s,first_error_mps_n,first_error_mps_mean,first_error_mps_median,first_error_mps_p10,first_error_mps_p90,mean8_error_mps_n,mean8_error_mps_mean,mean8_error_mps_median,mean8_error_mps_p10,mean8_error_mps_p90,target_error_mps_n,target_error_mps_mean,target_error_mps_median,target_error_mps_p10,target_error_mps_p90
1,3255,2,D,turn,nan,23,0.7442399925233313,0.8547994228699816,0.03401800730872343,1.227057508394635,23,1.3195422898997984,0.34454794430533386,-0.5546506131668039,4.296709844243401,23,3.4874998595483486,2.6515009414735182,-0.021757774601444506,8.351649124266903
1,3255,2,D,cruise,nan,340,0.3489243967124726,0.0964644440619109,-0.04577367204107308,1.1339420864413037,340,0.06745955566939356,-0.09079347418976358,-2.7360078156195247,3.533663368153482,340,0.6616309214483937,0.04693682050672843,-0.07062670992966336,1.3889174505663557
1,3255,0,C,all,0.2,614,0.1585749917713513,0.08973614783001037,-0.5333054746158746,0.9728096993320059,614,0.10098840242669406,-0.10903863941994096,-2.69556037950831,3.8111400885205,614,-0.1936511263407218,-7.525839987769368e-05,-2.714337904110146,1.3969163406984293
1,3255,0,C,launch,nan,29,0.7131306774391892,0.742409763413815,0.5798032687300368,0.7824978570518376,29,4.14230386500059,4.1892364697856195,3.845716136413294,4.4227894511638155,29,1.2220792727966825,1.140446744193723,1.100949639777246,1.417959690892696
1,3255,0,C,target_stop,nan,200,-0.3319018141250591,-0.18147697705942167,-1.066846334038963,0.19412867346167936,200,-0.9309276483772366,-0.49566696360937773,-3.504748344849419,1.1996784827735072,200,-2.029967445726694,-0.9839427507538778,-6.405999788216811,-0.00048343314570989165
1,3255,0,C,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,3255,0,C,turn,nan,28,0.927058506131387,0.8661075140128482,0.671920992170769,1.331254011485105,28,1.6518433728166193,1.4628502233697729,0.1953141165525476,3.097364953071481,28,2.211187772083488,1.672578667188163,0.28426937834320853,4.229498741822363
1,3255,0,C,cruise,nan,357,0.3280307561770481,0.0926515238354062,-0.06701489648626033,1.1042008874678297,357,0.22917081860379537,-0.10005444941250552,-2.0484522863884367,3.788779780185871,357,0.5314793866742132,0.05148552563727016,-0.09444167261712444,1.3815634516682183
1,2091,1,C,all,0.30000000000000004,642,0.2249810949865143,0.1670079093006695,-0.19637285980776756,0.8830532775302942,642,1.481201361196146,1.5034117979702266,-1.696843233496161,4.578145862528995,642,0.8326484371034493,0.3157434153553734,-0.9793826966133808,1.4892896543881124
1,2091,1,C,launch,nan,153,0.4055792877886548,0.415150432645328,0.21556568991836672,0.5977819464494585,153,3.249447377000278,3.3716575222187712,1.3842357253154332,4.811007411272831,153,1.8485605826450842,1.296003399648428,0.7151364027305708,3.168861300822411
1,2091,1,C,target_stop,nan,203,-0.21211524067171247,0.0052805438655701975,-1.2089527886259042,0.07815617147756818,203,0.7710136832905313,1.397468190031426,-2.391219349066711,2.286938536959405,203,-0.9498879772572857,-0.0007441538654545947,-3.38057314254243,0.0
1,2091,1,C,decelerate,nan,1,-1.374704455951771,-1.374704455951771,-1.374704455951771,-1.374704455951771,1,-1.0711358509271998,-1.0711358509271998,-1.0711358509271998,-1.0711358509271998,1,-0.7020925666619267,-0.7020925666619267,-0.7020925666619267,-0.7020925666619267
