set,row,n,l2_1s,l2pt_1s,col_vad_1s,col_bevp_1s,l2_2s,l2pt_2s,col_vad_2s,col_bevp_2s,l2_3s,l2pt_3s,col_vad_3s,col_bevp_3s,l2_avg,l2pt_avg,col_vad_avg,col_bevp_avg,lon_err_3s,l2_avg_lo,l2_avg_hi,d_l2_avg,d_l2_avg_lo,d_l2_avg_hi,col_vad_avg_lo,col_vad_avg_hi,d_col_vad_avg,d_col_vad_avg_lo,d_col_vad_avg_hi,col_bevp_avg_lo,col_bevp_avg_hi,d_col_bevp_avg,d_col_bevp_avg_lo,d_col_bevp_avg_hi
main,logged future,4636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7059369693020392,-0.7668636623529382,-0.6445963926978212,0.0,0.0,-0.2977902406288946,-0.5086055030332373,-0.14194260144763246,0.0,0.0,-1.0785159620362381,-1.6187003060501914,-0.6372616363885705
main,cv,4636,0.2771949288325626,0.41036125566271725,0.05392579810181191,0.10785159620362382,0.659554985082935,1.2888117556294238,0.1671699741156169,0.4745470232959448,1.18106099399062,2.565928031292019,0.6722749496692549,2.653149266609146,0.7059369693020392,1.4217003475280534,0.2977902406288946,1.0785159620362381,-0.036416892250981964,0.6445963926978212,0.7668636623529382,0.0,0.0,0.0,0.14194260144763246,0.5086055030332373,0.0,0.0,0.0,0.6372616363885699,1.6187003060501912,0.0,0.0,0.0
main,cvv,4636,0.3088024926284998,0.4495267506074499,0.08628127696289906,0.15099223468507333,0.7058776411372016,1.356865215110801,0.24266609145815357,0.6686798964624676,1.2414878986378357,2.6611925764689164,0.7837215990796663,2.9335634167385676,0.752056010801179,1.4891948473957222,0.370889655833573,1.2510785159620363,-0.04479922166773013,0.68404438008744,0.8200015316736194,0.046119041499139896,0.03521997227515951,0.057591348435000876,0.17942052897091693,0.6407575685682396,0.07309941520467836,0.02508947087341605,0.1404843525673545,0.7614942528735633,1.8478673151568685,0.1725625539257981,0.06478082487583675,0.28816367696851813
main,openpilot small,4636,0.44204683904081477,0.6126729340909676,0.010785159620362382,0.021570319240724764,0.8538884064489496,1.5045374394337543,0.10245901639344263,0.19413287316652286,1.3501451747698632,2.645553852357849,0.33793500143802124,0.8412424503882657,0.8820268067532092,1.5875880752941904,0.15039305915060874,0.35231521426517115,1.2058675517728643,0.8105907740966002,0.952957714151805,0.17608983745117004,0.11334348596089819,0.24439552071360215,0.08141630935375875,0.22893690674742181,-0.14739718147828587,-0.3611973333086517,0.023313536449353668,0.18742689921755668,0.5326423378679911,-0.726200747771067,-1.2590901828650092,-0.2735190383646441
main,openpilot Cinque,4636,0.42995556855184824,0.6051071330038955,0.0,0.0,0.9085093279433653,1.6828083975323764,0.1671699741156169,0.3882657463330457,1.5254410147339676,3.142901930460837,0.4134311187805579,1.1216566005176876,0.9546353037430604,1.810272486999036,0.19353369763205824,0.5033074489502445,1.6721369052634956,0.8768749098052389,1.0306436510760733,0.2486983344410213,0.17444067879299754,0.32687034297401674,0.10665037255213876,0.2960198038068209,-0.10425654299683636,-0.30970906955178074,0.07133266196710306,0.2735781137509,0.7619910259036726,-0.5752085130859937,-1.0717940153551815,-0.12223115002813711
main,openpilot Lebowski,4636,0.5197409462405976,0.7347164167683483,0.010785159620362382,0.021570319240724764,1.0615880494128014,1.92270142386998,0.15638481449525454,0.32355478861087145,1.7308267336830028,3.483252622480926,0.3774805867126833,0.9706643658326143,1.1040519097788006,2.046890154373085,0.18155018694276673,0.4385964912280702,2.1618118204956454,1.0190855659516918,1.1865642946532522,0.3981149404767614,0.3209043117965236,0.4791911491587597,0.10365513346738335,0.26852992617260923,-0.11624005368612789,-0.3033221050712344,0.04425331800232013,0.26580459770114945,0.6345189168031478,-0.639919470808168,-1.1424876050873034,-0.1868994302449811
main,openpilot small + cmd,4636,0.44180884964903366,0.6110071428109258,0.0,0.0,0.848695822697742,1.492154772669877,0.08628127696289906,0.21570319240724764,1.341798838658627,2.630482742517993,0.2804141501294219,0.8628127696289906,0.8774345036684676,1.5778815526662653,0.12223180903077367,0.3595053206787461,0.951726377406779,0.8062565472016603,0.9473933517358093,0.1714975343664284,0.10758387826249813,0.23978216850637088,0.06215337540638746,0.19324361440830587,-0.17555843159812096,-0.38605682989738355,-0.010757257126715361,0.20158387329013683,0.5450372920252439,-0.719010641357492,-1.2441634902477308,-0.2733404908484837
main,openpilot Cinque + cmd,4636,0.43420829838748115,0.6119890563354425,0.0,0.0,0.9180469031054072,1.7001052797118934,0.14020707506471095,0.32355478861087145,1.5404863112509035,3.1719035499792727,0.3702904802991084,1.0353753235547887,0.9642471709145973,1.827999295342203,0.17016585178793978,0.45297670405522,1.6803755184065476,0.8864244977204397,1.0415442313183445,0.25831020161255813,0.1844951311608893,0.3366833492696794,0.08912144363105183,0.2650085051553971,-0.12762438884095484,-0.330375855843724,0.04008466857347525,0.25197984161267106,0.6758700028760426,-0.6255392579810182,-1.1151881430318729,-0.19306823295812572
main,openpilot Lebowski + cmd,4636,0.5205718775462252,0.7356142761365969,0.010785159620362382,0.021570319240724764,1.0616825860709012,1.9213362736857151,0.16177739430543572,0.4098360655737705,1.729775613548037,3.4794038894663895,0.3738855335058958,1.100086281276963,1.1040100257217211,2.045451479762901,0.18214936247723132,0.5104975553638195,2.114358340530546,1.0196761458117256,1.186850780702863,0.39807305641968194,0.3210351259763981,0.47885590050226823,0.10328097228226929,0.27086301978530447,-0.11564087815166328,-0.30265382764801113,0.046788746165841374,0.32369268653109906,0.7176213730105971,-0.5680184066724188,-1.065992509363296,-0.11496544866520626
valid,logged future,5119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8652559480346356,-0.9290796658756652,-0.8022667122585915,0.0,0.0,-0.3684530398732391,-0.571512699598428,-0.21597085589267964,0.0,0.0,-1.2697792537605002,-1.790055249144035,-0.8391881342701015
valid,cv,5119,0.37724834154309794,0.542445352457794,0.06837272904864232,0.13674545809728464,0.820053649166404,1.5382736475720942,0.23930455167024808,0.6251220941590154,1.3984658533944045,2.924057084045321,0.7976818389008269,3.0474702090252004,0.8652559480346356,1.6682586946917362,0.3684530398732391,1.2697792537605002,-0.4522508501557107,0.8022667122585915,0.9290796658756652,0.0,0.0,0.0,0.21597085589267964,0.571512699598428,0.0,0.0,0.0,0.8391881342701015,1.7900552491440342,0.0,0.0,0.0
valid,cvv,5119,0.4083795070081562,0.5810579739155782,0.09767532721234616,0.1758155889822231,0.8657913282582086,1.6056224544441795,0.3076772807188904,0.8009376831412385,1.4582475123582666,3.018536935022477,0.895357166113173,3.281890994334831,0.9108061158748769,1.7350724544607448,0.4335699246814699,1.419548088819431,-0.46019049150889535,0.8427284933653864,0.9806246153043167,0.04555016784024155,0.03532113682549987,0.05663978970859776,0.24842995615163724,0.6903774868622204,0.06511688480823077,0.021637996321540627,0.12919896640826872,0.9458543092260464,1.9827274289420684,0.14976883505893077,0.052154638503161876,0.2539074900188025
valid,openpilot small,5119,0.5798426313408253,0.795918472141398,0.2637233834733346,0.39070130884938464,1.0823694806739235,1.8691244552778639,0.3516311779644462,0.6837272904864231,1.669567034859266,3.1925887053232818,0.5827961190336653,1.5628052353975386,1.1105930489580047,1.952543877580848,0.3993835601571487,0.8790779449111155,1.7946621359705406,1.049432562750998,1.172444516877616,0.24533710092336938,0.18998853424158876,0.30086156336118985,0.2885143628058283,0.5222586693725313,0.030930520283909607,-0.18671196901981446,0.21430535383714736,0.6515506906437322,1.128070202230361,-0.39070130884938464,-0.906014076653194,0.058593749999999965
valid,openpilot Cinque,5119,0.4986975082875064,0.6952712896910381,0.07814026176987693,0.15628052353975386,1.013575145297186,1.8395319552042366,0.33697987888259423,0.7423324868138308,1.6606221937959353,3.3499829152065295,0.6088428729569576,1.5628052353975386,1.0576316157935424,1.9615953867006015,0.3413210045364763,0.8204727485837078,1.8411359976981143,0.9913270760522722,1.124880198370335,0.19237566775890713,0.1278474350477605,0.25488759954112045,0.23890191990270176,0.4544566067240031,-0.027132035336762828,-0.2297199857353215,0.14403432618786233,0.5782891461395876,1.089383251899245,-0.4493065051767923,-0.9253873846390279,-0.019515812759673973
valid,openpilot Lebowski,5119,0.7249459239193087,1.0089233419371615,0.2832584489158039,0.4493065051767923,1.4109048706797347,2.490639789460426,0.44442273881617506,1.0744285993358078,2.223698918711013,4.332940235578088,0.7521000195350653,2.2074623949990233,1.453183237770019,2.610834455658559,0.49326040242234803,1.2437324998372081,2.641737314966024,1.3795904287187133,1.525214289063022,0.5879272897353834,0.514729229065778,0.6581110269578171,0.36212674787395105,0.6375140817387691,0.12480736254910899,-0.07282909620297078,0.30640466132848004,0.9488390610834898,1.560980548664981,-0.026046753923292296,-0.5405810289215179,0.4493086999135311
valid,openpilot small + cmd,5119,0.5700560705492884,0.7810470205488609,0.25395585075210003,0.3711662434069154,1.059560831800814,1.8265048218749393,0.33697987888259423,0.7032623559288924,1.6347464374035636,3.1285198900140547,0.5274467669466693,1.5628052353975386,1.088121113251222,1.9120239108126185,0.3727941655271212,0.8790779449111155,1.4676926386353715,1.0273464776721664,1.1487656208934982,0.2228651652165866,0.16540281011694336,0.2797585460739547,0.26418528293045945,0.49345891967757854,0.004341125653882058,-0.2150210918326763,0.18692492753720816,0.6451612903225806,1.1332551778038296,-0.39070130884938464,-0.9118278805908805,0.06489061281340817
