level,route,seed,arm,segment,horizon_s,n,long_median_m,long_p95_m,lateral_median_m,lateral_p95_m,long_accel_p95,lateral_accel_p95,long_jerk_p95,lateral_jerk_p95,steer_rate_p95
1,17569,0,A,pre,0.5,0,,,,,12.940898173365841,6.501210912147555,161.96141441800887,56.91096501731714,2.3920002633035127
1,17569,0,A,post,0.5,0,,,,,,,,,
1,17569,0,A,pre,1.0,0,,,,,12.940898173365841,6.501210912147555,161.96141441800887,56.91096501731714,2.3920002633035127
1,17569,0,A,post,1.0,0,,,,,,,,,
1,17569,0,B,pre,0.5,312,0.164846318966651,1.230677145950588,0.013746362474398338,0.37877456121222275,10.761040570569632,3.4949263678519307,120.61425479048195,27.69983625126392,1.049259766202274
1,17569,0,B,post,0.5,108,0.18029384002237736,1.171820666614729,0.2505840390795171,0.3954577969434941,23.243785275587094,5.308458246611737,309.2852782273121,56.51092579017324,1.3389880383165467
1,17569,0,B,pre,1.0,302,0.4852904539178228,2.7058187191610554,0.04387996103655474,0.415327022061278,10.761040570569632,3.4949263678519307,120.61425479048195,27.69983625126392,1.049259766202274
1,17569,0,B,post,1.0,108,0.6442262502220026,3.585054371909299,0.2441253957229061,0.38619961447154366,23.243785275587094,5.308458246611737,309.2852782273121,56.51092579017324,1.3389880383165467
1,17569,0,C,pre,0.5,294,0.10268967789075878,0.5669426886866817,0.0011529535867724067,0.30876314119856757,5.91330956182228,4.936430350210664,63.15213990781228,42.84733478426982,1.9999998509883903
1,17569,0,C,post,0.5,95,0.2412794792173861,0.6986929698745511,0.17450669900986565,0.6824708337391493,6.537697283127191,4.722943901447893,141.82551186100304,65.62805329670621,2.0000001490116097
1,17569,0,C,pre,1.0,288,0.30423039527061185,1.6507103406206909,0.00666090051354333,0.4607863032908491,5.91330956182228,4.936430350210664,63.15213990781228,42.84733478426982,1.9999998509883903
1,17569,0,C,post,1.0,97,0.6241180098820474,2.04753023573968,0.12357604255038973,0.922507298753375,6.537697283127191,4.722943901447893,141.82551186100304,65.62805329670621,2.0000001490116097
1,17569,0,D,pre,0.5,295,0.1489742939154525,0.5790416660732435,0.0012003839427859003,0.19646124726912062,5.453348286570784,7.094938530645929,53.976973173915965,42.616833433001865,1.6823047744884325
1,17569,0,D,post,0.5,71,0.23660855862339342,0.6002488685997129,0.0337231175838969,0.28519166391891204,14.812461277539805,4.966975823899126,202.26791118790214,83.04653043257377,2.0000000167638063
1,17569,0,D,pre,1.0,285,0.2393408395992131,1.7199701115819044,0.007287444051212519,0.5043728049825698,5.453348286570784,7.094938530645929,53.976973173915965,42.616833433001865,1.6823047744884325
