scope,tap,vs,n_frames,routes,auc,auc_lo,auc_hi,auc_vs,delta,lo,hi
OppositeVehicleRunningRedLight,op-cinque temporal,L18_last,31,2,0.5400624349635795,0.3333333333333333,0.5840000000000001,0.5036420395421436,0.036420395421435936,-0.49999999999999994,0.09760000000000008
OppositeVehicleRunningRedLight,op-lebowski temporal,L18_last,31,2,0.6170655567117587,0.6170655567117587,0.8333333333333334,0.5036420395421436,0.11342351716961507,1.1102230246251565e-16,0.1568
ParkingCrossingPedestrian,op-cinque vision,op-cinque temporal,199,5,0.5173101689351279,0.5062886630475949,0.6048025518077598,0.5108456857150072,0.00646448322012072,0.0013417131558505213,0.04400510204081631
ParkingCrossingPedestrian,op-cinque vision,L18_last,199,5,0.5173101689351279,0.5062886630475949,0.6048025518077598,0.536072321406025,-0.018762152470897075,-0.05733471074380159,0.024617271105826455
ParkingCrossingPedestrian,op-cinque hidden,op-cinque temporal,199,5,0.5350369940153027,0.5046462224191635,0.6141581632653061,0.5108456857150072,0.024191308300295478,0.00600240096038418,0.05927579365079372
ParkingCrossingPedestrian,op-cinque hidden,L18_last,199,5,0.5350369940153027,0.5046462224191635,0.6141581632653061,0.536072321406025,-0.0010353273907223182,-0.056599881602472805,0.05909863945578242
ParkingCrossingPedestrian,op-lebowski vision,op-lebowski temporal,199,5,0.5193555718289943,0.5075539610245896,0.6333545918367344,0.5175626878109139,0.0017928840180804206,-0.01461937716262985,0.05632716049382713
ParkingCrossingPedestrian,op-lebowski vision,L18_last,199,5,0.5193555718289943,0.5075539610245896,0.6333545918367344,0.536072321406025,-0.01671674957703073,-0.04529832550467928,0.024589002267573767
ParkingCrossingPedestrian,op-lebowski hidden,op-lebowski temporal,199,5,0.5312744627660917,0.5175238441930706,0.5916280864197531,0.5175626878109139,0.013711774955177836,-0.014446366782006925,0.03650942870630406
ParkingCrossingPedestrian,op-lebowski hidden,L18_last,199,5,0.5312744627660917,0.5175238441930706,0.5916280864197531,0.536072321406025,-0.004797858639933317,-0.04017857142857151,0.016805555555555518
ParkingCrossingPedestrian,op-cinque temporal,L18_last,199,5,0.5108456857150072,0.49471553327213236,0.5704719387755102,0.536072321406025,-0.025226635691017796,-0.08135330578512401,0.00014863258026165393
ParkingCrossingPedestrian,op-lebowski temporal,L18_last,199,5,0.5175626878109139,0.4991072475856586,0.572520727040816,0.536072321406025,-0.018509633595111152,-0.06154336734693877,0.01669874189767058
ParkingCutIn,op-cinque vision,op-cinque temporal,546,5,0.5902400407894914,0.5596768290978456,0.6093598427531092,0.5550188517221485,0.03522118906734295,0.013665527220691998,0.0597841413930279
ParkingCutIn,op-cinque vision,L18_last,546,5,0.5902400407894914,0.5596768290978456,0.6093598427531092,0.5626031477679829,0.027636893021508513,-0.03602101846157367,0.08381529102793
ParkingCutIn,op-cinque hidden,op-cinque temporal,546,5,0.5871808289390708,0.5366491567041018,0.6207380727084033,0.5550188517221485,0.032161977216922266,-0.006247265549484626,0.07090069832354873
ParkingCutIn,op-cinque hidden,L18_last,546,5,0.5871808289390708,0.5366491567041018,0.6207380727084033,0.5626031477679829,0.02457768117108783,0.007322652927048479,0.039917428061331695
ParkingCutIn,op-lebowski vision,op-lebowski temporal,546,5,0.5893242898737405,0.569858759592702,0.6119708732266347,0.5695132096230997,0.019811080250640822,-0.013467911819560086,0.05481138545953368
ParkingCutIn,op-lebowski vision,L18_last,546,5,0.5893242898737405,0.569858759592702,0.6119708732266347,0.5626031477679829,0.0267211421057576,-0.019210182927804534,0.08616953084460177
ParkingCutIn,op-lebowski hidden,op-lebowski temporal,546,5,0.5969018771216574,0.58594364318632,0.6039506172839506,0.5695132096230997,0.02738866749855773,0.0017330732147536447,0.04755866843778933
ParkingCutIn,op-lebowski hidden,L18_last,546,5,0.5969018771216574,0.58594364318632,0.6039506172839506,0.5626031477679829,0.034298729353674506,-0.009062265769936517,0.08503710802593883
ParkingCutIn,op-cinque temporal,L18_last,546,5,0.5550188517221485,0.5363419497612815,0.5696468069248541,0.5626031477679829,-0.007584296045834438,-0.04948973881546148,0.031714500628756366
ParkingCutIn,op-lebowski temporal,L18_last,546,5,0.5695132096230997,0.5437178816299695,0.5949084442321029,0.5626031477679829,0.006910061855116778,-0.027173231043686852,0.04209815884495354
PedestrianCrossing,op-cinque vision,op-cinque temporal,725,5,0.5315862068965518,0.48340679809338705,0.6207103664207327,0.527836385255648,0.003749821640903761,-0.0575632401264804,0.027670132530478665
PedestrianCrossing,op-cinque vision,L18_last,725,5,0.5315862068965518,0.48340679809338705,0.6207103664207327,0.7741184304399525,-0.24253222354340076,-0.357319214876033,-0.18002770008209312
PedestrianCrossing,op-cinque hidden,op-cinque temporal,725,5,0.5298739595719382,0.47282093109352585,0.5785357573717139,0.527836385255648,0.002037574316290147,-0.11977648154278461,0.036614614425906744
PedestrianCrossing,op-cinque hidden,L18_last,725,5,0.5298739595719382,0.47282093109352585,0.5785357573717139,0.7741184304399525,-0.24424447086801437,-0.38157682704979173,-0.1812716292846126
PedestrianCrossing,op-lebowski vision,op-lebowski temporal,725,5,0.5793788347205708,0.5255943710804364,0.6662755102040816,0.5231219976218786,0.056256837098692225,-0.046784556850335224,0.21490936758916007
PedestrianCrossing,op-lebowski vision,L18_last,725,5,0.5793788347205708,0.5255943710804364,0.6662755102040816,0.7741184304399525,-0.1947395957193817,-0.28746353302147787,-0.14358315004652855
PedestrianCrossing,op-lebowski hidden,op-lebowski temporal,725,5,0.567874435196195,0.4899384425977224,0.6339903335096273,0.5231219976218786,0.04475243757431635,-0.04473991997537702,0.167124433106576
PedestrianCrossing,op-lebowski hidden,L18_last,725,5,0.567874435196195,0.4899384425977224,0.6339903335096273,0.7741184304399525,-0.20624399524375758,-0.34076071025444005,-0.1761610352308297
PedestrianCrossing,op-cinque temporal,L18_last,725,5,0.527836385255648,0.47444930353093623,0.6782736065472131,0.7741184304399525,-0.24628204518430452,-0.3517065332699153,-0.17712741383087405
PedestrianCrossing,op-lebowski temporal,L18_last,725,5,0.5231219976218786,0.4397777454953539,0.5793380082938544,0.7741184304399525,-0.25099643281807393,-0.4710290974671762,-0.18361305056666424
StaticCutIn,op-cinque vision,op-cinque temporal,478,5,0.5815286847219061,0.5493902085706649,0.6174213881661776,0.5549578963953712,0.026570788326534922,0.005670027903124986,0.06042970430434813
StaticCutIn,op-cinque vision,L18_last,478,5,0.5815286847219061,0.5493902085706649,0.6174213881661776,0.5278225171127956,0.05370616760911051,0.029375389053501642,0.09873004062044226
StaticCutIn,op-cinque hidden,op-cinque temporal,478,5,0.6141349066017752,0.5721760624528422,0.6557354691529459,0.5549578963953712,0.05917701020640398,0.017360424385462925,0.10037438818694133
StaticCutIn,op-cinque hidden,L18_last,478,5,0.6141349066017752,0.5721760624528422,0.6557354691529459,0.5278225171127956,0.08631238948897957,0.05301093211682084,0.13274242903872546
StaticCutIn,op-lebowski vision,op-lebowski temporal,478,5,0.5639257015808548,0.5269326263518916,0.6137404336734694,0.5611552668895853,0.0027704346912694744,-0.01988155539550749,0.024021254002669995
StaticCutIn,op-lebowski vision,L18_last,478,5,0.5639257015808548,0.5269326263518916,0.6137404336734694,0.5278225171127956,0.03610318446805916,0.003792790398747181,0.0867605229591836
StaticCutIn,op-lebowski hidden,op-lebowski temporal,478,5,0.5640088583883336,0.5234599169023296,0.6102846648301193,0.5611552668895853,0.002853591498748309,-0.026916487503359288,0.019916335067850288
StaticCutIn,op-lebowski hidden,L18_last,478,5,0.5640088583883336,0.5234599169023296,0.6102846648301193,0.5278225171127956,0.03618634127553799,0.0032380187421278297,0.08092800223427556
StaticCutIn,op-cinque temporal,L18_last,478,5,0.5549578963953712,0.5395137421713618,0.5809553719008265,0.5278225171127956,0.02713537928257559,0.012972998733677521,0.05002314783295425
StaticCutIn,op-lebowski temporal,L18_last,478,5,0.5611552668895853,0.5340272255447698,0.6142165492957745,0.5278225171127956,0.03333274977678968,0.01006384158288464,0.09131313407014234
VehicleTurningRoutePedestrian,op-cinque vision,op-cinque temporal,896,5,0.5120363819355868,0.498850264197473,0.5318916637560849,0.5016641422193878,0.010372239716198939,-0.004847944687516925,0.03552135982348097
VehicleTurningRoutePedestrian,op-cinque vision,L18_last,896,5,0.5120363819355868,0.498850264197473,0.5318916637560849,0.5008544921875,0.01118188974808676,-0.06674570284741321,0.053092262670746404
VehicleTurningRoutePedestrian,op-cinque hidden,op-cinque temporal,896,5,0.5049724968112245,0.500718950249199,0.5133193535902137,0.5016641422193878,0.0033083545918366486,-0.006285447284195557,0.013642748372190705
VehicleTurningRoutePedestrian,op-cinque hidden,L18_last,896,5,0.5049724968112245,0.500718950249199,0.5133193535902137,0.5008544921875,0.004118004623724469,-0.06346523228897694,0.03342471485044085
VehicleTurningRoutePedestrian,op-lebowski vision,op-lebowski temporal,896,5,0.48872468909438777,0.4743849473445951,0.4993625145395849,0.5059814453125,-0.017256756218112235,-0.035205194952410646,-0.007450008656509688
VehicleTurningRoutePedestrian,op-lebowski vision,L18_last,896,5,0.48872468909438777,0.4743849473445951,0.4993625145395849,0.5008544921875,-0.012129803093112235,-0.06718615987631563,0.0009110521828279199
VehicleTurningRoutePedestrian,op-lebowski hidden,op-lebowski temporal,896,5,0.49173596440529344,0.46970625590737236,0.506075996430696,0.5059814453125,-0.014245480907206565,-0.04133700960533304,0.0005324125640453481
VehicleTurningRoutePedestrian,op-lebowski hidden,L18_last,896,5,0.49173596440529344,0.46970625590737236,0.506075996430696,0.5008544921875,-0.009118527782206565,-0.05809335181419695,0.003498836901415121
VehicleTurningRoutePedestrian,op-cinque temporal,L18_last,896,5,0.5016641422193878,0.49537747258544984,0.5083886224192911,0.5008544921875,0.0008096500318878208,-0.0646789184473261,0.023377605807603452
VehicleTurningRoutePedestrian,op-lebowski temporal,L18_last,896,5,0.5059814453125,0.4979413761883205,0.5142003159487362,0.5008544921875,0.005126953125,-0.06017948483419999,0.033992011972509006
