direction,arm,n_hi,n_lo,dade_pre_onset,dade_straight,did,did_lo,did_hi,halfwidth
0,A ridge_late pooled,791,6051,-0.023108194,-0.101815514,0.07870732247829437,0.022554781895922558,0.14120124641530418,0.059323232259690814
0,e gated pooled-mlp,791,6051,0.098275125,-0.004341167,0.10261629521846771,-0.006374787071370676,0.2272838838365575,0.1168293354539641
0,e gated attn grid,791,6051,0.010877535,-0.05747359,0.06835111975669861,0.0019884324533116907,0.13812346681815366,0.06806751718242099
1,A ridge_late pooled,719,5924,-0.038839348,-0.06941843,0.030579082667827606,-0.039912255068063035,0.09877585349604762,0.06934405428205533
1,e gated pooled-mlp,719,5924,0.03652409,0.11409771,-0.07757361233234406,-0.22004275449743713,0.05259036320795565,0.1363165588526964
1,e gated attn grid,719,5924,-0.026711497,0.0018091395,-0.02852063626050949,-0.13140119326880753,0.06006557641265076,0.09573338484072914
