direction,arm,subset,n,ade_base,ade_arm,dade,lo,hi,halfwidth,meets_threshold
0,A ridge_late pooled,all,10021,1.9927243,1.9364136,-0.056310654,-0.077142440314404,-0.038746609223291026,0.019197915545556485,True
0,A ridge_late pooled,pre_onset,752,2.343222,2.3281267,-0.015095296,-0.05341747412722779,0.02434450598084864,0.038880990054038216,False
0,A ridge_late pooled,straight_yaw,5855,1.7701397,1.6896251,-0.0805147,-0.11100908568092158,-0.050167443801067295,0.03042082093992714,True
0,A ridge_late pooled,turn_yaw,2315,2.4370255,2.4120545,-0.024971135,-0.045923648400695356,-0.005117854902733509,0.020402896748980923,False
0,b temporal (subset),all,10021,1.9927243,1.9322846,-0.060439646,-0.08229736076445658,-0.04212056255749855,0.020088399103479017,True
0,b temporal (subset),pre_onset,752,2.343222,2.3222017,-0.021020053,-0.06241245867028034,0.021240754412893904,0.041826606541587125,False
0,b temporal (subset),straight_yaw,5855,1.7701397,1.6862473,-0.08389237,-0.117036981365848,-0.051774436829680866,0.03263127226808357,True
0,b temporal (subset),turn_yaw,2315,2.4370255,2.4045234,-0.03250228,-0.054536533868619244,-0.009679048077159821,0.02242874289572971,False
0,c-mlp pooled (compute-matched),all,10021,1.9927243,2.018294,0.025569547,-0.012037037709501094,0.058044493561358414,0.03504076563542975,False
0,c-mlp pooled (compute-matched),pre_onset,752,2.343222,2.434891,0.09166933,0.015340880800949605,0.17298674344361156,0.07882293132133097,False
0,c-mlp pooled (compute-matched),straight_yaw,5855,1.7701397,1.7562393,-0.013900544,-0.06902579465133109,0.040137663613854735,0.05458172913259291,False
0,c-mlp pooled (compute-matched),turn_yaw,2315,2.4370255,2.494171,0.057145286,0.015081098606877497,0.09632054223969583,0.04061972181640917,False
0,c-attn grid,all,10021,1.9927243,1.966205,-0.026519535,-0.05770036815209706,0.0009023280056453827,0.02930134807887122,False
0,c-attn grid,pre_onset,752,2.343222,2.3772998,0.034077946,-0.036529813899824785,0.11426830704738195,0.07539906047360337,False
0,c-attn grid,straight_yaw,5855,1.7701397,1.7064215,-0.06371846,-0.10783216436470135,-0.019355841060536044,0.04423816165208265,True
0,c-attn grid,turn_yaw,2315,2.4370255,2.4534223,0.016396878,-0.025584626601588643,0.0582809607718601,0.041932793686724375,False
0,c-tf grid + ego token,all,10021,1.9927243,2.0100677,0.017343322,-0.03556210216393245,0.06472724719513498,0.050144674679533714,False
0,c-tf grid + ego token,pre_onset,752,2.343222,2.382447,0.03922543,-0.08518262907603907,0.1656889260869735,0.12543577758150629,False
0,c-tf grid + ego token,straight_yaw,5855,1.7701397,1.7565339,-0.013606017,-0.09405852356476228,0.06828946475203929,0.08117399415840079,False
0,c-tf grid + ego token,turn_yaw,2315,2.4370255,2.5119646,0.07493891,0.0070761332815469586,0.14748198572458324,0.07020292622151814,False
0,d temporal + attn grid,all,10021,1.9927243,2.017158,0.024433795,-0.014577456281154541,0.057655394201187316,0.03611642524117093,False
0,d temporal + attn grid,pre_onset,752,2.343222,2.3805122,0.037290588,-0.04190814384352985,0.11388694072496368,0.07789754228424677,False
0,d temporal + attn grid,straight_yaw,5855,1.7701397,1.7658445,-0.0042951633,-0.06075682272089135,0.051734691248412734,0.05624575698465204,False
0,d temporal + attn grid,turn_yaw,2315,2.4370255,2.4895632,0.052537844,0.005117678900969812,0.09997755149897443,0.04742993629900231,False
