direction,arm,lam,sel_ade,d
0,ridge ego,3.162277660168379e-06,1.8350774049758911,
0,A ridge_late pooled,10.0,1.8044766187667847,2560.0
0,b temporal s2 (4x0.2s),31.622776601683796,1.8060320317745209,10240.0
0,b temporal s3 (4x0.3s),31.622776601683796,1.8062052130699158,10240.0
1,ridge ego,3.162277660168379e-06,1.8682900965213776,
1,A ridge_late pooled,10.0,1.8229817152023315,2560.0
1,b temporal s2 (4x0.2s),31.622776601683796,1.8222396969795227,10240.0
1,b temporal s3 (4x0.3s),31.622776601683796,1.822283148765564,10240.0
