direction,arm,scope,decile,n,s_ego_lo,s_ego_hi,ade_base,ade_arm,dade,rel_gain,rel_lo,rel_hi
0,A ridge_late pooled,all,1,1033,0.017727196216583252,0.49026674032211304,0.40515903,0.57808894,0.17292999,42.68200288034886,33.625155501326134,52.980179121308495
0,A ridge_late pooled,all,2,1033,0.49042877554893494,0.7367594838142395,0.6540155,0.75686646,0.102851,15.726080853153762,11.76189064084551,19.311590778432794
0,A ridge_late pooled,all,3,1032,0.7369124293327332,0.9727384448051453,0.92433876,0.94342244,0.019083636,2.06457164286869,-1.2994394529300148,5.646324373518517
0,A ridge_late pooled,all,4,1033,0.9731146097183228,1.249557375907898,1.1111833,1.0747212,-0.036462,-3.281366987005327,-6.135575265422222,-0.23271973697856846
0,A ridge_late pooled,all,5,1032,1.2495763301849365,1.5578992366790771,1.3928114,1.3161755,-0.076635934,-5.5022477160370356,-8.477643651756223,-2.746940273514938
0,A ridge_late pooled,all,6,1033,1.5579203367233276,1.920949935913086,1.6846434,1.5936408,-0.09100253,-5.401886951801584,-7.816707447934284,-3.322885607716163
0,A ridge_late pooled,all,7,1033,1.9210631847381592,2.397017002105713,2.0524454,1.8906522,-0.16179341,-7.882958048830353,-10.256480707055342,-5.71529767100514
0,A ridge_late pooled,all,8,1032,2.3972630500793457,3.0571138858795166,2.555468,2.3417835,-0.21368447,-8.36185241094528,-10.896585784962953,-6.1109989502541255
0,A ridge_late pooled,all,9,1033,3.0574088096618652,4.118823051452637,3.3115768,3.0808556,-0.23072119,-6.967109672881317,-9.174569701101928,-4.800759238775118
0,A ridge_late pooled,all,10,1033,4.12005615234375,24.753894805908203,5.684168,5.5078664,-0.17630117,-3.101617874372387,-4.215032133514718,-2.113808666902962
0,e gated pooled-mlp,all,1,1033,0.017727196216583252,0.49026674032211304,0.40515903,0.82282895,0.4176699,103.08789021397098,81.19580776618629,125.66355011176142
0,e gated pooled-mlp,all,2,1033,0.49042877554893494,0.7367594838142395,0.6540155,1.0081154,0.35409996,54.14244297980079,43.76307532417686,64.56237800560868
0,e gated pooled-mlp,all,3,1032,0.7369124293327332,0.9727384448051453,0.92433876,1.19413,0.2697912,29.18747953856345,22.46705492034965,37.233852342928884
0,e gated pooled-mlp,all,4,1033,0.9731146097183228,1.249557375907898,1.1111833,1.2802714,0.16908827,15.216956231659575,10.476151974957572,20.35279197071924
0,e gated pooled-mlp,all,5,1032,1.2495763301849365,1.5578992366790771,1.3928114,1.512445,0.11963373,8.58937005151343,4.620568971194175,12.672392878740352
0,e gated pooled-mlp,all,6,1033,1.5579203367233276,1.920949935913086,1.6846434,1.7327906,0.048147168,2.8580035608311545,-0.46920641599318524,6.318005459491657
0,e gated pooled-mlp,all,7,1033,1.9210631847381592,2.397017002105713,2.0524454,1.9936453,-0.058800247,-2.864887233144142,-5.981663783359565,0.3309002759736687
0,e gated pooled-mlp,all,8,1032,2.3972630500793457,3.0571138858795166,2.555468,2.3091094,-0.24635841,-9.640441655991888,-13.468010512689697,-6.355757746654877
0,e gated pooled-mlp,all,9,1033,3.0574088096618652,4.118823051452637,3.3115768,2.9109526,-0.40062416,-12.097685633157088,-16.62255808979972,-7.72972179815716
0,e gated pooled-mlp,all,10,1033,4.12005615234375,24.753894805908203,5.684168,5.3126683,-0.37149978,-6.535693277599952,-9.055609154984289,-4.150000377162829
0,e gated attn grid,all,1,1033,0.017727196216583252,0.49026674032211304,0.40515903,0.6732798,0.26812088,66.1767028339564,54.18421646099162,77.58460087024835
0,e gated attn grid,all,2,1033,0.49042877554893494,0.7367594838142395,0.6540155,0.83204436,0.17802891,27.220901705791693,21.999454099672562,32.67576890947844
