direction,arm,scope,decile,n,s_ego_lo,s_ego_hi,ade_base,ade_arm,dade,rel_gain,rel_lo,rel_hi
0,A ridge_late pooled,all,1,5077,0.017727196216583252,0.46132850646972656,0.3519039,0.48310116,0.13119733,37.282149673080006,29.609139116708086,46.36876964331025
0,A ridge_late pooled,all,2,5077,0.46134883165359497,0.6922014951705933,0.6007192,0.63783133,0.03711209,6.177943022877847,2.969660547225951,9.543136300734256
0,A ridge_late pooled,all,3,5077,0.6922504305839539,0.8679558038711548,0.799439,0.80824196,0.0088030305,1.1011509737174536,-2.1886602681662044,4.4755453381081445
0,A ridge_late pooled,all,4,5076,0.8679607510566711,1.137477993965149,1.0111557,0.9695913,-0.041564494,-4.110592796269925,-6.293900819356457,-1.7754659218720692
0,A ridge_late pooled,all,5,5077,1.137481451034546,1.4450976848602295,1.2971231,1.2093271,-0.08779616,-6.768529587704577,-9.020859572542822,-4.351399299426697
0,A ridge_late pooled,all,6,5077,1.4451104402542114,1.7928903102874756,1.620632,1.5206238,-0.10000836,-6.170947988601858,-7.834626255056658,-4.523063345451415
0,A ridge_late pooled,all,7,5076,1.7929092645645142,2.2206175327301025,1.9986401,1.8747995,-0.12384049,-6.196237679090682,-7.6829845336177724,-4.709292095264538
0,A ridge_late pooled,all,8,5077,2.2206432819366455,2.846231460571289,2.5274,2.329505,-0.19789529,-7.829994743735404,-10.034646077513136,-5.990039361341252
0,A ridge_late pooled,all,9,5077,2.846256971359253,3.8531386852264404,3.3222451,3.086892,-0.23535317,-7.084160357030238,-9.128587013678395,-5.179305086286489
0,A ridge_late pooled,all,10,5077,3.853214979171753,24.753894805908203,5.5051503,5.308443,-0.19670711,-3.573147020689317,-4.451766848425616,-2.6544653769698896
0,b temporal s2 (4x0.2s),all,1,5077,0.017727196216583252,0.46132850646972656,0.3519039,0.50582635,0.15392248,43.739921501939165,35.237634472871086,53.81576351378367
0,b temporal s2 (4x0.2s),all,2,5077,0.46134883165359497,0.6922014951705933,0.6007192,0.6521698,0.051450618,8.564836358880918,5.1355689139361695,12.122593467750807
0,b temporal s2 (4x0.2s),all,3,5077,0.6922504305839539,0.8679558038711548,0.799439,0.8228644,0.02342541,2.930230973129936,-0.5484881221985265,6.69081388415188
0,b temporal s2 (4x0.2s),all,4,5076,0.8679607510566711,1.137477993965149,1.0111557,0.9759614,-0.03519438,-3.4806091181179766,-5.806406566330542,-0.9810646448373128
0,b temporal s2 (4x0.2s),all,5,5077,1.137481451034546,1.4450976848602295,1.2971231,1.2066743,-0.09044885,-6.973035225346214,-9.368341540993503,-4.3824288302791485
0,b temporal s2 (4x0.2s),all,6,5077,1.4451104402542114,1.7928903102874756,1.620632,1.5148783,-0.1057539,-6.525472482330989,-8.3605910131153,-4.773453423963738
0,b temporal s2 (4x0.2s),all,7,5076,1.7929092645645142,2.2206175327301025,1.9986401,1.8674561,-0.13118394,-6.5636599500602655,-8.158376038044496,-4.978721655478608
0,b temporal s2 (4x0.2s),all,8,5077,2.2206432819366455,2.846231460571289,2.5274,2.3158672,-0.21153268,-8.369576670712947,-10.564894611839453,-6.4834360199243575
0,b temporal s2 (4x0.2s),all,9,5077,2.846256971359253,3.8531386852264404,3.3222451,3.0641305,-0.2581147,-7.769285111363115,-9.947889073574213,-5.799955505757445
0,b temporal s2 (4x0.2s),all,10,5077,3.853214979171753,24.753894805908203,5.5051503,5.2799835,-0.22516656,-4.090107375945387,-5.019596892643899,-3.1563742824712735
0,b temporal s3 (4x0.3s),all,1,5077,0.017727196216583252,0.46132850646972656,0.3519039,0.51009166,0.15818782,44.951996263529566,36.234955556344595,55.23257027406644
0,b temporal s3 (4x0.3s),all,2,5077,0.46134883165359497,0.6922014951705933,0.6007192,0.6555409,0.054821663,9.126004524926387,5.759314926920597,12.797548904838004
0,b temporal s3 (4x0.3s),all,3,5077,0.6922504305839539,0.8679558038711548,0.799439,0.82707244,0.027633393,3.4565980310998192,-0.15821221495097704,7.311106476060437
0,b temporal s3 (4x0.3s),all,4,5076,0.8679607510566711,1.137477993965149,1.0111557,0.9782763,-0.03287952,-3.2516772056128436,-5.597860399487466,-0.7926887260486298
0,b temporal s3 (4x0.3s),all,5,5077,1.137481451034546,1.4450976848602295,1.2971231,1.2062998,-0.09082337,-7.0019082245410535,-9.388036690674184,-4.462374889965427
0,b temporal s3 (4x0.3s),all,6,5077,1.4451104402542114,1.7928903102874756,1.620632,1.5139837,-0.1066484,-6.580667108647858,-8.441781185737453,-4.848734173758598
0,b temporal s3 (4x0.3s),all,7,5076,1.7929092645645142,2.2206175327301025,1.9986401,1.8673291,-0.13131098,-6.570016637432565,-8.163305229368934,-4.977055374945091
0,b temporal s3 (4x0.3s),all,8,5077,2.2206432819366455,2.846231460571289,2.5274,2.314662,-0.21273811,-8.417271116656247,-10.583354109755694,-6.5316267658961165
0,b temporal s3 (4x0.3s),all,9,5077,2.846256971359253,3.8531386852264404,3.3222451,3.0620246,-0.26022056,-7.8326718220222515,-9.935016670887984,-5.888989712481823
0,b temporal s3 (4x0.3s),all,10,5077,3.853214979171753,24.753894805908203,5.5051503,5.273698,-0.23145224,-4.204285590114695,-5.133502333569397,-3.2652431136821356
0,A ridge_late pooled,straight_yaw,1,2716,0.017727196216583252,0.46132850646972656,0.3458767,0.47012302,0.12424632,35.9221433165232,26.91682579390618,48.14702162586059
0,A ridge_late pooled,straight_yaw,2,2403,0.46134883165359497,0.6920810341835022,0.5941647,0.62762296,0.033458285,5.631146278802179,1.5680163090738186,9.78477464033177
0,A ridge_late pooled,straight_yaw,3,1804,0.6923743486404419,0.8679558038711548,0.79702157,0.78706366,-0.009957965,-1.2493972391008155,-5.261041322436389,2.528450555360399
0,A ridge_late pooled,straight_yaw,4,2405,0.8679607510566711,1.137324571609497,1.01202,0.9393187,-0.07270117,-7.183768267844318,-10.523180460598091,-3.3698173167348418
0,A ridge_late pooled,straight_yaw,5,2464,1.1378772258758545,1.4450976848602295,1.2904115,1.1501998,-0.14021166,-10.86565484709309,-14.482355407324937,-7.535774667033413
0,A ridge_late pooled,straight_yaw,6,2380,1.4451402425765991,1.7928903102874756,1.6199291,1.4567492,-0.16317979,-10.073267250229046,-12.715051363739637,-7.605870240114567
0,A ridge_late pooled,straight_yaw,7,2111,1.7929359674453735,2.2206175327301025,2.0005476,1.77621,-0.224338,-11.213829140003373,-13.733521652372675,-8.409395524572998
