arm,direction,ade_all,n_all,ade_pre_onset,n_pre_onset,ade_straight_yaw,n_straight_yaw,ade_turn_yaw,n_turn_yaw,rfs,n_rater,rfs_cluster,rfs_lo,rfs_hi,floored
ridge ego,0,1.9034564,50768,2.6402738,731,1.8124712,22453,2.5517523,5677,7.253861360747074,237,7.255513260004451,6.952882894416569,7.540360328766667,0.23628691983122363
A ridge_late pooled,0,1.8228513,50768,2.6185696,731,1.681882,22453,2.5163212,5677,7.273902015379121,237,7.2192835108099676,6.976732600143459,7.555327441442949,0.25316455696202533
b temporal s2 (4x0.2s),0,1.820597,50768,2.6081913,731,1.6760807,22453,2.5102193,5677,7.2476439309893514,237,7.213353231689267,6.953690268417152,7.531146870628789,0.2489451476793249
b temporal s3 (4x0.3s),0,1.8209134,50768,2.6072202,731,1.6762516,22453,2.5062284,5677,7.23645513159338,237,7.19775362014411,6.940752660573728,7.516021498469287,0.2489451476793249
ridge ego,1,1.8630894,51255,2.3485115,686,1.8557966,21935,2.3824286,5013,7.07094973690126,241,7.08471722467622,6.782419113845701,7.360621600608184,0.24481327800829875
A ridge_late pooled,1,1.8307458,51255,2.2969687,686,1.7799568,21935,2.3566015,5013,7.0603241078376255,241,7.129724821240868,6.777135013360773,7.364829137153406,0.26141078838174275
b temporal s2 (4x0.2s),1,1.8296616,51255,2.2808008,686,1.7748142,21935,2.3529572,5013,7.036420621183116,241,7.093454554779264,6.756699680541867,7.347790573298148,0.26141078838174275
b temporal s3 (4x0.3s),1,1.8291113,51255,2.2799587,686,1.7729889,21935,2.3510213,5013,7.036449877136538,241,7.093226405133227,6.760225676700118,7.3453884459928,0.26141078838174275
