arm,direction,ade_all,n_all,ade_pre_onset,n_pre_onset,ade_straight_yaw,n_straight_yaw,ade_turn_yaw,n_turn_yaw,rfs,n_rater,rfs_cluster,rfs_lo,rfs_hi,floored
ridge ego,0,1.9776837,10327,2.3336158,791,1.7570995,6051,2.4159455,2370,7.1216145335697165,237,7.081432637939488,6.804808216918965,7.424792827766571,0.270042194092827
A ridge_late pooled,0,1.9085162,10327,2.3105078,791,1.6552839,6051,2.3900738,2370,7.057624104843168,237,6.995460988130597,6.749366846412341,7.338658826997418,0.270042194092827
e gated pooled-mlp,0,2.0077932,10327,2.431891,791,1.7527583,6051,2.4506187,2370,6.911746144177307,237,6.833840511774355,6.607076570041678,7.211544882634924,0.29957805907172996
e gated attn grid,0,1.9444383,10327,2.3444934,791,1.6996257,6051,2.4083345,2370,7.1103519914436255,237,7.062346699425819,6.785310197845063,7.4078359656060275,0.270042194092827
ridge ego,1,1.9771351,9910,2.06012,719,1.8340654,5924,2.2844825,2091,7.100879331095426,242,7.130431584580454,6.833553456212034,7.401774879105816,0.2396694214876033
A ridge_late pooled,1,1.9336106,9910,2.0212805,719,1.7646471,5924,2.275432,2091,7.046233267037482,242,7.059210033668238,6.772199892041622,7.3547771435953155,0.2727272727272727
e gated pooled-mlp,1,2.1003492,9910,2.0966444,719,1.948163,5924,2.389726,2091,6.538543056011509,242,6.5072305945596955,6.249924517657237,6.8292905264101895,0.2975206611570248
e gated attn grid,1,1.9988953,9910,2.0334086,719,1.8358746,5924,2.3204634,2091,6.932114973745911,242,6.910030268845278,6.634959812175634,7.24225402401726,0.256198347107438
