examinee,scope,tau_model,n_reactive,routes_reactive,pairs_reactive,flip_rate,flip_lo,flip_hi,any_direction_rate,wrong_direction_rate,n_nonreactive,false_flip_nonreactive,false_flip_null_insample,false_flip_null_oos,n_null,flip_rate_family_equal
prior [cinque],pooled,1.4902507543563832,490,25,75,0.4673469387755102,0.31691921196342393,0.6003627640493124,0.4673469387755102,0.0,1806,0.046511627906976744,0.05038992201559688,0.05109268202722484,1667.0,0.32701259365534835
prior [cinque],DynamicObjectCrossing,1.4902507543563832,45,3,9,0.0,0.0,0.0,0.0,0.0,134,0.007462686567164179,,,,
prior [cinque],HighwayCutIn,1.4902507543563832,102,4,12,0.8921568627450981,0.6875,1.0,0.8921568627450981,0.0,588,0.141156462585034,,,,
prior [cinque],Light,1.4902507543563832,9,3,9,0.0,0.0,0.0,0.0,0.0,195,0.0,,,,
prior [cinque],OppositeVehicleRunningRedLight,1.4902507543563832,0,0,0,,,,,,31,0.03225806451612903,,,,
prior [cinque],ParkingCrossingPedestrian,1.4902507543563832,76,5,15,0.0,0.0,0.0,0.0,0.0,123,0.0,,,,
prior [cinque],ParkingCutIn,1.4902507543563832,135,5,15,0.5333333333333333,0.42962962962962964,0.6222222222222222,0.5333333333333333,0.0,411,0.0,,,,
prior [cinque],PedestrianCrossing,1.4902507543563832,3,1,3,0.0,0.0,0.0,0.0,0.0,722,0.00554016620498615,,,,
prior [cinque],StaticCutIn,1.4902507543563832,123,5,15,0.5365853658536586,0.36507936507936506,0.728,0.5365853658536586,0.0,355,0.0,,,,
prior [cinque],VehicleTurningRoutePedestrian,1.4902507543563832,10,1,3,0.0,0.0,0.0,0.0,0.0,886,0.0,,,,
M-C pair [cinque],pooled,1.567651951313018,490,25,75,0.5653061224489796,0.39608033095936324,0.6992564130915524,0.5653061224489796,0.0,1806,0.044850498338870434,0.05038992201559688,0.04967135974365772,1667.0,0.3918318366190198
M-C pair [cinque],DynamicObjectCrossing,1.567651951313018,45,3,9,0.0,0.0,0.0,0.0,0.0,134,0.007462686567164179,,,,
M-C pair [cinque],HighwayCutIn,1.567651951313018,102,4,12,0.9901960784313726,0.9714285714285714,1.0,0.9901960784313726,0.0,588,0.1360544217687075,,,,
M-C pair [cinque],Light,1.567651951313018,9,3,9,0.0,0.0,0.0,0.0,0.0,195,0.0,,,,
M-C pair [cinque],OppositeVehicleRunningRedLight,1.567651951313018,0,0,0,,,,,,31,0.0967741935483871,,,,
M-C pair [cinque],ParkingCrossingPedestrian,1.567651951313018,76,5,15,0.0,0.0,0.0,0.0,0.0,123,0.0,,,,
