group,requested,attempts,driving_completed,incomplete_routes,completion_mean_pct,subset_diagnostic_sr,subset_mean_official_ds,full_route_mean_truth_cte_rms_m,precollision_route_mean_truth_cte_rms_m,trajectory_reference_speed_route_mean_rms_mps,official_tickruntime_routes,low_speed_5s_route_count,unknown_stall_or_unfinished_routes
carla-seed0,10,10,9,25424,94.726,0.1,54.2926204,0.34057790255266746,0.43976463776359226,4.333139463166063,1,5,5
tcp-seed0,10,11,8,25424;3514,85.186,0.2,55.512235399999994,0.5873689701290754,0.6230408424715849,4.170025421812738,2,4,4
pursuit-seed0,10,10,8,2091;25424,92.627,0.2,59.147388,0.4026020476015441,0.4132077599957718,4.352447212323663,2,5,5
carla-seed1,10,11,8,2091;25424,90.78999999999999,0.1,53.329848199999994,0.3858766827526024,0.43976463776359226,4.349165585657859,2,5,5
tcp-seed1,10,11,8,25424;3514,85.186,0.2,55.512235399999994,0.5873635271456144,0.6230408424715849,4.169614122483932,2,4,4
pursuit-seed1,10,10,8,2091;25424,92.627,0.2,59.147388,0.4025974431745138,0.4132077599957718,4.352247718984328,2,5,5
