direction,arm,judge,scope,subset,n,value,delta,lo,hi,halfwidth
0,A ridge_late pooled (qwen4b L18 image),ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.8437212705612183,-0.011669839732348919,-0.06111887130479945,0.045901592496705126,0.053510231900752284
0,A ridge_late pooled (qwen4b L18 image),ADE vs log,all deciles (side column),pre_onset,1458,2.1601486206054688,-0.023844128474593163,-0.0743615009000476,0.027071856424132706,0.050716678662090155
0,A ridge_late pooled (qwen4b L18 image),ADE vs log,s_ego deciles 1-9,straight_yaw,10658,1.3110990524291992,-0.09625343978404999,-0.12985120846990766,-0.06749050646167647,0.0311803510041156
0,A ridge_late pooled (qwen4b L18 image),ADE vs log,all deciles (side column),straight_yaw,11597,1.6787728071212769,-0.11614204198122025,-0.1509332376020631,-0.08444594301624649,0.0332436472929083
0,A ridge_late pooled (qwen4b L18 image),ADE vs log,s_ego deciles 1-9,all,17696,1.4838024377822876,-0.061718475073575974,-0.0839028192197725,-0.03859119404670583,0.022655812586533333
0,A ridge_late pooled (qwen4b L18 image),ADE vs log,all deciles (side column),all,19663,1.8991001844406128,-0.08475996553897858,-0.10663260309219398,-0.0631883193889863,0.021722141851603843
0,A ridge_late pooled (qwen4b L18 image),DiD,s_ego deciles 1-9,pre_onset - straight_yaw,1281,,0.08458360284566879,0.023570125217268516,0.14346305416878433,0.0599464644757579
0,A ridge_late pooled (qwen4b L18 image),RFS,rater frames (subset),all,478,6.847331797851467,-0.22502366213207428,-0.35487812307538025,-0.10395075195728057,0.12546368555904985
0,A ridge_late pooled (qwen4b L18 image),RFS,decile 10 only,all,86,6.029368965719908,-0.10721814615252155,-0.24990394526965115,0.01028548863610612,0.13009471695287864
0,A ridge_late pooled (qwen4b L18 image),ADE vs rater_best,decile 10 only,all,86,5.428877830505371,-0.12132678180932999,-0.22294737532041792,-0.008419255037293938,0.10726406014156199
0,d'' ridge_late L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.8362516164779663,-0.019139455631375313,-0.0662860295378346,0.03049629223601416,0.048391160886924384
0,d'' ridge_late L18_last,ADE vs log,all deciles (side column),pre_onset,1458,2.1316640377044678,-0.052328888326883316,-0.1027785808899946,0.0012234216411848556,0.05200100126558973
0,d'' ridge_late L18_last,ADE vs log,s_ego deciles 1-9,straight_yaw,10658,1.367608666419983,-0.039743877947330475,-0.0726852251753257,-0.00943758228108806,0.031623821447118824
0,d'' ridge_late L18_last,ADE vs log,all deciles (side column),straight_yaw,11597,1.7248094081878662,-0.07010546326637268,-0.10041874348965482,-0.038662198152026234,0.030878272668814294
0,d'' ridge_late L18_last,ADE vs log,s_ego deciles 1-9,all,17696,1.5197409391403198,-0.02577980048954487,-0.047693068540777594,-0.002176383723248506,0.022758342408764544
0,d'' ridge_late L18_last,ADE vs log,all deciles (side column),all,19663,1.917637825012207,-0.06622230261564255,-0.08777602357381825,-0.04353210051929488,0.022121961527261685
0,d'' ridge_late L18_last,DiD,s_ego deciles 1-9,pre_onset - straight_yaw,1281,,0.020604422315955162,-0.04372178553303469,0.07907092653051925,0.06139635603177697
0,d'' ridge_late L18_last,RFS,rater frames (subset),all,478,6.58032355280695,-0.4920319071765907,-0.6302410510923271,-0.3433299647670586,0.14345554316263423
0,d'' ridge_late L18_last,RFS,decile 10 only,all,86,5.519462507219739,-0.6171246046526919,-0.9280802670816662,-0.3649880567156654,0.2815461051830004
0,d'' ridge_late L18_last,ADE vs rater_best,decile 10 only,all,86,5.338131427764893,-0.21207201480865479,-0.3843554800332979,-0.018909678989371598,0.18272290052196316
0,d'' ridge_late L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.7930335998535156,-0.06235739588737488,-0.11059012171924461,-0.01457789575927769,0.04800611297998346
0,d'' ridge_late L18_mean,ADE vs log,all deciles (side column),pre_onset,1458,2.091651439666748,-0.09234131127595901,-0.1423932525054508,-0.04046302966471328,0.050965111420368754
0,d'' ridge_late L18_mean,ADE vs log,s_ego deciles 1-9,straight_yaw,10658,1.3120036125183105,-0.09534896165132523,-0.12811416536791137,-0.06604709813584442,0.031033533616033476
0,d'' ridge_late L18_mean,ADE vs log,all deciles (side column),straight_yaw,11597,1.667388916015625,-0.12752610445022583,-0.16016999499646115,-0.09703607686410633,0.03156695906617741
0,d'' ridge_late L18_mean,ADE vs log,s_ego deciles 1-9,all,17696,1.4824868440628052,-0.06303384900093079,-0.08575618276576072,-0.03923939808240217,0.023258392341679274
0,d'' ridge_late L18_mean,ADE vs log,all deciles (side column),all,19663,1.8816181421279907,-0.10224195569753647,-0.1249577035173904,-0.07919883019874763,0.022879436659321385
0,d'' ridge_late L18_mean,DiD,s_ego deciles 1-9,pre_onset - straight_yaw,1281,,0.03299156576395035,-0.027932131943628175,0.09495711345035453,0.06144462269699135
0,d'' ridge_late L18_mean,RFS,rater frames (subset),all,478,6.651788008294178,-0.42056745168936444,-0.5631605384650147,-0.30593136510183716,0.12861458668158876
0,d'' ridge_late L18_mean,RFS,decile 10 only,all,86,5.636099896874002,-0.5004872149984284,-0.7449914251520358,-0.304998109749008,0.2199966577015139
0,d'' ridge_late L18_mean,ADE vs rater_best,decile 10 only,all,86,5.340033054351807,-0.21017038822174072,-0.38468624107366384,-0.043843679008788855,0.17042128103243748
