direction,arm,judge,scope,subset,n,value,delta,lo,hi,halfwidth,meets_threshold
0,A ridge_late pooled (qwen4b L18 image),ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.9991217851638794,-0.0009792009368538857,-0.05378850639167448,0.052185366737682176,0.05298693656467833,False
0,d'' ridge_late L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.9777441024780273,-0.02235693484544754,-0.07059804501720186,0.02908122882167301,0.049839636919437436,False
0,d'' ridge_late L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.9420791864395142,-0.05802183598279953,-0.11775444548787072,-0.0008897318619512636,0.058432356812959725,True
