idx,t,cam,split,psnr
87,1.166532278060913,CAM_BACK,test,22.561
88,1.166532278060913,CAM_BACK_LEFT,test,19.964
89,1.166532278060913,CAM_BACK_RIGHT,test,21.629
90,1.2499351501464844,CAM_FRONT,train,22.506
91,1.2499351501464844,CAM_FRONT_LEFT,train,20.452
92,1.2499351501464844,CAM_FRONT_RIGHT,train,23.362
93,1.2499351501464844,CAM_BACK,train,20.251
94,1.2499351501464844,CAM_BACK_LEFT,train,18.943
95,1.2499351501464844,CAM_BACK_RIGHT,train,20.771
96,1.3333377838134766,CAM_FRONT,train,21.665
97,1.3333377838134766,CAM_FRONT_LEFT,train,20.286
98,1.3333377838134766,CAM_FRONT_RIGHT,train,22.973
99,1.3333377838134766,CAM_BACK,train,19.787
100,1.3333377838134766,CAM_BACK_LEFT,train,19.425
101,1.3333377838134766,CAM_BACK_RIGHT,train,19.987
102,1.4167401790618896,CAM_FRONT,train,25.347
103,1.4167401790618896,CAM_FRONT_LEFT,train,22.253
104,1.4167401790618896,CAM_FRONT_RIGHT,train,26.021
105,1.4167401790618896,CAM_BACK,train,25.776
106,1.4167401790618896,CAM_BACK_LEFT,train,23.84
107,1.4167401790618896,CAM_BACK_RIGHT,train,25.137
108,1.500143051147461,CAM_FRONT,train,25.981
109,1.500143051147461,CAM_FRONT_LEFT,train,22.734
110,1.500143051147461,CAM_FRONT_RIGHT,train,26.35
111,1.500143051147461,CAM_BACK,train,27.392
112,1.500143051147461,CAM_BACK_LEFT,train,24.714
113,1.500143051147461,CAM_BACK_RIGHT,train,25.652
114,1.583461046218872,CAM_FRONT,test,25.974
115,1.583461046218872,CAM_FRONT_LEFT,test,22.123
116,1.583461046218872,CAM_FRONT_RIGHT,test,26.317
117,1.583461046218872,CAM_BACK,test,27.726
118,1.583461046218872,CAM_BACK_LEFT,test,24.125
119,1.583461046218872,CAM_BACK_RIGHT,test,24.906
120,1.6667790412902832,CAM_FRONT,train,27.54
121,1.6667790412902832,CAM_FRONT_LEFT,train,24.373
122,1.6667790412902832,CAM_FRONT_RIGHT,train,27.711
123,1.6667790412902832,CAM_BACK,train,29.436
124,1.6667790412902832,CAM_BACK_LEFT,train,25.965
125,1.6667790412902832,CAM_BACK_RIGHT,train,26.769
126,1.7500970363616943,CAM_FRONT,train,27.71
127,1.7500970363616943,CAM_FRONT_LEFT,train,22.944
128,1.7500970363616943,CAM_FRONT_RIGHT,train,28.287
129,1.7500970363616943,CAM_BACK,train,30.023
130,1.7500970363616943,CAM_BACK_LEFT,train,27.367
131,1.7500970363616943,CAM_BACK_RIGHT,train,27.82
132,1.8334150314331055,CAM_FRONT,train,28.155
133,1.8334150314331055,CAM_FRONT_LEFT,train,22.818
134,1.8334150314331055,CAM_FRONT_RIGHT,train,29.045
135,1.8334150314331055,CAM_BACK,train,30.552
136,1.8334150314331055,CAM_BACK_LEFT,train,25.289
137,1.8334150314331055,CAM_BACK_RIGHT,train,27.413
138,1.9167330265045166,CAM_FRONT,train,27.991
139,1.9167330265045166,CAM_FRONT_LEFT,train,22.346
140,1.9167330265045166,CAM_FRONT_RIGHT,train,28.257
141,1.9167330265045166,CAM_BACK,train,30.422
142,1.9167330265045166,CAM_BACK_LEFT,train,25.128
143,1.9167330265045166,CAM_BACK_RIGHT,train,27.263
144,2.0000510215759277,CAM_FRONT,test,27.901
145,2.0000510215759277,CAM_FRONT_LEFT,test,21.809
146,2.0000510215759277,CAM_FRONT_RIGHT,test,27.908
147,2.0000510215759277,CAM_BACK,test,30.324
148,2.0000510215759277,CAM_BACK_LEFT,test,24.162
149,2.0000510215759277,CAM_BACK_RIGHT,test,27.05
150,2.0833663940429688,CAM_FRONT,train,28.118
151,2.0833663940429688,CAM_FRONT_LEFT,train,22.549
152,2.0833663940429688,CAM_FRONT_RIGHT,train,27.855
153,2.0833663940429688,CAM_BACK,train,30.713
154,2.0833663940429688,CAM_BACK_LEFT,train,24.178
155,2.0833663940429688,CAM_BACK_RIGHT,train,27.859
156,2.1666817665100098,CAM_FRONT,train,29.085
157,2.1666817665100098,CAM_FRONT_LEFT,train,24.34
158,2.1666817665100098,CAM_FRONT_RIGHT,train,28.234
159,2.1666817665100098,CAM_BACK,train,30.83
160,2.1666817665100098,CAM_BACK_LEFT,train,24.327
161,2.1666817665100098,CAM_BACK_RIGHT,train,28.319
162,2.249997138977051,CAM_FRONT,train,27.192
163,2.249997138977051,CAM_FRONT_LEFT,train,23.561
164,2.249997138977051,CAM_FRONT_RIGHT,train,28.175
165,2.249997138977051,CAM_BACK,train,30.971
166,2.249997138977051,CAM_BACK_LEFT,train,24.067
167,2.249997138977051,CAM_BACK_RIGHT,train,28.104
168,2.3333122730255127,CAM_FRONT,train,27.487
169,2.3333122730255127,CAM_FRONT_LEFT,train,23.119
170,2.3333122730255127,CAM_FRONT_RIGHT,train,27.525
171,2.3333122730255127,CAM_BACK,train,30.804
172,2.3333122730255127,CAM_BACK_LEFT,train,22.876
173,2.3333122730255127,CAM_BACK_RIGHT,train,27.73
174,2.416627883911133,CAM_FRONT,test,27.343
175,2.416627883911133,CAM_FRONT_LEFT,test,21.625
176,2.416627883911133,CAM_FRONT_RIGHT,test,27.108
177,2.416627883911133,CAM_BACK,test,29.965
178,2.416627883911133,CAM_BACK_LEFT,test,23.279
179,2.416627883911133,CAM_BACK_RIGHT,test,27.672
180,2.4999430179595947,CAM_FRONT,train,27.53
181,2.4999430179595947,CAM_FRONT_LEFT,train,22.636
182,2.4999430179595947,CAM_FRONT_RIGHT,train,27.462
183,2.4999430179595947,CAM_BACK,train,30.163
184,2.4999430179595947,CAM_BACK_LEFT,train,23.872
185,2.4999430179595947,CAM_BACK_RIGHT,train,28.356
186,2.5832507610321045,CAM_FRONT,train,28.775
187,2.5832507610321045,CAM_FRONT_LEFT,train,23.174
188,2.5832507610321045,CAM_FRONT_RIGHT,train,28.904
189,2.5832507610321045,CAM_BACK,train,30.106
190,2.5832507610321045,CAM_BACK_LEFT,train,25.577
191,2.5832507610321045,CAM_BACK_RIGHT,train,28.715
192,2.6665587425231934,CAM_FRONT,train,27.547
193,2.6665587425231934,CAM_FRONT_LEFT,train,23.48
194,2.6665587425231934,CAM_FRONT_RIGHT,train,29.213
195,2.6665587425231934,CAM_BACK,train,30.507
196,2.6665587425231934,CAM_BACK_LEFT,train,24.098
197,2.6665587425231934,CAM_BACK_RIGHT,train,29.222
198,2.749866485595703,CAM_FRONT,train,27.317
199,2.749866485595703,CAM_FRONT_LEFT,train,23.585
200,2.749866485595703,CAM_FRONT_RIGHT,train,28.877
201,2.749866485595703,CAM_BACK,train,30.282
202,2.749866485595703,CAM_BACK_LEFT,train,24.012
203,2.749866485595703,CAM_BACK_RIGHT,train,29.13
204,2.833174228668213,CAM_FRONT,test,27.153
205,2.833174228668213,CAM_FRONT_LEFT,test,21.978
206,2.833174228668213,CAM_FRONT_RIGHT,test,28.709
207,2.833174228668213,CAM_BACK,test,29.908
208,2.833174228668213,CAM_BACK_LEFT,test,22.918
209,2.833174228668213,CAM_BACK_RIGHT,test,28.922
210,2.9164822101593018,CAM_FRONT,train,25.336
211,2.9164822101593018,CAM_FRONT_LEFT,train,23.713
212,2.9164822101593018,CAM_FRONT_RIGHT,train,29.044
213,2.9164822101593018,CAM_BACK,train,29.579
214,2.9164822101593018,CAM_BACK_LEFT,train,24.699
215,2.9164822101593018,CAM_BACK_RIGHT,train,30.077
216,2.9997899532318115,CAM_FRONT,train,27.024
217,2.9997899532318115,CAM_FRONT_LEFT,train,23.746
218,2.9997899532318115,CAM_FRONT_RIGHT,train,29.338
219,2.9997899532318115,CAM_BACK,train,29.196
220,2.9997899532318115,CAM_BACK_LEFT,train,24.32
221,2.9997899532318115,CAM_BACK_RIGHT,train,29.919
222,3.083099842071533,CAM_FRONT,train,27.486
223,3.083099842071533,CAM_FRONT_LEFT,train,23.776
224,3.083099842071533,CAM_FRONT_RIGHT,train,29.303
225,3.083099842071533,CAM_BACK,train,29.619
226,3.083099842071533,CAM_BACK_LEFT,train,22.947
227,3.083099842071533,CAM_BACK_RIGHT,train,29.568
228,3.1664092540740967,CAM_FRONT,train,28.735
229,3.1664092540740967,CAM_FRONT_LEFT,train,23.559
230,3.1664092540740967,CAM_FRONT_RIGHT,train,28.793
231,3.1664092540740967,CAM_BACK,train,29.635
232,3.1664092540740967,CAM_BACK_LEFT,train,22.187
233,3.1664092540740967,CAM_BACK_RIGHT,train,29.443
234,3.2497191429138184,CAM_FRONT,test,28.054
235,3.2497191429138184,CAM_FRONT_LEFT,test,23.728
236,3.2497191429138184,CAM_FRONT_RIGHT,test,28.566
237,3.2497191429138184,CAM_BACK,test,29.441
238,3.2497191429138184,CAM_BACK_LEFT,test,22.33
239,3.2497191429138184,CAM_BACK_RIGHT,test,28.872
240,3.333028793334961,CAM_FRONT,train,28.665
241,3.333028793334961,CAM_FRONT_LEFT,train,24.429
242,3.333028793334961,CAM_FRONT_RIGHT,train,29.204
243,3.333028793334961,CAM_BACK,train,29.501
244,3.333028793334961,CAM_BACK_LEFT,train,24.02
245,3.333028793334961,CAM_BACK_RIGHT,train,28.847
246,3.4163382053375244,CAM_FRONT,train,28.295
247,3.4163382053375244,CAM_FRONT_LEFT,train,25.09
248,3.4163382053375244,CAM_FRONT_RIGHT,train,30.227
249,3.4163382053375244,CAM_BACK,train,29.453
250,3.4163382053375244,CAM_BACK_LEFT,train,24.305
251,3.4163382053375244,CAM_BACK_RIGHT,train,29.149
252,3.499648094177246,CAM_FRONT,train,29.099
253,3.499648094177246,CAM_FRONT_LEFT,train,25.36
254,3.499648094177246,CAM_FRONT_RIGHT,train,30.312
255,3.499648094177246,CAM_BACK,train,29.917
256,3.499648094177246,CAM_BACK_LEFT,train,24.856
257,3.499648094177246,CAM_BACK_RIGHT,train,29.252
258,3.582961320877075,CAM_FRONT,train,28.404
259,3.582961320877075,CAM_FRONT_LEFT,train,25.569
260,3.582961320877075,CAM_FRONT_RIGHT,train,29.218
261,3.582961320877075,CAM_BACK,train,30.249
262,3.582961320877075,CAM_BACK_LEFT,train,24.046
263,3.582961320877075,CAM_BACK_RIGHT,train,29.196
264,3.6662747859954834,CAM_FRONT,test,26.52
265,3.6662747859954834,CAM_FRONT_LEFT,test,24.932
266,3.6662747859954834,CAM_FRONT_RIGHT,test,28.219
267,3.6662747859954834,CAM_BACK,test,30.204
268,3.6662747859954834,CAM_BACK_LEFT,test,23.467
269,3.6662747859954834,CAM_BACK_RIGHT,test,28.206
270,3.7495880126953125,CAM_FRONT,train,28.835
271,3.7495880126953125,CAM_FRONT_LEFT,train,25.144
272,3.7495880126953125,CAM_FRONT_RIGHT,train,27.156
273,3.7495880126953125,CAM_BACK,train,30.325
274,3.7495880126953125,CAM_BACK_LEFT,train,23.969
275,3.7495880126953125,CAM_BACK_RIGHT,train,28.356
276,3.8329012393951416,CAM_FRONT,train,27.082
277,3.8329012393951416,CAM_FRONT_LEFT,train,24.164
278,3.8329012393951416,CAM_FRONT_RIGHT,train,27.184
279,3.8329012393951416,CAM_BACK,train,28.906
280,3.8329012393951416,CAM_BACK_LEFT,train,23.314
281,3.8329012393951416,CAM_BACK_RIGHT,train,27.492
282,3.91621470451355,CAM_FRONT,train,23.578
283,3.91621470451355,CAM_FRONT_LEFT,train,19.811
284,3.91621470451355,CAM_FRONT_RIGHT,train,23.294
285,3.91621470451355,CAM_BACK,train,21.092
286,3.91621470451355,CAM_BACK_LEFT,train,19.963
287,3.91621470451355,CAM_BACK_RIGHT,train,21.047
288,3.999527931213379,CAM_FRONT,train,27.836
289,3.999527931213379,CAM_FRONT_LEFT,train,23.72
290,3.999527931213379,CAM_FRONT_RIGHT,train,26.754
291,3.999527931213379,CAM_BACK,train,30.796
292,3.999527931213379,CAM_BACK_LEFT,train,22.645
293,3.999527931213379,CAM_BACK_RIGHT,train,26.967
294,4.082753896713257,CAM_FRONT,test,27.871
295,4.082753896713257,CAM_FRONT_LEFT,test,23.657
296,4.082753896713257,CAM_FRONT_RIGHT,test,26.829
297,4.082753896713257,CAM_BACK,test,30.799
298,4.082753896713257,CAM_BACK_LEFT,test,22.514
299,4.082753896713257,CAM_BACK_RIGHT,test,26.994
300,4.165979862213135,CAM_FRONT,train,28.468
301,4.165979862213135,CAM_FRONT_LEFT,train,24.588
302,4.165979862213135,CAM_FRONT_RIGHT,train,27.688
303,4.165979862213135,CAM_BACK,train,31.481
304,4.165979862213135,CAM_BACK_LEFT,train,23.781
305,4.165979862213135,CAM_BACK_RIGHT,train,28.044
306,4.249205589294434,CAM_FRONT,train,28.709
307,4.249205589294434,CAM_FRONT_LEFT,train,24.788
308,4.249205589294434,CAM_FRONT_RIGHT,train,27.857
309,4.249205589294434,CAM_BACK,train,31.727
310,4.249205589294434,CAM_BACK_LEFT,train,24.544
311,4.249205589294434,CAM_BACK_RIGHT,train,28.561
312,4.332431316375732,CAM_FRONT,train,29.447
313,4.332431316375732,CAM_FRONT_LEFT,train,25.099
314,4.332431316375732,CAM_FRONT_RIGHT,train,27.927
315,4.332431316375732,CAM_BACK,train,32.505
316,4.332431316375732,CAM_BACK_LEFT,train,25.092
317,4.332431316375732,CAM_BACK_RIGHT,train,29.032
318,4.41565728187561,CAM_FRONT,train,28.485
319,4.41565728187561,CAM_FRONT_LEFT,train,25.673
320,4.41565728187561,CAM_FRONT_RIGHT,train,27.192
321,4.41565728187561,CAM_BACK,train,32.838
322,4.41565728187561,CAM_BACK_LEFT,train,24.88
323,4.41565728187561,CAM_BACK_RIGHT,train,29.083
324,4.498883008956909,CAM_FRONT,test,28.59
325,4.498883008956909,CAM_FRONT_LEFT,test,25.632
326,4.498883008956909,CAM_FRONT_RIGHT,test,26.8
327,4.498883008956909,CAM_BACK,test,32.342
328,4.498883008956909,CAM_BACK_LEFT,test,24.373
329,4.498883008956909,CAM_BACK_RIGHT,test,28.815
330,4.582191228866577,CAM_FRONT,train,27.642
331,4.582191228866577,CAM_FRONT_LEFT,train,25.701
332,4.582191228866577,CAM_FRONT_RIGHT,train,26.886
333,4.582191228866577,CAM_BACK,train,32.143
334,4.582191228866577,CAM_BACK_LEFT,train,24.855
335,4.582191228866577,CAM_BACK_RIGHT,train,29.019
336,4.665499687194824,CAM_FRONT,train,27.947
337,4.665499687194824,CAM_FRONT_LEFT,train,25.794
338,4.665499687194824,CAM_FRONT_RIGHT,train,27.124
339,4.665499687194824,CAM_BACK,train,32.137
340,4.665499687194824,CAM_BACK_LEFT,train,25.03
341,4.665499687194824,CAM_BACK_RIGHT,train,29.651
342,4.748808145523071,CAM_FRONT,train,27.864
343,4.748808145523071,CAM_FRONT_LEFT,train,25.547
344,4.748808145523071,CAM_FRONT_RIGHT,train,27.192
345,4.748808145523071,CAM_BACK,train,32.276
346,4.748808145523071,CAM_BACK_LEFT,train,24.723
347,4.748808145523071,CAM_BACK_RIGHT,train,29.64
348,4.832116365432739,CAM_FRONT,train,27.37
349,4.832116365432739,CAM_FRONT_LEFT,train,25.645
350,4.832116365432739,CAM_FRONT_RIGHT,train,27.237
351,4.832116365432739,CAM_BACK,train,31.264
352,4.832116365432739,CAM_BACK_LEFT,train,23.783
353,4.832116365432739,CAM_BACK_RIGHT,train,30.013
354,4.915424823760986,CAM_FRONT,test,24.18
355,4.915424823760986,CAM_FRONT_LEFT,test,20.201
356,4.915424823760986,CAM_FRONT_RIGHT,test,22.88
357,4.915424823760986,CAM_BACK,test,22.716
358,4.915424823760986,CAM_BACK_LEFT,test,18.973
359,4.915424823760986,CAM_BACK_RIGHT,test,22.045
360,4.998733043670654,CAM_FRONT,train,27.662
361,4.998733043670654,CAM_FRONT_LEFT,train,24.886
362,4.998733043670654,CAM_FRONT_RIGHT,train,27.938
363,4.998733043670654,CAM_BACK,train,31.705
364,4.998733043670654,CAM_BACK_LEFT,train,23.762
365,4.998733043670654,CAM_BACK_RIGHT,train,30.23
366,5.082141399383545,CAM_FRONT,train,27.736
367,5.082141399383545,CAM_FRONT_LEFT,train,25.441
368,5.082141399383545,CAM_FRONT_RIGHT,train,28.458
369,5.082141399383545,CAM_BACK,train,30.978
370,5.082141399383545,CAM_BACK_LEFT,train,23.197
371,5.082141399383545,CAM_BACK_RIGHT,train,29.452
372,5.1655497550964355,CAM_FRONT,train,27.582
373,5.1655497550964355,CAM_FRONT_LEFT,train,25.612
374,5.1655497550964355,CAM_FRONT_RIGHT,train,29.113
375,5.1655497550964355,CAM_BACK,train,32.1
376,5.1655497550964355,CAM_BACK_LEFT,train,25.042
377,5.1655497550964355,CAM_BACK_RIGHT,train,29.086
378,5.248958110809326,CAM_FRONT,train,27.368
379,5.248958110809326,CAM_FRONT_LEFT,train,25.937
380,5.248958110809326,CAM_FRONT_RIGHT,train,29.076
381,5.248958110809326,CAM_BACK,train,32.444
382,5.248958110809326,CAM_BACK_LEFT,train,25.318
383,5.248958110809326,CAM_BACK_RIGHT,train,28.792
384,5.332366228103638,CAM_FRONT,test,27.008
385,5.332366228103638,CAM_FRONT_LEFT,test,25.789
386,5.332366228103638,CAM_FRONT_RIGHT,test,28.806
387,5.332366228103638,CAM_BACK,test,32.303
388,5.332366228103638,CAM_BACK_LEFT,test,23.694
389,5.332366228103638,CAM_BACK_RIGHT,test,28.275
390,5.415774822235107,CAM_FRONT,train,27.069
391,5.415774822235107,CAM_FRONT_LEFT,train,26.378
392,5.415774822235107,CAM_FRONT_RIGHT,train,29.243
393,5.415774822235107,CAM_BACK,train,32.518
394,5.415774822235107,CAM_BACK_LEFT,train,24.159
395,5.415774822235107,CAM_BACK_RIGHT,train,28.926
396,5.499182939529419,CAM_FRONT,train,27.046
397,5.499182939529419,CAM_FRONT_LEFT,train,26.858
398,5.499182939529419,CAM_FRONT_RIGHT,train,29.406
399,5.499182939529419,CAM_BACK,train,32.552
400,5.499182939529419,CAM_BACK_LEFT,train,24.531
401,5.499182939529419,CAM_BACK_RIGHT,train,28.687
402,5.58249831199646,CAM_FRONT,train,26.724
403,5.58249831199646,CAM_FRONT_LEFT,train,27.094
404,5.58249831199646,CAM_FRONT_RIGHT,train,29.388
405,5.58249831199646,CAM_BACK,train,32.628
406,5.58249831199646,CAM_BACK_LEFT,train,25.105
407,5.58249831199646,CAM_BACK_RIGHT,train,28.442
408,5.665813207626343,CAM_FRONT,train,26.437
409,5.665813207626343,CAM_FRONT_LEFT,train,27.329
410,5.665813207626343,CAM_FRONT_RIGHT,train,29.215
411,5.665813207626343,CAM_BACK,train,31.903
412,5.665813207626343,CAM_BACK_LEFT,train,24.645
413,5.665813207626343,CAM_BACK_RIGHT,train,27.935
414,5.749128580093384,CAM_FRONT,test,26.218
415,5.749128580093384,CAM_FRONT_LEFT,test,27.241
416,5.749128580093384,CAM_FRONT_RIGHT,test,28.66
417,5.749128580093384,CAM_BACK,test,31.618
418,5.749128580093384,CAM_BACK_LEFT,test,24.258
419,5.749128580093384,CAM_BACK_RIGHT,test,27.63
420,5.832443714141846,CAM_FRONT,train,26.299
421,5.832443714141846,CAM_FRONT_LEFT,train,27.78
422,5.832443714141846,CAM_FRONT_RIGHT,train,28.551
423,5.832443714141846,CAM_BACK,train,31.448
424,5.832443714141846,CAM_BACK_LEFT,train,25.39
425,5.832443714141846,CAM_BACK_RIGHT,train,27.583
426,5.915758848190308,CAM_FRONT,train,26.582
427,5.915758848190308,CAM_FRONT_LEFT,train,27.813
428,5.915758848190308,CAM_FRONT_RIGHT,train,28.491
429,5.915758848190308,CAM_BACK,train,31.15
430,5.915758848190308,CAM_BACK_LEFT,train,25.8
431,5.915758848190308,CAM_BACK_RIGHT,train,27.872
432,5.9990739822387695,CAM_FRONT,train,26.736
433,5.9990739822387695,CAM_FRONT_LEFT,train,28.089
434,5.9990739822387695,CAM_FRONT_RIGHT,train,28.348
435,5.9990739822387695,CAM_BACK,train,31.218
436,5.9990739822387695,CAM_BACK_LEFT,train,25.648
437,5.9990739822387695,CAM_BACK_RIGHT,train,27.95
438,6.082390785217285,CAM_FRONT,train,26.771
439,6.082390785217285,CAM_FRONT_LEFT,train,27.567
440,6.082390785217285,CAM_FRONT_RIGHT,train,27.829
441,6.082390785217285,CAM_BACK,train,30.905
442,6.082390785217285,CAM_BACK_LEFT,train,25.048
443,6.082390785217285,CAM_BACK_RIGHT,train,27.752
444,6.165707349777222,CAM_FRONT,test,26.829
445,6.165707349777222,CAM_FRONT_LEFT,test,27.209
446,6.165707349777222,CAM_FRONT_RIGHT,test,27.268
447,6.165707349777222,CAM_BACK,test,30.693
448,6.165707349777222,CAM_BACK_LEFT,test,24.671
449,6.165707349777222,CAM_BACK_RIGHT,test,27.466
450,6.249024152755737,CAM_FRONT,train,27.051
451,6.249024152755737,CAM_FRONT_LEFT,train,27.464
452,6.249024152755737,CAM_FRONT_RIGHT,train,27.289
453,6.249024152755737,CAM_BACK,train,30.674
454,6.249024152755737,CAM_BACK_LEFT,train,24.937
455,6.249024152755737,CAM_BACK_RIGHT,train,26.904
456,6.332340717315674,CAM_FRONT,train,27.528
457,6.332340717315674,CAM_FRONT_LEFT,train,27.338
458,6.332340717315674,CAM_FRONT_RIGHT,train,27.185
459,6.332340717315674,CAM_BACK,train,30.867
460,6.332340717315674,CAM_BACK_LEFT,train,25.376
461,6.332340717315674,CAM_BACK_RIGHT,train,26.991
462,6.41565728187561,CAM_FRONT,train,26.899
463,6.41565728187561,CAM_FRONT_LEFT,train,27.564
464,6.41565728187561,CAM_FRONT_RIGHT,train,26.705
465,6.41565728187561,CAM_BACK,train,30.67
466,6.41565728187561,CAM_BACK_LEFT,train,25.806
467,6.41565728187561,CAM_BACK_RIGHT,train,26.872
468,6.498974084854126,CAM_FRONT,train,26.932
469,6.498974084854126,CAM_FRONT_LEFT,train,27.338
470,6.498974084854126,CAM_FRONT_RIGHT,train,27.111
471,6.498974084854126,CAM_BACK,train,30.276
472,6.498974084854126,CAM_BACK_LEFT,train,25.295
473,6.498974084854126,CAM_BACK_RIGHT,train,27.297
474,6.58227801322937,CAM_FRONT,test,26.282
475,6.58227801322937,CAM_FRONT_LEFT,test,26.823
476,6.58227801322937,CAM_FRONT_RIGHT,test,26.802
477,6.58227801322937,CAM_BACK,test,30.954
478,6.58227801322937,CAM_BACK_LEFT,test,24.777
479,6.58227801322937,CAM_BACK_RIGHT,test,27.033
480,6.665581941604614,CAM_FRONT,train,26.435
481,6.665581941604614,CAM_FRONT_LEFT,train,27.141
482,6.665581941604614,CAM_FRONT_RIGHT,train,26.717
483,6.665581941604614,CAM_BACK,train,31.394
484,6.665581941604614,CAM_BACK_LEFT,train,25.44
485,6.665581941604614,CAM_BACK_RIGHT,train,27.337
486,6.7488861083984375,CAM_FRONT,train,26.619
487,6.7488861083984375,CAM_FRONT_LEFT,train,27.269
488,6.7488861083984375,CAM_FRONT_RIGHT,train,26.16
