t,x,z,yaw,v,steer,acc,steer_rate,drive,controller,off_route
8.5,-17.909108417574778,32.83256861337458,-1.8068099918368314,5.7060983275710715,-0.14412465975549912,0.48278510373201755,0.06304137286533906,route,official,1.630195702664057
8.75,-19.32542420178943,32.49195070596446,-1.8764477574560507,5.826794603504076,-0.12836431653916436,0.3166301633052395,0.061245834424610346,route,official,1.4229112025585215
9.0,-20.733478685848425,32.04765408138084,-1.9385351588469188,5.905952144330385,-0.11305285793301177,0.21139448897990598,0.05050438685242642,route,official,1.2310097722812754
9.25,-22.123581447585167,31.512097387093885,-1.9941317344501468,5.9588007665753615,-0.10042676121990517,0.10568866511327549,0.049882408138823914,route,official,1.024256567540136
9.5,-23.487799021276967,30.89740945091992,-2.043002011441331,5.985222932853681,-0.0879561591851992,0.19512807932660314,0.050006842964863685,route,official,0.7470399574803657
9.75,-24.831220738997242,30.21126509736015,-2.085238913113628,6.034004952685332,-0.07545444844398327,0.2661474605260206,0.04630603946169598,route,official,0.5543294318105499
10.0,-26.158953538625944,29.46082271634521,-2.1213704808264935,6.100541817816837,-0.06387793857855928,-0.15176144778853254,0.04254911026935432,route,official,0.4927865846803294
10.25,-27.450627576634073,28.667869877060067,-2.151285502386193,6.062601455869704,-0.0532406610112207,-0.13228376656320137,-0.1318211382245936,route,official,0.27094217047848124
10.5,-28.711092594676288,27.84117142709906,-2.1995273590325457,6.029530514228903,-0.08619594556736909,0.10420056245819131,-0.06925018022842555,route,official,0.2325546042004459
10.75,-29.93549234311097,26.9508210338604,-2.2577729309144208,6.055580654843451,-0.10350849062447548,0.0908700577664491,0.4,route,official,0.21267843318590593
11.0,-31.11037721961632,25.98710306856667,-2.25974753643691,6.0782981692850635,-0.0035084906244754743,0.06029972108863993,0.2676690002931031,route,official,0.19927492695418836
11.25,-32.28626597842437,25.01867116075934,-2.2239242133091386,6.0933730995572235,0.0634087594488003,-0.042028094424779096,-0.4,route,official,0.3105039928435718
0.0,0.0,0.0,0.0,1.0,0.0,2.1975268664860654,0.005366105830141853,route,PR #57 fix,4.440892098500626e-16
0.25,0.0,0.38734542915537906,0.00019245720486849765,1.5493817166215162,0.0013415264575354633,2.3548278345775913,0.005600805287329869,route,PR #57 fix,0.2348742231421811
0.5,0.00010287264191560342,0.921867588072567,0.000735241631190069,2.138088675265914,0.0027417277793679307,1.9676324109811174,-0.005589734569331747,route,PR #57 fix,0.29983378895499563
0.75,0.000586293378633377,1.5793666048598318,0.0010626019440414841,2.6299967780111935,0.0013442941370349938,2.105837397865958,-0.0006753429073337331,route,PR #57 fix,0.03182882565289378
1.0,0.0014248073251706677,2.368480191225936,0.0014061468153667178,3.156456127477683,0.0011754584102015605,1.895183896411138,0.0004115181879217663,route,PR #57 fix,0.20448465972308932
1.25,0.0027009737625247245,3.276042319382219,0.0018358404805009004,3.6302521015804676,0.0012783379571820021,1.766949517270582,-0.006524228853791128,route,PR #57 fix,0.20237215862607907
1.5,0.00456985349404187,4.294037974123733,0.0017028525952428484,4.071989480898113,-0.0003527192562657799,1.6828475428597964,-0.004122601091688689,route,PR #57 fix,0.03753127184749667
1.75,0.00648245461515813,5.417211687337714,0.0011273831379344556,4.492701366613062,-0.001383369529187952,1.2960632006896364,-0.001467645087379558,route,PR #57 fix,0.27249415184485837
2.0,0.00784002575608925,6.621390213782594,0.0003467705277448444,4.816717166785471,-0.0017502808010328415,1.1772646730067078,-0.011848347529654616,route,PR #57 fix,0.06309906440040279
2.25,0.008283114678937106,7.89914847071679,-0.001883344898143228,5.111033335037148,-0.004712367683446496,1.1273264896077884,-0.012328160613177284,route,PR #57 fix,0.24113327348918262
2.5,0.0057439600040041765,9.247362319023857,-0.005775478244337742,5.392864957439095,-0.007794407836740817,0.7562554582916969,-0.013036751136860984,route,PR #57 fix,0.10955880125006721
2.75,-0.0023155723082378,10.642821250635404,-0.011488709447848243,5.58192882201202,-0.011053595620956064,0.4949585826252267,-0.021167227325399864,route,PR #57 fix,0.07106669099204892
3.0,-0.01870290361519291,12.06914423187306,-0.020124797769387262,5.7056684676683265,-0.016345402452306028,0.2623511433082533,-0.026750814864803685,route,PR #57 fix,0.06442617678162559
3.25,-0.047737284909851546,13.51166612986012,-0.032435304298288004,5.77125625349539,-0.02303310616850695,0.057250934622751395,-0.03368375327100061,route,PR #57 fix,0.20646039912748546
3.5,-0.09464323200066323,14.957297605615711,-0.04929082117792027,5.785568987151078,-0.031454044486257104,0.2120710914443127,-0.05162972165480495,route,PR #57 fix,0.1414334324118215
3.75,-0.16656128588568037,16.415171486704956,-0.07328881730512628,5.838586760012156,-0.04436147489995834,0.08824415702428218,-0.05715509052888068,route,PR #57 fix,0.1716767935824959
4.0,-0.2738451706891881,17.876400321368845,-0.10515206842673663,5.860647799268226,-0.05865024753217851,0.10642289884325386,-0.06711383226616657,route,PR #57 fix,0.31307246190269844
4.25,-0.4283243461020997,19.34008430804048,-0.14634762464387283,5.887253523979039,-0.07542870559872016,-0.23750892723100062,-0.05913373858241161,route,PR #57 fix,0.38459897221634703
4.5,-0.6407879985544106,20.78147879817491,-0.19516022309644082,5.827876292171289,-0.09021214024432306,-0.07349864879745131,-0.07739417666791598,route,PR #57 fix,0.44243150892581123
4.75,-0.9224380389160008,22.20628319845402,-0.2543317032788462,5.809501629971926,-0.10956068441130205,-0.17456143963811285,-0.06982099082191132,route,PR #57 fix,0.5648850265129246
5.0,-1.2851087900984177,23.601378961416955,-0.3225095000553927,5.765861270062398,-0.1270159321167799,-0.171557911456061,-0.06706853412587038,route,PR #57 fix,0.6857036143445006
