scenario,dataset,difficulty,agent,controller,tag,hdscore,rc,nc,dac,ttc,c,pdms,steps,end,wall_s,rc_code,finished,scene,run_dir
scene-113792265837-easy-00,waymo,easy,preset,official,preset-official,0.9897959183673468,1.0,1.0,1.0,0.9857142857142858,1.0,0.9897959183673468,70,complete,46.1,0,2026-09-25 15:34:00,113792265837_0_200,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/113792265837_0_200_easy_00
scene-113792265837-easy-00,waymo,easy,preset,fixed,preset-fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,71,complete,46.9,0,2026-09-25 15:34:04,113792265837_0_200,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/113792265837_0_200_easy_00
scene-1290_1490-easy-00,kitti360,easy,preset,ideal,preset-ideal,0.9161904761904761,1.0,1.0,0.9733333333333334,0.92,1.0,0.9161904761904761,75,complete,25.7,0,2026-09-25 15:34:18,0000_1290_1490,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/0000_1290_1490_easy_00
scene-1290_1490-easy-00,kitti360,easy,preset,official,preset-official,0.4457686343682121,0.46872667562322734,1.0,0.9714285714285714,0.9714285714285714,1.0,0.9510204081632653,35,bg_collision,18.0,0,2026-09-25 15:34:18,0000_1290_1490,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/0000_1290_1490_easy_00
scene-2800_3000-easy-00,kitti360,easy,preset,ideal,preset-ideal,0.0,0.01088914017673912,0.0,0.0,0.0,1.0,0.0,1,bg_collision,10.1,0,2026-09-25 15:34:28,0000_2800_3000,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/0000_2800_3000_easy_00
scene-1290_1490-easy-00,kitti360,easy,preset,fixed,preset-fixed,0.9575289575289576,1.0,1.0,0.9864864864864865,0.9594594594594594,1.0,0.9575289575289576,74,complete,27.0,0,2026-09-25 15:34:31,0000_1290_1490,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/0000_1290_1490_easy_00
scene-021-easy-00,pandaset,easy,preset,ideal,preset-ideal,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,complete,24.8,0,2026-09-25 15:34:53,021,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/021_easy_00
scene-2800_3000-easy-00,kitti360,easy,preset,official,preset-official,0.7277992277992279,1.0,0.7567567567567568,0.9594594594594594,0.7432432432432432,1.0,0.7277992277992279,74,complete,39.0,0,2026-09-25 15:34:57,0000_2800_3000,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/0000_2800_3000_easy_00
scene-2800_3000-easy-00,kitti360,easy,preset,fixed,preset-fixed,0.7349624060150376,1.0,0.7631578947368421,0.9605263157894737,0.75,1.0,0.7349624060150376,76,complete,39.3,0,2026-09-25 15:35:10,0000_2800_3000,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/0000_2800_3000_easy_00
scene-034-easy-00,pandaset,easy,preset,ideal,preset-ideal,0.5793650793650794,1.0,0.6388888888888888,1.0,0.5833333333333334,1.0,0.5793650793650794,36,complete,19.6,0,2026-09-25 15:35:12,034,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/034_easy_00
scene-021-easy-00,pandaset,easy,preset,official,preset-official,0.9801587301587301,1.0,1.0,1.0,0.9722222222222222,1.0,0.9801587301587301,36,complete,21.0,0,2026-09-25 15:35:18,021,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/021_easy_00
scene-0062-medium-00,nuscenes,medium,preset,ideal,preset-ideal,0.07539906153678272,0.24458719961931955,0.42105263157894735,1.0,0.2631578947368421,1.0,0.3082706766917293,19,fg_collision,16.4,0,2026-09-25 15:35:29,scene-0062,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/scene-0062_medium_00
scene-021-easy-00,pandaset,easy,preset,fixed,preset-fixed,0.9801587301587301,1.0,1.0,1.0,0.9722222222222222,1.0,0.9801587301587301,36,complete,20.9,0,2026-09-25 15:35:31,021,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/021_easy_00
scene-034-easy-00,pandaset,easy,preset,official,preset-official,0.5756302521008403,1.0,0.6176470588235294,1.0,0.5882352941176471,1.0,0.5756302521008403,34,complete,18.9,0,2026-09-25 15:35:37,034,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/034_easy_00
scene-0383-hard-00,nuscenes,hard,preset,ideal,preset-ideal,0.019549268786298285,0.256584152820165,0.26666666666666666,1.0,0.0,1.0,0.07619047619047618,15,fg_collision,15.5,0,2026-09-25 15:35:44,scene-0383,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/scene-0383_hard_00
scene-034-easy-00,pandaset,easy,preset,fixed,preset-fixed,0.5756302521008403,1.0,0.6176470588235294,1.0,0.5882352941176471,1.0,0.5756302521008403,34,complete,19.5,0,2026-09-25 15:35:50,034,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/034_easy_00
scene-0062-medium-00,nuscenes,medium,preset,official,preset-official,0.06865844124944767,0.24030454437306686,0.4117647058823529,1.0,0.23529411764705882,1.0,0.2857142857142857,17,fg_collision,16.8,0,2026-09-25 15:35:54,scene-0062,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/scene-0062_medium_00
scene-0062-medium-00,nuscenes,medium,preset,fixed,preset-fixed,0.06728376178768755,0.24934570544848916,0.3888888888888889,1.0,0.2222222222222222,1.0,0.2698412698412698,18,fg_collision,19.3,0,2026-09-25 15:36:10,scene-0062,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/scene-0062_medium_00
scene-0383-hard-00,nuscenes,hard,preset,official,preset-official,0.014809586092829806,0.24188990618288683,0.21428571428571427,1.0,0.0,1.0,0.061224489795918366,14,fg_collision,17.4,0,2026-09-25 15:36:11,scene-0383,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/scene-0383_hard_00
scene-130854534658-hard-00,waymo,hard,preset,ideal,preset-ideal,0.9104477611940298,1.0,0.9104477611940298,1.0,0.9701492537313433,1.0,0.9104477611940298,67,complete,39.4,0,2026-09-25 15:36:24,130854534658_0_200,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/130854534658_0_200_hard_00
scene-0383-hard-00,nuscenes,hard,preset,fixed,preset-fixed,0.014274411019070224,0.24980219283372893,0.2,1.0,0.0,1.0,0.05714285714285714,15,fg_collision,16.6,0,2026-09-25 15:36:26,scene-0383,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/scene-0383_hard_00
scene-130854534658-hard-00,waymo,hard,preset,official,preset-official,0.34649991745088327,0.3615651312530956,0.9583333333333334,1.0,1.0,1.0,0.9583333333333334,24,fg_collision,22.4,0,2026-09-25 15:36:34,130854534658_0_200,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/130854534658_0_200_hard_00
scene-1290_1490-hard-00,kitti360,hard,preset,ideal,preset-ideal,0.012439667612081404,0.17415534656913967,0.375,0.875,0.125,1.0,0.07142857142857142,16,fg_collision,15.7,0,2026-09-25 15:36:40,0000_1290_1490,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/0000_1290_1490_hard_00
scene-1290_1490-hard-00,kitti360,hard,preset,official,preset-official,0.03089099500077684,0.1681843061153406,0.35714285714285715,0.9285714285714286,0.21428571428571427,1.0,0.18367346938775508,14,fg_collision,15.8,0,2026-09-25 15:36:50,0000_1290_1490,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/0000_1290_1490_hard_00
scene-021-hard-01,pandaset,hard,preset,ideal,preset-ideal,0.04015308363134449,0.21080368906455862,0.3333333333333333,1.0,0.13333333333333333,1.0,0.19047619047619044,15,fg_collision,15.9,0,2026-09-25 15:36:55,021,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-ideal/pre/021_hard_01
scene-021-hard-01,pandaset,hard,preset,official,preset-official,0.043782304651869865,0.22134387351778656,0.3076923076923077,1.0,0.15384615384615385,1.0,0.1978021978021978,13,fg_collision,14.1,0,2026-09-25 15:37:04,021,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-official/pre/021_hard_01
scene-130854534658-hard-00,waymo,hard,preset,fixed,preset-fixed,0.8923076923076924,1.0,0.8923076923076924,1.0,0.9538461538461539,1.0,0.8923076923076924,65,complete,38.5,0,2026-09-25 15:37:05,130854534658_0_200,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/130854534658_0_200_hard_00
scene-1290_1490-hard-00,kitti360,hard,preset,fixed,preset-fixed,0.018598572433899663,0.1656963725929243,0.2857142857142857,0.9285714285714286,0.14285714285714285,1.0,0.11224489795918366,14,fg_collision,13.0,0,2026-09-25 15:37:18,0000_1290_1490,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/0000_1290_1490_hard_00
scene-021-hard-01,pandaset,hard,preset,fixed,preset-fixed,0.043782304651869865,0.22134387351778656,0.3076923076923077,1.0,0.15384615384615385,1.0,0.1978021978021978,13,fg_collision,14.4,0,2026-09-25 15:37:32,021,/root/autodl-tmp/ujs/runs/infra-accept/hugsim/preset-fixed/pre/021_hard_01
