direction,arm,judge,scope,subset,n,value,delta,lo,hi,halfwidth,meets_threshold
0,A ridge_late qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,625,1.8402652740478516,-0.05311718210577965,-0.09168538302724176,-0.017988025035901686,0.036848678995670035,True
0,A ridge_late qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,625,1.8523257970809937,-0.041056569665670395,-0.08338401387512634,-0.00024404531346794257,0.0415699842808292,False
0,cls ego K1024,ADE vs log,s_ego deciles 1-9,pre_onset,625,2.950148344039917,1.0567657947540283,0.8419115586805941,1.279435421843417,0.21876193158141144,False
0,cls_late qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,625,2.949122905731201,1.055740475654602,0.8245880229064859,1.2910555999342292,0.23323378851387166,False
0,cls_late qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,625,2.9131152629852295,1.01973295211792,0.7943815820295281,1.242901649214214,0.22426003359234292,False
0,diff ego M20,ADE vs log,s_ego deciles 1-9,pre_onset,625,2.4176313877105713,0.5242488980293274,0.36631052498853267,0.6822123903463391,0.1579509326789032,False
0,diff qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,625,2.9373297691345215,1.0439472198486328,0.765593132846798,1.335589464669908,0.284998165911555,False
0,diff qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,625,2.8302090167999268,0.9368265867233276,0.6123384512572991,1.2045802739865779,0.29612091136463936,False
1,A ridge_late qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,640,1.8173961639404297,-0.0454132966697216,-0.075363848354627,-0.01598831466503175,0.02968776684479763,False
1,A ridge_late qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,640,1.7806568145751953,-0.08215276896953583,-0.1438505995129984,-0.016330302373906314,0.06376014856954604,True
1,cls ego K1024,ADE vs log,s_ego deciles 1-9,pre_onset,640,3.202296495437622,1.3394869565963745,1.0164153373917746,1.705571945640762,0.34457830412449375,False
1,cls_late qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,640,2.985858201980591,1.1230487823486328,0.8163797408234402,1.4437664644818637,0.31369336182921176,False
1,cls_late qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,640,2.9929397106170654,1.1301301717758179,0.8263369137286977,1.4558692029373597,0.314766144604331,False
1,diff ego M20,ADE vs log,s_ego deciles 1-9,pre_onset,640,2.4336180686950684,0.5708085894584656,0.3217100180009194,0.8363261714235256,0.25730807671130307,False
1,diff qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,640,2.852097272872925,0.9892879724502563,0.706569237398843,1.3096641995024778,0.3015474810518174,False
1,diff qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,640,3.063520908355713,1.2007116079330444,0.8825220318356518,1.5012343070202605,0.30935613759230435,False
