level,route,seed,arm,window_kind,step,sim_time_s,ego_x,ego_y,distance_to_dense_bend_m,prediction,endpoint_correct_dense_m,endpoint_wrong_straight_m,wrong_preferred_margin_2m
2,2084,0,C,approach,35,1.8000000268220901,-1414.9471435546875,5323.17626953125,31.343395294139206,waypoint,20.737926457437094,20.737926457437094,False
2,2084,0,C,approach,36,1.8500000275671482,-1414.8203125,5323.17626953125,31.216564286196153,route,19.71135845190336,19.71135845190336,False
2,2084,0,C,approach,36,1.8500000275671482,-1414.8203125,5323.17626953125,31.216564286196153,waypoint,20.43661551519374,20.43661551519374,False
2,2084,0,C,approach,37,1.9000000283122063,-1414.6832275390625,5323.17529296875,31.079478547715837,route,19.57427255946267,19.57427255946267,False
2,2084,0,C,approach,37,1.9000000283122063,-1414.6832275390625,5323.17529296875,31.079478547715837,waypoint,20.183644441441384,20.183644441441384,False
2,2084,0,C,approach,38,1.9500000290572643,-1414.5357666015625,5323.17529296875,30.93201766157961,route,19.426811133730023,19.426811133730023,False
2,2084,0,C,approach,38,1.9500000290572643,-1414.5357666015625,5323.17529296875,30.93201766157961,waypoint,19.903369797901124,19.903369797901124,False
2,2084,0,C,approach,39,2.0000000298023224,-1414.37744140625,5323.1748046875,30.7736921152204,route,19.268487813347015,19.268487813347015,False
2,2084,0,C,approach,39,2.0000000298023224,-1414.37744140625,5323.1748046875,30.7736921152204,waypoint,19.685151423269335,19.685151423269335,False
2,2084,0,C,approach,40,2.0500000305473804,-1414.207763671875,5323.1748046875,30.604014438919663,route,19.09881345860883,19.09881345860883,False
2,2084,0,C,approach,40,2.0500000305473804,-1414.207763671875,5323.1748046875,30.604014438919663,waypoint,19.445163730189787,19.445163730189787,False
2,2084,0,C,approach,41,2.1000000312924385,-1414.0264892578125,5323.1748046875,30.422740087616255,route,18.917539768887742,18.917539768887742,False
2,2084,0,C,approach,41,2.1000000312924385,-1414.0264892578125,5323.1748046875,30.422740087616255,waypoint,19.339411126151372,19.339411126151372,False
2,2084,0,C,approach,42,2.1500000320374966,-1413.833984375,5323.1748046875,30.230235272275003,route,18.722428134541367,18.722428134541367,False
2,2084,0,C,approach,42,2.1500000320374966,-1413.833984375,5323.1748046875,30.230235272275003,waypoint,19.206799771350518,19.206799771350518,False
2,2084,0,C,approach,43,2.2000000327825546,-1413.630615234375,5323.17431640625,30.026865794949796,route,18.526869038642324,18.526869038642324,False
2,2084,0,C,approach,43,2.2000000327825546,-1413.630615234375,5323.17431640625,30.026865794949796,waypoint,18.987804338370225,18.987804338370225,False
2,2084,0,C,approach,44,2.2500000335276127,-1413.41650390625,5323.17431640625,29.81275454098622,route,18.31275938541696,18.31275938541696,False
2,2084,0,C,approach,44,2.2500000335276127,-1413.41650390625,5323.17431640625,29.81275454098622,waypoint,18.78411025978058,18.78411025978058,False
2,2084,0,C,approach,45,2.3000000342726707,-1413.1927490234375,5323.173828125,29.58899932990961,route,18.08379705074749,18.08379705074749,False
2,2084,0,C,approach,45,2.3000000342726707,-1413.1927490234375,5323.173828125,29.58899932990961,waypoint,18.72051365623035,18.72051365623035,False
2,2084,0,C,approach,46,2.350000035017729,-1412.959228515625,5323.173828125,29.355478902219843,route,17.850275928272417,17.850275928272417,False
2,2084,0,C,approach,46,2.350000035017729,-1412.959228515625,5323.173828125,29.355478902219843,waypoint,18.687514401890436,18.687514401890436,False
2,2084,0,C,approach,47,2.400000035762787,-1412.7164306640625,5323.1728515625,29.11268033275425,route,17.607478997496273,17.607478997496273,False
2,2084,0,C,approach,47,2.400000035762787,-1412.7164306640625,5323.1728515625,29.11268033275425,waypoint,18.541070793266226,18.541070793266226,False
2,2084,0,C,approach,48,2.450000036507845,-1412.46435546875,5323.1728515625,28.86060521984325,route,17.355402161555514,17.355402161555514,False
2,2084,0,C,approach,48,2.450000036507845,-1412.46435546875,5323.1728515625,28.86060521984325,waypoint,18.520765503449443,18.520765503449443,False
2,2084,0,C,approach,49,2.500000037252903,-1412.2039794921875,5323.17236328125,28.600228933949044,route,17.08981722612399,17.08981722612399,False
2,2084,0,C,approach,49,2.500000037252903,-1412.2039794921875,5323.17236328125,28.600228933949044,waypoint,18.32809755360962,18.32809755360962,False
2,2084,0,C,approach,50,2.550000037997961,-1411.9442138671875,5323.17236328125,28.340463393342954,route,16.8352644298796,16.8352644298796,False
2,2084,0,C,approach,50,2.550000037997961,-1411.9442138671875,5323.17236328125,28.340463393342954,waypoint,18.261044519620526,18.261044519620526,False
2,2084,0,C,approach,51,2.600000038743019,-1411.681640625,5323.17236328125,28.077890238048482,route,16.572694706598643,16.572694706598643,False
2,2084,0,C,approach,51,2.600000038743019,-1411.681640625,5323.17236328125,28.077890238048482,waypoint,18.264099792049855,18.264099792049855,False
2,2084,0,C,approach,52,2.650000039488077,-1411.4146728515625,5323.17236328125,27.810922554640488,route,16.305753871647727,16.305753871647727,False
2,2084,0,C,approach,52,2.650000039488077,-1411.4146728515625,5323.17236328125,27.810922554640488,waypoint,18.21330048435375,18.21330048435375,False
2,2084,0,C,approach,53,2.7000000402331352,-1411.141357421875,5323.171875,27.537606816337888,route,16.03247168062669,16.03247168062669,False
2,2084,0,C,approach,53,2.7000000402331352,-1411.141357421875,5323.171875,27.537606816337888,waypoint,18.101463277667534,18.101463277667534,False
2,2084,0,C,approach,54,2.7500000409781933,-1410.85986328125,5323.1708984375,27.256111983055003,route,15.750999749239064,15.750999749239064,False
2,2084,0,C,approach,54,2.7500000409781933,-1410.85986328125,5323.1708984375,27.256111983055003,waypoint,17.92415515162792,17.92415515162792,False
2,2084,0,C,approach,55,2.8000000417232513,-1410.5777587890625,5323.169921875,26.974006819284018,route,15.463706792747042,15.463706792747042,False
2,2084,0,C,approach,55,2.8000000417232513,-1410.5777587890625,5323.169921875,26.974006819284018,waypoint,17.817843109388154,17.817843109388154,False
2,2084,0,C,approach,56,2.8500000424683094,-1410.2960205078125,5323.16845703125,26.692267535066833,route,15.188481125015732,15.188481125015732,False
2,2084,0,C,approach,56,2.8500000424683094,-1410.2960205078125,5323.16845703125,26.692267535066833,waypoint,17.63766205269082,17.63766205269082,False
2,2084,0,C,approach,57,2.9000000432133675,-1410.0140380859375,5323.16796875,26.410284838160997,route,14.902594903477365,14.902594903477365,False
2,2084,0,C,approach,57,2.9000000432133675,-1410.0140380859375,5323.16796875,26.410284838160997,waypoint,17.56271281365156,17.56271281365156,False
2,2084,0,C,approach,58,2.9500000439584255,-1409.7122802734375,5323.1669921875,26.108526425237876,route,14.60343490335584,14.60343490335584,False
2,2084,0,C,approach,58,2.9500000439584255,-1409.7122802734375,5323.1669921875,26.108526425237876,waypoint,14.510975393047554,14.510975393047554,False
2,2084,0,C,approach,59,3.0000000447034836,-1409.3956298828125,5323.1650390625,25.791874850085918,route,14.286758271767143,14.286758271767143,False
2,2084,0,C,approach,59,3.0000000447034836,-1409.3956298828125,5323.1650390625,25.791874850085918,waypoint,14.209927107215382,14.209927107215382,False
2,2084,0,C,approach,60,3.0500000454485416,-1409.0660400390625,5323.16357421875,25.462284210830525,route,13.957173401637146,13.957173401637146,False
2,2084,0,C,approach,60,3.0500000454485416,-1409.0660400390625,5323.16357421875,25.462284210830525,waypoint,13.863412010669752,13.863412010669752,False
2,2084,0,C,approach,61,3.1000000461935997,-1408.7265625,5323.16259765625,25.122806193525918,route,13.617687595775092,13.617687595775092,False
2,2084,0,C,approach,61,3.1000000461935997,-1408.7265625,5323.16259765625,25.122806193525918,waypoint,13.589040190491213,13.589040190491213,False
2,2084,0,C,approach,62,3.1500000469386578,-1408.3802490234375,5323.1611328125,24.776492029171518,route,13.271361139490782,13.271361139490782,False
2,2084,0,C,approach,62,3.1500000469386578,-1408.3802490234375,5323.1611328125,24.776492029171518,waypoint,13.479688127730926,13.479688127730926,False
2,2084,0,C,approach,63,3.200000047683716,-1408.029541015625,5323.15966796875,24.42578340228712,route,12.920671039682569,12.920671039682569,False
2,2084,0,C,approach,63,3.200000047683716,-1408.029541015625,5323.15966796875,24.42578340228712,waypoint,13.395931492798946,13.395931492798946,False
2,2084,0,C,approach,64,3.250000048428774,-1407.67626953125,5323.158203125,24.07251137010284,route,12.56738545704139,12.56738545704139,False
2,2084,0,C,approach,64,3.250000048428774,-1407.67626953125,5323.158203125,24.07251137010284,waypoint,13.115563331060672,13.115563331060672,False
2,2084,0,C,approach,65,3.300000049173832,-1407.322021484375,5323.15673828125,23.718262849612362,route,12.21310704636311,12.21310704636311,False
2,2084,0,C,approach,65,3.300000049173832,-1407.322021484375,5323.15673828125,23.718262849612362,waypoint,13.02820706839502,13.02820706839502,False
2,2084,0,C,approach,66,3.35000004991889,-1406.9688720703125,5323.15625,23.36511330468356,route,11.865181130073372,11.865181130073372,False
2,2084,0,C,approach,66,3.35000004991889,-1406.9688720703125,5323.15625,23.36511330468356,waypoint,12.328719633809598,12.328719633809598,False
2,2084,0,C,approach,67,3.400000050663948,-1406.6177978515625,5323.15478515625,23.01403871269947,route,11.514071484057895,11.514071484057895,False
2,2084,0,C,approach,67,3.400000050663948,-1406.6177978515625,5323.15478515625,23.01403871269947,waypoint,11.98281406360366,11.98281406360366,False
2,2084,0,C,approach,68,3.450000051409006,-1406.2701416015625,5323.15380859375,22.66638226194075,route,11.161224669916507,11.161224669916507,False
2,2084,0,C,approach,68,3.450000051409006,-1406.2701416015625,5323.15380859375,22.66638226194075,waypoint,11.771893927445886,11.771893927445886,False
2,2084,0,C,approach,69,3.500000052154064,-1405.9259033203125,5323.15283203125,22.322143816367348,route,10.82218433028137,10.82218433028137,False
2,2084,0,C,approach,69,3.500000052154064,-1405.9259033203125,5323.15283203125,22.322143816367348,waypoint,11.55654793423691,11.55654793423691,False
2,2084,0,C,approach,70,3.5500000528991222,-1405.58642578125,5323.15185546875,21.98266615119692,route,10.476168087763702,10.476168087763702,False
2,2084,0,C,approach,70,3.5500000528991222,-1405.58642578125,5323.15185546875,21.98266615119692,waypoint,11.387618950849365,11.387618950849365,False
2,2084,0,C,approach,71,3.6000000536441803,-1405.2510986328125,5323.1513671875,21.647338955297574,route,10.142117834475899,10.142117834475899,False
2,2084,0,C,approach,71,3.6000000536441803,-1405.2510986328125,5323.1513671875,21.647338955297574,waypoint,11.264509754857139,11.264509754857139,False
2,2084,0,C,approach,72,3.6500000543892384,-1404.9212646484375,5323.150390625,21.317504905180837,route,9.813574292045999,9.813574292045999,False
2,2084,0,C,approach,72,3.6500000543892384,-1404.9212646484375,5323.150390625,21.317504905180837,waypoint,11.183365252232138,11.183365252232138,False
2,2084,0,C,approach,73,3.7000000551342964,-1404.59619140625,5323.14990234375,20.99243164630368,route,9.49240405550074,9.49240405550074,False
2,2084,0,C,approach,73,3.7000000551342964,-1404.59619140625,5323.14990234375,20.99243164630368,waypoint,10.972873576397488,10.972873576397488,False
2,2084,0,C,approach,74,3.7500000558793545,-1404.27685546875,5323.1494140625,20.673095703125,route,9.173080294382036,9.173080294382036,False
2,2084,0,C,approach,74,3.7500000558793545,-1404.27685546875,5323.1494140625,20.673095703125,waypoint,10.813707534158697,10.813707534158697,False
2,2084,0,C,approach,75,3.8000000566244125,-1403.9622802734375,5323.1494140625,20.3585205078125,route,8.853294474972737,8.853294474972737,False
2,2084,0,C,approach,75,3.8000000566244125,-1403.9622802734375,5323.1494140625,20.3585205078125,waypoint,10.661889702562956,10.661889702562956,False
2,2084,0,C,approach,76,3.8500000573694706,-1403.6534423828125,5323.1494140625,20.0496826171875,route,8.549675049398655,8.549675049398655,False
2,2084,0,C,approach,76,3.8500000573694706,-1403.6534423828125,5323.1494140625,20.0496826171875,waypoint,10.47806037048404,10.47806037048404,False
2,2084,0,C,approach,77,3.9000000581145287,-1403.3487548828125,5323.1484375,19.744995141337274,route,8.244989502384037,8.244989502384037,False
2,2084,0,C,approach,77,3.9000000581145287,-1403.3487548828125,5323.1484375,19.744995141337274,waypoint,10.366084184133248,10.366084184133248,False
2,2084,0,C,approach,78,3.9500000588595867,-1403.048583984375,5323.1484375,19.444824243272574,route,7.939605990334712,7.939605990334712,False
2,2084,0,C,approach,78,3.9500000588595867,-1403.048583984375,5323.1484375,19.444824243272574,waypoint,10.077629000451463,10.077629000451463,False
2,2084,0,C,approach,79,4.000000059604645,-1402.751220703125,5323.14794921875,19.147460993532682,route,7.642250027783625,7.642250027783625,False
2,2084,0,C,approach,79,4.000000059604645,-1402.751220703125,5323.14794921875,19.147460993532682,waypoint,9.880530044846418,9.880530044846418,False
2,2084,0,C,approach,80,4.050000060349703,-1402.456787109375,5323.14794921875,18.853027400657762,route,7.347812096586627,7.347812096586627,False
2,2084,0,C,approach,80,4.050000060349703,-1402.456787109375,5323.14794921875,18.853027400657762,waypoint,9.699375434127157,9.699375434127157,False
2,2084,0,C,approach,81,4.100000061094761,-1402.1636962890625,5323.14794921875,18.559936581243928,route,7.0599341592810285,7.0599341592810285,False
2,2084,0,C,approach,81,4.100000061094761,-1402.1636962890625,5323.14794921875,18.559936581243928,waypoint,9.471391971671524,9.471391971671524,False
2,2084,0,C,approach,82,4.150000061839819,-1401.87158203125,5323.14794921875,18.267822324355787,route,6.767819754699404,6.767819754699404,False
2,2084,0,C,approach,82,4.150000061839819,-1401.87158203125,5323.14794921875,18.267822324355787,waypoint,9.292559050017672,9.292559050017672,False
2,2084,0,C,approach,83,4.200000062584877,-1401.5789794921875,5323.14794921875,17.975219786249315,route,6.4752168987517145,6.4752168987517145,False
2,2084,0,C,approach,83,4.200000062584877,-1401.5789794921875,5323.14794921875,17.975219786249315,waypoint,9.231076499460398,9.231076499460398,False
2,2084,0,C,approach,84,4.250000063329935,-1401.286376953125,5323.14794921875,17.68261724817448,route,6.177405941774619,6.177405941774619,False
2,2084,0,C,approach,84,4.250000063329935,-1401.286376953125,5323.14794921875,17.68261724817448,waypoint,9.129229179094983,9.129229179094983,False
2,2084,0,C,approach,85,4.300000064074993,-1400.99267578125,5323.14794921875,17.38891607732428,route,5.8837057588665145,5.8837057588665145,False
2,2084,0,C,approach,85,4.300000064074993,-1400.99267578125,5323.14794921875,17.38891607732428,waypoint,9.11873226629866,9.11873226629866,False
2,2084,0,C,approach,86,4.350000064820051,-1400.69775390625,5323.1474609375,17.093994252205043,route,5.587482746306655,5.587482746306655,False
2,2084,0,C,approach,86,4.350000064820051,-1400.69775390625,5323.1474609375,17.093994252205043,waypoint,9.129800524246868,9.129800524246868,False
2,2084,0,C,approach,87,4.400000065565109,-1400.4017333984375,5323.14794921875,16.797973696682323,route,5.29276435386893,5.29276435386893,False
2,2084,0,C,approach,87,4.400000065565109,-1400.4017333984375,5323.14794921875,16.797973696682323,waypoint,9.096150384891981,9.096150384891981,False
2,2084,0,C,approach,88,4.450000066310167,-1400.1046142578125,5323.14794921875,16.500854557207383,route,4.995646195024181,4.995646195024181,False
2,2084,0,C,approach,88,4.450000066310167,-1400.1046142578125,5323.14794921875,16.500854557207383,waypoint,9.060424787915693,9.060424787915693,False
2,2084,0,C,approach,89,4.500000067055225,-1399.8062744140625,5323.14794921875,16.202514714654605,route,4.694702479230194,4.694702479230194,False
2,2084,0,C,approach,89,4.500000067055225,-1399.8062744140625,5323.14794921875,16.202514714654605,waypoint,9.0273845873877,9.0273845873877,False
2,2084,0,C,approach,90,4.550000067800283,-1399.5072021484375,5323.14794921875,15.90344245027485,route,4.40474488228301,4.40474488228301,False
2,2084,0,C,approach,90,4.550000067800283,-1399.5072021484375,5323.14794921875,15.90344245027485,waypoint,8.901489332335188,8.901489332335188,False
2,2084,0,C,approach,91,4.6000000685453415,-1399.207275390625,5323.14794921875,15.603515693759094,route,4.098308166533704,4.098308166533704,False
2,2084,0,C,approach,91,4.6000000685453415,-1399.207275390625,5323.14794921875,15.603515693759094,waypoint,8.880533830599406,8.880533830599406,False
2,2084,0,C,approach,92,4.6500000692903996,-1398.9071044921875,5323.14794921875,15.303344796670284,route,3.798137750603107,3.798137750603107,False
2,2084,0,C,approach,92,4.6500000692903996,-1398.9071044921875,5323.14794921875,15.303344796670284,waypoint,8.987589321674994,8.987589321674994,False
2,2084,0,C,approach,93,4.700000070035458,-1398.6068115234375,5323.1484375,15.003051789595178,route,3.4926346639337025,3.4926346639337025,False
2,2084,0,C,approach,93,4.700000070035458,-1398.6068115234375,5323.1484375,15.003051789595178,waypoint,8.936807771201133,8.936807771201133,False
2,2084,0,C,approach,94,4.750000070780516,-1398.306884765625,5323.1484375,14.703125032431007,route,3.197915732907569,3.197915732907569,False
2,2084,0,C,approach,94,4.750000070780516,-1398.306884765625,5323.1484375,14.703125032431007,waypoint,8.8235670202157,8.8235670202157,False
2,2084,0,C,approach,95,4.800000071525574,-1398.007568359375,5323.1484375,14.403808626854936,route,2.8933925411934855,2.8933925411934855,False
2,2084,0,C,approach,95,4.800000071525574,-1398.007568359375,5323.1484375,14.403808626854936,waypoint,8.880045017491033,8.880045017491033,False
2,2084,0,C,approach,96,4.850000072270632,-1397.7099609375,5323.1484375,14.10620120567837,route,2.5957876116075638,2.5957876116075638,False
2,2084,0,C,approach,96,4.850000072270632,-1397.7099609375,5323.1484375,14.10620120567837,waypoint,8.94929942971108,8.94929942971108,False
2,2084,0,C,approach,97,4.90000007301569,-1397.4140625,5323.1484375,13.81030276890264,route,2.305100486666431,2.305100486666431,False
2,2084,0,C,approach,97,4.90000007301569,-1397.4140625,5323.1484375,13.81030276890264,waypoint,8.929606149674374,8.929606149674374,False
2,2084,0,C,approach,98,4.950000073760748,-1397.1212158203125,5323.1484375,13.517456089963158,route,2.0174612440551773,2.0174612440551773,False
2,2084,0,C,approach,98,4.950000073760748,-1397.1212158203125,5323.1484375,13.517456089963158,waypoint,8.886596516623788,8.886596516623788,False
2,2084,0,C,approach,99,5.000000074505806,-1396.8311767578125,5323.1484375,13.227417028236651,route,1.7274437186390361,1.7274437186390361,False
