level,route,seed,arm,context,lag_s,first_error_mps_n,first_error_mps_mean,first_error_mps_median,first_error_mps_p10,first_error_mps_p90,mean8_error_mps_n,mean8_error_mps_mean,mean8_error_mps_median,mean8_error_mps_p10,mean8_error_mps_p90,target_error_mps_n,target_error_mps_mean,target_error_mps_median,target_error_mps_p10,target_error_mps_p90
1,2091,1,B,target_stop,nan,115,0.06185209550828655,0.07829681187898035,-0.043055123490158824,0.251697909829191,115,1.1568376165065741,0.7508545375996943,0.19148547098193947,2.6357159693094236,115,-0.6638671864968074,-0.0014478982308513732,-1.4949054005450773,0.0
1,2091,1,B,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,2091,1,B,turn,nan,71,0.6851343916072655,0.701282360782665,0.2282985939773825,1.226610208824034,71,2.424856723137993,1.8949355953941245,-0.14984330582504568,5.753526126248734,71,2.8334770267956664,1.477771907723123,-0.08021964906081602,6.41519053111706
1,2091,1,B,cruise,nan,294,0.4421077127696371,0.3415003890202787,-0.009373833122207381,1.158736510549867,294,0.21056389893855096,0.1471932290170126,-0.8975805230099332,0.8659365467427256,294,0.5715431831045579,0.6350763221911135,0.05066015596449254,1.127093680754962
1,2091,1,C,all,0.2,3999,0.12178396915279537,0.08797452387321057,0.0076310351307556845,0.34815520035569725,3999,1.0366402186709287,0.7534294486787965,0.09441336285593423,2.6546846670028486,3999,0.18681377896976872,-0.00016627221785254416,-0.04435850138887967,1.163987269395975
1,2091,1,C,launch,nan,638,0.3194154698737449,0.33382461055368884,0.07617739245259258,0.5216337977621466,638,2.866487685220157,2.6787260662088244,1.5218742373900813,4.674780638571657,638,1.058607459088183,1.1626793476774901,0.5623726210058623,1.3994079052979702
1,2091,1,C,target_stop,nan,3170,0.06722042274789677,0.06518795116711024,0.007236660507490641,0.18028434196599308,3170,0.685383425947855,0.6193674818720483,0.08881103137096857,1.527066030951655,3170,-0.052422010169627054,-0.0023969542990118975,-0.05043184354410598,0.0
1,2091,1,C,decelerate,nan,1,-1.0640018748067677,-1.0640018748067677,-1.0640018748067677,-1.0640018748067677,1,-4.528206445828009,-4.528206445828009,-4.528206445828009,-4.528206445828009,1,-4.021148561280795,-4.021148561280795,-4.021148561280795,-4.021148561280795
1,2091,1,C,turn,nan,52,0.506829450490162,0.5989683043223774,0.08835514721509315,0.8759009094109905,52,1.3273886712474352,1.9698514748026392,-0.9975573093692944,2.923115248111052,52,2.9890319933874943,1.8709702410820481,-0.001714490968890231,6.231435615603863
1,2091,1,C,cruise,nan,138,0.32497937102221053,0.25379349066409135,-0.26142074188261205,1.0424299947451916,138,0.5764030911655502,0.7673106983834577,-2.8468399197613365,4.291224302464138,138,0.6264202923528494,0.7077630238379342,-0.14680185796606818,1.4346663396770394
1,2091,1,D,all,0.2,1534,0.3957091889055123,0.2106409793439245,0.0025093661701875622,1.5580086559640147,1534,1.787933375092638,1.7764666439823547,0.14635499291563925,3.9187538617508686,1534,0.5674142961013787,0.06253705900152351,-0.22930104781562657,1.3935863663288501
1,2091,1,D,launch,nan,494,0.3461940369867992,0.3618089956838293,0.1178985098080392,0.5333801400843934,494,2.806952599732943,2.6240022736854405,1.4892901496084519,4.598804540995364,494,1.1033092394578614,1.2032764490012435,0.6149964509676082,1.397635327353725
1,2091,1,D,target_stop,nan,746,0.3709280673266079,0.019683713718014813,-0.0260713467321321,1.7533056622858862,746,1.210911918520682,1.499974614339156,0.306783102418322,2.2796236785798234,746,-0.33870961419235796,-0.0004928254255707189,-0.5313311513767229,0.0
1,2091,1,D,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,2091,1,D,turn,nan,83,0.913820268984844,0.997449294349753,0.30050426174590766,1.3675884125141633,83,3.7558651813473403,3.9778192598197393,0.26871363235746354,5.887930307400159,83,5.122986368053676,5.924443419367545,1.155586400324985,8.618512129057615
1,2091,1,D,cruise,nan,211,0.3954437012236279,0.15648922119296355,-0.04275923093672063,1.160344001174265,211,0.6681427102169393,0.2825365046189656,-1.8845021992922817,3.1038182650752892,211,0.7243993818311621,0.4191587294477461,0.06366756144798913,1.4435974720517295
1,2091,2,A,all,0.1,392,0.14597989831307617,0.09554394171071677,-0.5810272442876998,0.9132227449246612,392,0.6285412608044658,0.5278392719316098,-2.0177627635941553,4.0024968506787095,392,-0.41540273656503196,0.11639003636565448,-6.112846487154373,1.5530111048011814
1,2091,2,A,launch,nan,34,0.49471592807001863,0.5650057333709599,0.20013331931623146,0.7462390740865651,34,3.1267002745562515,3.245343542685817,1.1528969993556488,4.808796320147075,34,1.0596199026986586,1.1690227205296173,0.4958582801291834,1.4681828975747018
1,2091,2,A,target_stop,nan,146,-0.2654062859041149,0.00339299157272249,-0.933112312950275,0.08731235770058071,146,-0.020746387084610518,0.6032893999901154,-2.6438250546028295,1.6827222754447464,146,-2.634574426983843,-0.001059035371402636,-8.979629498679692,0.0
1,2091,2,A,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,2091,2,A,turn,nan,54,0.7166446769806868,0.7126106457945045,0.18981767339783928,1.2247579949374554,54,2.415347586791595,2.304144792143308,-0.8822140511456724,5.686469533989699,54,2.0507606974787027,1.497872669577598,0.23845327271402839,5.498155076928655
1,2091,2,A,cruise,nan,158,0.2560397706923349,0.23343556314184388,-0.3296865734681441,0.9666278808359313,158,0.08025675777243746,0.050594612295987496,-2.0878749771172216,1.5979111604681178,158,0.47494834968698896,0.4207319158793341,-0.17610174721007554,1.550458232629506
1,2091,2,B,all,0.0,3999,1.265612962616285,1.3818368989761785,0.9710155940037551,1.5164914842105666,3999,0.26366585580050744,0.17559993147439074,0.14238631559732412,0.20859082906566778,3999,0.11688867477762717,0.0,-0.001394086713936754,0.0
1,2091,2,B,launch,nan,21,0.5854771840252715,0.5948590134634941,0.2069588747606088,0.7833870629296378,21,3.4858864051026073,4.534817573915389,1.135987866588444,4.810385899896321,21,1.1762242581576925,1.3886057695411989,0.5812635597750867,1.4837896760731473
1,2091,2,B,target_stop,nan,3700,1.3168130621773384,1.3869284125495738,1.1260616869827065,1.516692394512266,3700,0.18881883563706958,0.17552345591916738,0.14318540412199005,0.19816752214110314,3700,-0.016970397948214425,0.0,-0.0014335025891009637,0.0
1,2091,2,B,decelerate,nan,1,-2.37297321298722,-2.37297321298722,-2.37297321298722,-2.37297321298722,1,-1.7739482535420106,-1.7739482535420106,-1.7739482535420106,-1.7739482535420106,1,0.4836046682826778,0.4836046682826778,0.4836046682826778,0.4836046682826778
1,2091,2,B,turn,nan,60,0.9442489683302322,1.0096435532461012,0.5158434449432261,1.2845329518323896,60,4.079431751904148,4.381602735055379,1.778982292075704,5.86688414859616,60,4.810984250210347,3.9999058221124963,1.1209792325706025,9.52594014364561
1,2091,2,B,cruise,nan,217,0.5640595469816339,0.5952965301218893,-0.006447727375835717,1.1666076874365947,217,0.18237094065073867,0.09152919917091318,-0.9925954240284114,0.8880297757371421,217,0.99716550111479,0.8133777219753424,0.1502171169746834,1.4051393666230299
1,2091,2,C,all,0.1,732,0.28155769857649554,0.2372872898200233,-0.15439501874191208,0.861876344975928,732,1.7175500883880899,1.8991744009273308,-1.6134597654825455,4.680560333101071,732,0.822685910275832,0.23134969487344836,-0.43041413417148583,2.332433531592626
1,2091,2,C,launch,nan,176,0.412149211143054,0.41873566808387286,0.15605086950888625,0.6490538947856046,176,3.4322562270432173,3.3451916476131487,1.8581374528895016,5.020096536446435,176,1.4599064286433212,1.2437955943777474,0.5333887546891842,1.4502282493796783
1,2091,2,C,target_stop,nan,266,0.015504662644793214,0.013689003670314078,-0.4364863416725897,0.6514009441676667,266,1.2939381296275752,1.8425435374006938,-1.9630844222800066,2.86808979708825,266,-0.7403408945210417,-0.053005793162460985,-2.723085651671523,0.0
1,2091,2,C,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,2091,2,C,turn,nan,66,0.7467180121356433,0.8490521155964894,0.18337792392617747,1.1662583561716402,66,2.5799211351809324,3.9113647895232204,-1.9226181095215467,5.971699947437209,66,5.492791349829166,6.530614373168804,0.2596295680457246,8.966198621695813
1,2091,2,C,cruise,nan,224,0.35783189791227565,0.19897430882030942,-0.08322905903782159,0.9903240385144628,224,0.6192287113285674,0.2502736979524358,-1.842939778831944,3.5734162643084466,224,0.8020937666721283,0.3622663839941773,0.07400008173752362,1.4695174919132818
1,2091,2,D,all,0.2,605,0.25959659996895046,0.19503812593367983,-0.0893198252964108,0.8971748314791521,605,1.60443092634883,1.8540357791140076,-1.6993148795865436,4.5369636624443554,605,0.7458927323561674,0.5087881400702745,-0.1711409242155182,1.4714082213867767
1,2091,2,D,launch,nan,159,0.3870090583063675,0.3938613396581321,0.12618891197169704,0.6196272254415494,159,3.4112387718431334,3.3594299151989913,1.8994139137723065,4.8853021635703096,159,1.116313060652033,1.2373302642249693,0.6118249647827938,1.437917366285251
1,2091,2,D,target_stop,nan,172,-0.13710994180899772,0.008823043916321764,-0.9890178023815004,0.135459030048495,172,0.7294383532637526,1.524052587778201,-2.896659027139873,2.449148926597858,172,-0.8475601959075066,-0.0009066280048212498,-3.6863923230599833,0.0
1,2091,2,D,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,2091,2,D,turn,nan,71,0.873673939571816,1.0244837561800402,0.11849421779554525,1.3650539415426817,71,2.56164444619781,2.909493855752059,-0.4293146282372762,4.55044266643312,71,4.442571724310711,3.8115832165746157,1.043388657280961,8.99142559514051
1,2091,2,D,cruise,nan,203,0.28115055661108995,0.13266851749062525,-0.07774437867530355,0.8956152965960832,203,0.5958305087515966,0.10588711107199877,-1.7951201168060185,3.0248954815349642,203,0.5129511709450174,0.2738006105555515,0.005334254009742176,1.4250088347669314
1,3255,0,A,all,0.1,720,0.1548369269381226,0.08024132498430761,-0.5918696179314586,0.8734689328626918,720,0.1679956985757534,0.03366786264337181,-1.7755800919755163,2.394519016001584,720,-0.9400824397438802,0.0,-6.9342773706257095,0.6842407819213492
1,3255,0,A,launch,nan,28,0.7423264387739118,0.7504168322734762,0.678006118088086,0.8564157651642911,28,3.800474368151281,3.8818928293829766,2.9933127723485953,4.482764614669239,28,1.0372001814908045,1.116157797508428,0.49582315135918004,1.4286100581228105
1,3255,0,A,target_stop,nan,367,-0.15507537372120306,0.004243504479403095,-0.7220376192027078,0.2572729545603672,367,-0.39478417841300445,0.01933215477067939,-2.496933773639909,1.7441853760107813,367,-2.249812192244264,0.0,-7.477318261370767,0.0
1,3255,0,A,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,3255,0,A,turn,nan,8,0.4100766594227654,0.4231133605413864,0.3463903290285949,0.4687074033727188,8,0.6917272559780063,0.751586743842668,0.476148666817147,0.8697827145124274,8,0.2965545546393432,0.3141768740866566,0.18375824373487407,0.3977569114329846
1,3255,0,A,cruise,nan,317,0.4552980946059247,0.6422754123145928,-0.36595105838079167,1.0163582131318611,317,0.4854750665490698,0.5946166736678817,-1.0268508841917887,2.193117117538082,317,0.3703712189879942,0.4463098681929396,0.00047932040824729923,0.8615438743376492
1,3255,0,B,all,0.0,716,0.44814531716559086,0.5574319684587751,-0.13739294970993488,1.0299462523401806,716,0.7297528913960782,0.5737878068987008,-0.6039183135433868,2.931575136590671,716,0.01310109411804982,0.38446339200251867,-0.3956970201775468,1.1007748635528107
1,3255,0,B,launch,nan,35,0.6854777979133893,0.7123994792395634,0.4924054051346804,0.8003344552261866,35,3.5285931391805443,3.86473185002882,1.6407090031398803,4.479537487537346,35,1.0779803916685224,1.1238092558286141,0.65117924455215,1.396410976155263
1,3255,0,B,target_stop,nan,192,-0.09982693512932217,0.0012074645250663625,-0.4346298511873123,0.010228838536865851,192,0.6371537033492517,0.5742586013217655,-0.5218328404001584,1.7672776827535956,192,-1.2560592252428275,0.0,-6.711105052442682,0.0
1,3255,0,B,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,3255,0,B,turn,nan,5,-0.14652698388264884,-0.13994007461715174,-0.1750973683798124,-0.12065633395431022,5,-0.29487522097411,-0.2900857240056194,-0.359347261733182,-0.23539257303256686,5,-2.372903046029968,-0.7912254204144995,-5.455610666424776,-0.22578493442456063
1,3255,0,B,cruise,nan,484,0.6545035756773503,0.7902588943816846,-0.013266098943985883,1.0901694047529797,484,0.5746759822935685,0.5353241953132373,-0.6433101850306732,2.3715833061038913,484,0.4642127193324341,0.4846693663725121,-0.01254270010020336,1.1062638564787526
1,3255,0,C,all,0.2,716,0.19877161738612917,0.04728205376237841,-0.11288291457090471,0.870662820049035,716,0.445412015883033,0.0013743455907769967,-1.9649586845737672,3.86119467879211,716,-0.16903902487936334,0.0041993975108374215,-0.25468386543599886,1.1515145391916415
1,3255,0,C,launch,nan,69,0.6323337931541552,0.7259226453788967,0.3277179646694734,0.7778835739428116,69,3.958575380640259,4.132850786425072,3.0159672603791186,4.499651414041235,69,1.0993694436332533,1.1404748622711045,0.5622822267316439,1.4138678948086805
1,3255,0,C,target_stop,nan,254,-0.12073437268017861,0.0024496076885324354,-0.42081519287490354,0.0463593820124424,254,-0.15276436960168305,0.0011828934876374785,-2.5096263472608054,1.554238829742473,254,-1.0652974576929704,0.0,-6.0775023585297046,0.0
1,3255,0,C,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,3255,0,C,turn,nan,11,0.5026598825219349,0.5319903032439193,0.4947845339813197,0.5510031036447227,11,0.8056683450323686,0.9345948590249114,0.47070008310774814,0.9817001262267304,11,0.3821629291447442,0.45113226929796735,0.22432634236904914,0.5146803519818377
1,3255,0,C,cruise,nan,382,0.324153712758785,0.124131227704114,-0.07285520225344574,1.0833775893445046,382,0.19820183296216004,-0.05977047822792292,-2.1032312464705614,3.0487310215782886,382,0.18191970840079488,0.08045725242370194,-0.06454095306965568,1.1788145256102653
1,3255,0,D,all,0.2,718,0.21130508769314307,0.05586199200816791,-0.10671166562766539,0.8653489230535567,718,0.38615765511098843,0.0037554688534016892,-1.8675164750858841,3.4828120900842734,718,-0.10309842425198373,0.010253855783004528,-0.20858530083651378,1.1112404610650775
1,3255,0,D,launch,nan,51,0.7261810701075685,0.7499346956428102,0.5006752732108991,0.8316982260839204,51,3.9767349905322313,4.158938935656729,3.1205995135971616,4.507944957209005,51,1.113070247192366,1.124947301783292,0.562003465023753,1.438674566972286
1,3255,0,D,target_stop,nan,231,-0.11651291637554019,0.0015540011055266132,-0.4401141027513189,0.09680919303861035,231,-0.0537151621543561,0.0034192936298377266,-2.320187990361004,1.8749146882549186,231,-0.9344804011738683,-0.00038153804833167493,-4.025320834644796,0.0
1,3255,0,D,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,3255,0,D,turn,nan,10,0.45967368406880105,0.634047517778868,0.044816427396918004,0.6696462411502556,10,0.6487986162011554,0.8729300213570808,-0.15951672765475014,1.2066071987575697,10,0.3307770489172035,0.616978959196862,-0.09008288043276019,0.8680552447914264
1,3255,0,D,cruise,nan,426,0.32159522354519365,0.1329547631169845,-0.07128042324274553,1.0595472346177288,426,0.1886571083290857,-0.0726047360647768,-1.9745010852057985,3.1980049901527097,426,0.19193885202407648,0.09129780172265045,-0.06608532572652548,1.1115225675804767
1,3255,1,A,all,0.1,723,0.1486631804754907,0.10677084793162558,-0.5541197312322967,0.8410173799341545,723,0.18706808530020425,0.05054778200714428,-1.663290341311168,2.4560862995607056,723,-0.7557808234931807,0.0,-6.61939473600966,0.7169584732372337
1,3255,1,A,launch,nan,29,0.7520130438803215,0.7444957663922962,0.683622769924498,0.8717136554636731,29,3.821968920956169,3.8611785429002974,3.082869268703221,4.52561266145378,29,1.0179275923240436,1.1091430298278764,0.4838126962805297,1.411312405672935
1,3255,1,A,target_stop,nan,351,-0.10972566226417924,0.00673335545529016,-0.6975687878951744,0.3496097019189425,351,-0.20333227796373363,0.035960804664622766,-1.9033670398230385,2.1036789640821105,351,-1.9051758802933199,0.0,-7.061852845596542,0.0
1,3255,1,A,decelerate,nan,1,-1.770512746840689,-1.770512746840689,-1.770512746840689,-1.770512746840689,1,-5.529244926229938,-5.529244926229938,-5.529244926229938,-5.529244926229938,1,-5.478846368886956,-5.478846368886956,-5.478846368886956,-5.478846368886956
1,3255,1,A,turn,nan,7,0.4055977510256835,0.4120111294699855,0.3145359293070248,0.5028557392829448,7,0.5982317917545793,0.6971689833304247,0.36998904813982997,0.7605756043165212,7,0.253740039523413,0.3144416382538502,0.0894834514588876,0.3589575998216816
1,3255,1,A,cruise,nan,335,0.3675227974795172,0.28192821672232604,-0.19825868217751508,1.0035616010643191,335,0.289923519144887,0.29648195422320534,-1.4207269437720222,2.425304328105441,335,0.2879700433200345,0.21782196371548412,-0.045832379161800677,0.8764930012961638
1,3255,1,B,all,0.0,1232,0.19978374785311462,0.002453770817595983,0.00016307800312956715,0.8052452622901692,1232,0.6806013377772379,0.16921466559838083,-0.3558900474277551,1.7893646790634354,1232,-0.05181962615936948,0.0,-0.005347633659578787,0.9427984474193397
1,3255,1,B,launch,nan,38,0.6194711539492017,0.7292903814030263,0.26961824358553116,0.7966633871854051,38,3.7315709773072743,3.8686078436756928,2.6112009542618146,4.588106573785062,38,1.3552231672258925,1.1339795286125869,0.7563213855341502,2.4481522640792592
1,3255,1,B,target_stop,nan,774,-0.027126151640407083,0.001528882698073353,0.00017765553613847002,0.00441032926029621,774,0.5174293127838889,0.0014420377918355843,0.0007640420607800594,1.6453564200163484,774,-0.4190068812219096,0.0,-0.003334678689904652,0.0
1,3255,1,B,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
1,3255,1,B,turn,nan,9,0.23962660353038442,0.10798968719402868,-0.020492046336525682,0.6061247988154934,9,-0.08468918697000749,-0.1313817365116563,-0.39481674064180083,0.17541204452937498,9,0.1574321550272736,0.15076489799016635,-0.08117864886898224,0.3832060554701438
1,3255,1,B,cruise,nan,411,0.5874274341675649,0.698316354501654,-0.05841641245791784,1.0937182521976858,411,0.7225622033865712,0.5346808953492905,-0.6711853392700977,3.3393526014749892,411,0.504997997293395,0.49894019644993737,-0.03829147314824333,1.2782799668315157
1,3255,1,C,all,0.2,718,0.20505416262750645,0.042914346019603755,-0.11701767282882412,0.8728437168634952,718,0.3986024986254959,0.0025662248970861282,-1.693818884514106,3.692260143353319,718,-0.19047694354633396,0.010554519809004237,-0.3594910095685154,1.1295674933387532
1,3255,1,C,launch,nan,51,0.7065963248489573,0.7483894888375933,0.47948772756786795,0.8095644085791321,51,4.02979828711417,4.22603513157066,3.118178247099245,4.520087989865689,51,1.1502672056350056,1.1405772698135332,0.6527720081931364,1.4296007686673562
1,3255,1,C,target_stop,nan,243,-0.11895287296118932,0.0013498831302528528,-0.42133543009919483,0.08547449420826131,243,-0.14676044979965425,0.001818351734814998,-2.570093531916344,1.7957090377277578,243,-1.1555949548627795,-0.0013846059418359843,-6.565981984778719,0.0
1,3255,1,C,decelerate,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan,0,nan,nan,nan,nan
