level,route,seed,arm,speed_band,n,long_delta_median,long_delta_p10,long_delta_p90,steer_delta_median,steer_delta_p10,steer_delta_p90,long_abs_gt_0_05,steer_abs_gt_0_05
1,28198,1,C,3-8,107,-0.753838062286377,-2.06892067193985,1.3302381277084352,-0.00411335309346517,-0.0251568466424942,0.026024439187513456,107,6
1,28198,1,C,>=8,109,0.4692198932170868,-1.8242981433868408,1.4155910432338714,-0.005633538654575306,-0.18734915979703268,0.1251289281381501,106,55
1,28198,1,D,<0.5,58,-0.45938715897500515,-1.9318067371845244,1.072748751193285,-0.0061031668446958065,-0.015308964159339666,0.011515779635351565,58,0
1,28198,1,D,0.5-3,43,-1.9724998474121094,-2.0056318759918215,0.687685710191727,0.011260191527091797,-0.039768578857183455,0.015969772193580863,43,3
1,28198,1,D,3-8,113,-1.112803339958191,-2.0719616770744325,1.38506520986557,0.00886249914765358,-0.021543450281023977,0.024414531394839286,113,5
1,28198,1,D,>=8,104,0.4649699926376343,-1.7528691291809082,1.3974278539419174,-0.005475623649739039,-0.15257440743843714,0.028473894910679913,99,35
1,28198,2,C,<0.5,58,1.013971499633044,-1.935364705324173,1.0962843097746373,-0.007523655192926526,-0.026123846881091595,0.008914880693398623,58,2
1,28198,2,C,0.5-3,42,-1.9724998474121094,-1.998133784532547,0.644748419523239,0.010801311547143592,-0.05285189002752304,0.016248274309767614,42,5
1,28198,2,C,3-8,109,-0.9239767491817474,-2.0578599333763123,1.4206420063972474,-0.004211079329252243,-0.02629912681877613,0.026268324330449108,108,6
1,28198,2,C,>=8,109,0.47189006209373474,-1.778787612915039,1.3934318959712981,-0.006164847371271917,-0.1928461369673411,0.11752874583668182,105,54
1,28198,2,D,<0.5,59,1.0175739284604788,-1.9229678153991698,1.0802638471126556,-0.0070476289838552475,-0.019559514522552487,0.01092145865576135,59,2
1,28198,2,D,0.5-3,43,-1.9724998474121094,-2.009955811500549,0.6579229831695559,0.011108093787786655,-0.03153113536536693,0.016191947848846516,43,3
1,28198,2,D,3-8,111,-0.9502406120300293,-2.0593010783195496,1.3207464814186096,0.0025381681033306656,-0.021886589005589485,0.02398407669944895,111,6
1,28198,2,D,>=8,105,0.4617021679878235,-1.7730674743652344,1.387844330072403,-0.005389682262806067,-0.15950985968112943,0.042845374054378965,101,35
1,3255,0,C,<0.5,270,0.0,-2.4220775932073595,0.0,0.0,-0.0002805194744271122,0.0008452651261403739,114,20
1,3255,0,C,0.5-3,68,-1.9724998474121094,-2.109529411792755,0.4501064956188203,0.00012409270483153197,-0.000677586381427116,0.0007776075646332983,68,4
1,3255,0,C,3-8,378,0.41281434893608093,-1.635960865020752,1.4015565991401673,0.0001236617883841973,-0.0004956388316026681,0.0006081526491325352,376,4
1,3255,0,C,>=8,0,,,,,,,0,0
1,3255,0,D,<0.5,272,0.0,-2.347570764273405,1.1636663764715196,0.0,-0.0027537650195881723,0.000899162323912606,142,22
1,3255,0,D,0.5-3,72,-1.9724998474121094,-2.0994985580444334,0.7004901885986327,0.00014867737636551376,-0.0016374360897009155,0.00901051722466945,72,4
1,3255,0,D,3-8,374,0.40591399371623993,-1.7856218338012695,1.391805711388588,0.00013251772691192954,-0.005701101239052756,0.00573860621287046,366,5
1,3255,0,D,>=8,0,,,,,,,0,0
1,3255,1,C,<0.5,268,0.0,-2.333348499238491,1.0863427169620992,0.0,-0.0015854229633696373,0.005291114957411395,137,29
1,3255,1,C,0.5-3,74,-1.9724998474121094,-2.107982909679413,0.8199723884463314,0.0001624698057680184,-0.0004873888976052032,0.016489962529963428,74,4
1,3255,1,C,3-8,376,0.3999975174665451,-1.8743720352649689,1.3512988835573196,0.0001161618601145164,-0.0005042909440170558,0.0004966342628985229,366,4
1,3255,1,C,>=8,0,,,,,,,0,0
1,3255,1,D,<0.5,266,0.0,-2.260302012786269,1.2367254495620728,0.0,-0.0021780983056184293,0.04322236776351929,157,42
1,3255,1,D,0.5-3,74,-1.9724998474121094,-2.102791059017181,0.42707536220550546,0.0005955279815114207,-0.0057559533351353165,0.002867725919000805,74,5
1,3255,1,D,3-8,375,0.3905391991138458,-1.6911649465560914,1.3962917029857635,4.844695795327422e-05,-0.005347510218419807,0.0056455783744426705,359,4
1,3255,1,D,>=8,0,,,,,,,0,0
1,3255,2,C,<0.5,272,0.0,-2.303277402371168,0.0,0.0,-0.0003572085920928253,0.0007812360359821472,106,29
1,3255,2,C,0.5-3,66,-1.9724998474121094,-2.0929368436336517,0.44860783219337463,-0.0004038319428865282,-0.001208952165260497,0.00022498743446905994,66,3
1,3255,2,C,3-8,382,0.40649813413619995,-1.6747905164957047,1.34033100605011,7.511230038896127e-05,-0.0014039887930783958,0.0009635780907701742,377,2
1,3255,2,C,>=8,0,,,,,,,0,0
1,3255,2,D,<0.5,277,0.0,-2.3972476422786713,1.289144515991211,0.0,-0.0032469143625348785,0.03026923164725304,164,28
1,3255,2,D,0.5-3,71,-1.9724998474121094,-2.086033821105957,0.7169514000415802,0.002314242432928746,-0.00027264400996500625,0.0037507104956441464,71,3
1,3255,2,D,3-8,379,0.3902348577976227,-1.7248225688934327,1.3834074676036834,0.00020159217516063817,-0.0053113814081928775,0.005634801218691993,373,5
1,3255,2,D,>=8,0,,,,,,,0,0
1,3514,0,C,<0.5,91,1.134886160492897,-1.6921643018722534,1.2125324308872223,-0.699999988079071,-0.800000011920929,0.0,77,77
1,3514,0,C,0.5-3,17,-1.96376633644104,-1.9724998474121094,-1.7640270113945007,0.004723877906799401,-0.10664411910374963,0.06048705106311374,17,9
1,3514,0,C,3-8,404,0.399801105260849,-0.4183986209332943,0.434582182765007,5.846261456048929e-05,-0.019569210814932965,0.0004903479241636684,400,26
1,3514,0,C,>=8,0,,,,,,,0,0
1,3514,0,D,<0.5,92,1.1331045851111412,-1.7144124627113342,1.2277545556426048,-0.800000011920929,-0.800000011920929,0.0,81,80
1,3514,0,D,0.5-3,17,-1.9724998474121094,-1.9724998474121094,-1.7796598434448243,-0.10155055575900607,-0.21087037907706366,-0.07667383374108205,17,17
1,3514,0,D,3-8,404,0.3993787318468094,-0.529204929247498,0.43968995809555056,-0.0050553608793123,-0.005752677807307918,0.005767119498535572,401,13
1,3514,0,D,>=8,0,,,,,,,0,0
1,3514,1,C,<0.5,90,1.1275353766977787,-1.6669106304645538,1.218236616253853,-0.7012410163879395,-0.800000011920929,0.0,76,76
1,3514,1,C,0.5-3,17,-1.9503912925720215,-1.9724998474121094,-1.7224134802818298,0.021718390517764585,-0.07828467633989122,0.047705042892032194,17,5
1,3514,1,C,3-8,404,0.4018828421831131,-0.36920258551836005,0.4359383791685104,6.360076671474718e-05,-0.006852040641009791,0.0006470363749605083,399,21
1,3514,1,C,>=8,0,,,,,,,0,0
1,3514,1,D,<0.5,84,1.1377231106162071,0.0,1.2254359781742097,-0.7916386425495148,-0.800000011920929,0.0,71,69
1,3514,1,D,0.5-3,23,-1.855245590209961,-1.9724998474121094,-1.7590343832969666,-0.06868170605765445,-0.17074360232883024,0.02153901688257868,23,18
1,3514,1,D,3-8,404,0.398745596408844,-0.43605141043663015,0.43448139844695105,-0.005163877971782414,-0.005912543892813523,0.005746249156706552,401,16
1,3514,1,D,>=8,0,,,,,,,0,0
1,3514,2,C,<0.5,91,1.1343904435634613,-1.6955868005752563,1.2232465893030167,-0.7041821479797363,-0.800000011920929,0.0,79,79
1,3514,2,C,0.5-3,17,-1.964043140411377,-1.9724998474121094,-1.7380443334579467,0.0083431969748603,-0.10700544934802587,0.052829177326626245,17,6
1,3514,2,C,3-8,404,0.3968321471475065,-0.3874389134347438,0.4339366614818573,6.309338063147153e-05,-0.022082239711450184,0.0004846330600687194,401,26
1,3514,2,C,>=8,0,,,,,,,0,0
1,3514,2,D,<0.5,91,1.1365677118301392,-1.709998905658722,1.2260475605726242,-0.800000011920929,-0.800000011920929,0.0,80,79
1,3514,2,D,0.5-3,17,-1.9627101421356201,-1.9724998474121094,-1.769944441318512,-0.10952939589818317,-0.18366918865839643,-0.07849458848105528,17,17
1,3514,2,D,3-8,405,0.40021586418151855,-1.0706038549542414,0.43681745883077383,-0.005112369072509561,-0.005816140065322139,0.005730094234497907,401,15
1,3514,2,D,>=8,0,,,,,,,0,0
2,2050,0,C,<0.5,43,-2.0340446531772614,-2.9459274768829347,-1.6032530367374418,-0.007636277005076408,-0.05607192898293336,0.00010763843965833115,42,10
2,2050,0,C,0.5-3,44,-1.9724998474121094,-2.108090931177139,0.43154988884925854,-0.0006855905391421402,-0.1016583467890612,0.014717143926226226,43,18
2,2050,0,C,3-8,147,0.1417338252067566,-2.0334617376327513,1.424662095308304,-0.0018551911835675127,-0.16366223270363275,3.9000364718958755e-05,143,42
2,2050,0,C,>=8,80,0.16772812604904175,-1.1697869181632994,0.5277877651155004,0.0155318247847673,-0.16539447886910705,0.0591803919474284,77,34
2,2050,0,D,<0.5,49,-2.0075744688510895,-2.940833568572998,-1.6351521551609038,-0.005861975718289614,-0.061981983885169026,0.0002998811716679484,48,14
2,2050,0,D,0.5-3,67,-1.9724998474121094,-2.0975629568099974,0.15783860683441106,-0.08263342427296771,-0.16990861148966682,0.0038241108469082843,62,42
2,2050,0,D,3-8,144,-0.03345102071762085,-2.0327690839767456,1.3439082831144336,-0.002194565524502347,-0.14348578962683672,0.0007378281028165175,138,37
2,2050,0,D,>=8,81,0.06541073322296143,-2.040944993495941,0.4558022916316986,-0.007313192460375527,-0.1582504149278005,0.004930995837785303,73,25
2,2050,1,C,<0.5,43,-2.0758173167705536,-2.969052028656006,-1.6576221406459806,-0.006942246109247208,-0.05656758697827657,0.0001668730532401245,43,10
2,2050,1,C,0.5-3,43,-1.9724998474121094,-2.1090787172317507,0.47223393917083767,-0.0015266037730099116,-0.10525677549342315,0.010909534399708116,43,19
2,2050,1,C,3-8,148,0.37133799493312836,-2.0079621195793154,1.385726222395897,-0.0020988263810674352,-0.16244648232724931,0.0003300473821582288,147,40
2,2050,1,C,>=8,79,0.15126943588256836,-1.1205390334129333,0.6091782808303834,0.016925905810462105,-0.17891766422986982,0.05948076106773483,76,33
2,2050,1,D,<0.5,53,-2.0971682965755463,-2.328912299871445,-1.6045136928558348,-0.02177912230292956,-0.06036985191123353,2.8783804737032847e-06,52,19
2,2050,1,D,0.5-3,48,-1.9724998474121094,-2.160437601804733,0.4634475290775301,-0.025154360636515778,-0.11502089758631254,0.009956752253696336,47,23
2,2050,1,D,3-8,125,-0.010141942650079727,-2.00621554851532,1.3816444456577304,-0.0007349016550870146,-0.1322802101771037,0.002883412872855036,120,22
2,2050,1,D,>=8,79,0.1408374309539795,-2.03838564157486,0.4190024149371311,-0.007798955222307186,-0.1026404090987311,0.003100675796882978,76,21
2,2050,2,C,<0.5,49,-2.0096475910395384,-2.369635063409805,-1.600594174861908,-0.03777431286250552,-0.11418923856483564,6.726141961795927e-05,48,19
2,2050,2,C,0.5-3,62,-1.9724998474121094,-2.0174530744552612,0.39177567958831727,-0.08404397681872877,-0.15545312187241186,0.011046359847828457,55,38
2,2050,2,C,3-8,123,0.08206972479820251,-2.0207332730293275,1.4069735646247863,-0.00035950394179154607,-0.20021335856119787,0.0003278784290499362,123,30
2,2050,2,C,>=8,78,0.01674722135066986,-2.0447210013866424,0.3985730434767901,-0.01184529838928332,-0.23328028702073625,0.0069000326607428055,74,32
2,2050,2,D,<0.5,49,-2.0897216498851776,-2.926139974594116,-1.6885540723800658,-0.013082003220915794,-0.061620724418097066,0.00013655967486556623,49,15
2,2050,2,D,0.5-3,44,-1.9724998474121094,-2.088670563697815,0.4580233871936799,-0.0014210493276186754,-0.11621274882617096,0.014097312930971384,43,20
2,2050,2,D,3-8,149,-0.3533659279346466,-2.0151418089866637,1.4093010246753694,-0.0007960537444644918,-0.1439434663785828,0.0008248204615277582,148,41
2,2050,2,D,>=8,62,-0.10780233144760132,-2.098074859380722,0.3949609100818634,-0.005724413629378534,-0.05089074292431015,0.0009303716448937654,60,8
2,2084,0,C,<0.5,205,0.0,-2.229679262638092,1.0938278913497925,0.0,-0.050324539840221394,0.1171352865927749,126,51
2,2084,0,C,0.5-3,108,-1.9724998474121094,-2.110259234905243,1.4901161138336505e-09,0.027200621434797845,4.262171830891422e-05,0.11208700665831565,68,34
2,2084,0,C,3-8,199,0.47335660457611084,0.16939700841903688,1.5368549346923837,0.0026405302021238544,3.380607896380966e-05,0.06574756491184236,199,22
2,2084,0,C,>=8,0,,,,,,,0,0
2,2084,0,D,<0.5,208,0.0,-2.328662943840027,1.089899168908596,0.0,-0.08579393173009156,0.11753418156918555,149,69
2,2084,0,D,0.5-3,109,-1.9724998474121094,-2.124799370765686,1.4901161138336505e-09,0.025277249617502093,2.6892252711048857e-05,0.11539841224004826,68,39
2,2084,0,D,3-8,199,0.6375174820423126,0.007710719108581577,1.5174578785896302,0.004479212549825511,-0.0063016929823853495,0.13011686870124609,197,29
2,2084,0,D,>=8,0,,,,,,,0,0
2,2084,1,C,<0.5,3059,5.960464455334602e-09,-1.4213212937116622,1.2359643399715425,0.0,-0.800000011920929,0.0,1369,1502
2,2084,1,C,0.5-3,260,-1.1530935764312744,-2.2359040677547455,1.1360838547348975,0.0,-0.08643499203523,0.08906263408189014,191,82
2,2084,1,C,3-8,217,0.7299326211214066,-2.0099656224250793,1.4895122647285461,0.0008388488307051981,-0.011500786728329127,0.2678287136952082,215,55
2,2084,1,C,>=8,0,,,,,,,0,0
2,2084,1,D,<0.5,219,0.0,-2.2454083025455476,1.0683413445949554,0.0,-0.021301208436489097,0.060812203624182305,129,45
2,2084,1,D,0.5-3,104,-1.9724998474121094,-2.126422882080078,1.4901161138336505e-09,0.024911805970801247,7.829253839898053e-06,0.08546254819548794,71,23
2,2084,1,D,3-8,199,0.556474506855011,0.1479581475257874,1.6105998039245608,0.00487700266414322,-0.006382203773905833,0.057686051985869825,196,25
2,2084,1,D,>=8,0,,,,,,,0,0
2,2084,2,C,<0.5,192,0.0,-2.3954091504216195,1.0928462408483028,0.00012022452938253991,-0.048264989256858806,0.11204075068235399,140,69
2,2084,2,C,0.5-3,72,-1.9724998474121094,-2.1481117486953734,0.4299531757831569,0.013048156178685733,-0.00685727298259735,0.10365942528523091,67,25
2,2084,2,C,3-8,209,0.4295791924232617,-1.9724998474121094,1.4260952770709994,0.002309470663571523,-0.0006831795390850554,0.23462898024585513,199,42
2,2084,2,C,>=8,0,,,,,,,0,0
2,2084,2,D,<0.5,199,-1.4475480020046234,-2.4364350348711015,1.0960236698389054,0.002168049104511738,-0.01890138834714889,0.09827517871724241,152,72
2,2084,2,D,0.5-3,72,-1.9724998474121094,-2.1407486855983735,0.47694554328918454,0.011743643989838246,-0.01590746873989701,0.11234373162355686,67,26
2,2084,2,D,3-8,208,0.44612763822078705,-1.9724998474121094,1.4528033912181855,0.0012071474412611376,-0.003296207288176649,0.20927414465405908,200,38
2,2084,2,D,>=8,0,,,,,,,0,0
2,25318,0,C,<0.5,18,-1.7676630169153214,-2.050768345594406,-1.4855177640914916,0.0007090633444022387,0.0005523546191398054,0.0008686592278536409,18,0
2,25318,0,C,0.5-3,40,-1.1728090047836304,-2.0334703505039213,1.75,-0.00022787488648545046,-0.800000011920929,0.010953480647669898,40,18
2,25318,0,C,3-8,423,0.42395007610321045,-1.073432183265686,1.4290443658828735,0.004974382884101943,-0.044685050845146165,0.02424476727512147,418,53
2,25318,0,C,>=8,0,,,,,,,0,0
2,25318,0,D,<0.5,18,-1.7693557441234589,-2.06124370098114,-1.488025888800621,0.0006850307108834386,0.0004952106915879995,0.0008477518160361797,18,0
2,25318,0,D,0.5-3,33,-1.9724998474121094,-2.0594953656196595,1.75,-0.0006108822760385617,-0.800000011920929,0.0005297103568575242,33,16
2,25318,0,D,3-8,431,0.42309167981147766,-1.1332626342773438,1.3913307189941406,0.009899001709289021,-0.04128405610720316,0.015710992771718238,427,47
2,25318,0,D,>=8,0,,,,,,,0,0
2,25318,1,C,<0.5,18,-1.767939731478691,-2.0567690312862394,-1.48647341132164,0.0007189199386630207,0.00045961990545038137,0.0008732462127227337,18,0
2,25318,1,C,0.5-3,38,-1.522992491722107,-2.0446506798267365,1.75,-0.00016839437995157724,-0.800000011920929,0.013001200925972732,38,15
2,25318,1,C,3-8,425,0.41988250613212585,-0.9515773534774778,1.4267259240150452,0.00787915001519852,-0.05035327264335416,0.024313277310795262,421,54
2,25318,1,C,>=8,0,,,,,,,0,0
2,25318,1,D,<0.5,18,-1.7699904292821884,-2.0623672723770143,-1.486908009648323,0.0006831153586972505,0.0005367052362998948,0.0008063962974119933,18,0
2,25318,1,D,0.5-3,42,-1.2052500247955322,-2.0315749287605285,1.75,-0.0007412370615606455,-0.800000011920929,0.016969372763401932,42,18
2,25318,1,D,3-8,454,0.4044434279203415,-1.8053860187530517,1.332304897904396,0.005967512106031386,-0.02341330427924791,0.025651096879608055,451,70
2,25318,1,D,>=8,0,,,,,,,0,0
2,25318,2,C,<0.5,19,-1.7904109060764313,-2.0662940621376036,-1.4919278025627136,0.0007553186151199043,0.0005704154868403242,0.0008346508024260402,19,0
2,25318,2,C,0.5-3,28,-1.9724998474121094,-2.0449007928371428,1.75,2.7880773672627066e-05,-0.779053270816803,0.015232884102811414,28,7
2,25318,2,C,3-8,432,0.42487893998622894,-0.4374598056077956,1.450170749425888,0.0009158656675653118,-0.09712073909693085,0.02375842177702322,429,62
2,25318,2,C,>=8,0,,,,,,,0,0
2,25318,2,D,<0.5,19,-1.7932920455932617,-2.0649797081947328,-1.4918953955173493,0.0007116196793504059,0.0005303989600700637,0.0008373194374144078,19,0
2,25318,2,D,0.5-3,20,-1.9724998474121094,-2.0642813980579375,-1.0552336037158965,0.0001604327655837147,-0.00022160993933923438,0.018066645362310937,20,0
2,25318,2,D,3-8,441,0.4321660934947431,-1.4504375755786896,1.4441544115543365,0.0019124255629625014,-0.1483926994270748,0.01934754683739609,440,76
2,25318,2,D,>=8,0,,,,,,,0,0
2,27529,0,C,<0.5,214,0.0,-2.539204675704241,0.0,0.0,-0.0005642013584470585,0.0003226452507078649,98,9
2,27529,0,C,0.5-3,67,-1.9724998474121094,-2.070777916908264,1.1191976918955329,-0.0014150129351764916,-0.2463681655410263,0.0002566152587274297,65,28
2,27529,0,C,3-8,193,0.4165898710489273,-1.7798600792884824,1.392515480518341,-0.0016053023233932135,-0.3621090094182226,0.0072571470410847634,188,59
2,27529,0,C,>=8,0,,,,,,,0,0
2,27529,0,D,<0.5,209,0.0,-2.6195262238383292,1.140078777074814,0.0,-0.002711549264068405,0.0014554178445703486,134,30
2,27529,0,D,0.5-3,54,-1.9724998474121094,-2.0797824382781984,1.5975471675395971,-0.0002460185843665385,-0.2248483812618586,0.0009255199357867252,53,15
2,27529,0,D,3-8,202,0.3870215890929103,-1.9724998474121094,1.4581412672996523,-0.005475579862379365,-0.4152050688283311,0.006340226695497733,193,63
2,27529,0,D,>=8,0,,,,,,,0,0
2,27529,1,C,<0.5,208,-1.3867913894355297,-2.7562606558203693,0.0,0.0,-0.0006596189818034567,0.0006851419860807559,109,1
2,27529,1,C,0.5-3,54,-1.9724998474121094,-2.084782361984253,1.5959911286830906,-0.00015485675951317206,-0.23671467056290962,0.0008241195623995741,54,14
2,27529,1,C,3-8,197,0.36167018860578537,-1.9724998474121094,1.4176790058612825,-0.0011645627497798867,-0.38473085526625306,0.0016676721827825539,185,57
2,27529,1,C,>=8,0,,,,,,,0,0
2,27529,1,D,<0.5,202,0.0,-2.6268293991684915,1.1362473785877227,0.0,-0.06744948923587799,0.1276370503008366,153,46
2,27529,1,D,0.5-3,58,-1.9724998474121094,-2.0697030067443847,1.6781558334827424,-0.0012828096377456356,-0.24008430946825277,0.0005398813083657948,57,15
2,27529,1,D,3-8,197,0.35891807079315186,-1.9724998474121094,1.373420488834381,-0.0005244416004683848,-0.41857371946010313,0.017069108006233985,186,63
2,27529,1,D,>=8,0,,,,,,,0,0
2,27529,2,C,<0.5,214,-1.5656266584992409,-2.620691588521004,0.0,0.0,-0.0010857694299581148,0.0002509616431780163,110,9
2,27529,2,C,0.5-3,119,-1.9678890705108643,-2.0747137159109115,0.9557389050722124,-0.18898407495684094,-0.36396961177968323,0.000324380998535263,112,72
2,27529,2,C,3-8,187,0.8265261948108673,-1.923411452770233,1.4448807775974275,0.00017143746312487767,-0.4727583159895407,0.007197910966558594,184,36
2,27529,2,C,>=8,0,,,,,,,0,0
2,27529,2,D,<0.5,254,-1.2469363827258348,-2.61668898537755,0.7212540771812377,0.0,-0.002944466874624292,0.07779010485940545,154,43
2,27529,2,D,0.5-3,99,-1.9724998474121094,-2.1122156262397764,1.0395763099193573,-0.11275741991897424,-0.32355603702200786,0.0012225946050344245,96,56
2,27529,2,D,3-8,190,0.978514117654413,-1.8614138007163998,1.454279375076294,8.65125472854642e-05,-0.26010171592152737,0.01841391995052496,184,46
2,27529,2,D,>=8,0,,,,,,,0,0
2,28154,0,C,<0.5,140,0.0,-2.2686937630176542,0.0,0.0,-0.0003828021791867084,0.00033032772771548493,55,1
2,28154,0,C,0.5-3,45,-1.9724998474121094,-2.1230018615722654,0.43901321887969974,-0.0003437098094986545,-0.0035057575164569735,0.0007241632723146014,45,2
2,28154,0,C,3-8,391,0.407265841960907,-1.38418510556221,1.3329118490219116,6.04356868279867e-06,-0.015812354536934026,0.0008995694863713445,385,2
2,28154,0,C,>=8,66,0.45115211606025696,0.059996023774147034,1.4464887827634811,-0.05588604625728395,-0.058142015039920815,0.0459571236371994,63,48
2,28154,0,D,<0.5,146,0.0,-2.257588043808937,0.0,0.0,-0.00020351048196769433,0.0003380406560609117,55,0
2,28154,0,D,0.5-3,45,-1.9724998474121094,-2.115820825099945,0.46315673589706424,0.00012766140099200918,-0.01981998108133362,0.0006761570084684839,45,2
2,28154,0,D,3-8,390,0.39291422674432397,-1.422758054733276,1.3698967069387435,6.095089616186071e-05,-0.009285546878042323,0.0006401207457270682,382,0
2,28154,0,D,>=8,66,0.4372773945797235,0.08005070686340332,0.47795362770557404,-0.027229793816804897,-0.030352267126242324,-0.017050011091762116,63,1
2,28154,1,C,<0.5,147,0.0,-2.2706899523735045,0.0,0.0,-9.759556119226734e-05,0.00031753257561164606,56,1
2,28154,1,C,0.5-3,44,-1.9724998474121094,-2.1173544585704804,0.47236700654029856,-0.0005365612518249288,-0.009356858172764384,0.0007509759732153424,44,1
2,28154,1,C,3-8,390,0.4013051122892648,-0.8702999711036677,1.3867637783288955,6.441652716198911e-05,-0.015435493172211046,0.0009140896028451002,384,5
2,28154,1,C,>=8,66,0.44814562797546387,0.19482030719518661,1.4401897937059402,-0.053983599775367305,-0.05815642020768589,0.04662948966026306,66,50
2,28154,1,D,<0.5,146,0.0,-2.262544959783554,0.0,0.0,0.0,0.0003212207789895021,54,1
2,28154,1,D,0.5-3,44,-1.9724998474121094,-2.1137428760528563,0.46178370118141193,0.00028804311367113975,-0.0017114988936033724,0.0008232648862079562,44,1
2,28154,1,D,3-8,396,0.36660878360271454,-1.5632093846797943,1.375305637717247,8.315072339125132e-05,-0.009802931599163758,0.0005915240315557134,385,0
2,28154,1,D,>=8,62,0.4391220808029175,-0.06655022501945491,1.433851209282875,-0.026562553213702315,-0.030078843696249843,0.04218021243810654,60,2
2,28154,2,C,<0.5,139,0.0,-2.2620486974716187,0.0,0.0,-8.20581635667218e-05,0.0003289993513220302,55,1
2,28154,2,C,0.5-3,45,-1.9724998474121094,-2.123647665977478,0.4307478070259095,-2.8178075121508203e-05,-0.0009092407554595006,0.0008390923108025971,45,2
2,28154,2,C,3-8,396,0.3637499716132879,-1.3177101910114288,1.3113818019628525,5.4235113637130574e-05,-0.02003045274565617,0.0010012550652370718,388,8
2,28154,2,C,>=8,62,0.44336998462677,0.0007005423307419106,1.4301856637001038,-0.053406928901871036,-0.058831169618500614,0.033155577614903446,59,44
2,28154,2,D,<0.5,139,0.0,-2.2483988225460054,0.0,0.0,-3.992956510046495e-05,0.00022425745555665347,53,1
2,28154,2,D,0.5-3,44,-1.9724998474121094,-2.1126371145248415,0.4650113999843599,0.0002483451040380815,-0.011412731940962357,0.0010750812214165414,44,3
2,28154,2,D,3-8,396,0.3810433067847043,-1.3255706429481506,1.3347999304533005,6.282719036082395e-05,-0.012929724767390224,0.0005630336809230761,385,0
2,28154,2,D,>=8,63,0.4241258203983307,-0.022260594367980953,0.485444051027298,-0.024684821979867086,-0.029624109519852525,-0.01771637228131293,60,1
2,3072,0,C,<0.5,19,-1.8307658731937408,-2.133913993835449,-1.5195105493068695,-9.898219104798045e-06,-0.00016372953832615166,0.00018848523912796126,19,0
2,3072,0,C,0.5-3,18,-1.9724998474121094,-2.121174067258835,-1.9724998474121094,-9.65584505077762e-05,-0.0002671519882278517,0.0002397905613470358,18,0
2,3072,0,C,3-8,306,0.028702855110168457,-2.030365914106369,0.4671381115913391,1.081105719398087e-05,-0.00039727091942849164,0.0003147842248048012,301,0
2,3072,0,C,>=8,69,0.128143310546875,-2.023912954330444,1.3613536894321443,0.00031536869355477395,-0.004673032445988308,0.010925092480869758,67,0
2,3072,0,D,<0.5,19,-1.8266151249408722,-2.131124436855316,-1.5188962161540986,6.634883902734146e-05,-0.00017386769759468733,0.0002388338791206479,19,0
2,3072,0,D,0.5-3,19,-1.9724998474121094,-2.1228572368621825,-1.9724998474121094,-0.00013523532055033784,-0.0007981519393247759,0.0003446594797941441,19,0
2,3072,0,D,3-8,306,-0.06767034530639648,-2.0765172243118286,0.4568958074087277,-3.4371557578399206e-06,-0.0005086795693286048,0.000515916852099407,303,6
2,3072,0,D,>=8,69,0.09104566276073456,-1.817199432849884,1.4093299329280855,-5.660176393576001e-05,-0.00708294019434187,0.012509553251063654,67,0
2,3072,1,C,<0.5,19,-1.8302938044071198,-2.1331264972686768,-1.520012551546097,4.3955024011665955e-05,-0.00019730217463802545,0.00027634647558443247,19,0
2,3072,1,C,0.5-3,18,-1.9794507324695587,-2.12762793302536,-1.9724998474121094,-0.00013493539782858635,-0.00035407030047483404,0.00016069827990577334,18,0
2,3072,1,C,3-8,305,-0.08981209248304367,-2.0290704369544983,0.4563984407112002,1.4333024187686115e-05,-0.00042105215058351543,0.0003423809273679381,304,2
2,3072,1,C,>=8,71,0.12677478790283203,-1.8826727271080017,1.36001518368721,-0.00012175754860638537,-0.005018583516486817,0.010695504962026862,68,0
2,3072,1,D,<0.5,19,-1.8300012052059174,-2.134660243988037,-1.5175875902175904,2.672504706424661e-05,-0.00013302799488883464,0.00019683489377429295,19,0
2,3072,1,D,0.5-3,18,-1.9738038182258606,-2.1225401163101196,-1.9724998474121094,-0.00011172607331597344,-0.00035941443648961367,0.0002978541549210705,18,0
2,3072,1,D,3-8,307,-0.06426247954368591,-2.0885471761226655,0.46673609018325807,5.512803584376035e-05,-0.00043045944782594837,0.00044999661115515587,306,6
2,3072,1,D,>=8,68,0.1342839151620865,-1.6868868112564086,1.3499859690666198,-2.3297418503918834e-05,-0.00518012346130692,0.012658148817627488,66,0
2,3072,2,C,<0.5,19,-1.8289429545402527,-2.1339907884597777,-1.5194952428340913,-2.214452251791954e-05,-0.0001549082837300375,0.00020060473729649345,19,0
2,3072,2,C,0.5-3,18,-1.9737835824489594,-2.123910391330719,-1.9724998474121094,4.2499121870302194e-05,-0.00023888257712436218,0.0002932393270635253,18,0
2,3072,2,C,3-8,306,-0.08602692186832428,-2.0403747856616974,0.4605511035770178,1.7303891830427697e-05,-0.0004171118985525228,0.0003755681542841355,303,0
2,3072,2,C,>=8,69,0.11198663711547852,-1.7803358554840087,1.3651765406131744,8.116485162948676e-06,-0.004680960271869682,0.010894357127240965,67,0
2,3072,2,D,<0.5,20,-1.8495585471391678,-2.152811998128891,-1.5270232647657394,-1.5267757589754183e-05,-0.00020679290319094434,0.00027112136012874544,20,0
