level,route,seed,arm,speed_band,n,long_delta_median,long_delta_p10,long_delta_p90,steer_delta_median,steer_delta_p10,steer_delta_p90,long_abs_gt_0_05,steer_abs_gt_0_05
1,26405,0,D,0.5-3,40,-1.9724998474121094,-2.1235205113887785,-1.9724998474121094,0.010432989339137243,0.003779597875157683,0.01816495723525683,40,0
1,26405,0,D,3-8,82,-1.9724998474121094,-1.9912447392940522,0.3052247405052191,0.007102734563458297,-0.007946145144601664,0.01558188992987076,77,0
1,26405,0,D,>=8,259,0.3529764264822006,0.005563426017761235,0.46054317948874085,0.007514476089013948,0.0007871484309434903,0.008344944035013515,245,0
1,26405,1,C,<0.5,47,-2.1090515851974487,-2.251897877454758,-1.6536272943019867,0.002717199797431624,-0.001059727603569627,0.012965632927914457,46,0
1,26405,1,C,0.5-3,41,-1.9724998474121094,-2.1365728974342346,-1.9724998474121094,0.012449396914905968,0.004594405758091145,0.016499831117689604,41,0
1,26405,1,C,3-8,84,-1.9724998474121094,-2.0090164661407472,0.2839319765567786,0.010455741662946012,-0.012446734402328729,0.016449007709821068,74,0
1,26405,1,C,>=8,256,0.40196150285191834,0.0059355199337005615,0.4619902428239584,0.014805239894323878,0.006319812010559771,0.016193981267925768,242,0
1,26405,1,D,<0.5,25,-1.949055939912796,-2.274931424856186,-1.5002141118049621,-0.0007744731265120208,-0.0012035196181386708,0.0029180033803762307,25,0
1,26405,1,D,0.5-3,47,-1.9724998474121094,-2.053921616077423,-1.6291567087173462,0.007228155794243019,0.0038601397303864356,0.01723700889117188,47,0
1,26405,1,D,3-8,79,-1.9724998474121094,-1.9917422175407409,0.33355351686477686,0.00714172501530912,-0.009471205711364745,0.015940007267726798,74,0
1,26405,1,D,>=8,261,0.3887019753456116,-0.0032882392406463623,0.4595523774623871,0.007532508133186233,0.0021294184774160417,0.008355292504032451,244,0
1,26405,2,C,<0.5,24,-1.9234271198511124,-2.2608886450529098,-1.532948562502861,-0.0007795618148520589,-0.0012900622328743338,-0.0002660545258549974,23,0
1,26405,2,C,0.5-3,50,-1.9724998474121094,-2.048414784669876,-1.7233346462249757,0.007282719927219052,0.002693147946349604,0.015825170138643842,50,0
