level,route,seed,arm,segment,horizon_s,n,long_median_m,long_p95_m,lateral_median_m,lateral_p95_m,long_accel_p95,lateral_accel_p95,long_jerk_p95,lateral_jerk_p95,steer_rate_p95
1,25378,0,A,pre,0.5,0,,,,,12.097680742185457,0.14603116367976338,156.8084438640512,3.915507966623567,0.04000000130385158
1,25378,0,A,post,0.5,0,,,,,,,,,
1,25378,0,A,pre,1.0,0,,,,,12.097680742185457,0.14603116367976338,156.8084438640512,3.915507966623567,0.04000000130385158
1,25378,0,A,post,1.0,0,,,,,,,,,
1,25378,1,A,pre,0.5,0,,,,,9.444598495120887,0.0976344737137108,134.953065705272,2.271150990511123,0.02000000065192579
1,25378,1,A,post,0.5,0,,,,,,,,,
1,25378,1,A,pre,1.0,0,,,,,9.444598495120887,0.0976344737137108,134.953065705272,2.271150990511123,0.02000000065192579
1,25378,1,A,post,1.0,0,,,,,,,,,
1,25378,2,A,pre,0.5,0,,,,,11.963308762862324,0.1768010417367067,126.54214500077416,4.997846671979681,0.04000000596046439
1,25378,2,A,post,0.5,0,,,,,,,,,
1,25378,2,A,pre,1.0,0,,,,,11.963308762862324,0.1768010417367067,126.54214500077416,4.997846671979681,0.04000000596046439
1,25378,2,A,post,1.0,0,,,,,,,,,
1,25381,0,A,pre,0.5,0,,,,,11.79987631725695,5.4966794181995215,174.3572398014414,63.422691239623234,1.9740001190602758
1,25381,0,A,post,0.5,0,,,,,,,,,
1,25381,0,A,pre,1.0,0,,,,,11.79987631725695,5.4966794181995215,174.3572398014414,63.422691239623234,1.9740001190602758
1,25381,0,A,post,1.0,0,,,,,,,,,
1,25381,1,A,pre,0.5,0,,,,,10.040449228764377,4.718259104074001,162.8222376746329,53.711774007720386,1.5399998196959523
1,25381,1,A,post,0.5,0,,,,,,,,,
1,25381,1,A,pre,1.0,0,,,,,10.040449228764377,4.718259104074001,162.8222376746329,53.711774007720386,1.5399998196959523
1,25381,1,A,post,1.0,0,,,,,,,,,
1,25381,2,A,pre,0.5,0,,,,,10.506349967708333,4.504103678027095,158.03419575649727,49.6188782569578,1.6740000501424053
1,25381,2,A,post,0.5,0,,,,,,,,,
1,25381,2,A,pre,1.0,0,,,,,10.506349967708333,4.504103678027095,158.03419575649727,49.6188782569578,1.6740000501424053
1,25381,2,A,post,1.0,0,,,,,,,,,
1,25424,0,A,pre,0.5,0,,,,,11.255418980393543,5.821504198165109,201.14272527020952,71.69856500763434,2.5939998538196094
1,25424,0,A,post,0.5,0,,,,,,,,,
1,25424,0,A,pre,1.0,0,,,,,11.255418980393543,5.821504198165109,201.14272527020952,71.69856500763434,2.5939998538196094
1,25424,0,A,post,1.0,0,,,,,,,,,
1,25424,1,A,pre,0.5,0,,,,,12.374855064378767,6.269369234134901,230.2282051430678,66.36995058651608,2.8440000587105727
1,25424,1,A,post,0.5,0,,,,,,,,,
1,25424,1,A,pre,1.0,0,,,,,12.374855064378767,6.269369234134901,230.2282051430678,66.36995058651608,2.8440000587105727
1,25424,1,A,post,1.0,0,,,,,,,,,
1,25424,2,A,pre,0.5,0,,,,,11.44672468599495,5.930045858697659,180.0542055021871,68.48279929168075,2.468000136792655
1,25424,2,A,post,0.5,0,,,,,,,,,
1,25424,2,A,pre,1.0,0,,,,,11.44672468599495,5.930045858697659,180.0542055021871,68.48279929168075,2.468000136792655
1,25424,2,A,post,1.0,0,,,,,,,,,
1,26405,0,A,pre,0.5,0,,,,,7.6070607706767595,0.6827525421261152,99.59653548790651,16.138465974695173,0.2199999954132364
1,26405,0,A,post,0.5,0,,,,,,,,,
1,26405,0,A,pre,1.0,0,,,,,7.6070607706767595,0.6827525421261152,99.59653548790651,16.138465974695173,0.2199999954132364
1,26405,0,A,post,1.0,0,,,,,,,,,
1,26405,1,A,pre,0.5,0,,,,,9.089367556953833,0.7245914595477349,123.11019608475432,18.79663933695186,0.3919999974109226
1,26405,1,A,post,0.5,0,,,,,,,,,
1,26405,1,A,pre,1.0,0,,,,,9.089367556953833,0.7245914595477349,123.11019608475432,18.79663933695186,0.3919999974109226
1,26405,1,A,post,1.0,0,,,,,,,,,
1,26405,2,A,pre,0.5,0,,,,,8.909471156588534,0.8122209287722262,146.46907485634884,17.02020518659142,0.35999998845160025
1,26405,2,A,post,0.5,0,,,,,,,,,
1,26405,2,A,pre,1.0,0,,,,,8.909471156588534,0.8122209287722262,146.46907485634884,17.02020518659142,0.35999998845160025
1,26405,2,A,post,1.0,0,,,,,,,,,
1,27494,0,A,pre,0.5,0,,,,,11.236109123616421,3.1717216615128727,125.26556117262368,38.27487080523048,0.759999845027926
1,27494,0,A,post,0.5,0,,,,,,,,,
1,27494,0,A,pre,1.0,0,,,,,11.236109123616421,3.1717216615128727,125.26556117262368,38.27487080523048,0.759999845027926
1,27494,0,A,post,1.0,0,,,,,,,,,
1,27494,1,A,pre,0.5,0,,,,,13.093493656629494,2.8648004648442704,183.22497555815715,44.466841829558525,0.9669997249990736
1,27494,1,A,post,0.5,0,,,,,,,,,
1,27494,1,A,pre,1.0,0,,,,,13.093493656629494,2.8648004648442704,183.22497555815715,44.466841829558525,0.9669997249990736
1,27494,1,A,post,1.0,0,,,,,,,,,
1,27494,2,A,pre,0.5,0,,,,,11.188641349583678,2.480254025166632,142.43775066563842,43.01890243542667,0.8250000242143843
1,27494,2,A,post,0.5,0,,,,,,,,,
1,27494,2,A,pre,1.0,0,,,,,11.188641349583678,2.480254025166632,142.43775066563842,43.01890243542667,0.8250000242143843
1,27494,2,A,post,1.0,0,,,,,,,,,
1,28198,0,A,pre,0.5,0,,,,,15.030127455415606,7.287103687867305,207.98612920326667,48.66420150419561,1.259999971687794
1,28198,0,A,post,0.5,0,,,,,,,,,
1,28198,0,A,pre,1.0,0,,,,,15.030127455415606,7.287103687867305,207.98612920326667,48.66420150419561,1.259999971687794
1,28198,0,A,post,1.0,0,,,,,,,,,
1,28198,1,A,pre,0.5,0,,,,,13.086593736143357,7.679437150080109,220.85486295188298,58.66521027188177,1.5039998813867597
1,28198,1,A,post,0.5,0,,,,,,,,,
1,28198,1,A,pre,1.0,0,,,,,13.086593736143357,7.679437150080109,220.85486295188298,58.66521027188177,1.5039998813867597
1,28198,1,A,post,1.0,0,,,,,,,,,
1,28198,2,A,pre,0.5,0,,,,,11.723670852551662,7.805600332538732,185.03884529891,63.119877465504274,1.5190003585964387
1,28198,2,A,post,0.5,0,,,,,,,,,
1,28198,2,A,pre,1.0,0,,,,,11.723670852551662,7.805600332538732,185.03884529891,63.119877465504274,1.5190003585964387
1,28198,2,A,post,1.0,0,,,,,,,,,
1,3255,0,A,pre,0.5,0,,,,,11.981629606276218,0.07569221678792605,129.8445962796156,2.149495318449641,0.05999999520368881
1,3255,0,A,post,0.5,0,,,,,,,,,
1,3255,0,A,pre,1.0,0,,,,,11.981629606276218,0.07569221678792605,129.8445962796156,2.149495318449641,0.05999999520368881
1,3255,0,A,post,1.0,0,,,,,,,,,
1,3255,1,A,pre,0.5,0,,,,,11.102176040806672,0.08797687321888255,130.61406366347722,2.0773949686899407,0.04000000596046439
1,3255,1,A,post,0.5,0,,,,,,,,,
1,3255,1,A,pre,1.0,0,,,,,11.102176040806672,0.08797687321888255,130.61406366347722,2.0773949686899407,0.04000000596046439
1,3255,1,A,post,1.0,0,,,,,,,,,
1,3255,2,A,pre,0.5,0,,,,,11.346926351175522,0.06890790747239778,128.5429318218183,1.933990696617008,0.04000000130385158
1,3255,2,A,post,0.5,0,,,,,,,,,
1,3255,2,A,pre,1.0,0,,,,,11.346926351175522,0.06890790747239778,128.5429318218183,1.933990696617008,0.04000000130385158
1,3255,2,A,post,1.0,0,,,,,,,,,
1,3514,0,A,pre,0.5,0,,,,,12.858421585029491,2.1506643552885936,144.47353342320608,11.08655191110728,0.25999997168779415
1,3514,0,A,post,0.5,0,,,,,,,,,
1,3514,0,A,pre,1.0,0,,,,,12.858421585029491,2.1506643552885936,144.47353342320608,11.08655191110728,0.25999997168779415
1,3514,0,A,post,1.0,0,,,,,,,,,
1,3514,1,A,pre,0.5,0,,,,,12.523150371781766,2.0628504438425774,147.7394169472044,11.068348338560757,0.2620000651180728
1,3514,1,A,post,0.5,0,,,,,,,,,
1,3514,1,A,pre,1.0,0,,,,,12.523150371781766,2.0628504438425774,147.7394169472044,11.068348338560757,0.2620000651180728
1,3514,1,A,post,1.0,0,,,,,,,,,
1,3514,2,A,pre,0.5,0,,,,,12.886225413021293,2.344713474418723,164.74706643109516,10.306013066255872,0.22800010102987095
1,3514,2,A,post,0.5,0,,,,,,,,,
1,3514,2,A,pre,1.0,0,,,,,12.886225413021293,2.344713474418723,164.74706643109516,10.306013066255872,0.22800010102987095
1,3514,2,A,post,1.0,0,,,,,,,,,
2,2050,0,A,pre,0.5,0,,,,,8.679860137611625,9.905014540000884,125.18341680038012,42.806377016702925,1.0319999898672099
2,2050,0,A,post,0.5,0,,,,,,,,,
2,2050,0,A,pre,1.0,0,,,,,8.679860137611625,9.905014540000884,125.18341680038012,42.806377016702925,1.0319999898672099
2,2050,0,A,post,1.0,0,,,,,,,,,
2,2050,1,A,pre,0.5,0,,,,,9.274000514051165,5.243279801936534,130.79607224142245,36.67755264653124,1.1799998852610605
2,2050,1,A,post,0.5,0,,,,,,,,,
2,2050,1,A,pre,1.0,0,,,,,9.274000514051165,5.243279801936534,130.79607224142245,36.67755264653124,1.1799998852610605
2,2050,1,A,post,1.0,0,,,,,,,,,
2,2050,2,A,pre,0.5,0,,,,,12.105735648478166,5.3887369501189335,129.8180853278569,37.79087594634844,0.9800002726912458
2,2050,2,A,post,0.5,0,,,,,,,,,
2,2050,2,A,pre,1.0,0,,,,,12.105735648478166,5.3887369501189335,129.8180853278569,37.79087594634844,0.9800002726912458
2,2050,2,A,post,1.0,0,,,,,,,,,
2,2084,0,A,pre,0.5,0,,,,,12.528802968560674,5.062996035340821,169.92391329004806,30.40635696455559,0.8640000132620319
2,2084,0,A,post,0.5,0,,,,,,,,,
2,2084,0,A,pre,1.0,0,,,,,12.528802968560674,5.062996035340821,169.92391329004806,30.40635696455559,0.8640000132620319
2,2084,0,A,post,1.0,0,,,,,,,,,
2,2084,1,A,pre,0.5,0,,,,,13.60334906085612,4.6882207049386375,188.44065205412807,25.036351930227696,0.7479999885261055
2,2084,1,A,post,0.5,0,,,,,,,,,
2,2084,1,A,pre,1.0,0,,,,,13.60334906085612,4.6882207049386375,188.44065205412807,25.036351930227696,0.7479999885261055
2,2084,1,A,post,1.0,0,,,,,,,,,
2,2084,2,A,pre,0.5,0,,,,,14.344808683309473,6.960289716434,183.32646651125378,30.40625337194321,0.8619996816460084
2,2084,2,A,post,0.5,0,,,,,,,,,
2,2084,2,A,pre,1.0,0,,,,,14.344808683309473,6.960289716434,183.32646651125378,30.40625337194321,0.8619996816460084
2,2084,2,A,post,1.0,0,,,,,,,,,
2,25318,0,A,pre,0.5,0,,,,,14.963525159862053,4.852537464238436,181.73582679662874,40.542347330446404,1.5569998538941103
2,25318,0,A,post,0.5,0,,,,,,,,,
2,25318,0,A,pre,1.0,0,,,,,14.963525159862053,4.852537464238436,181.73582679662874,40.542347330446404,1.5569998538941103
2,25318,0,A,post,1.0,0,,,,,,,,,
2,25318,1,A,pre,0.5,0,,,,,13.591555674032191,4.017718081030744,172.77253469253577,40.63477323967285,1.8880004303455262
2,25318,1,A,post,0.5,0,,,,,,,,,
2,25318,1,A,pre,1.0,0,,,,,13.591555674032191,4.017718081030744,172.77253469253577,40.63477323967285,1.8880004303455262
2,25318,1,A,post,1.0,0,,,,,,,,,
2,25318,2,A,pre,0.5,0,,,,,14.77000568784742,4.366277225132665,224.85399604665542,36.44277425952154,1.9269998680502156
2,25318,2,A,post,0.5,0,,,,,,,,,
2,25318,2,A,pre,1.0,0,,,,,14.77000568784742,4.366277225132665,224.85399604665542,36.44277425952154,1.9269998680502156
2,25318,2,A,post,1.0,0,,,,,,,,,
2,27529,0,A,pre,0.5,0,,,,,15.313501239209195,3.557359265454743,304.4215100155126,19.661469582319068,0.5000001117587073
2,27529,0,A,post,0.5,0,,,,,,,,,
2,27529,0,A,pre,1.0,0,,,,,15.313501239209195,3.557359265454743,304.4215100155126,19.661469582319068,0.5000001117587073
2,27529,0,A,post,1.0,0,,,,,,,,,
2,27529,1,A,pre,0.5,0,,,,,12.441594023040254,3.773656374431419,168.17225536990662,27.787005906770133,0.7470000228360285
2,27529,1,A,post,0.5,0,,,,,,,,,
2,27529,1,A,pre,1.0,0,,,,,12.441594023040254,3.773656374431419,168.17225536990662,27.787005906770133,0.7470000228360285
2,27529,1,A,post,1.0,0,,,,,,,,,
2,27529,2,A,pre,0.5,0,,,,,13.89878579248092,4.190707480948069,218.19324475171047,18.215563085627878,0.7219999623000609
2,27529,2,A,post,0.5,0,,,,,,,,,
2,27529,2,A,pre,1.0,0,,,,,13.89878579248092,4.190707480948069,218.19324475171047,18.215563085627878,0.7219999623000609
2,27529,2,A,post,1.0,0,,,,,,,,,
2,28154,0,A,pre,0.5,0,,,,,10.842169373809796,1.7033769614329182,144.94886253117755,14.070525522607364,0.33999993890524
2,28154,0,A,post,0.5,0,,,,,,,,,
2,28154,0,A,pre,1.0,0,,,,,10.842169373809796,1.7033769614329182,144.94886253117755,14.070525522607364,0.33999993890524
2,28154,0,A,post,1.0,0,,,,,,,,,
2,28154,1,A,pre,0.5,0,,,,,10.731113648776798,1.83801276979298,152.128210096141,17.219876255400102,0.33999993890524
2,28154,1,A,post,0.5,0,,,,,,,,,
2,28154,1,A,pre,1.0,0,,,,,10.731113648776798,1.83801276979298,152.128210096141,17.219876255400102,0.33999993890524
2,28154,1,A,post,1.0,0,,,,,,,,,
2,28154,2,A,pre,0.5,0,,,,,14.049438481559797,1.7638832328033023,201.55971287464416,18.522837138502837,0.3599999791383746
2,28154,2,A,post,0.5,0,,,,,,,,,
2,28154,2,A,pre,1.0,0,,,,,14.049438481559797,1.7638832328033023,201.55971287464416,18.522837138502837,0.3599999791383746
2,28154,2,A,post,1.0,0,,,,,,,,,
2,3072,0,A,pre,0.5,0,,,,,11.342886354208174,0.2234632839103574,126.90223679582864,6.47092583906495,0.09999999604187912
2,3072,0,A,post,0.5,0,,,,,,,,,
2,3072,0,A,pre,1.0,0,,,,,11.342886354208174,0.2234632839103574,126.90223679582864,6.47092583906495,0.09999999604187912
2,3072,0,A,post,1.0,0,,,,,,,,,
2,3072,1,A,pre,0.5,0,,,,,11.894703389885926,0.2749793438523266,139.91730834936388,5.209267548388876,0.11099996927566781
2,3072,1,A,post,0.5,0,,,,,,,,,
2,3072,1,A,pre,1.0,0,,,,,11.894703389885926,0.2749793438523266,139.91730834936388,5.209267548388876,0.11099996927566781
2,3072,1,A,post,1.0,0,,,,,,,,,
2,3072,2,A,pre,0.5,0,,,,,11.765760545985058,0.44596700177376697,122.30485207091502,5.1041863119447175,0.1320000029057257
2,3072,2,A,post,0.5,0,,,,,,,,,
2,3072,2,A,pre,1.0,0,,,,,11.765760545985058,0.44596700177376697,122.30485207091502,5.1041863119447175,0.1320000029057257
2,3072,2,A,post,1.0,0,,,,,,,,,
1,17569,0,C,pre,0.5,490,0.15707936195916233,0.5329012436857031,0.013601179486986916,0.24969650535481197,5.444907070883692,4.263312089164156,67.50962592416334,36.78152706031819,2.0000001490116097
1,17569,0,C,post,0.5,0,,,,,,,,,
1,17569,0,C,pre,1.0,480,0.42442081045755886,1.951303894248365,0.034519803642545734,0.5164565416742556,5.444907070883692,4.263312089164156,67.50962592416334,36.78152706031819,2.0000001490116097
1,17569,0,C,post,1.0,0,,,,,,,,,
1,17569,0,D,pre,0.5,356,0.11333584054736098,0.5647829938387162,0.002019989960787753,0.2572515050127403,6.08245927616979,6.929619096271111,76.12097863538993,46.3578510168129,2.000000018626451
1,17569,0,D,post,0.5,0,,,,,,,,,
1,17569,0,D,pre,1.0,356,0.22290361402083425,1.6679872923569583,0.01043978407216895,0.8395307215185688,6.08245927616979,6.929619096271111,76.12097863538993,46.3578510168129,2.000000018626451
1,17569,0,D,post,1.0,0,,,,,,,,,
1,17569,1,C,pre,0.5,387,0.1789746054395364,0.5500179115456759,0.008088807632280138,0.33028017206630833,5.905308370796636,4.264161053417319,78.73962311862647,32.40036940981325,2.000000074505805
1,17569,1,C,post,0.5,0,,,,,,,,,
1,17569,1,C,pre,1.0,383,0.40269536268668465,1.7827956990905014,0.017402160306083825,0.938900147961069,5.905308370796636,4.264161053417319,78.73962311862647,32.40036940981325,2.000000074505805
1,17569,1,C,post,1.0,0,,,,,,,,,
1,17569,1,D,pre,0.5,405,0.17178849978059169,0.5650312038045023,0.007083137008848002,0.26098735705786363,5.999454059089915,6.693922337404038,98.99683394053191,46.80103563373588,2.0000001490116097
1,17569,1,D,post,0.5,0,,,,,,,,,
1,17569,1,D,pre,1.0,395,0.3841702027769907,1.7542255024409117,0.02467544370406001,0.9464860472935719,5.999454059089915,6.693922337404038,98.99683394053191,46.80103563373588,2.0000001490116097
1,17569,1,D,post,1.0,0,,,,,,,,,
1,17569,2,C,pre,0.5,296,0.10594470652817642,0.5687695317333066,0.0019060436775975957,0.2710015801774318,6.410572207158207,4.84957085359196,62.153062964724406,34.01894534525975,1.390775264937051
1,17569,2,C,post,0.5,84,0.21029337341581994,0.6083874232648946,0.16212530581544568,0.6136054994770798,15.017377495220469,7.159422115711763,108.23440533415126,61.03195663036303,2.0000001490116097
1,17569,2,C,pre,1.0,288,0.30710699977223815,1.6895803206791502,0.005081353360485839,0.2719599950038095,6.410572207158207,4.84957085359196,62.153062964724406,34.01894534525975,1.390775264937051
1,17569,2,C,post,1.0,83,0.7157703077482633,1.7715312541751806,0.39472899761603875,1.152461801785762,15.017377495220469,7.159422115711763,108.23440533415126,61.03195663036303,2.0000001490116097
1,17569,2,D,pre,0.5,295,0.10401355171337495,0.5683063524822607,0.0009630596192532342,0.19012333766876607,4.858775143167109,7.017627058948074,82.10647547905617,43.07666494974645,1.706523899636808
1,17569,2,D,post,0.5,83,0.22937114030539468,0.6216840482849956,0.11764445211919668,0.4155544970251866,7.100656427512863,7.741838330946573,147.4706428277376,68.6134029592187,1.9999998509883903
1,17569,2,D,pre,1.0,285,0.2607685630375855,1.647287950005292,0.005654263226109064,0.5508958486152472,4.858775143167109,7.017627058948074,82.10647547905617,43.07666494974645,1.706523899636808
1,17569,2,D,post,1.0,83,0.6962885080295207,1.7696225851594833,0.577997746749001,2.036451417272933,7.100656427512863,7.741838330946573,147.4706428277376,68.6134029592187,1.9999998509883903
1,2091,0,C,pre,0.5,1130,0.291463235988505,0.5488607091200691,0.002431377713100964,0.010884421231601625,2.3003648272582313,0.059999473144936796,50.920636255317795,1.5507364470382055,0.38432609648516636
1,2091,0,C,post,0.5,57,0.3489669756035156,2.124542474087139,0.11204702448146554,0.6670886484386906,1.0088616460907394,0.400947905889634,30.450080211796973,14.097915236436947,9.99999985098839
1,2091,0,C,pre,1.0,1123,1.4273987537162252,2.3193184106159044,0.012138147603686485,0.03283618549858606,2.3003648272582313,0.059999473144936796,50.920636255317795,1.5507364470382055,0.38432609648516636
1,2091,0,C,post,1.0,64,1.6194811404316911,5.232527332977276,0.14738936954793125,1.3737325675708338,1.0088616460907394,0.400947905889634,30.450080211796973,14.097915236436947,9.99999985098839
1,2091,0,D,pre,0.5,317,0.3214941839739824,0.6135946653371436,0.0011152940248618684,0.031943495526035204,4.392946872256758,0.7608731719767569,57.169944804821085,16.251905833387084,0.8755242694091161
1,2091,0,D,post,0.5,95,0.12884510481513173,0.5483791181949276,0.043588188912766425,0.17663962953503579,1.1230695419338037,0.1040838067136146,35.13689385750247,3.7440980106157036,1.5816558736315984
1,2091,0,D,pre,1.0,307,1.3442798928092026,2.3674729552458054,0.004663926532737204,0.023055366696277686,4.392946872256758,0.7608731719767569,57.169944804821085,16.251905833387084,0.8755242694091161
1,2091,0,D,post,1.0,102,0.997210960684978,2.338983054367107,0.14043980800479058,1.3732296535650255,1.1230695419338037,0.1040838067136146,35.13689385750247,3.7440980106157036,1.5816558736315984
1,2091,1,C,pre,0.5,892,0.28415952163139435,0.5583202491440742,0.001864309161951798,0.03747066055141144,3.0598436971708445,0.19075496518803708,49.63674437686261,4.748976223972917,0.4533291540543861
1,2091,1,C,post,0.5,18,0.2720500495191646,0.3445077198555221,0.01187002237982318,0.021105374481447645,1.3258947621637767,0.5201184814455324,46.60153952846086,20.213831665103854,8.459496223039983
1,2091,1,C,pre,1.0,892,1.30615257749972,2.292989556090677,0.008615727914963425,0.03493278514044249,3.0598436971708445,0.19075496518803708,49.63674437686261,4.748976223972917,0.4533291540543861
1,2091,1,C,post,1.0,18,1.296717302171338,1.5458730110922567,0.1257411589720896,0.14446902229013853,1.3258947621637767,0.5201184814455324,46.60153952846086,20.213831665103854,8.459496223039983
1,2091,1,D,pre,0.5,714,0.31068485023904835,0.5608240744332563,0.001604460171729627,0.022880005519928987,3.68002433330683,0.6514901678479845,51.14480292880776,8.57980928138329,1.0388082334576796
1,2091,1,D,post,0.5,155,0.14287557319805222,0.6262595080039299,0.028384277305493096,0.5766283894895784,3.1194717595943247,3.6036756124880776,40.766938133858176,23.838576857622947,2.0000001490116097
1,2091,1,D,pre,1.0,714,1.3910902736583046,2.3554941382109775,0.0077782520416008576,0.07302810741191318,3.68002433330683,0.6514901678479845,51.14480292880776,8.57980928138329,1.0388082334576796
1,2091,1,D,post,1.0,145,0.345717734305535,1.5260409369103265,0.084474825688926,1.0266030116444647,3.1194717595943247,3.6036756124880776,40.766938133858176,23.838576857622947,2.0000001490116097
1,2091,2,C,pre,0.5,338,0.3338843041856741,0.5937400033415167,0.0011952650422340995,0.06986417873401618,4.201523348855779,1.3489934018189085,50.75257105477755,30.718320783321314,1.5162180650425245
1,2091,2,C,post,0.5,179,0.1160031513919309,0.8170115252393817,0.07280524015798909,0.4844615644360944,3.7541101969528534,3.077659458159751,90.64381224274308,32.77948811822627,3.818919601754552
1,2091,2,C,pre,1.0,328,1.3266256194342825,2.2190334018386078,0.006463723482205676,0.10631246107226583,4.201523348855779,1.3489934018189085,50.75257105477755,30.718320783321314,1.5162180650425245
1,2091,2,C,post,1.0,179,0.37146161430213687,2.1871256178263576,0.1912958069640141,1.5122982428416325,3.7541101969528534,3.077659458159751,90.64381224274308,32.77948811822627,3.818919601754552
1,2091,2,D,pre,0.5,314,0.3151846116577081,0.6191043655949429,0.0010623759647130227,0.021722490718056545,4.3525810042972015,0.8129962991393078,53.168686257205934,14.963808687385285,0.746447697800429
1,2091,2,D,post,0.5,140,0.060056085837440314,0.6825228979881168,0.014003761531845155,0.19635507379635891,4.26301990806597,4.064888410178286,80.90624895599417,37.46668983312787,1.231717970494657
1,2091,2,D,pre,1.0,305,1.3544776303663826,2.4923958769022323,0.004598121076418029,0.022212623761895846,4.3525810042972015,0.8129962991393078,53.168686257205934,14.963808687385285,0.746447697800429
1,2091,2,D,post,1.0,139,0.16456544375299828,1.9242145881527026,0.06464626274949534,0.8648370513337699,4.26301990806597,4.064888410178286,80.90624895599417,37.46668983312787,1.231717970494657
1,25378,0,C,pre,0.5,251,0.10696845168750634,0.5981356697393786,0.00042526946697420603,0.001903906366975194,4.763748955018417,0.08250125022426746,40.133114456910214,2.545295172167848,0.009190817699543588
1,25378,0,C,post,0.5,0,,,,,,,,,
1,25378,0,C,pre,1.0,241,0.31855376342134867,1.685304350739054,0.0016389314586243743,0.01908071734096187,4.763748955018417,0.08250125022426746,40.133114456910214,2.545295172167848,0.009190817699543588
1,25378,0,C,post,1.0,0,,,,,,,,,
1,25378,0,D,pre,0.5,250,0.10517067461323117,0.5582528985717451,0.00043825149348398335,0.004904956669510072,5.04845859621098,0.2037464589812129,78.59989748854197,5.589180159841201,0.08348783516715712
1,25378,0,D,post,0.5,0,,,,,,,,,
1,25378,0,D,pre,1.0,240,0.3500443319615516,1.6582208023691347,0.00216822038962194,0.023307722705917872,5.04845859621098,0.2037464589812129,78.59989748854197,5.589180159841201,0.08348783516715712
1,25378,0,D,post,1.0,0,,,,,,,,,
1,25378,1,C,pre,0.5,255,0.1173357652390198,0.6244050502018043,0.0003978569143668611,0.006057424159590362,5.748476221796471,0.1038816418272984,79.5680769504574,1.5046729362761513,0.013761669192289262
1,25378,1,C,post,0.5,0,,,,,,,,,
1,25378,1,C,pre,1.0,245,0.4053498054038468,1.6801630546822761,0.0017980801150217825,0.020040450269082626,5.748476221796471,0.1038816418272984,79.5680769504574,1.5046729362761513,0.013761669192289262
1,25378,1,C,post,1.0,0,,,,,,,,,
1,25378,1,D,pre,0.5,250,0.1072644220111921,0.5879491218995418,0.00037773015961182447,0.0025968234247755262,4.967535006157125,0.07977782583665086,50.587080104033454,1.3715944206668058,0.01952809997333278
1,25378,1,D,post,0.5,0,,,,,,,,,
1,25378,1,D,pre,1.0,240,0.3053799005933838,1.7229683116094268,0.001854903522390582,0.01892315410234432,4.967535006157125,0.07977782583665086,50.587080104033454,1.3715944206668058,0.01952809997333278
1,25378,1,D,post,1.0,0,,,,,,,,,
1,25378,2,C,pre,0.5,254,0.12612040655445722,0.6260455003318577,0.0003909285842890306,0.004850359986379039,5.616770539602238,0.12198843724674514,67.69046169993017,2.6992973972357426,0.011421986456229816
