direction,arm,judge,scope,subset,n,value,delta,lo,hi,halfwidth,meets_threshold
0,A ridge_late qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.8362516164779663,-0.019139600917696953,-0.066286589121541,0.030496027667214428,0.04839130839437772,False
0,A ridge_late qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.7930335998535156,-0.06235746666789055,-0.1105902000852739,-0.014577729162061372,0.04800623546160626,True
0,cls ego K1024,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.273225784301758,0.41783466935157776,0.2613291961656645,0.5759555362574377,0.15731317004588657,False
0,cls_late qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.2588813304901123,0.4034903049468994,0.24484724135433358,0.5504024522455759,0.1527776054456212,False
0,cls_late qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.2350614070892334,0.37967032194137573,0.21823109395955517,0.5373848120765686,0.15957685905850671,False
0,diff ego M20,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.064901113510132,0.20950977504253387,0.0680409884959939,0.3513517093484221,0.1416553604262141,False
0,diff qwenvid L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.102909564971924,0.24751852452754974,0.08627418179197474,0.388496856802909,0.15111133750546712,False
0,diff qwenvid L18_last pca16,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.178959846496582,0.32356876134872437,0.17606654363377536,0.45971405259768355,0.1418237544819541,False
0,diff qwenvid L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.020500421524048,0.16510921716690063,0.014063440645273352,0.3165237551728079,0.15123015726376726,False
0,diff qwenvid L18_mean pca16,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.9924741983413696,0.13708288967609406,0.006723900337936325,0.2670234793853345,0.13014978952369907,False
0,diff qwenvid L18_grid 4x4,ADE vs log,s_ego deciles 1-9,pre_onset,1281,2.1375772953033447,0.2821861803531647,0.11530137853060558,0.44248836501895156,0.163593493244173,False
