route,variant,preset,segment,kind,core_exited,recovery_time_s,recovery_censored,padded_window_exited
26966,baseline-linear,pursuit,1,right-sharp,True,,True,True
26966,candidate-hermite,pursuit,1,right-sharp,True,,True,True
17563,baseline-linear,pursuit,1,S,True,0.10000000149011612,False,True
17563,baseline-linear,pursuit,2,S,True,0.7000000104308128,False,True
17563,candidate-hermite,pursuit,1,S,True,0.10000000149011612,False,True
17563,candidate-hermite,pursuit,2,S,True,0.7000000104308128,False,True
24240,baseline-linear,pursuit,1,left,True,0.0,False,True
24240,candidate-hermite,pursuit,1,left,True,0.0,False,True
