group,n,outside_all_trust_regions,inside_some,floored_and_outside,floored_and_inside,rfs_given_outside,rfs_given_inside,mean_best_rater_label,mean_worst_rater_label,nearest_norm_median
decile 10,48,0.6875,0.3125,0.4166666666666667,0.0,4.57856612168894,8.461492522221379,9.875,6.479166666666667,1.5766979050609518
deciles 1-9,431,0.17633410672853828,0.8236658932714617,0.05104408352668213,0.0069605568445475635,5.818133255197672,9.001975275471453,9.570765661252901,6.306264501160093,0.4285488972668748
all,479,0.22755741127348644,0.7724425887265136,0.08768267223382047,0.006263048016701462,5.442851462484018,8.980063812501857,9.60125260960334,6.323590814196242,0.4738941251624641
