arm,direction,ade_all,n_all,ade_pre_onset,n_pre_onset,ade_straight_yaw,n_straight_yaw,ade_turn_yaw,n_turn_yaw,rfs,n_rater,rfs_cluster,rfs_lo,rfs_hi,floored
ridge ego,0,1.9873748,19663,2.1800697,1458,1.801627,11597,2.397725,4356,7.054323773337885,478,7.038905996233495,6.845098942200513,7.269659150572683,0.26359832635983266
A ridge_late pooled (qwen4b L18 image),0,1.9062616,19663,2.1398141,1458,1.6900207,11597,2.3451247,4356,6.9580232583151105,478,6.9509501987355735,6.754735979910805,7.16283446008878,0.25732217573221755
d'' ridge_late L18_last,0,1.9259837,19663,2.1161673,1458,1.7351139,11597,2.3114285,4356,6.6674814849530115,478,6.653611779543391,6.4615839885849695,6.877353086320072,0.3138075313807531
d'' ridge_late L18_mean,0,1.891782,19663,2.100356,1458,1.6799449,11597,2.3162203,4356,6.638708400130711,478,6.566783910640105,6.4110112157010075,6.848109487402909,0.3075313807531381
