direction,arm,judge,scope,subset,n,value,delta,lo,hi,halfwidth,meets_threshold
0,A ridge_late pooled (qwen4b L18 image),ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.9737107753753662,-0.019673794507980347,-0.0636049074239613,0.025227061117318938,0.04441598427064012,False
0,d'' ridge_late L18_last,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.95711088180542,-0.03627362847328186,-0.08021142232986583,0.014923331505657125,0.04756737691776148,False
0,d'' ridge_late L18_mean,ADE vs log,s_ego deciles 1-9,pre_onset,1281,1.946197748184204,-0.047186750918626785,-0.10140290078445538,0.002615714052679077,0.05200930741856723,False
