group,preset,seed,route_id,attempt,scenario,harness_status,official_status,official_completion_pct,driving_completed,subset_diagnostic_sr,score_composed,score_penalty,vehicle_collisions,pedestrian_collisions,layout_collisions,vehicle_blocked,route_dev,scenario_timeouts,route_timeout,blocked_deviation_cause,unfinished_cause,collision_responsibility,telemetry_state,telemetry_ticks,pose_degraded_ticks,pose_degraded_fraction,invalid_pose_ticks,controller_invalid_motion_ticks,invalid_control_ticks,stale_ticks,sensor_frame_mismatch,missing_control_frames,low_speed_runs,low_speed_max_s,low_speed_high_target_runs,low_speed_high_target_max_s,full_truth_cte_rms_m,precollision_truth_cte_rms_m,first_collision_frame,attempt_path,tickruntime,physical_low_speed_stall,stall_or_unfinished_cause,collision_association,collision_counterpart_types,collision_frames,collision_event_indices,critical_event_types,critical_event_frames,criterion_event_path,control_path,controller_invalid_motion_precontact,pose_fault_precontact,low_speed_start_frames,low_speed_end_frames,attribution_limitation
pursuit-seed0,pursuit,0,3514,1,ParkingExit_1,finished,Completed,100,True,False,60.0,0.6,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,718,0,0.0,0,6,0,0,0,0,1,16.20000024139881,1,8.450000125914812,1.4585730486190385,3.0860559175396953,2231,/data/runs/b2d/controller/formal-v4/pursuit-seed0/attempts/3514/1,False,True,unknown,contact_before_or_during_low_speed,vehicle.lincoln.mkz_2020,2231,1,COLLISION_VEHICLE,2231,/data/runs/b2d/controller/formal-v4/pursuit-seed0/attempts/3514/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed0/attempts/3514/1/control.jsonl,0,0,2234,2558,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,17569,1,SequentialLaneChange_1,finished,Completed,100,True,False,60.0,0.6,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,330,0,0.0,0,0,0,0,0,0,0,0,0,0,0.24968258373585314,0.18101405222262074,14426,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/17569/1,False,False,not_applicable,contact_recorded,vehicle.mercedes.coupe_2020,14426,1,COLLISION_VEHICLE,14426,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/17569/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/17569/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,2091,1,NonSignalizedJunctionLeftTurn_1,finished,Failed - TickRuntime,79.01,False,False,22.75488,0.288,2,0,0,0,0,0,0,not_applicable,unknown,unknown,ok,4000,0,0.0,0,205,0,0,0,0,2,178.50000265985727,12,20.250000301748514,1.294893384197853,0.047286637400353375,9575,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/2091/1,True,True,unknown,contact_before_or_during_low_speed,vehicle.audi.tt;vehicle.audi.tt,9575;12425,1;2,COLLISION_VEHICLE;COLLISION_VEHICLE;STOP_INFRACTION,9575;12425;9560,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/2091/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/2091/1/control.jsonl,0,0,9611;13213,13181;13382,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,25378,1,YieldToEmergencyVehicle_1,finished,Completed,100,True,False,70.0,0.7,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,286,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08811243891774335,0.08811243891774335,,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25378/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25378/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25378/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,25381,1,HazardAtSideLane_1,finished,Completed,100,True,True,100.0,1.0,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,390,0,0.0,0,2,0,0,0,0,0,0,0,0,0.07908262192160696,0.07908262192160696,,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25381/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25381/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25381/1/control.jsonl,2,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,25424,1,ConstructionObstacleTwoWays_1,finished,Failed - TickRuntime,47.26,False,False,30.719,0.65,0,0,1,0,0,0,0,not_applicable,unknown,unknown,ok,4000,0,0.0,0,684,0,0,0,0,1,190.8500028438866,0,0,0.04202837188577477,0.046871213947630684,5278,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25424/1,True,True,unknown,contact_before_or_during_low_speed,static.prop.trafficwarning,5278,1,COLLISION_STATIC,5278,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25424/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/25424/1/control.jsonl,0,0,5301,9118,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,26405,1,StaticCutIn_1,finished,Completed,100,True,True,100.0,1.0,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,383,0,0.0,0,0,0,0,0,0,0,0,0,0,0.05622278776307862,0.05622278776307862,,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/26405/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/26405/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/26405/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,27494,1,BlockedIntersection_1,finished,Completed,100,True,False,60.0,0.6,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,474,0,0.0,0,17,0,0,0,0,1,8.75000013038516,0,0,0.4496389663158912,0.2699098786323864,13688,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/27494/1,False,True,unknown,contact_before_or_during_low_speed,vehicle.dodge.charger_2020,13688,1,COLLISION_VEHICLE,13688,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/27494/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/27494/1/control.jsonl,0,0,13695,13870,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,28198,1,SignalizedJunctionLeftTurnEnterFlow_1,finished,Completed,100,True,False,70.0,0.7,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,255,0,0.0,0,0,0,0,0,0,0,0,0,0,0.20601293872407614,0.20601293872407614,,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/28198/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/28198/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/28198/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,3255,1,ParkingCrossingPedestrian_1,finished,Completed,100,True,False,18.0,0.18,2,1,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,694,0,0.0,0,33,0,0,0,0,1,15.400000229477882,0,0,0.10172728966422208,0.07150911288852585,2898,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/3255/1,False,True,unknown,contact_before_or_during_low_speed,walker.pedestrian.0013;vehicle.dodge.charger_2020;vehicle.dodge.charger_2020,2898;3009;3349,1;2;3,COLLISION_PEDESTRIAN;COLLISION_VEHICLE;COLLISION_VEHICLE,2898;3009;3349,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/3255/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/3255/1/control.jsonl,0,0,3044,3352,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
pursuit-seed1,pursuit,1,3514,1,ParkingExit_1,finished,Completed,100,True,False,60.0,0.6,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,718,0,0.0,0,6,0,0,0,0,1,16.20000024139881,1,8.450000125914812,1.4585730486190385,3.0860559175396953,1981,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/3514/1,False,True,unknown,contact_before_or_during_low_speed,vehicle.lincoln.mkz_2020,1981,1,COLLISION_VEHICLE,1981,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/3514/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/pursuit-seed1/attempts/3514/1/control.jsonl,0,0,1984,2308,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,17569,1,SequentialLaneChange_1,finished,Completed,100,True,False,60.0,0.6,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,334,0,0.0,0,0,0,0,0,0,0,0,0,0,0.5911721844632665,0.6173454053569731,1511,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/17569/1,False,False,not_applicable,contact_recorded,vehicle.mercedes.coupe_2020,1511,1,COLLISION_VEHICLE,1511,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/17569/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/17569/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,2091,1,,server_died_rc139,,,,,,,0,0,0,0,0,0,0,not_applicable,unknown,not_applicable,missing,0,0,,0,0,0,,0,0,0,0,0,0,,,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/2091/1,False,False,unknown,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/2091/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/2091/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,2091,2,NonSignalizedJunctionLeftTurn_1,finished,Completed,100,True,False,48.0,0.48,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,288,0,0.0,0,0,0,0,0,0,0,0,0,0,0.6315270519538191,0.12476611694103396,366,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/2091/2,False,False,not_applicable,contact_recorded,vehicle.audi.tt,366,1,COLLISION_VEHICLE;STOP_INFRACTION,366;350,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/2091/2/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/2091/2/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,25378,1,YieldToEmergencyVehicle_1,finished,Completed,100,True,False,70.0,0.7,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,288,0,0.0,0,0,0,0,0,0,0,0,0,0,0.11152846845862689,0.11152846845862689,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25378/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25378/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25378/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,25381,1,HazardAtSideLane_1,finished,Completed,100,True,True,100.0,1.0,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,393,0,0.0,0,2,0,0,0,0,0,0,0,0,0.108678565431823,0.108678565431823,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25381/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25381/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25381/1/control.jsonl,2,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,25424,1,ConstructionObstacleTwoWays_1,finished,Failed - TickRuntime,47.26,False,False,30.719,0.65,0,0,1,0,0,0,0,not_applicable,unknown,unknown,ok,4000,0,0.0,0,673,0,0,0,0,1,191.0000028461218,0,0,0.09153840051542057,0.08419477920461851,19823,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25424/1,True,True,unknown,contact_before_or_during_low_speed,static.prop.trafficwarning,19823,1,COLLISION_STATIC,19823,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25424/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/25424/1/control.jsonl,0,0,19845,23665,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,26405,1,StaticCutIn_1,finished,Completed,100,True,True,100.0,1.0,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,386,0,0.0,0,0,0,0,0,0,0,0,0,0,0.09475776957374768,0.09475776957374768,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/26405/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/26405/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/26405/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,27494,1,BlockedIntersection_1,finished,Completed,100,True,False,55.643354,0.556434,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,473,0,0.0,0,12,0,0,0,0,1,8.75000013038516,1,5.200000077486038,2.2527538928120032,1.184138371410319,788,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/27494/1,False,True,unknown,contact_before_or_during_low_speed,vehicle.dodge.charger_2020,788,2,COLLISION_VEHICLE,788,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/27494/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/27494/1/control.jsonl,0,0,793,968,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,28198,1,SignalizedJunctionLeftTurnEnterFlow_1,finished,Completed,100,True,False,70.0,0.7,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,259,0,0.0,0,0,0,0,0,0,0,0,0,0,0.7108094323823879,0.7108094323823879,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/28198/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/28198/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/28198/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,3255,1,ParkingCrossingPedestrian_1,finished,Completed,100,True,False,18.0,0.18,2,1,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,694,0,0.0,0,31,0,0,0,0,1,15.850000236183405,0,0,0.10775086474170462,0.09525965902055779,17488,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/3255/1,False,True,unknown,contact_before_or_during_low_speed,walker.pedestrian.0013;vehicle.dodge.charger_2020;vehicle.dodge.charger_2020,17488;17601;17978,1;2;3,COLLISION_PEDESTRIAN;COLLISION_VEHICLE;COLLISION_VEHICLE,17488;17601;17978,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/3255/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/3255/1/control.jsonl,0,0,17619,17936,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed0,tcp,0,3514,1,ParkingExit_1,finished,Failed - TickRuntime,4.6,False,False,2.76,0.6,1,0,0,0,0,0,0,not_applicable,unknown,unknown,ok,4000,0,0.0,0,190,0,0,0,0,1,197.85000294819474,3,7.750000115483999,1.1731730709579558,3.098929856935761,13283,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/3514/1,True,True,unknown,contact_before_or_during_low_speed,vehicle.nissan.patrol_2021,13283,1,COLLISION_VEHICLE,13283,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/3514/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed0/attempts/3514/1/control.jsonl,0,0,13285,17242,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,17569,1,SequentialLaneChange_1,finished,Completed,100,True,False,60.0,0.6,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,334,0,0.0,0,0,0,0,0,0,0,0,0,0,0.5911721844632665,0.6173454053569731,1245,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/17569/1,False,False,not_applicable,contact_recorded,vehicle.mercedes.coupe_2020,1245,1,COLLISION_VEHICLE,1245,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/17569/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/17569/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,2091,1,NonSignalizedJunctionLeftTurn_1,finished,Completed,100,True,False,48.0,0.48,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,288,0,0.0,0,0,0,0,0,0,0,0,0,0,0.6315270519538191,0.12476611694103396,23488,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/2091/1,False,False,not_applicable,contact_recorded,vehicle.audi.tt,23488,1,COLLISION_VEHICLE;STOP_INFRACTION,23488;23472,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/2091/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/2091/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,25378,1,YieldToEmergencyVehicle_1,finished,Completed,100,True,False,70.0,0.7,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,288,0,0.0,0,0,0,0,0,0,0,0,0,0,0.11152846845862689,0.11152846845862689,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25378/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25378/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25378/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,25381,1,HazardAtSideLane_1,finished,Completed,100,True,True,100.0,1.0,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,393,0,0.0,0,2,0,0,0,0,0,0,0,0,0.108678565431823,0.108678565431823,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25381/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25381/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25381/1/control.jsonl,2,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,25424,1,ConstructionObstacleTwoWays_1,finished,Failed - TickRuntime,47.26,False,False,30.719,0.65,0,0,1,0,0,0,0,not_applicable,unknown,unknown,ok,4000,0,0.0,0,673,0,0,0,0,1,191.0000028461218,0,0,0.09153840051542057,0.08419477920461851,19186,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25424/1,True,True,unknown,contact_before_or_during_low_speed,static.prop.trafficwarning,19186,1,COLLISION_STATIC,19186,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25424/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/25424/1/control.jsonl,0,0,19208,23028,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,26405,1,StaticCutIn_1,finished,Completed,100,True,True,100.0,1.0,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,386,0,0.0,0,0,0,0,0,0,0,0,0,0,0.09475776957374768,0.09475776957374768,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/26405/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/26405/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/26405/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,27494,1,,server_died_rc139,,,,,,,0,0,0,0,0,0,0,not_applicable,unknown,not_applicable,missing,0,0,,0,0,0,,0,0,0,0,0,0,,,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/27494/1,False,False,unknown,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/27494/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/27494/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,27494,2,BlockedIntersection_1,finished,Completed,100,True,False,55.643354,0.556434,1,0,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,473,0,0.0,0,12,0,0,0,0,1,8.75000013038516,1,5.200000077486038,2.2527538928120032,1.184138371410319,483,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/27494/2,False,True,unknown,contact_before_or_during_low_speed,vehicle.dodge.charger_2020,483,2,COLLISION_VEHICLE,483,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/27494/2/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/27494/2/control.jsonl,0,0,488,663,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,28198,1,SignalizedJunctionLeftTurnEnterFlow_1,finished,Completed,100,True,False,70.0,0.7,0,0,0,0,0,0,0,not_applicable,not_applicable,not_applicable,ok,259,0,0.0,0,0,0,0,0,0,0,0,0,0,0.7108094323823879,0.7108094323823879,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/28198/1,False,False,not_applicable,no_contact_recorded,,,,,,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/28198/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/28198/1/control.jsonl,0,0,,,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,3255,1,ParkingCrossingPedestrian_1,finished,Completed,100,True,False,18.0,0.18,2,1,0,0,0,0,0,not_applicable,not_applicable,unknown,ok,695,0,0.0,0,31,0,0,0,0,1,15.850000236183405,0,0,0.10769643490709306,0.09525965902055779,16794,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/3255/1,False,True,unknown,contact_before_or_during_low_speed,walker.pedestrian.0013;vehicle.dodge.charger_2020;vehicle.dodge.charger_2020,16794;16907;17282,1;2;3,COLLISION_PEDESTRIAN;COLLISION_VEHICLE;COLLISION_VEHICLE,16794;16907;17282,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/3255/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/3255/1/control.jsonl,0,0,16925,17242,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
tcp-seed1,tcp,1,3514,1,ParkingExit_1,finished,Failed - TickRuntime,4.6,False,False,2.76,0.6,1,0,0,0,0,0,0,not_applicable,unknown,unknown,ok,4000,0,0.0,0,190,0,0,0,0,1,197.85000294819474,3,7.750000115483999,1.1731730709579558,3.098929856935761,12589,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/3514/1,True,True,unknown,contact_before_or_during_low_speed,vehicle.nissan.patrol_2021,12589,1,COLLISION_VEHICLE,12589,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/3514/1/criterion_events.json,/data/runs/b2d/controller/formal-v4/tcp-seed1/attempts/3514/1/control.jsonl,0,0,12591,16548,ego-only telemetry; counterpart motion/contact impulse unavailable; association is not fault assignment
