set,examinee,L_s,window,scope,tau_model,null_ff,null_ff_oos,false_flip_nonreactive,n,unit,routes,flip,lo,hi,sign_agree,abs_over_tau_median
pdm,ridge_late L18_last,0.3,(b) per pair,pedestrian,0.4627066851,0.3595505617977528,0.34924242424242424,0.0,63,pair,22,0.0,0.0,0.0,0.5436893203883495,0.03226204589009285
pdm,ridge_late L18_last,0.3,(b) per pair,cut-in,0.4627066851,0.3595505617977528,0.34924242424242424,0.0,77,pair,26,0.0,0.0,0.0,0.5126582278481012,0.0790649950504303
pdm,ridge_late L18_mean,0.3,per frame,pooled,0.39712166790000003,0.05033205173016428,0.05689146180591313,0.00016578249336870026,783,frame,48,0.006385696040868455,0.0,0.020081668957710026,0.5823754789272031,0.03421849384903908
pdm,ridge_late L18_mean,0.3,per frame,pedestrian,0.39712166790000003,0.05033205173016428,0.05689146180591313,0.0,309,frame,22,0.0,0.0,0.0,0.6601941747572816,0.01976526901125908
pdm,ridge_late L18_mean,0.3,per frame,cut-in,0.39712166790000003,0.05033205173016428,0.05689146180591313,0.0017730496453900709,474,frame,26,0.010548523206751054,0.0,0.033637980949295945,0.5316455696202531,0.04380394518375397
pdm,ridge_late L18_mean,0.3,(a) gated,pooled,0.39712166790000003,0.04661487236403995,0.05983799413986268,0.00017140898183064793,664,frame,47,0.007530120481927711,0.0,0.023848326126801208,0.5918674698795181,0.03744726628065109
pdm,ridge_late L18_mean,0.3,(a) gated,pedestrian,0.39712166790000003,0.04661487236403995,0.05983799413986268,0.0,238,frame,21,0.0,0.0,0.0,0.6932773109243697,0.021464306861162186
pdm,ridge_late L18_mean,0.3,(a) gated,cut-in,0.39712166790000003,0.04661487236403995,0.05983799413986268,0.002008032128514056,426,frame,26,0.011737089201877934,0.0,0.03816793893129771,0.5352112676056338,0.04509473592042923
pdm,ridge_late L18_mean,0.3,(b) per pair,pooled,0.39712166790000003,0.30337078651685395,0.25681818181818183,0.00016578249336870026,140,pair,48,0.014285714285714285,0.0,0.043478260869565216,0.5823754789272031,0.03421849384903908
pdm,ridge_late L18_mean,0.3,(b) per pair,pedestrian,0.39712166790000003,0.30337078651685395,0.25681818181818183,0.0,63,pair,22,0.0,0.0,0.0,0.6601941747572816,0.01976526901125908
pdm,ridge_late L18_mean,0.3,(b) per pair,cut-in,0.39712166790000003,0.30337078651685395,0.25681818181818183,0.0017730496453900709,77,pair,26,0.025974025974025976,0.0,0.07894736842105263,0.5316455696202531,0.04380394518375397
pdm,ridge_late op-cinque temporal,0.1,per frame,pooled,1.3154439926000001,0.05033205173016428,0.04931247210902368,0.00016578249336870026,783,frame,48,0.005108556832694764,0.0,0.011782044781987864,0.5772669220945083,0.07713925838470459
pdm,ridge_late op-cinque temporal,0.1,per frame,pedestrian,1.3154439926000001,0.05033205173016428,0.04931247210902368,0.0,309,frame,22,0.006472491909385114,0.0,0.022222222222222223,0.5792880258899676,0.04827443137764931
pdm,ridge_late op-cinque temporal,0.1,per frame,cut-in,1.3154439926000001,0.05033205173016428,0.04931247210902368,0.0017730496453900709,474,frame,26,0.004219409282700422,0.0,0.010615711252653927,0.5759493670886076,0.09158562868833542
pdm,ridge_late op-cinque temporal,0.1,(a) gated,pooled,1.3154439926000001,0.04784172661870503,0.04936943957399831,0.0001686056314280897,725,frame,48,0.005517241379310344,0.0,0.012739984438332363,0.5737931034482758,0.08051369339227676
pdm,ridge_late op-cinque temporal,0.1,(a) gated,pedestrian,1.3154439926000001,0.04784172661870503,0.04936943957399831,0.0,275,frame,22,0.007272727272727273,0.0,0.02531846493871809,0.5672727272727273,0.04856043681502342
pdm,ridge_late op-cinque temporal,0.1,(a) gated,cut-in,1.3154439926000001,0.04784172661870503,0.04936943957399831,0.0018832391713747645,450,frame,26,0.0044444444444444444,0.0,0.01113647888164174,0.5777777777777777,0.09377525746822357
pdm,ridge_late op-cinque temporal,0.1,(b) per pair,pooled,1.3154439926000001,0.550561797752809,0.5174242424242425,0.00016578249336870026,140,pair,48,0.02857142857142857,0.0,0.06521739130434782,0.5772669220945083,0.07713925838470459
pdm,ridge_late op-cinque temporal,0.1,(b) per pair,pedestrian,1.3154439926000001,0.550561797752809,0.5174242424242425,0.0,63,pair,22,0.031746031746031744,0.0,0.1016949152542373,0.5792880258899676,0.04827443137764931
pdm,ridge_late op-cinque temporal,0.1,(b) per pair,cut-in,1.3154439926000001,0.550561797752809,0.5174242424242425,0.0017730496453900709,77,pair,26,0.025974025974025976,0.0,0.06493506493506493,0.5759493670886076,0.09158562868833542
pdm,ridge_late op-cinque vision,0.1,per frame,pooled,1.2274227142,0.05033205173016428,0.05182695089716995,0.0,783,frame,48,0.001277139208173691,0.0,0.004000133511348464,0.6360153256704981,0.07441692054271698
pdm,ridge_late op-cinque vision,0.1,per frame,pedestrian,1.2274227142,0.05033205173016428,0.05182695089716995,0.0,309,frame,22,0.0,0.0,0.0,0.5533980582524272,0.0462578646838665
pdm,ridge_late op-cinque vision,0.1,per frame,cut-in,1.2274227142,0.05033205173016428,0.05182695089716995,0.0,474,frame,26,0.002109704641350211,0.0,0.006411987041036707,0.689873417721519,0.10026952624320984
pdm,ridge_late op-cinque vision,0.1,(a) gated,pooled,1.2274227142,0.04748201438848921,0.050490291577375154,0.0,725,frame,48,0.001379310344827586,0.0,0.004316546762589928,0.6386206896551724,0.07644326984882355
pdm,ridge_late op-cinque vision,0.1,(a) gated,pedestrian,1.2274227142,0.04748201438848921,0.050490291577375154,0.0,275,frame,22,0.0,0.0,0.0,0.5418181818181819,0.04620270058512688
pdm,ridge_late op-cinque vision,0.1,(a) gated,cut-in,1.2274227142,0.04748201438848921,0.050490291577375154,0.0,450,frame,26,0.0022222222222222222,0.0,0.0068034958858258525,0.6977777777777778,0.10473771393299103
pdm,ridge_late op-cinque vision,0.1,(b) per pair,pooled,1.2274227142,0.5056179775280899,0.5164141414141414,0.0,140,pair,48,0.007142857142857143,0.0,0.021897810218978103,0.6360153256704981,0.07441692054271698
pdm,ridge_late op-cinque vision,0.1,(b) per pair,pedestrian,1.2274227142,0.5056179775280899,0.5164141414141414,0.0,63,pair,22,0.0,0.0,0.0,0.5533980582524272,0.0462578646838665
pdm,ridge_late op-cinque vision,0.1,(b) per pair,cut-in,1.2274227142,0.5056179775280899,0.5164141414141414,0.0,77,pair,26,0.012987012987012988,0.0,0.039473684210526314,0.689873417721519,0.10026952624320984
pdm,ridge_late op-lebowski temporal,0.1,per frame,pooled,1.3996896744,0.05033205173016428,0.05116394254581476,0.0004973474801061008,783,frame,48,0.02554278416347382,0.0014595895482915476,0.06007513941665231,0.5530012771392082,0.09106883406639099
pdm,ridge_late op-lebowski temporal,0.1,per frame,pedestrian,1.3996896744,0.05033205173016428,0.05116394254581476,0.0,309,frame,22,0.003236245954692557,0.0,0.00967741935483871,0.5469255663430421,0.04872652888298035
pdm,ridge_late op-lebowski temporal,0.1,per frame,cut-in,1.3996896744,0.05033205173016428,0.05116394254581476,0.005319148936170213,474,frame,26,0.04008438818565401,0.0021095936042638238,0.09899859522376074,0.5569620253164557,0.1332496702671051
pdm,ridge_late op-lebowski temporal,0.1,(a) gated,pooled,1.3996896744,0.04784172661870503,0.05055003571660498,0.0005058168942842691,725,frame,48,0.027586206896551724,0.001612709056076218,0.06506364922206506,0.5503448275862068,0.09778691828250885
pdm,ridge_late op-lebowski temporal,0.1,(a) gated,pedestrian,1.3996896744,0.04784172661870503,0.05055003571660498,0.0,275,frame,22,0.0036363636363636364,0.0,0.010753655140403802,0.5381818181818182,0.04940991848707199
pdm,ridge_late op-lebowski temporal,0.1,(a) gated,cut-in,1.3996896744,0.04784172661870503,0.05055003571660498,0.005649717514124294,450,frame,26,0.042222222222222223,0.002231771658219829,0.10330437580437575,0.5577777777777778,0.1401953101158142
pdm,ridge_late op-lebowski temporal,0.1,(b) per pair,pooled,1.3996896744,0.5056179775280899,0.5156565656565657,0.0004973474801061008,140,pair,48,0.05,0.0071929599177800625,0.1056338028169014,0.5530012771392082,0.09106883406639099
pdm,ridge_late op-lebowski temporal,0.1,(b) per pair,pedestrian,1.3996896744,0.5056179775280899,0.5156565656565657,0.0,63,pair,22,0.015873015873015872,0.0,0.04840692755155991,0.5469255663430421,0.04872652888298035
pdm,ridge_late op-lebowski temporal,0.1,(b) per pair,cut-in,1.3996896744,0.5056179775280899,0.5156565656565657,0.005319148936170213,77,pair,26,0.07792207792207792,0.01282051282051282,0.1794871794871795,0.5569620253164557,0.1332496702671051
pdm,ridge_late op-lebowski vision,0.1,per frame,pooled,1.2282640934,0.05033205173016428,0.05083832305964623,0.0,783,frame,48,0.006385696040868455,0.001201923076923077,0.012987396763992508,0.5312899106002554,0.097821444272995
pdm,ridge_late op-lebowski vision,0.1,per frame,pedestrian,1.2282640934,0.05033205173016428,0.05083832305964623,0.0,309,frame,22,0.0,0.0,0.0,0.5307443365695793,0.061297282576560974
pdm,ridge_late op-lebowski vision,0.1,per frame,cut-in,1.2282640934,0.05033205173016428,0.05083832305964623,0.0,474,frame,26,0.010548523206751054,0.002079002079002079,0.02123152497356319,0.5316455696202531,0.14028537273406982
pdm,ridge_late op-lebowski vision,0.1,(a) gated,pooled,1.2282640934,0.046402877697841724,0.0510643548282356,0.0,725,frame,48,0.006896551724137931,0.0012986171859228853,0.013889371812702824,0.5337931034482759,0.10758945345878601
pdm,ridge_late op-lebowski vision,0.1,(a) gated,pedestrian,1.2282640934,0.046402877697841724,0.0510643548282356,0.0,275,frame,22,0.0,0.0,0.0,0.5454545454545454,0.06501682102680206
pdm,ridge_late op-lebowski vision,0.1,(a) gated,cut-in,1.2282640934,0.046402877697841724,0.0510643548282356,0.0,450,frame,26,0.011111111111111112,0.002188183807439825,0.022279998522240267,0.5266666666666666,0.1453244686126709
pdm,ridge_late op-lebowski vision,0.1,(b) per pair,pooled,1.2282640934,0.5056179775280899,0.5050505050505051,0.0,140,pair,48,0.03571428571428571,0.007042253521126761,0.07354302832244002,0.5312899106002554,0.097821444272995
pdm,ridge_late op-lebowski vision,0.1,(b) per pair,pedestrian,1.2282640934,0.5056179775280899,0.5050505050505051,0.0,63,pair,22,0.0,0.0,0.0,0.5307443365695793,0.061297282576560974
pdm,ridge_late op-lebowski vision,0.1,(b) per pair,cut-in,1.2282640934,0.5056179775280899,0.5050505050505051,0.0,77,pair,26,0.06493506493506493,0.01282051282051282,0.12987012987012986,0.5316455696202531,0.14028537273406982
pdm,ridge_late op-lebowski hidden,0.1,per frame,pooled,1.1032174826,0.05033205173016428,0.04955962906840461,0.0,783,frame,48,0.017879948914431672,0.003682864900048671,0.03708558605761516,0.5070242656449553,0.10040219873189926
pdm,ridge_late op-lebowski hidden,0.1,per frame,pedestrian,1.1032174826,0.05033205173016428,0.04955962906840461,0.0,309,frame,22,0.0,0.0,0.0,0.5469255663430421,0.05102405324578285
pdm,ridge_late op-lebowski hidden,0.1,per frame,cut-in,1.1032174826,0.05033205173016428,0.04955962906840461,0.0,474,frame,26,0.029535864978902954,0.005881492948056416,0.06000103519668736,0.4810126582278481,0.14718160033226013
pdm,ridge_late op-lebowski hidden,0.1,(a) gated,pooled,1.1032174826,0.04820143884892086,0.04745373076173778,0.0,725,frame,48,0.019310344827586208,0.004000992383203147,0.03983653468264884,0.4979310344827586,0.10731519013643265
pdm,ridge_late op-lebowski hidden,0.1,(a) gated,pedestrian,1.1032174826,0.04820143884892086,0.04745373076173778,0.0,275,frame,22,0.0,0.0,0.0,0.5345454545454545,0.053439319133758545
pdm,ridge_late op-lebowski hidden,0.1,(a) gated,cut-in,1.1032174826,0.04820143884892086,0.04745373076173778,0.0,450,frame,26,0.03111111111111111,0.0062083396455082564,0.06312110734566763,0.47555555555555556,0.1561262607574463
pdm,ridge_late op-lebowski hidden,0.1,(b) per pair,pooled,1.1032174826,0.5617977528089888,0.5611111111111111,0.0,140,pair,48,0.07857142857142857,0.02112676056338028,0.15942028985507245,0.5070242656449553,0.10040219873189926
pdm,ridge_late op-lebowski hidden,0.1,(b) per pair,pedestrian,1.1032174826,0.5617977528089888,0.5611111111111111,0.0,63,pair,22,0.0,0.0,0.0,0.5469255663430421,0.05102405324578285
pdm,ridge_late op-lebowski hidden,0.1,(b) per pair,cut-in,1.1032174826,0.5617977528089888,0.5611111111111111,0.0,77,pair,26,0.14285714285714285,0.038461538461538464,0.28205128205128205,0.4810126582278481,0.14718160033226013
pdm,prior [cinque],0.1,per frame,pooled,1.3154478073120115,0.05033205173016428,0.04931247210902368,0.00016578249336870026,783,frame,48,0.005108556832694764,0.0,0.011782044781987864,0.5772669220945083,0.07714447379112244
pdm,prior [cinque],0.1,per frame,pedestrian,1.3154478073120115,0.05033205173016428,0.04931247210902368,0.0,309,frame,22,0.006472491909385114,0.0,0.022222222222222223,0.5792880258899676,0.04827157407999039
pdm,prior [cinque],0.1,per frame,cut-in,1.3154478073120115,0.05033205173016428,0.04931247210902368,0.0017730496453900709,474,frame,26,0.004219409282700422,0.0,0.010615711252653927,0.5759493670886076,0.09158282727003098
pdm,prior [cinque],0.1,(a) gated,pooled,1.3154478073120115,0.04784172661870503,0.04936943957399831,0.0001686056314280897,725,frame,48,0.005517241379310344,0.0,0.012739984438332363,0.5737931034482758,0.08050476014614105
pdm,prior [cinque],0.1,(a) gated,pedestrian,1.3154478073120115,0.04784172661870503,0.04936943957399831,0.0,275,frame,22,0.007272727272727273,0.0,0.02531846493871809,0.5672727272727273,0.04856319725513458
pdm,prior [cinque],0.1,(a) gated,cut-in,1.3154478073120115,0.04784172661870503,0.04936943957399831,0.0018832391713747645,450,frame,26,0.0044444444444444444,0.0,0.01113647888164174,0.5777777777777777,0.09377516806125641
pdm,prior [cinque],0.1,(b) per pair,pooled,1.3154478073120115,0.550561797752809,0.5174242424242425,0.00016578249336870026,140,pair,48,0.02857142857142857,0.0,0.06521739130434782,0.5772669220945083,0.07714447379112244
pdm,prior [cinque],0.1,(b) per pair,pedestrian,1.3154478073120115,0.550561797752809,0.5174242424242425,0.0,63,pair,22,0.031746031746031744,0.0,0.1016949152542373,0.5792880258899676,0.04827157407999039
pdm,prior [cinque],0.1,(b) per pair,cut-in,1.3154478073120115,0.550561797752809,0.5174242424242425,0.0017730496453900709,77,pair,26,0.025974025974025976,0.0,0.06493506493506493,0.5759493670886076,0.09158282727003098
pdm,M-C pair [cinque],0.3,per frame,pooled,1.3463215827941897,0.05033205173016428,0.050176785880668304,0.0004973474801061008,783,frame,48,0.0140485312899106,0.0047561013497674125,0.025333802816901407,0.6768837803320562,0.10402696579694748
pdm,M-C pair [cinque],0.3,per frame,pedestrian,1.3463215827941897,0.05033205173016428,0.050176785880668304,0.000182882223847842,309,frame,22,0.009708737864077669,0.0,0.02702964592499475,0.6343042071197411,0.08197514712810516
pdm,M-C pair [cinque],0.3,per frame,cut-in,1.3463215827941897,0.05033205173016428,0.050176785880668304,0.0035460992907801418,474,frame,26,0.016877637130801686,0.004236841164270901,0.03289654424522844,0.7046413502109705,0.12225118279457092
pdm,M-C pair [cinque],0.3,(a) gated,pooled,1.3463215827941897,0.0440251572327044,0.05053626303550715,0.0005142269454919438,664,frame,47,0.015060240963855422,0.004490850138288445,0.028071546052631572,0.7063253012048193,0.1146126314997673
pdm,M-C pair [cinque],0.3,(a) gated,pedestrian,1.3463215827941897,0.0440251572327044,0.05053626303550715,0.0001874062968515742,238,frame,21,0.008403361344537815,0.0,0.028849637681159404,0.6470588235294118,0.09493203461170197
pdm,M-C pair [cinque],0.3,(a) gated,cut-in,1.3463215827941897,0.0440251572327044,0.05053626303550715,0.004016064257028112,426,frame,26,0.018779342723004695,0.004960068900720326,0.0362131424365321,0.7394366197183099,0.13084247708320618
pdm,M-C pair [cinque],0.3,(b) per pair,pooled,1.3463215827941897,0.5617977528089888,0.5611111111111111,0.0004973474801061008,140,pair,48,0.06428571428571428,0.021424772036474166,0.11428571428571428,0.6768837803320562,0.10402696579694748
pdm,M-C pair [cinque],0.3,(b) per pair,pedestrian,1.3463215827941897,0.5617977528089888,0.5611111111111111,0.000182882223847842,63,pair,22,0.047619047619047616,0.0,0.13114754098360656,0.6343042071197411,0.08197514712810516
pdm,M-C pair [cinque],0.3,(b) per pair,cut-in,1.3463215827941897,0.5617977528089888,0.5611111111111111,0.0035460992907801418,77,pair,26,0.07792207792207792,0.02564102564102564,0.14285714285714285,0.7046413502109705,0.12225118279457092
pdm,M-C pair (mu=0) [cinque],0.3,per frame,pooled,1.7265070676803589,0.05033205173016428,0.0503839759904668,0.0004973474801061008,783,frame,48,0.04086845466155811,0.011935156926160434,0.07770327881559563,0.7151979565772669,0.13402977585792542
pdm,M-C pair (mu=0) [cinque],0.3,per frame,pedestrian,1.7265070676803589,0.05033205173016428,0.0503839759904668,0.000182882223847842,309,frame,22,0.006472491909385114,0.0,0.017292817403138,0.6537216828478964,0.0980609580874443
pdm,M-C pair (mu=0) [cinque],0.3,per frame,cut-in,1.7265070676803589,0.05033205173016428,0.0503839759904668,0.0035460992907801418,474,frame,26,0.06329113924050633,0.01639269746646796,0.12000218340611352,0.7552742616033755,0.17210519313812256
pdm,M-C pair (mu=0) [cinque],0.3,(a) gated,pooled,1.7265070676803589,0.04661487236403995,0.050788864639623545,0.0005142269454919438,664,frame,47,0.046686746987951805,0.012280164070421236,0.09017834441175401,0.7515060240963856,0.15266335010528564
pdm,M-C pair (mu=0) [cinque],0.3,(a) gated,pedestrian,1.7265070676803589,0.04661487236403995,0.050788864639623545,0.0001874062968515742,238,frame,21,0.004201680672268907,0.0,0.014424818840579702,0.680672268907563,0.11099143326282501
pdm,M-C pair (mu=0) [cinque],0.3,(a) gated,cut-in,1.7265070676803589,0.04661487236403995,0.050788864639623545,0.004016064257028112,426,frame,26,0.07042253521126761,0.01853662413582034,0.13626395870126337,0.7910798122065728,0.18218031525611877
pdm,M-C pair (mu=0) [cinque],0.3,(b) per pair,pooled,1.7265070676803589,0.4943820224719101,0.49444444444444446,0.0004973474801061008,140,pair,48,0.09285714285714286,0.03571428571428571,0.16314969604863208,0.7151979565772669,0.13402977585792542
pdm,M-C pair (mu=0) [cinque],0.3,(b) per pair,pedestrian,1.7265070676803589,0.4943820224719101,0.49444444444444446,0.000182882223847842,63,pair,22,0.031746031746031744,0.0,0.08064516129032258,0.6537216828478964,0.0980609580874443
pdm,M-C pair (mu=0) [cinque],0.3,(b) per pair,cut-in,1.7265070676803589,0.4943820224719101,0.49444444444444446,0.0035460992907801418,77,pair,26,0.14285714285714285,0.03896103896103896,0.2631578947368421,0.7552742616033755,0.17210519313812256
pdm,M-C pair qwen [cinque],0.3,per frame,pooled,1.3699588775634766,0.05033205173016428,0.050012504965206775,0.0003315649867374005,783,frame,48,0.005108556832694764,0.0,0.011629417094533365,0.6194125159642401,0.09465954452753067
pdm,M-C pair qwen [cinque],0.3,per frame,pedestrian,1.3699588775634766,0.05033205173016428,0.050012504965206775,0.000182882223847842,309,frame,22,0.006472491909385114,0.0,0.022222222222222223,0.6181229773462783,0.08263661712408066
pdm,M-C pair qwen [cinque],0.3,per frame,cut-in,1.3699588775634766,0.05033205173016428,0.050012504965206775,0.0017730496453900709,474,frame,26,0.004219409282700422,0.0,0.01079913606911447,0.620253164556962,0.1106170117855072
pdm,M-C pair qwen [cinque],0.3,(a) gated,pooled,1.3699588775634766,0.04439511653718091,0.05047386851523031,0.00034281796366129587,664,frame,47,0.006024096385542169,0.0,0.014286282080399724,0.6506024096385542,0.10533910244703293
pdm,M-C pair qwen [cinque],0.3,(a) gated,pedestrian,1.3699588775634766,0.04439511653718091,0.05047386851523031,0.0001874062968515742,238,frame,21,0.008403361344537815,0.0,0.028849637681159404,0.6386554621848739,0.08908386528491974
pdm,M-C pair qwen [cinque],0.3,(a) gated,cut-in,1.3699588775634766,0.04439511653718091,0.05047386851523031,0.002008032128514056,426,frame,26,0.004694835680751174,0.0,0.012048192771084338,0.6572769953051644,0.11589387059211731
pdm,M-C pair qwen [cinque],0.3,(b) per pair,pooled,1.3699588775634766,0.5393258426966292,0.5388888888888889,0.0003315649867374005,140,pair,48,0.02857142857142857,0.0,0.06428571428571428,0.6194125159642401,0.09465954452753067
pdm,M-C pair qwen [cinque],0.3,(b) per pair,pedestrian,1.3699588775634766,0.5393258426966292,0.5388888888888889,0.000182882223847842,63,pair,22,0.031746031746031744,0.0,0.1016949152542373,0.6181229773462783,0.08263661712408066
pdm,M-C pair qwen [cinque],0.3,(b) per pair,cut-in,1.3699588775634766,0.5393258426966292,0.5388888888888889,0.0017730496453900709,77,pair,26,0.025974025974025976,0.0,0.06493506493506493,0.620253164556962,0.1106170117855072
pdm,M-C pair op [cinque],0.1,per frame,pooled,1.2889704704284668,0.05033205173016428,0.048445215992624524,0.0003315649867374005,783,frame,48,0.011494252873563218,0.0026417472015573943,0.021964179231621087,0.644955300127714,0.0839134231209755
pdm,M-C pair op [cinque],0.1,per frame,pedestrian,1.2889704704284668,0.05033205173016428,0.048445215992624524,0.0,309,frame,22,0.006472491909385114,0.0,0.022222222222222223,0.6181229773462783,0.05285393074154854
pdm,M-C pair op [cinque],0.1,per frame,cut-in,1.2889704704284668,0.05033205173016428,0.048445215992624524,0.0035460992907801418,474,frame,26,0.014767932489451477,0.002070179932125248,0.030239217226258254,0.6624472573839663,0.1020495593547821
pdm,M-C pair op [cinque],0.1,(a) gated,pooled,1.2889704704284668,0.04784172661870503,0.050799402558607695,0.0003372112628561794,725,frame,48,0.012413793103448275,0.0028776978417266188,0.023669670636197827,0.6496551724137931,0.08700387179851532
pdm,M-C pair op [cinque],0.1,(a) gated,pedestrian,1.2889704704284668,0.04784172661870503,0.050799402558607695,0.0,275,frame,22,0.007272727272727273,0.0,0.02531846493871809,0.610909090909091,0.05166643485426903
pdm,M-C pair op [cinque],0.1,(a) gated,cut-in,1.2889704704284668,0.04784172661870503,0.050799402558607695,0.003766478342749529,450,frame,26,0.015555555555555555,0.0021831687867856463,0.03171008869179599,0.6733333333333333,0.10643626749515533
pdm,M-C pair op [cinque],0.1,(b) per pair,pooled,1.2889704704284668,0.5168539325842697,0.5169191919191919,0.0003315649867374005,140,pair,48,0.05,0.014084507042253521,0.097235275689223,0.644955300127714,0.0839134231209755
pdm,M-C pair op [cinque],0.1,(b) per pair,pedestrian,1.2889704704284668,0.5168539325842697,0.5169191919191919,0.0,63,pair,22,0.031746031746031744,0.0,0.1016949152542373,0.6181229773462783,0.05285393074154854
pdm,M-C pair op [cinque],0.1,(b) per pair,cut-in,1.2889704704284668,0.5168539325842697,0.5169191919191919,0.0035460992907801418,77,pair,26,0.06493506493506493,0.01282051282051282,0.12987012987012986,0.6624472573839663,0.1020495593547821
pdm,M-C hard [cinque],0.3,per frame,pooled,2.033889055252075,0.05033205173016428,0.048732339801587886,0.0,783,frame,48,0.0038314176245210726,0.0,0.010376134889753566,0.5670498084291188,0.0850035548210144
pdm,M-C hard [cinque],0.3,per frame,pedestrian,2.033889055252075,0.05033205173016428,0.048732339801587886,0.0,309,frame,22,0.003236245954692557,0.0,0.011111111111111112,0.56957928802589,0.06518442928791046
pdm,M-C hard [cinque],0.3,per frame,cut-in,2.033889055252075,0.05033205173016428,0.048732339801587886,0.0,474,frame,26,0.004219409282700422,0.0,0.013923553136587361,0.5654008438818565,0.09827695041894913
pdm,M-C hard [cinque],0.3,(a) gated,pooled,2.033889055252075,0.04624491305956345,0.04949314759739867,0.0,664,frame,47,0.004518072289156626,0.0,0.011923586431783147,0.5873493975903614,0.0894470065832138
pdm,M-C hard [cinque],0.3,(a) gated,pedestrian,2.033889055252075,0.04624491305956345,0.04949314759739867,0.0,238,frame,21,0.004201680672268907,0.0,0.014424818840579702,0.592436974789916,0.06549952924251556
pdm,M-C hard [cinque],0.3,(a) gated,cut-in,2.033889055252075,0.04624491305956345,0.04949314759739867,0.0,426,frame,26,0.004694835680751174,0.0,0.015789473684210527,0.5845070422535211,0.10614988207817078
pdm,M-C hard [cinque],0.3,(b) per pair,pooled,2.033889055252075,0.47191011235955055,0.472979797979798,0.0,140,pair,48,0.02142857142857143,0.0,0.05714285714285714,0.5670498084291188,0.0850035548210144
pdm,M-C hard [cinque],0.3,(b) per pair,pedestrian,2.033889055252075,0.47191011235955055,0.472979797979798,0.0,63,pair,22,0.015873015873015872,0.0,0.05084745762711865,0.56957928802589,0.06518442928791046
pdm,M-C hard [cinque],0.3,(b) per pair,cut-in,2.033889055252075,0.47191011235955055,0.472979797979798,0.0,77,pair,26,0.025974025974025976,0.0,0.08,0.5654008438818565,0.09827695041894913
pdm,M-C uniform [cinque],0.3,per frame,pooled,1.4750871658325195,0.05033205173016428,0.0507154801661444,0.0,783,frame,48,0.005108556832694764,0.0,0.011782044781987864,0.5964240102171137,0.07377415150403976
pdm,M-C uniform [cinque],0.3,per frame,pedestrian,1.4750871658325195,0.05033205173016428,0.0507154801661444,0.0,309,frame,22,0.006472491909385114,0.0,0.022222222222222223,0.5922330097087378,0.053356703370809555
pdm,M-C uniform [cinque],0.3,per frame,cut-in,1.4750871658325195,0.05033205173016428,0.0507154801661444,0.0,474,frame,26,0.004219409282700422,0.0,0.010615711252653927,0.5991561181434599,0.08889561891555786
pdm,M-C uniform [cinque],0.3,(a) gated,pooled,1.4750871658325195,0.04624491305956345,0.050759179140989624,0.0,664,frame,47,0.006024096385542169,0.0,0.013953952559996284,0.6204819277108434,0.08067317306995392
pdm,M-C uniform [cinque],0.3,(a) gated,pedestrian,1.4750871658325195,0.04624491305956345,0.050759179140989624,0.0,238,frame,21,0.008403361344537815,0.0,0.028849637681159404,0.6092436974789915,0.05765606462955475
pdm,M-C uniform [cinque],0.3,(a) gated,cut-in,1.4750871658325195,0.04624491305956345,0.050759179140989624,0.0,426,frame,26,0.004694835680751174,0.0,0.011731761467382274,0.6267605633802817,0.09538022428750992
pdm,M-C uniform [cinque],0.3,(b) per pair,pooled,1.4750871658325195,0.5280898876404494,0.5401515151515152,0.0,140,pair,48,0.02857142857142857,0.0,0.06521739130434782,0.5964240102171137,0.07377415150403976
pdm,M-C uniform [cinque],0.3,(b) per pair,pedestrian,1.4750871658325195,0.5280898876404494,0.5401515151515152,0.0,63,pair,22,0.031746031746031744,0.0,0.1016949152542373,0.5922330097087378,0.053356703370809555
pdm,M-C uniform [cinque],0.3,(b) per pair,cut-in,1.4750871658325195,0.5280898876404494,0.5401515151515152,0.0,77,pair,26,0.025974025974025976,0.0,0.06493506493506493,0.5991561181434599,0.08889561891555786
pdm,prior [lebowski],0.1,per frame,pooled,1.3996986150741575,0.05033205173016428,0.05116394254581476,0.0004973474801061008,783,frame,48,0.02554278416347382,0.0014595895482915476,0.06007513941665231,0.5530012771392082,0.09107370674610138
pdm,prior [lebowski],0.1,per frame,pedestrian,1.3996986150741575,0.05033205173016428,0.05116394254581476,0.0,309,frame,22,0.003236245954692557,0.0,0.00967741935483871,0.5469255663430421,0.048726558685302734
pdm,prior [lebowski],0.1,per frame,cut-in,1.3996986150741575,0.05033205173016428,0.05116394254581476,0.005319148936170213,474,frame,26,0.04008438818565401,0.0021095936042638238,0.09899859522376074,0.5569620253164557,0.13324370980262756
pdm,prior [lebowski],0.1,(a) gated,pooled,1.3996986150741575,0.04784172661870503,0.05055003571660498,0.0005058168942842691,725,frame,48,0.027586206896551724,0.001612709056076218,0.06506364922206506,0.5503448275862068,0.09779106080532074
pdm,prior [lebowski],0.1,(a) gated,pedestrian,1.3996986150741575,0.04784172661870503,0.05055003571660498,0.0,275,frame,22,0.0036363636363636364,0.0,0.010753655140403802,0.5381818181818182,0.04940960556268692
pdm,prior [lebowski],0.1,(a) gated,cut-in,1.3996986150741575,0.04784172661870503,0.05055003571660498,0.005649717514124294,450,frame,26,0.042222222222222223,0.002231771658219829,0.10330437580437575,0.5577777777777778,0.14019441604614258
