direction,arm,lam,sel_ade,d
0,ridge ego,3.162277660168379e-06,1.8905083537101746,
0,A ridge_late pooled (qwen4b L18 image),0.31622776601683794,1.8201192319393158,2560.0
0,d'' ridge_late L18_last,0.31622776601683794,1.824477106332779,2560.0
0,d'' ridge_late L18_mean,0.31622776601683794,1.8025358021259308,2560.0
