arm,direction,ade_all,n_all,ade_pre_onset,n_pre_onset,ade_straight_yaw,n_straight_yaw,ade_turn_yaw,n_turn_yaw,rfs,n_rater,rfs_cluster,rfs_lo,rfs_hi,floored
ridge ego,0,1.9874437,19663,2.1803398,1458,1.8014327,11597,2.3984253,4356,7.054437348545423,478,7.038978441216668,6.845971435881209,7.268764981586788,0.26359832635983266
A ridge_late pooled (qwen4b L18 image),0,1.9059576,19663,2.1549902,1458,1.6882592,11597,2.336191,4356,6.843183786946535,478,6.849290685135119,6.6388165797644,7.04414445183984,0.2719665271966527
d'' ridge_late L18_last,0,1.9261553,19663,2.1161842,1458,1.7353531,11597,2.311875,4356,6.6665272235822615,478,6.653030563614524,6.461520354722026,6.877228733439108,0.3117154811715481
d'' ridge_late L18_mean,0,1.892487,19663,2.1003454,1458,1.6805087,11597,2.3173182,4356,6.637759535445447,478,6.563608364575328,6.413577476888942,6.845002482826139,0.3075313807531381
