examinee,scope,tau_model,n_reactive,routes_reactive,pairs_reactive,flip_rate,flip_lo,flip_hi,any_direction_rate,wrong_direction_rate,n_nonreactive,false_flip_nonreactive,false_flip_null_insample,false_flip_null_oos,n_null,flip_rate_family_equal
ridge_late op-cinque temporal,pooled,0.5268521547317493,1832,65,65,0.6997816593886463,0.6549730191491145,0.7446108974456036,0.7920305676855895,0.09224890829694324,1727,0.1800810654313839,0.050505050505050504,0.04419191919191919,792.0,0.6815223239580804
ridge_late op-cinque temporal,cutin,0.5268521547317493,216,27,27,0.6666666666666666,0.5774611587048062,0.75438995215311,0.8101851851851852,0.14351851851851852,398,0.13316582914572864,,,,
ridge_late op-cinque temporal,oncoming,0.5268521547317493,657,60,60,0.6073059360730594,0.54802879172851,0.6627132082924734,0.6864535768645358,0.0791476407914764,558,0.07347670250896057,,,,
ridge_late op-cinque temporal,static,0.5268521547317493,959,65,65,0.7705943691345151,0.7207428706814852,0.8184699958551277,0.8602711157455682,0.08967674661105318,771,0.2814526588845655,,,,
M-C pair [cinque],pooled,1.5183750152587887,1832,65,65,0.5873362445414847,0.5418437947543095,0.6312857001365395,0.6370087336244541,0.04967248908296943,1727,0.045744064852345105,0.050505050505050504,0.05808080808080808,792.0,0.5466076849105214
M-C pair [cinque],cutin,1.5183750152587887,216,27,27,0.46296296296296297,0.35896017699115046,0.5610859728506787,0.5370370370370371,0.07407407407407407,398,0.07537688442211055,,,,
M-C pair [cinque],oncoming,1.5183750152587887,657,60,60,0.5053272450532724,0.4492930675310845,0.5628857047767113,0.54337899543379,0.0380517503805175,558,0.008960573476702509,,,,
M-C pair [cinque],static,1.5183750152587887,959,65,65,0.6715328467153284,0.6218205245016246,0.718567332815865,0.7236704900938478,0.05213764337851929,771,0.057068741893644616,,,,
M-C pair (mu=0) [cinque],pooled,2.548545479774474,1832,65,65,0.44541484716157204,0.39919875348576767,0.4905412488411946,0.486353711790393,0.04093886462882096,1727,0.03647944412275622,0.050505050505050504,0.05303030303030303,792.0,0.40543628617737876
M-C pair (mu=0) [cinque],cutin,2.548545479774474,216,27,27,0.3101851851851852,0.21075643143733774,0.4136525974025973,0.37037037037037035,0.06018518518518518,398,0.09798994974874371,,,,
M-C pair (mu=0) [cinque],oncoming,2.548545479774474,657,60,60,0.3972602739726027,0.3390048203452453,0.4559796321735961,0.4246575342465753,0.0273972602739726,558,0.005376344086021506,,,,
M-C pair (mu=0) [cinque],static,2.548545479774474,959,65,65,0.5088633993743483,0.46113787871450934,0.5550920884075193,0.5547445255474452,0.045881126173096975,771,0.027237354085603113,,,,
M-C pair qwen [cinque],pooled,1.2283167362213134,1832,65,65,0.5960698689956332,0.5559748536376832,0.6367145849256276,0.6495633187772926,0.05349344978165939,1727,0.056745801968731906,0.050505050505050504,0.05050505050505051,792.0,0.540609541338635
M-C pair qwen [cinque],cutin,1.2283167362213134,216,27,27,0.4212962962962963,0.3205647347208146,0.5196508224142736,0.49537037037037035,0.07407407407407407,398,0.0728643216080402,,,,
M-C pair qwen [cinque],oncoming,1.2283167362213134,657,60,60,0.4977168949771689,0.44543370857008424,0.5487307378420881,0.5357686453576864,0.0380517503805175,558,0.010752688172043012,,,,
M-C pair qwen [cinque],static,1.2283167362213134,959,65,65,0.7028154327424401,0.6546585994092412,0.7476499134794569,0.762252346193952,0.05943691345151199,771,0.08171206225680934,,,,
M-C pair op [cinque],pooled,0.7101150333881371,1832,65,65,0.6866812227074236,0.6425813357355051,0.7293815544845761,0.7718340611353712,0.0851528384279476,1727,0.16213086276780544,0.050505050505050504,0.05050505050505051,792.0,0.6774062673097769
M-C pair op [cinque],cutin,0.7101150333881371,216,27,27,0.6805555555555556,0.5920962095605987,0.7611957106360091,0.8194444444444444,0.1388888888888889,398,0.20603015075376885,,,,
M-C pair op [cinque],oncoming,0.7101150333881371,657,60,60,0.6133942161339422,0.558285868226601,0.6687934487071081,0.680365296803653,0.0669710806697108,558,0.06451612903225806,,,,
M-C pair op [cinque],static,0.7101150333881371,959,65,65,0.7382690302398331,0.6913451511991658,0.7830297223282527,0.8237747653806048,0.08550573514077164,771,0.21011673151750973,,,,
M-C hard [cinque],pooled,0.625957906246185,1832,65,65,0.6457423580786026,0.5933754722651209,0.6969915009028478,0.7778384279475983,0.13209606986899564,1727,0.18239722061378114,0.050505050505050504,0.045454545454545456,792.0,0.6384225554516859
M-C hard [cinque],cutin,0.625957906246185,216,27,27,0.6342592592592593,0.527611487388634,0.7307735426008968,0.8055555555555556,0.1712962962962963,398,0.1507537688442211,,,,
