route,segment,variant,split,n,first_frame,last_frame,target_rms_mps,residual_rms_mps,rms_reduction_fraction
26966,1,baseline-max,baseline_fit,70,1414,1483,0.38631358411430544,0.02396356908099697,0.9379686087510025
24240,1,baseline-max,baseline_fit,117,419,535,0.11169327294179181,0.007952209796512443,0.928803144656199
17563,1,baseline-max,baseline_fit,70,2328,2397,0.1889373784991929,0.032264279136437715,0.8292329480131135
17563,2,baseline-max,baseline_fit,71,2481,2551,0.19574472735774498,0.032628951714276454,0.8333086558462264
26966,1,short-max,short_arm_held_out,71,1853,1923,0.3926834185349857,0.02674891064668023,0.9318817414127787
24240,1,short-max,short_arm_held_out,117,905,1021,0.11201180347664082,0.008412615503323099,0.9248952767278898
17563,1,short-max,short_arm_held_out,70,2939,3008,0.19608581078838258,0.03117642203902067,0.8410062313347776
17563,2,short-max,short_arm_held_out,71,3092,3162,0.1994887831547768,0.032094582253052055,0.8391158553102661
