route,variant,segment,frame,station_m,dt_s,split,coefficient,interval_sensor_speed_mps,interval_world_gyro_rps,v2_omega,model_minus_rear_right_mps,sensor_feature_prediction_mps,residual_after_offline_subtraction_mps,actual_pose_heading_model_minus_rear_right_mps,true_rear_interval_right_mps
26966,baseline-max,1,1414,24.21509102155493,0.05000000074505806,baseline_fit,0.010659832012199118,7.748719103363623,-0.032269902527332306,-1.937570390144149,-0.016452994769564255,-0.020654174870747735,0.0042011801011834805,-0.020218384736985662,0.016452994769433515
26966,baseline-max,1,1415,24.603037867496273,0.05000000074505806,baseline_fit,0.010659832012199118,7.756265449127625,-0.027952633798122406,-1.6816207697824055,-0.01805762559958682,-0.017925794914105408,-0.00013183068548141066,-0.020883078255935075,0.018057625599492144
26966,baseline-max,1,1416,24.991185082101488,0.05000000074505806,baseline_fit,0.010659832012199118,7.76350683108606,-0.02016661874949932,-1.2154832179804387,-0.015150154573241287,-0.012956846917318679,-0.002193307655922608,-0.016611289522205083,0.015150154573360358
26966,baseline-max,1,1417,25.37981525688851,0.05000000074505806,baseline_fit,0.010659832012199118,7.7703510918965275,-0.01576598361134529,-0.951924172615998,-0.01206698143166909,-0.010147351768438175,-0.0019196296632309155,-0.012705673175559536,0.012066981431694115
26966,baseline-max,1,1418,25.768599883263168,0.05000000074505806,baseline_fit,0.010659832012199118,7.776808260782372,-0.014067783951759338,-0.8508019426000919,-0.009780836352004857,-0.009069405783769656,-0.000711430568235201,-0.010279924360588317,0.009780836351871908
26966,baseline-max,1,1419,26.15783804462167,0.05000000074505806,baseline_fit,0.010659832012199118,7.782794482667912,-0.0189469950273633,-1.1476552978596222,-0.009285958677290703,-0.012233812683093913,0.00294785400580321,-0.010595456946822925,0.00928595867735682
26966,baseline-max,1,1420,26.547211311260835,0.05000000074505806,baseline_fit,0.010659832012199118,7.78845469961813,-0.022011195309460163,-1.3351996931458205,-0.01288885981085443,-0.014233004431674258,0.001344144620819828,-0.01427078763240634,0.012888859810891953
26966,baseline-max,1,1421,26.93699817073802,0.05000000074505806,baseline_fit,0.010659832012199118,7.793916589104448,-0.013132205232977867,-0.7977175902033635,-0.012229231691198198,-0.008503535504744152,-0.0037256961864540455,-0.011924890616141368,0.012229231691123
26966,baseline-max,1,1422,27.32688627221896,0.05000000074505806,baseline_fit,0.010659832012199118,7.7990413771382645,0.0009687086567282677,0.05892174899582084,-0.006367093265693153,0.0006280959461604122,-0.006995189211853566,-0.0039911502992539235,0.006367093265706336
26966,baseline-max,1,1423,27.717172883818936,0.05000000074505806,baseline_fit,0.010659832012199118,7.8038577826456965,-0.0010942495428025723,-0.06664001194884507,0.00013293391787798972,-0.0007103713326656304,0.0008433052505436201,0.001750110634209545,-0.00013293391780036523
