route,variant,segment,band,n,invalid_course_count,low_speed_count,frozen_body_error_deg_n,frozen_body_error_deg_mean,frozen_body_error_deg_rms,frozen_body_error_deg_p95_abs,course_error_on_current_reference_deg_n,course_error_on_current_reference_deg_mean,course_error_on_current_reference_deg_rms,course_error_on_current_reference_deg_p95_abs,midpoint_body_error_deg_n,midpoint_body_error_deg_mean,midpoint_body_error_deg_rms,midpoint_body_error_deg_p95_abs,midpoint_course_error_deg_n,midpoint_course_error_deg_mean,midpoint_course_error_deg_rms,midpoint_course_error_deg_p95_abs,body_minus_course_deg_n,body_minus_course_deg_mean,body_minus_course_deg_rms,body_minus_course_deg_p95_abs,residual_model_prediction_offset_deg_n,residual_model_prediction_offset_deg_mean,residual_model_prediction_offset_deg_rms,residual_model_prediction_offset_deg_p95_abs,no_lateral_model_minus_rear_right_mps_n,no_lateral_model_minus_rear_right_mps_mean,no_lateral_model_minus_rear_right_mps_rms,no_lateral_model_minus_rear_right_mps_p95_abs,fixed_k_predicted_residual_mps_n,fixed_k_predicted_residual_mps_mean,fixed_k_predicted_residual_mps_rms,fixed_k_predicted_residual_mps_p95_abs,fixed_k_residual_rms_mps,fixed_k_sign_agreement
26966,candidate-fixed-k,1,exit,12,0,0,12,4.342152598883329,4.396698422966269,5.0801823375145885,12,4.376679428196267,4.387485142668938,4.682027010043659,12,4.439455475827051,4.4855612740545405,5.125318876514973,12,4.437209070534201,4.44769480883184,4.705036995281576,12,0.0022464052928526934,0.4459106112520658,0.7319149966627279,12,-0.10556172901958173,0.42841201325707295,0.6434124562847501,12,0.0003891998280216441,0.06213866359516279,0.10213818067046031,12,-0.014633081277491635,0.05966217938695872,0.08963329302156225,0.015778972883725168,0.9166666666666666
26966,candidate-fixed-k,1,post10m,25,0,0,25,-0.060171904469072876,1.0937119574613443,2.149624318694889,25,0.23495785331348315,1.4223999964362457,2.92181736725359,25,0.0017598729518949218,1.164621159908353,2.3333768435476614,25,0.23495784911466244,1.4223979338082227,2.92181736725359,25,-0.23319797616276652,0.39400379976138367,0.5892663846405609,25,-0.21665570883157995,0.4047907079071375,0.6249381951025554,25,-0.03247722738124772,0.05487756123778564,0.08203423020888113,25,-0.030168759265161393,0.056377026710342164,0.0869619924437478,0.005933063812228273,1.0
24240,baseline-zero,1,window,117,0,0,117,-0.5347614363713311,1.0391940335946819,1.7011047879041499,117,0.4686966476043828,0.9354499545472675,2.0847067573507245,117,-0.5358193363697182,1.0378453000093006,1.7135094937939612,117,0.2262893240629937,0.8475506222683773,1.790208947914664,117,-0.7621086604327117,0.8104977758397929,1.0521284386099945,117,-0.8110113981161602,0.8594776653336524,1.1138222732731684,117,-0.10502154588889141,0.11169327536577651,0.14428361173242307,117,-0.1117401537918526,0.11842549939676883,0.1527860720116478,0.007952212886121865,0.9914529914529915
24240,baseline-zero,1,entry,13,0,0,13,0.10499268427826733,0.1580761946625279,0.26846145118006726,13,0.12109928426698612,0.17748770356000051,0.32037658959440923,13,0.10574106464142033,0.1567435975184876,0.27469227295775905,13,0.12110037368875075,0.1774892272911657,0.3203765895946077,13,-0.01535930904732652,0.08530433410918142,0.11045479293632406,13,-0.004475595432027198,0.09518165082836746,0.1227967231132724,13,-0.0019295452469202876,0.011216760070072773,0.01449637782907189,13,-0.0004773617597689282,0.012516141280771262,0.01631181401106863,0.003555831089922287,1.0
24240,baseline-zero,1,pad_before_core,13,0,0,13,0.43373383258961284,0.4560000082758477,0.6960252757185496,13,0.6477422373579178,0.7335389011597626,1.236617116584266,13,0.41535027872086894,0.43405632309287906,0.6438592265925704,13,0.5672981210252618,0.6318028676418358,1.0416776806222354,13,-0.15194784230439481,0.21873202712112894,0.3978184540296651,13,-0.19208105160395614,0.2576217050291061,0.4636932020976229,13,-0.020431779543134257,0.02941042402839768,0.05350304328865735,13,-0.025814056522784797,0.03463690319029668,0.06236265662883857,0.006911413527999905,0.9230769230769231
24240,baseline-zero,1,core,92,0,0,92,-0.7418393465424356,1.1521150916077154,1.756198974532296,92,0.4178782813264696,0.9787197251100969,2.0912524322327366,92,-0.7335009301532314,1.1508395226970976,1.7486898806219462,92,0.14898562511360788,0.8992366295712725,1.806377944743041,92,-0.8824865552668397,0.8920984678853664,1.062578318347688,92,-0.9335642038683573,0.9442082359385947,1.1341291723357017,92,-0.12158585253730428,0.12290938030921068,0.14654906286933475,92,-0.12861152760580086,0.1300720724826152,0.15639084968085196,0.00830465174549584,1.0
24240,baseline-zero,1,exit,12,0,0,12,0.0036326668994452796,0.35707176706464294,0.5719773263210166,12,0.6643380668353873,0.7779069920850826,1.2001004304173992,12,-0.05069420037758839,0.3792980330754151,0.6512707783551139,12,0.4495248192991606,0.6098570877758114,0.9868602198614078,12,-0.5002190196767405,0.5015691293299128,0.5471283017126701,12,-0.5419477627375351,0.5434945029332323,0.591597162847428,12,-0.06966744179229607,0.06985572510005816,0.07620490413319025,12,-0.0754795599264061,0.07569529084642503,0.08239907886403672,0.006005860249827336,1.0
24240,baseline-zero,1,post10m,25,0,0,25,-0.4221191842781175,0.7501815228198885,1.4481280672658805,25,0.6271258022116747,0.8467148764652065,1.3762176797589591,25,-0.38230971304514044,0.7195054758934392,1.4342776020344818,25,0.4154423535227767,0.701867118528722,1.1509801507627822,25,-0.7977520665679182,0.8028184950941977,0.958157884440052,25,-0.8558076265678477,0.8606936590296969,1.0203007258902927,25,-0.1111710535472089,0.11187703059301729,0.13350788598849953,25,-0.11926105303212126,0.1199405709727727,0.14214278029743924,0.009481411035640853,1.0
24240,candidate-fixed-k,1,window,117,0,0,117,-0.6804827315132541,1.1188068588259195,1.9253380072184805,117,0.32297207637965974,0.842978933896707,1.881888793689426,117,-0.6820890899489578,1.1173723983547617,1.8779625642581217,117,0.0801875095072357,0.795955794815479,1.5974949251930435,117,-0.7622765994561923,0.810707464526727,1.0414291045240116,117,-0.8103608765930587,0.8593371161563017,1.1062992972258496,117,-0.10502507655384419,0.11169128845490187,0.14302107753563265,117,-0.1116312642981591,0.11837341980720148,0.1524622806435291,0.007914533837654817,0.9914529914529915
24240,candidate-fixed-k,1,entry,13,0,0,13,0.1803242656947829,0.21045528280588222,0.3294303413916104,13,0.20731155546903726,0.24640050512078154,0.4196186060246653,13,0.18407821361959964,0.21503770976143396,0.34579447489645987,13,0.20731263448476098,0.24640176945064193,0.41961860602473144,13,-0.023234420865155456,0.0803199790009208,0.10050957689266839,13,-0.013919647758524297,0.08945121345805587,0.10688427717503038,13,-0.0029766626923905253,0.010550115594382369,0.013093225242483478,13,-0.0017295444576124028,0.01174664555906098,0.014019236514494682,0.0034970203212771208,0.9230769230769231
24240,candidate-fixed-k,1,pad_before_core,13,0,0,13,0.42059081849931906,0.4381999779029651,0.6525795713693151,13,0.6497874229361164,0.7270302356144394,1.208206753374574,13,0.4048848618251799,0.4192212912343757,0.6039709161590777,13,0.5693649345817995,0.6259641972518964,1.013363955384041,13,-0.16448007275661375,0.2279908840337987,0.40939303922496334,13,-0.20092684500072847,0.264645544413269,0.475020688456447,13,-0.0221098084857335,0.030653287706369617,0.0550577649028488,13,-0.02699727629098331,0.03557805808156673,0.06388389888598414,0.006743978382328401,0.9230769230769231
24240,candidate-fixed-k,1,core,92,0,0,92,-0.9316749544912717,1.2417201830719433,1.9413164181489135,92,0.22960616817895052,0.8608493602021893,1.9470007357377037,92,-0.9236006742182046,1.240433078541043,1.9523815919520728,92,-0.03991231485269188,0.8329734180892263,1.6681043169029506,92,-0.8836883593655129,0.8935643501949034,1.0559688078446186,92,-0.9346923458817313,0.9455996466732712,1.1174357486179327,92,-0.12173726472995443,0.12308247691276157,0.14485618688942334,92,-0.1287520311366972,0.1302332723573353,0.15301158823034453,0.008316617808744996,1.0
24240,candidate-fixed-k,1,exit,12,0,0,12,0.0524946321379258,0.4187351044079426,0.6639291071887382,12,0.6847274138156018,0.8212114961251976,1.3005187401479554,12,-0.008055391640049139,0.4314928663284597,0.6882578974099367,12,0.4710106191025695,0.6581108886189073,1.0868765995062002,12,-0.4790660107426081,0.4799345974159503,0.518181237999435,12,-0.5173731462715925,0.5185531624934967,0.5646733126237219,12,-0.06672317427745249,0.06684439787537362,0.0721763709919279,12,-0.0720588722104744,0.07222356759498676,0.0786526547017463,0.005585111648743672,1.0
24240,candidate-fixed-k,1,post10m,25,0,0,25,-0.3249993559891329,0.7717036916470866,1.479422146776781,25,0.7410643682355001,0.9742555471359506,1.5289422314412557,25,-0.2810408504283014,0.741334993401067,1.464215870571637,25,0.5290651559008266,0.8228455459813773,1.3081654463591619,25,-0.8101060063291259,0.8159412561961266,0.9815018975557334,25,-0.8706765999930244,0.8759445497540341,1.0445237500446476,25,-0.11289131564015273,0.11370534329342656,0.13677002188059698,25,-0.12133171831148509,0.12206542181210056,0.14551747650507083,0.009718077268512466,1.0
17563,baseline-zero,1,window,70,0,0,70,-0.5202077842113287,1.762584415402697,3.8667923747290076,70,-0.5505618101850646,3.858777135112421,7.185908843192313,70,-0.49913603471663165,1.7395415669854242,3.9499915347713603,70,-0.5265983566759996,3.2266794978642754,6.192817225261785,70,0.027462321959366008,1.8592377972690999,3.4125182200727027,70,0.013649216883213857,1.6392892941874382,2.901965990569616,70,0.0034547290635926144,0.18893737864540494,0.33934423018876125,70,0.002064040211385248,0.16648131517264483,0.29266811979428375,0.03226433809958601,0.9142857142857143
17563,baseline-zero,1,entry,17,0,0,17,1.1949430275630997,1.2329922711826098,1.5186180110303094,17,1.2185389465084027,1.2575147366938908,1.7022835415283344,17,1.2046708756970392,1.2379162331519447,1.5082526861782581,17,1.2186447817746997,1.2576007702703411,1.7023674665804018,17,-0.013973906077657383,0.2424139495347348,0.40836820889031744,17,-0.01870132872226867,0.13289223430909036,0.24816180644498262,17,-0.0014573874890568567,0.02498940030639378,0.04207630276350742,17,-0.0019504263524944647,0.013687424745521091,0.025511472055537773,0.01959568723495004,0.6470588235294118
17563,baseline-zero,1,pad_before_core,17,0,0,17,-0.09057684550551957,0.35733058936236156,0.6442848295472481,17,0.01256331639720537,0.4020406681524196,0.6568986329560179,17,-0.049399793075325896,0.3348863483846238,0.5584050210762832,17,0.012482173960093206,0.4019755345018585,0.6567480073840122,17,-0.06188196703541761,0.2522748568845054,0.4061271523202074,17,-0.10113378447945269,0.21765258996737227,0.3638899926428677,17,-0.006396329622724432,0.026149085877802434,0.04209634049669797,17,-0.010450805119565214,0.022502643314427993,0.03770884596843852,0.022577074338182557,0.7647058823529411
17563,baseline-zero,1,core,36,0,0,36,-0.469770552275007,1.8683976445865491,3.759536075998367,36,-0.11645049497854615,4.843190371697792,7.2911211464946915,36,-0.36642287789097394,1.7490084861240431,3.4955382127402053,36,-0.097633968869251,3.8919740816336805,6.189469371316225,36,-0.2687889090217244,2.508809792322473,3.439720620624671,36,-0.2183809218279288,2.218689347323848,3.1388262505260975,36,-0.027623847608401655,0.25412367579282635,0.3490406457109262,36,-0.02217666723517362,0.22465151500974015,0.3114022694547605,0.039057862334999,0.9722222222222222
17563,baseline-zero,1,exit,17,0,0,17,-1.0566469787822894,2.296107558573569,4.929597519144412,17,-2.0329814866164333,3.387951814522986,7.092629841141485,17,-1.2299119025769765,2.422792567873131,5.1804354524986325,17,-1.9740740614910894,3.2606988248099507,6.728866304709976,17,0.7441621589141055,0.9172555661446697,1.5687513632877002,17,0.6197901590459471,0.770429793594125,1.367079833698647,17,0.07911924423177988,0.09772434525540769,0.16746894209046045,17,0.06591214837034273,0.0821242938178797,0.14571915156179377,0.023370689394821086,0.9411764705882353
17563,baseline-zero,1,post10m,33,0,0,33,1.1617735588128184,1.178200883132097,1.4055502833232012,33,1.153586368903374,1.1847739555877876,1.585218535486542,33,1.1616032802292378,1.177327353320715,1.3937894444557493,33,1.1536078655550612,1.1847920188750862,1.5850783771535035,33,0.007995414674178846,0.21653540614946268,0.34863018397319206,33,0.00023400927998488426,0.09728399056381024,0.18809550111046255,33,0.0008290776440326668,0.022679116158470694,0.036528851273177794,33,1.8206320337135803e-05,0.010196115939689228,0.01971902627648022,0.020191135778976216,0.5454545454545454
17563,baseline-zero,2,window,71,0,0,71,-0.6668511980466023,2.9455880748879486,5.773899005711279,71,-0.7332207862186276,5.040477162281162,9.01472980264979,71,-0.7002049304966952,2.972423311630435,6.117333561641291,71,-0.7530160637522089,4.493317234567734,8.455212570554597,71,0.05281113325551519,1.92905730178438,3.713324396019577,71,0.033715802920592966,1.7097818217828384,3.1855712698115015,71,0.005252759288280582,0.19574469221028826,0.36858015935502625,71,0.003461131985999989,0.1736147434556875,0.32013403079988634,0.03262881894938721,0.9154929577464789
17563,baseline-zero,2,entry,17,0,0,17,0.3429458411322523,0.8361125204797424,1.1750257203220402,17,0.07570121160819372,0.8453045397899106,1.3241000140717079,17,0.2799836042770525,0.8315524342473529,1.1684204071638171,17,0.07578829115923785,0.8453230338446733,1.3241852056669328,17,0.20419531311781322,0.2984887907799228,0.5080364726602605,17,0.1584265441938879,0.19505587769672547,0.30020637953385715,17,0.021387779478931942,0.03126851978898911,0.0532508078941329,17,0.01659207812671166,0.020426111245379776,0.031424851612477205,0.020529149124893432,0.7647058823529411
17563,baseline-zero,2,pad_before_core,17,0,0,17,0.6047394293435934,0.7097120356700518,1.062841997977484,17,0.7450213347292044,0.8256929950353358,1.214367274530902,17,0.64234781050554,0.729677635553724,1.057088539761846,17,0.7449030331159934,0.8255785178299283,1.2139464843160237,17,-0.10255522261044,0.2519088337343057,0.45924996790944805,17,-0.09351930260529645,0.1618481641614787,0.3470455588076152,17,-0.01071818218519491,0.026334831666649922,0.04802770921422937,17,-0.009783684692888914,0.016926727341970094,0.03629896889545936,0.020338388451675387,0.7647058823529411
17563,baseline-zero,2,core,38,0,0,38,-1.5894098349883055,3.5869122658017742,6.500852264697306,38,-1.2318195110906551,6.454687823987441,9.853086903440893,38,-1.5396245880419344,3.566056072996444,6.223713996024763,38,-1.2687842946618626,5.6494423241182545,9.040605031756805,38,-0.2708402933800748,2.5242768635767896,3.788525246319741,38,-0.23876163635074169,2.25026821189065,3.3726942769099137,38,-0.02973897942226223,0.25486053887597626,0.3730383991939785,38,-0.02585158643103716,0.22750395586879274,0.3318991887946806,0.03868528828628704,0.9736842105263158
17563,baseline-zero,2,exit,16,0,0,16,0.17316052308786034,2.7221575971947805,4.6535766528062865,16,-1.119681068154632,3.6148239375959887,6.88133321334495,16,-0.13304553114162698,2.9049343679167254,5.234485923853216,16,-1.1196055557642457,3.6149038696908664,6.881477713884078,16,0.9865600246226192,1.1455299047545031,1.8300032000764561,16,0.8160370208112703,0.958251868573049,1.5709610066083508,16,0.10532726404138744,0.12257574748095502,0.19649138962464702,16,0.0871514559477827,0.10259476779645385,0.16859664227413704,0.02702824767064753,0.9375
17563,baseline-zero,2,post10m,34,0,0,34,0.8772517185642625,1.434930235497525,2.962024761823786,34,1.0575635395190517,1.602053093808595,3.0010718075379277,34,0.9238605054890743,1.4789700124172083,3.0000910308827917,34,1.0575200374459872,1.6020079728393253,3.000518897260603,34,-0.13365953195691221,0.24272683647626514,0.4704803077941194,34,-0.11873249397677664,0.1595751926842691,0.257612715539112,34,-0.014026082726820335,0.025463660113920632,0.0492238984845102,34,-0.012453747146533424,0.016731704373225055,0.0269631205980478,0.01737213169502382,0.7352941176470589
17563,candidate-fixed-k,1,window,70,0,0,70,-0.38518655480379405,1.7281546010476967,3.7047696411926427,70,-0.44676072706078096,3.770917622779907,7.130464040414016,70,-0.4094947036428514,1.7531548922647455,3.8203973644579836,70,-0.4608957867361924,3.204201023742021,6.383509141026367,70,0.051401083093344374,1.8956468472373633,3.454588054067112,70,0.03415769411782939,1.6711662295060037,2.9634632180520475,70,0.0061846986001435015,0.19281912998513115,0.34314880047177576,70,0.004405228668194541,0.1699035863714436,0.2987609059334634,0.03174591900811131,0.8857142857142857
17563,candidate-fixed-k,1,entry,17,0,0,17,1.255652382183864,1.2948462500191869,1.579907062279329,17,1.2600859935959132,1.3038591019787953,1.7069105035237293,17,1.2643584132643044,1.298994884913527,1.5737524503547675,17,1.2601903311302818,1.3039484693718673,1.7068267337619492,17,0.004168082134022718,0.23866963416285636,0.4238766598919613,17,-0.020915612482786873,0.13792843146292863,0.2513172620915516,17,0.00039972126228948746,0.024605862781044555,0.04363082070765536,17,-0.002178712438629736,0.014211714273648878,0.025816916979324138,0.017975935077395797,0.7058823529411765
17563,candidate-fixed-k,1,pad_before_core,17,0,0,17,-0.16801778099237635,0.4124800664189369,0.6463565954392226,17,-0.019790428781949372,0.4407197962932321,0.7436590135601037,17,-0.12133852524930033,0.38555782930504406,0.6227821918763298,17,-0.01987061015111538,0.44065642715519476,0.7435362559499085,17,-0.10146791509818195,0.2626240112073125,0.4650376745916229,17,-0.110323427700075,0.21951165979634954,0.36115101613430967,17,-0.01049789365852631,0.027203219026208543,0.04822433446590485,17,-0.011409707901195923,0.022723923948856962,0.03737533397870297,0.01953809479023748,0.6470588235294118
17563,candidate-fixed-k,1,core,36,0,0,36,-0.6396718229608256,1.7885065777155382,3.661663470729923,36,-0.298754374018077,4.720478295687529,7.319832880986562,36,-0.6125435196334243,1.774563016725689,3.586931164893092,36,-0.3539086668549552,3.873330931551124,6.343811942540955,36,-0.2586348527784643,2.532499691831268,3.550949865564078,36,-0.21115859910845974,2.242851227010648,3.189614021174003,36,-0.026220620116554575,0.2565481808073151,0.3534665999673938,36,-0.021091894236672362,0.22719236165043333,0.3159763593534584,0.03820091169038158,0.9722222222222222
17563,candidate-fixed-k,1,exit,17,0,0,17,-0.06344534898855723,2.3137529742967406,4.553450844050614,17,-1.1871562435476914,3.342246963830934,6.795145338604485,17,-0.26766515405636593,2.4163031151348062,4.83589592049628,17,-1.1284819230697711,3.2110593484887597,6.595312688653102,17,0.8608167690134071,1.0705387797159076,1.8996707289446018,17,0.6981321427678754,0.893863716464734,1.5736025130011546,17,0.09149031872946804,0.11390244492662462,0.20244901145612446,17,0.07421407256553844,0.09509695089281774,0.16710976532847116,0.02603341415901567,0.9411764705882353
17563,candidate-fixed-k,1,post10m,33,0,0,33,1.0532416268385119,1.1649572009798717,1.8501156373592034,33,1.1432387404726725,1.2770205955574585,2.0470437247252065,33,1.0756199856463309,1.1895399205135093,1.9039066835017693,33,1.1432664412105291,1.2770435295312696,2.047206040399421,33,-0.06764645556420132,0.22550476670307115,0.40060808233932677,33,-0.05522065565733392,0.11874424364689232,0.23803277192471686,33,-0.007087537398641874,0.023616939264570997,0.041972478003667026,33,-0.0057838581519561415,0.012448942027932796,0.024975407961513287,0.019129666103235986,0.6363636363636364
17563,candidate-fixed-k,2,window,72,0,0,72,-0.45581039817360725,2.8992139686794287,5.839462856724267,72,-0.550138951644437,4.837103960001235,9.40788672912046,72,-0.4916411301316712,2.918629886366761,6.021228373606642,72,-0.5684215463615614,4.310298755390705,8.443205153655047,72,0.07678041622989035,1.9099791032998885,3.5495667961717254,72,0.04768784159528908,1.6940365116107672,3.231426706391823,72,0.008292833222921457,0.1947136024449211,0.3518197924760528,72,0.005417971066738492,0.1727143729502952,0.32296860000381367,0.03208017875623112,0.875
17563,candidate-fixed-k,2,entry,16,0,0,16,0.46047502039739663,0.8905714123047997,1.2740731393657507,16,0.18150068167583222,0.891208670953356,1.4146209335081736,16,0.3920830797539255,0.880233873122447,1.2692441507777037,16,0.18159590839075576,0.8912347868516897,1.4146570257034172,16,0.2104871713631634,0.31179551378769776,0.535310066434634,16,0.17506366643232382,0.21027365443682391,0.3157917261447267,16,0.022045039574517207,0.032649265119026244,0.056077391807891036,16,0.018328937433255983,0.02201402309445999,0.03307912144208834,0.020448185726903746,0.8125
17563,candidate-fixed-k,2,pad_before_core,17,0,0,17,0.6734620236839981,0.7950637508899299,1.1897723641943565,17,0.8074956529498896,0.8993395831468443,1.3630708820137238,17,0.7131665668431078,0.8169754401108483,1.1832623636846324,17,0.8073819372624935,0.899218460774287,1.3630733501517331,17,-0.09421537041938144,0.21874455337513007,0.38503567238143477,17,-0.10345359137114683,0.162872754145926,0.3422507966774601,17,-0.009854738621395279,0.022885623426183214,0.040263096151107056,17,-0.010828930517879547,0.017045256721683142,0.03578040621112581,0.01809893095284529,0.5882352941176471
17563,candidate-fixed-k,2,core,38,0,0,38,-1.511815793268666,3.37071670965764,6.691393122440654,38,-1.1647040822426356,6.124700826782858,9.662587552755765,38,-1.4575367749151484,3.3424338924304733,6.466399077371305,38,-1.1993280894660605,5.327399986566615,8.787765127816593,38,-0.25820868544908915,2.5045222934868883,3.7752439720879285,38,-0.23596127534655095,2.230784948563778,3.4003899566709244,38,-0.02733305112516822,0.2541298431722335,0.37334334888300674,38,-0.02456308046328231,0.22646226312318887,0.3349336131188413,0.03876876754151462,0.9736842105263158
17563,candidate-fixed-k,2,exit,17,0,0,17,0.7753998278283304,3.0936354623138786,4.6236955397856,17,-0.5340397349016142,3.799544035356682,7.210055269715274,17,0.4626120259389698,3.2308017092181696,5.2575090052555185,17,-0.5339633453990892,3.799638428987213,7.210198691239886,17,0.9965753713380576,1.1753348369855798,1.7741527072060093,17,0.8328684771376028,1.002011917783543,1.6461050122759953,17,0.10607473478649747,0.12526324027425903,0.18883253189177984,17,0.0886813407772854,0.10682673937649807,0.1754437195695498,0.025912245172926972,0.9411764705882353
