method,run,route_id,ds,rc,success,source
TCP-traj,tcp_traj,27515,97.956682,100.0,False,official
TCP-traj,tcp_traj,27506,42.0,100.0,False,official
TCP-traj,tcp_traj,27494,70.0,100.0,False,official
TCP-traj,tcp_traj,2715,100.0,100.0,True,official
TCP-traj,tcp_traj,2709,100.0,100.0,True,official
TCP-traj,tcp_traj,27018,60.0,100.0,False,official
TCP-traj,tcp_traj,26990,25.2,100.0,False,official
TCP-traj,tcp_traj,26966,60.0,100.0,False,official
TCP-traj,tcp_traj,26956,60.0,100.0,False,official
TCP-traj,tcp_traj,26950,100.0,100.0,True,official
TCP-traj,tcp_traj,26944,100.0,100.0,True,official
TCP-traj,tcp_traj,2668,27.624,46.04,False,official
TCP-traj,tcp_traj,2664,32.36,32.36,False,official
TCP-traj,tcp_traj,26458,60.0,100.0,False,official
TCP-traj,tcp_traj,26456,100.0,100.0,True,official
TCP-traj,tcp_traj,2643,42.79,42.79,False,official
TCP-traj,tcp_traj,26435,0.9,1.5,False,official
TCP-traj,tcp_traj,26418,100.0,100.0,True,official
TCP-traj,tcp_traj,26408,98.650578,100.0,False,official
TCP-traj,tcp_traj,26406,100.0,100.0,True,official
TCP-traj,tcp_traj,26405,29.454567,100.0,False,official
TCP-traj,tcp_traj,26401,60.0,100.0,False,official
TCP-traj,tcp_traj,26396,42.25,100.0,False,official
TCP-traj,tcp_traj,26394,100.0,100.0,True,official
TCP-traj,tcp_traj,26393,1.8,3.0,False,official
TCP-traj,tcp_traj,2606,31.85,31.85,False,official
TCP-traj,tcp_traj,25975,70.0,100.0,False,official
TCP-traj,tcp_traj,25968,70.0,100.0,False,official
TCP-traj,tcp_traj,25955,60.0,100.0,False,official
TCP-traj,tcp_traj,25951,2.600774,15.05,False,official
TCP-traj,tcp_traj,25928,37.218,62.03,False,official
TCP-traj,tcp_traj,25896,23.46,39.1,False,official
TCP-traj,tcp_traj,25865,60.0,100.0,False,official
TCP-traj,tcp_traj,25863,100.0,100.0,True,official
TCP-traj,tcp_traj,25857,23.01,38.35,False,official
TCP-traj,tcp_traj,25854,100.0,100.0,True,official
TCP-traj,tcp_traj,25845,25.734,42.89,False,official
TCP-traj,tcp_traj,2554,60.0,100.0,False,official
TCP-traj,tcp_traj,25439,17.079297,100.0,False,official
TCP-traj,tcp_traj,25424,30.1015,46.31,False,official
TCP-traj,tcp_traj,2539,23.574,39.29,False,official
TCP-traj,tcp_traj,25383,7.99632,37.02,False,official
TCP-traj,tcp_traj,25381,60.0,100.0,False,official
TCP-traj,tcp_traj,25378,70.0,100.0,False,official
TCP-traj,tcp_traj,25358,12.96,100.0,False,official
TCP-traj,tcp_traj,2534,33.43,33.43,False,official
TCP-traj,tcp_traj,25318,36.0,100.0,False,official
TCP-traj,tcp_traj,25300,45.198,75.33,False,official
TCP-traj,tcp_traj,2513,23.6535,36.39,False,official
TCP-traj,tcp_traj,2509,22.516,34.64,False,official
TCP-traj,tcp_traj,24841,100.0,100.0,True,official
TCP-traj,tcp_traj,24816,25.476,42.46,False,official
TCP-traj,tcp_traj,24795,13.2132,33.88,False,official
TCP-traj,tcp_traj,24785,13.5096,34.64,False,official
TCP-traj,tcp_traj,24784,100.0,100.0,True,official
TCP-traj,tcp_traj,24781,60.0,100.0,False,official
TCP-traj,tcp_traj,24759,0.77422,69.2,False,official
TCP-traj,tcp_traj,24757,32.43,32.43,False,official
TCP-traj,tcp_traj,24367,21.684,33.36,False,official
TCP-traj,tcp_traj,24340,42.393,65.22,False,official
TCP-traj,tcp_traj,24333,100.0,100.0,True,official
TCP-traj,tcp_traj,24330,4.917015,85.1,False,official
TCP-traj,tcp_traj,24294,50.0,100.0,False,official
TCP-traj,tcp_traj,24258,0.483433,57.28,False,official
TCP-traj,tcp_traj,24252,100.0,100.0,True,official
TCP-traj,tcp_traj,24240,13.84992,64.12,False,official
TCP-traj,tcp_traj,24224,100.0,100.0,True,official
TCP-traj,tcp_traj,24211,100.0,100.0,True,official
TCP-traj,tcp_traj,24206,90.569218,100.0,False,official
TCP-traj,tcp_traj,2416,100.0,100.0,True,official
TCP-traj,tcp_traj,24098,17.850625,100.0,False,official
TCP-traj,tcp_traj,24092,60.0,100.0,False,official
TCP-traj,tcp_traj,24078,76.184215,100.0,False,official
TCP-traj,tcp_traj,2403,100.0,100.0,True,official
TCP-traj,tcp_traj,2397,65.0,100.0,False,official
TCP-traj,tcp_traj,23930,11.561713,42.1,False,official
TCP-traj,tcp_traj,23918,100.0,100.0,True,official
TCP-traj,tcp_traj,23910,17.850625,100.0,False,official
TCP-traj,tcp_traj,2390,100.0,100.0,True,official
TCP-traj,tcp_traj,23901,100.0,100.0,True,official
TCP-traj,tcp_traj,23771,60.0,100.0,False,official
TCP-traj,tcp_traj,2373,100.0,100.0,True,official
TCP-traj,tcp_traj,23700,70.178308,100.0,False,official
TCP-traj,tcp_traj,23659,100.0,100.0,True,official
TCP-traj,tcp_traj,23658,65.272309,100.0,False,official
TCP-traj,tcp_traj,2286,100.0,100.0,True,official
TCP-traj,tcp_traj,2283,100.0,100.0,True,official
TCP-traj,tcp_traj,2273,100.0,100.0,True,official
TCP-traj,tcp_traj,2215,34.331823,59.98,False,official
TCP-traj,tcp_traj,2204,5.322092,100.0,False,official
TCP-traj,tcp_traj,2201,0.0,0.0,False,official
TCP-traj,tcp_traj,2164,80.0,100.0,False,official
TCP-traj,tcp_traj,2144,70.0,100.0,False,official
TCP-traj,tcp_traj,2143,100.0,100.0,True,official
TCP-traj,tcp_traj,2129,100.0,100.0,True,official
TCP-traj,tcp_traj,2127,100.0,100.0,True,official
TCP-traj,tcp_traj,2115,60.0,100.0,False,official
TCP-traj,tcp_traj,20920,21.684,33.36,False,official
TCP-traj,tcp_traj,2091,60.0,100.0,False,official
TCP-traj,tcp_traj,2086,48.0,100.0,False,official
TCP-traj,tcp_traj,2084,60.0,100.0,False,official
TCP-traj,tcp_traj,2082,100.0,100.0,True,official
TCP-traj,tcp_traj,2050,60.0,100.0,False,official
TCP-traj,tcp_traj,1956,1.854,3.09,False,official
TCP-traj,tcp_traj,1852,34.64,34.64,False,official
TCP-traj,tcp_traj,18356,100.0,100.0,True,official
TCP-traj,tcp_traj,1833,36.14,36.14,False,official
TCP-traj,tcp_traj,18311,100.0,100.0,True,official
TCP-traj,tcp_traj,18305,100.0,100.0,True,official
TCP-traj,tcp_traj,1825,27.31,27.31,False,official
TCP-traj,tcp_traj,18252,100.0,100.0,True,official
TCP-traj,tcp_traj,1792,100.0,100.0,True,official
TCP-traj,tcp_traj,1790,100.0,100.0,True,official
TCP-traj,tcp_traj,17752,100.0,100.0,True,official
TCP-traj,tcp_traj,1773,30.34,30.34,False,official
TCP-traj,tcp_traj,17655,100.0,100.0,True,official
TCP-traj,tcp_traj,17635,36.0,100.0,False,official
TCP-traj,tcp_traj,17598,60.0,100.0,False,official
TCP-traj,tcp_traj,17569,100.0,100.0,True,official
TCP-traj,tcp_traj,17563,100.0,100.0,True,official
TCP-traj,tcp_traj,1711,0.0,0.0,False,official
TCP-traj,tcp_traj,14909,100.0,100.0,True,official
TCP-traj,tcp_traj,14862,70.0,100.0,False,official
TCP-traj,tcp_traj,14842,70.0,100.0,False,official
TCP-traj,tcp_traj,14194,100.0,100.0,True,official
TCP-traj,tcp_traj,11755,60.0,100.0,False,official
TCP-traj,tcp_traj,11381,70.0,100.0,False,official
TCP-traj,tcp_traj,10857,70.0,100.0,False,official
DriveMoE,drivemoe.s1,4937,60.0,100.0,False,official
DriveMoE,drivemoe.s1,4683,24.948,41.58,False,official
DriveMoE,drivemoe.s1,4669,60.0,100.0,False,official
DriveMoE,drivemoe.s1,4468,29.154,48.59,False,official
DriveMoE,drivemoe.s1,4183,60.0,100.0,False,official
DriveMoE,drivemoe.s1,3936,26.916,44.86,False,official
DriveMoE,drivemoe.s1,3905,94.044577,100.0,False,official
DriveMoE,drivemoe.s1,3904,49.793592,100.0,False,official
DriveMoE,drivemoe.s1,3890,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3876,98.177191,100.0,False,official
DriveMoE,drivemoe.s1,3869,70.0,100.0,False,official
DriveMoE,drivemoe.s1,3865,70.0,100.0,False,official
DriveMoE,drivemoe.s1,3813,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3800,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3785,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3749,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3737,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3731,34.820919,100.0,False,official
DriveMoE,drivemoe.s1,3717,20.736,34.56,False,official
DriveMoE,drivemoe.s1,3712,35.649852,56.73,False,official
DriveMoE,drivemoe.s1,3708,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3697,23.1543,59.37,False,official
DriveMoE,drivemoe.s1,3676,60.0,100.0,False,official
DriveMoE,drivemoe.s1,3670,60.0,100.0,False,official
DriveMoE,drivemoe.s1,3666,60.0,100.0,False,official
DriveMoE,drivemoe.s1,3575,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3572,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3564,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3561,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3540,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3520,95.456856,100.0,False,official
DriveMoE,drivemoe.s1,3514,1.926732,11.36,False,official
DriveMoE,drivemoe.s1,3482,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3476,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3472,60.0,100.0,False,official
DriveMoE,drivemoe.s1,3464,60.0,100.0,False,official
DriveMoE,drivemoe.s1,3457,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3436,30.924,51.54,False,official
DriveMoE,drivemoe.s1,3410,7.799328,60.18,False,official
DriveMoE,drivemoe.s1,3380,70.0,100.0,False,official
DriveMoE,drivemoe.s1,3378,70.0,100.0,False,official
DriveMoE,drivemoe.s1,3373,42.0,100.0,False,official
DriveMoE,drivemoe.s1,3364,70.0,100.0,False,official
DriveMoE,drivemoe.s1,3307,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3255,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3248,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3189,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3184,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3178,89.934306,100.0,False,official
DriveMoE,drivemoe.s1,3144,70.0,100.0,False,official
DriveMoE,drivemoe.s1,3100,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3099,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3093,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3090,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3086,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3080,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3074,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3072,100.0,100.0,True,official
DriveMoE,drivemoe.s1,3048,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2989,57.027401,100.0,False,official
DriveMoE,drivemoe.s1,2943,96.712933,100.0,False,official
DriveMoE,drivemoe.s1,2913,23.1552,64.32,False,official
DriveMoE,drivemoe.s1,2903,60.0,100.0,False,official
DriveMoE,drivemoe.s1,2881,27.384,45.64,False,official
DriveMoE,drivemoe.s1,2847,60.0,100.0,False,official
DriveMoE,drivemoe.s1,2844,31.842,53.07,False,official
DriveMoE,drivemoe.s1,28330,60.0,100.0,False,official
DriveMoE,drivemoe.s1,28243,100.0,100.0,True,official
DriveMoE,drivemoe.s1,28241,60.0,100.0,False,official
DriveMoE,drivemoe.s1,28229,70.0,100.0,False,official
DriveMoE,drivemoe.s1,28219,60.0,100.0,False,official
DriveMoE,drivemoe.s1,28210,60.0,100.0,False,official
DriveMoE,drivemoe.s1,28198,100.0,100.0,True,official
DriveMoE,drivemoe.s1,28154,100.0,100.0,True,official
DriveMoE,drivemoe.s1,28111,100.0,100.0,True,official
DriveMoE,drivemoe.s1,28099,60.0,100.0,False,official
DriveMoE,drivemoe.s1,28093,60.0,100.0,False,official
DriveMoE,drivemoe.s1,28087,60.0,100.0,False,official
DriveMoE,drivemoe.s1,28048,70.0,100.0,False,official
DriveMoE,drivemoe.s1,28035,70.0,100.0,False,official
DriveMoE,drivemoe.s1,2802,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2790,60.0,100.0,False,official
DriveMoE,drivemoe.s1,27582,100.0,100.0,True,official
DriveMoE,drivemoe.s1,27532,55.413038,100.0,False,official
DriveMoE,drivemoe.s1,27529,50.0,100.0,False,official
DriveMoE,drivemoe.s1,27515,100.0,100.0,True,official
DriveMoE,drivemoe.s1,27506,60.0,100.0,False,official
DriveMoE,drivemoe.s1,27494,60.0,100.0,False,official
DriveMoE,drivemoe.s1,2715,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2709,100.0,100.0,True,official
DriveMoE,drivemoe.s1,27018,60.0,100.0,False,official
DriveMoE,drivemoe.s1,26990,60.0,100.0,False,official
DriveMoE,drivemoe.s1,26966,60.0,100.0,False,official
DriveMoE,drivemoe.s1,26956,60.0,100.0,False,official
DriveMoE,drivemoe.s1,26950,100.0,100.0,True,official
DriveMoE,drivemoe.s1,26944,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2668,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2664,25.734,42.89,False,official
DriveMoE,drivemoe.s1,26458,33.930779,55.37,False,official
DriveMoE,drivemoe.s1,26456,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2643,36.0,100.0,False,official
DriveMoE,drivemoe.s1,26435,0.0,0.0,False,official
DriveMoE,drivemoe.s1,26418,100.0,100.0,True,official
DriveMoE,drivemoe.s1,26408,97.301156,100.0,False,official
DriveMoE,drivemoe.s1,26406,100.0,100.0,True,official
DriveMoE,drivemoe.s1,26405,100.0,100.0,True,official
DriveMoE,drivemoe.s1,26401,60.0,100.0,False,official
DriveMoE,drivemoe.s1,26396,100.0,100.0,True,official
DriveMoE,drivemoe.s1,26394,97.94818,100.0,False,official
DriveMoE,drivemoe.s1,26393,3.0,3.0,False,official
DriveMoE,drivemoe.s1,2606,60.0,100.0,False,official
DriveMoE,drivemoe.s1,25975,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25968,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25955,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25951,13.32936,61.71,False,official
DriveMoE,drivemoe.s1,25928,60.03,60.03,False,official
DriveMoE,drivemoe.s1,25896,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25865,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25863,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25857,18.6336,51.76,False,official
DriveMoE,drivemoe.s1,25854,34.3548,95.43,False,official
DriveMoE,drivemoe.s1,25845,60.0,100.0,False,official
DriveMoE,drivemoe.s1,2554,60.0,100.0,False,official
DriveMoE,drivemoe.s1,25439,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25424,31.752,52.92,False,official
DriveMoE,drivemoe.s1,2539,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25383,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25381,60.0,100.0,False,official
DriveMoE,drivemoe.s1,25378,70.0,100.0,False,official
DriveMoE,drivemoe.s1,25358,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2534,60.0,100.0,False,official
DriveMoE,drivemoe.s1,25318,100.0,100.0,True,official
DriveMoE,drivemoe.s1,25300,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2513,65.0,100.0,False,official
DriveMoE,drivemoe.s1,2509,39.0,100.0,False,official
DriveMoE,drivemoe.s1,24841,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24816,60.0,100.0,False,official
DriveMoE,drivemoe.s1,24795,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24785,39.0,100.0,False,official
DriveMoE,drivemoe.s1,24784,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24781,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24759,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24757,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24367,42.25,100.0,False,official
DriveMoE,drivemoe.s1,24340,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24333,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24330,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24294,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24258,48.108,80.18,False,official
DriveMoE,drivemoe.s1,24252,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24240,60.0,100.0,False,official
DriveMoE,drivemoe.s1,24224,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24211,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24206,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2416,18.382,35.35,False,official
DriveMoE,drivemoe.s1,24098,100.0,100.0,True,official
DriveMoE,drivemoe.s1,24092,60.0,100.0,False,official
DriveMoE,drivemoe.s1,24078,60.0,100.0,False,official
DriveMoE,drivemoe.s1,24071,60.0,100.0,False,official
DriveMoE,drivemoe.s1,24041,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2403,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2397,100.0,100.0,True,official
DriveMoE,drivemoe.s1,23930,100.0,100.0,True,official
DriveMoE,drivemoe.s1,23918,100.0,100.0,True,official
DriveMoE,drivemoe.s1,23910,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2390,100.0,100.0,True,official
DriveMoE,drivemoe.s1,23901,100.0,100.0,True,official
DriveMoE,drivemoe.s1,23771,60.0,100.0,False,official
DriveMoE,drivemoe.s1,2373,3.15,3.15,False,official
DriveMoE,drivemoe.s1,23708,36.0,100.0,False,official
DriveMoE,drivemoe.s1,23700,60.0,100.0,False,official
DriveMoE,drivemoe.s1,23695,60.0,100.0,False,official
DriveMoE,drivemoe.s1,23687,100.0,100.0,True,official
DriveMoE,drivemoe.s1,23670,100.0,100.0,True,official
DriveMoE,drivemoe.s1,23659,100.0,100.0,True,official
DriveMoE,drivemoe.s1,23658,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2286,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2283,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2273,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2215,14.867496,57.22,False,official
DriveMoE,drivemoe.s1,2204,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2201,18.305811,100.0,False,official
DriveMoE,drivemoe.s1,2164,17.4888,48.58,False,official
DriveMoE,drivemoe.s1,2144,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2143,18.727027,100.0,False,official
DriveMoE,drivemoe.s1,2129,21.654724,100.0,False,official
DriveMoE,drivemoe.s1,2127,14.593985,60.83,False,official
DriveMoE,drivemoe.s1,2115,60.0,100.0,False,official
DriveMoE,drivemoe.s1,20920,25.35,100.0,False,official
DriveMoE,drivemoe.s1,2091,60.0,100.0,False,official
DriveMoE,drivemoe.s1,2086,34.0275,52.35,False,official
DriveMoE,drivemoe.s1,2084,36.0,100.0,False,official
DriveMoE,drivemoe.s1,2082,100.0,100.0,True,official
DriveMoE,drivemoe.s1,2050,60.0,100.0,False,official
DriveMoE,drivemoe.s1,1956,95.458731,100.0,False,official
DriveMoE,drivemoe.s1,1852,32.052,53.42,False,official
DriveMoE,drivemoe.s1,18356,100.0,100.0,True,official
DriveMoE,drivemoe.s1,1833,23.4,100.0,False,official
DriveMoE,drivemoe.s1,18311,100.0,100.0,True,official
DriveMoE,drivemoe.s1,18305,100.0,100.0,True,official
DriveMoE,drivemoe.s1,1825,39.0,100.0,False,official
DriveMoE,drivemoe.s1,18252,100.0,100.0,True,official
DriveMoE,drivemoe.s1,1792,100.0,100.0,True,official
DriveMoE,drivemoe.s1,1790,100.0,100.0,True,official
DriveMoE,drivemoe.s1,17752,100.0,100.0,True,official
DriveMoE,drivemoe.s1,1773,100.0,100.0,True,official
DriveMoE,drivemoe.s1,17655,36.0,100.0,False,official
DriveMoE,drivemoe.s1,17635,100.0,100.0,True,official
DriveMoE,drivemoe.s1,17598,60.0,100.0,False,official
DriveMoE,drivemoe.s1,17569,100.0,100.0,True,official
DriveMoE,drivemoe.s1,17563,60.0,100.0,False,official
DriveMoE,drivemoe.s1,1711,100.0,100.0,True,official
DriveMoE,drivemoe.s1,14909,100.0,100.0,True,official
DriveMoE,drivemoe.s1,14862,100.0,100.0,True,official
DriveMoE,drivemoe.s1,14842,100.0,100.0,True,official
DriveMoE,drivemoe.s1,14194,100.0,100.0,True,official
DriveMoE,drivemoe.s1,11755,100.0,100.0,True,official
DriveMoE,drivemoe.s1,11715,60.0,100.0,False,official
DriveMoE,drivemoe.s1,11381,34.623459,100.0,False,official
DriveMoE,drivemoe.s1,10857,36.0,100.0,False,official
DriveMoE,drivemoe.s2,4937,7.929485,100.0,False,official
DriveMoE,drivemoe.s2,4683,100.0,100.0,True,official
DriveMoE,drivemoe.s2,4669,60.0,100.0,False,official
DriveMoE,drivemoe.s2,4468,21.943239,60.05,False,official
DriveMoE,drivemoe.s2,4183,60.0,100.0,False,official
DriveMoE,drivemoe.s2,3936,28.566,47.61,False,official
DriveMoE,drivemoe.s2,3905,80.0,100.0,False,official
DriveMoE,drivemoe.s2,3904,75.246788,100.0,False,official
DriveMoE,drivemoe.s2,3890,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3876,42.0,100.0,False,official
DriveMoE,drivemoe.s2,3869,70.0,100.0,False,official
DriveMoE,drivemoe.s2,3865,70.0,100.0,False,official
DriveMoE,drivemoe.s2,3813,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3800,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3785,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3749,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3737,19.539642,58.85,False,official
DriveMoE,drivemoe.s2,3731,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3717,48.0,100.0,False,official
DriveMoE,drivemoe.s2,3712,35.649852,56.73,False,official
DriveMoE,drivemoe.s2,3708,24.853987,54.84,False,official
DriveMoE,drivemoe.s2,3697,10.412059,100.0,False,official
DriveMoE,drivemoe.s2,3676,60.0,100.0,False,official
DriveMoE,drivemoe.s2,3670,60.0,100.0,False,official
DriveMoE,drivemoe.s2,3666,48.0,100.0,False,official
DriveMoE,drivemoe.s2,3575,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3572,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3564,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3561,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3540,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3520,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3514,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3482,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3476,60.0,100.0,False,official
DriveMoE,drivemoe.s2,3472,60.0,100.0,False,official
DriveMoE,drivemoe.s2,3464,60.0,100.0,False,official
DriveMoE,drivemoe.s2,3457,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3436,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3410,37.65,37.65,False,official
DriveMoE,drivemoe.s2,3380,70.0,100.0,False,official
DriveMoE,drivemoe.s2,3378,70.0,100.0,False,official
DriveMoE,drivemoe.s2,3373,70.0,100.0,False,official
DriveMoE,drivemoe.s2,3364,70.0,100.0,False,official
DriveMoE,drivemoe.s2,3307,36.0,100.0,False,official
DriveMoE,drivemoe.s2,3255,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3248,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3189,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3184,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3178,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3144,70.0,100.0,False,official
DriveMoE,drivemoe.s2,3100,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3099,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3093,60.0,100.0,False,official
DriveMoE,drivemoe.s2,3090,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3086,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3080,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3074,62.25,62.25,False,official
DriveMoE,drivemoe.s2,3072,100.0,100.0,True,official
DriveMoE,drivemoe.s2,3048,36.0,100.0,False,official
DriveMoE,drivemoe.s2,2989,32.272529,100.0,False,official
DriveMoE,drivemoe.s2,2943,60.0,100.0,False,official
DriveMoE,drivemoe.s2,2913,21.323059,56.11,False,official
DriveMoE,drivemoe.s2,2903,36.392975,100.0,False,official
DriveMoE,drivemoe.s2,2881,60.0,100.0,False,official
DriveMoE,drivemoe.s2,2847,42.0,100.0,False,official
DriveMoE,drivemoe.s2,2844,9.078631,75.26,False,official
DriveMoE,drivemoe.s2,28330,42.0,100.0,False,official
DriveMoE,drivemoe.s2,28243,60.0,100.0,False,official
DriveMoE,drivemoe.s2,28241,100.0,100.0,True,official
DriveMoE,drivemoe.s2,28229,60.0,100.0,False,official
DriveMoE,drivemoe.s2,28219,60.0,100.0,False,official
DriveMoE,drivemoe.s2,28210,60.0,100.0,False,official
DriveMoE,drivemoe.s2,28198,100.0,100.0,True,official
DriveMoE,drivemoe.s2,28154,100.0,100.0,True,official
DriveMoE,drivemoe.s2,28111,100.0,100.0,True,official
DriveMoE,drivemoe.s2,28099,60.0,100.0,False,official
DriveMoE,drivemoe.s2,28093,60.0,100.0,False,official
DriveMoE,drivemoe.s2,28087,60.0,100.0,False,official
DriveMoE,drivemoe.s2,28048,70.0,100.0,False,official
DriveMoE,drivemoe.s2,28035,70.0,100.0,False,official
DriveMoE,drivemoe.s2,2802,100.0,100.0,True,official
DriveMoE,drivemoe.s2,2790,100.0,100.0,True,official
DriveMoE,drivemoe.s2,27582,5.465918,100.0,False,official
DriveMoE,drivemoe.s2,27532,27.814346,100.0,False,official
DriveMoE,drivemoe.s2,27529,100.0,100.0,True,official
DriveMoE,drivemoe.s2,27515,100.0,100.0,True,official
DriveMoE,drivemoe.s2,27506,36.0,100.0,False,official
DriveMoE,drivemoe.s2,27494,60.0,100.0,False,official
DriveMoE,drivemoe.s2,2715,100.0,100.0,True,official
DriveMoE,drivemoe.s2,2709,60.0,100.0,False,official
DriveMoE,drivemoe.s2,27018,36.0,100.0,False,official
DriveMoE,drivemoe.s2,26990,60.0,100.0,False,official
DriveMoE,drivemoe.s2,26966,60.0,100.0,False,official
DriveMoE,drivemoe.s2,26956,60.0,100.0,False,official
DriveMoE,drivemoe.s2,26950,51.805069,100.0,False,official
DriveMoE,drivemoe.s2,26944,20.765677,56.72,False,official
DriveMoE,drivemoe.s2,2668,100.0,100.0,True,official
DriveMoE,drivemoe.s2,2664,100.0,100.0,True,official
DriveMoE,drivemoe.s2,26458,92.536108,100.0,False,official
DriveMoE,drivemoe.s2,26456,100.0,100.0,True,official
DriveMoE,drivemoe.s2,2643,43.76,43.76,False,official
DriveMoE,drivemoe.s2,26435,0.0,0.0,False,official
DriveMoE,drivemoe.s2,26418,100.0,100.0,True,official
DriveMoE,drivemoe.s2,26408,98.650578,100.0,False,official
DriveMoE,drivemoe.s2,26406,100.0,100.0,True,official
DriveMoE,drivemoe.s2,26405,100.0,100.0,True,official
DriveMoE,drivemoe.s2,26401,60.0,100.0,False,official
DriveMoE,drivemoe.s2,26396,100.0,100.0,True,official
DriveMoE,drivemoe.s2,26394,57.127452,100.0,False,official
