frame,timestamp,arm,desired_speed_mps,desired_recomputed_mps,desired_recompute_error_mps,input_speed_mps,forward_count,native_pid_calls,reason,truth_aligned,speed_truth_mps,speed_3d_mps,speed_error_mps,input_speed_error_mps,accel_lon_mps2,accel_lat_mps2,jerk_lon_mps3,jerk_lat_mps3,jerk_world_norm_mps3,body_accel_lon_derivative_mps3,target_change_rate_mps2,throttle,steer,brake,steer_rate_per_s,steer_saturated,gear,applied_pedals_previous_command_max_diff,native_steer_difference,selected_branch_max_diff,nominal_interval,prediction_present,prediction_fault,raw_speed_finite,raw_waypoints_finite,raw_target_finite,raw_imu_finite,sensor_frames_aligned,model_rgb_hash_present,official_tail_throttle_difference,official_tail_steer_difference,official_tail_brake_difference
2525,0.5500000081956387,pi_common,4.329526821772258,4.32952685256183,-3.078957178104247e-08,5.017622239134929e-05,1,1,tracking,True,5.017622239134929e-05,0.010760532549871912,-4.3294766455498666,-4.3294766455498666,0.00014759036484975288,-0.0023184626202198168,0.006727933165610697,-0.07975973242191448,0.25930729450168927,0.006730799981404192,2.5240865967062245,0.75,-0.003943142481148243,0.0,0.15034824385720127,False,0,0.0,1.955209813497838e-10,1.955209813497838e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2526,0.6000000089406967,pi_common,4.301422993342082,4.301423107003537,-1.1366145535873784e-07,1.3858503564267787e-05,1,1,tracking,True,1.3858503564267784e-05,0.008289368241199855,-4.301409134838518,-4.301409134838518,-0.000725661464270406,0.0005600323221366292,-0.017469766159438963,0.05757376839916596,0.4867823851241503,-0.01746503632215386,-0.5620765602279222,0.75,0.0004894105368293822,0.0,0.08865105903854878,False,0,0.0,2.054756668631863e-11,2.054756668631863e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2527,0.6500000096857548,pi_common,4.041319290796916,4.041319230988571,5.980834494323517e-08,6.642570012653056e-05,1,1,tracking,True,6.642570012653054e-05,0.005852858832508788,-4.04125286509679,-4.04125286509679,0.0010518768186074722,0.002773403306759705,0.03554758986563067,0.04426543926186352,0.05836552070375111,0.03555076512780988,-5.202073973386377,0.75,-0.004700304474681616,0.0,-0.10379429868356438,False,0,0.0,-1.3403805843026362e-10,1.3403805843026362e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2528,0.7000000104308128,pi_common,4.388974587122599,4.38897453579096,5.133163849535549e-08,0.10238353901679749,1,1,tracking,True,0.10238353901679749,0.10251775998773768,-4.286591048105802,-4.286591048105802,2.0463304628681,-0.009559324275168335,40.905671193653575,-0.24665313826454713,40.91284624566803,40.90557111144934,6.953105822904304,0.75,0.005347408354282379,0.0,0.20095425358482819,False,0,0.0,-2.0180389997959125e-10,2.0180389997959125e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2529,0.7500000111758709,pi_common,4.248830397923787,4.248830444299213,-4.637542616592327e-08,0.454866698621721,1,1,tracking,True,0.454866698621721,0.4548945513253807,-3.7939636993020662,-3.7939636993020662,7.049527569637371,0.08651984297990334,100.06430646153157,1.9220446891370235,100.08387040969761,100.0639406443165,-2.8028837422100086,0.75,-0.008741376921534538,0.0,-0.2817757013175532,False,1,0.0,-7.561290482627214e-11,7.561290482627214e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2530,0.800000011920929,pi_common,4.7209523518880205,4.72095234972869,2.1593304921907475e-09,0.7650667581091429,1,1,tracking,True,0.7650667581091428,0.7650760410889098,-3.955885593778878,-3.9558855937788775,6.20392381481813,-0.15447649151665252,-16.91046267761957,-4.8386168291491565,17.59005494370593,-16.912074844375276,9.442438938581363,0.75,-0.005631482694298029,0.0,0.0621978836179095,False,1,0.0,-2.333485314698347e-11,2.333485314698347e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2531,0.850000012665987,pi_common,4.829257647196452,4.829257465273521,1.8192293094188017e-07,0.9721749890652219,1,1,tracking,True,0.9721749890652218,0.9721856218897316,-3.8570826581312305,-3.85708265813123,4.1421545369533,-0.008798694856086248,-41.23472393888143,2.893955553176314,41.33788911211826,-41.23538494284148,2.166105873891139,0.75,-0.00025704639847390354,0.0,0.1074887243147757,False,1,0.0,-7.00652621858644e-12,7.00652621858644e-12,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2532,0.9000000134110451,pi_common,4.808655579884848,4.808655570383765,9.50108258734872e-09,1.1300576030336986,1,1,tracking,True,1.1300576030336982,1.130064679049654,-3.678597976851149,-3.678597976851149,3.1576480864277596,0.0633712212045482,-19.689731975351396,1.3982206467096603,19.74011015684203,-19.69012871710503,-0.412041340092196,0.75,0.007446350529789925,0.0,0.15406793626948542,False,1,0.0,-1.0734159915093411e-10,1.0734159915093411e-10,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2533,0.9500000141561031,pi_common,4.672821442286174,4.672821686241012,-2.439548385524404e-07,1.2761091778568396,1,1,tracking,True,1.2761091778568394,1.2761345515821594,-3.3967122644293344,-3.3967122644293344,2.9210674582645266,0.1134451923934686,-4.731421758692695,1.0024055158645337,4.838361175044537,-4.731612492758139,-2.716682711491749,0.75,0.0009683482930995524,0.0,-0.12956004280321237,False,1,0.0,2.684397409219441e-11,2.684397409219441e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2534,1.0000000149011612,pi_common,5.222820440928141,5.222820437190454,3.737686604665669e-09,1.3811147639409573,1,1,tracking,True,1.3811147639409571,1.3811319859177664,-3.841705676987184,-3.8417056769871833,2.1001008455779555,-0.07403172159893014,-16.419704894329907,-3.738816055018145,16.844716366880885,-16.41933200906431,10.999979808926865,0.75,-0.004824032541364431,0.0,-0.1158476149630157,False,1,0.0,5.958967000396775e-11,5.958967000396775e-11,True,True,,True,True,True,True,True,True,0.25,0.0,0.0
2535,1.0500000156462193,pi_common,5.645945707956949,5.645945781071924,-7.311497451922833e-08,1.5475992396621883,1,1,tracking,True,1.5475992396621878,1.5476211823686394,-4.0983464682947615,-4.098346468294761,3.329698019915883,-0.1104072508664558,24.591722380759975,-0.734015160426885,24.602790690788915,24.591943120310045,8.462505214475017,0.75,0.004501380492001772,0.0,0.18650825788813444,False,1,0.0,-1.8426473021027068e-10,1.8426473021027068e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2536,1.1000000163912773,pi_common,5.1864824295043945,5.186482429338226,1.6616841236327673e-10,1.7612530426239335,1,1,tracking,True,1.7612530426239332,1.761281242443753,-3.4252293868804613,-3.425229386880461,4.273132874045666,0.14948945421885532,18.869174311564045,5.210811874224853,19.582352512674014,18.868696801430172,-9.189265432120369,0.75,0.006656992249190807,0.0,0.04311223450135835,False,1,0.0,1.237663348543916e-10,1.237663348543916e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2537,1.1500000171363354,pi_common,5.956190903981527,5.956190794599881,1.0938164596296929e-07,1.8613696026255213,1,1,tracking,True,1.8613696026255209,1.8614066930132789,-4.094821301356006,-4.094821301356006,2.0023337204840947,0.06394916493634951,-45.416234362279035,-1.702627406479256,45.45132215677977,-45.41598239448056,15.394169260151658,0.75,-0.0008834632462821901,0.0,-0.15080910766222913,False,1,0.0,3.7690445382765336e-14,3.7690445382765336e-14,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2538,1.2000000178813934,pi_common,5.265459219614664,5.26545912894984,9.066482409281207e-08,1.999971659452428,1,1,tracking,True,1.9999716594524275,1.999998385349889,-3.265487560162237,-3.265487560162236,2.7720277575231607,-0.1128192126452777,15.393873400523907,-3.5355354840397353,15.7946875695164,15.393880511394624,-13.814633481483183,0.75,-0.006659801583737135,0.0,-0.11552676502761595,False,1,0.0,1.2297935933491821e-10,1.2297935933491821e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2539,1.2500000186264515,pi_common,6.054819742838542,6.054819826106512,-8.326797029667432e-08,2.1413337428253807,1,1,tracking,True,2.1413337428253802,2.141370097245429,-3.9134860000131617,-3.9134860000131613,2.8272323078571735,-0.14043036184171714,1.1036973271150528,-0.5616521083631099,1.2411764471743814,1.104090990228019,15.787210229229792,0.75,-0.001418407540768385,0.0,0.10482787929731788,False,1,0.0,1.0791618033217931e-11,1.0791618033217931e-11,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2540,1.3000000193715096,pi_common,5.105750242869059,5.10575016702447,7.584458838749697e-08,2.3044340627915756,1,1,tracking,True,2.304434062791575,2.304467869366879,-2.8013161800774835,-2.801316180077483,3.2619952163282178,0.06037168943323589,8.694954744784075,4.009881229541964,9.577420782606158,8.695258039851444,-18.981389716544918,0.75,-0.0021309845615178347,0.0,-0.014251540202624497,False,1,0.0,7.244295831612679e-11,7.244295831612679e-11,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2541,1.3500000201165676,pi_common,5.33227014541626,5.3322700365950775,1.088211822874996e-07,2.473048276919742,1,1,tracking,True,2.473048276919742,2.473086648912241,-2.8592218684965176,-2.8592218684965176,3.3722980545377492,-0.013682588644929836,2.2062197186843724,-1.4877523893255145,2.6622891885494266,2.206056731317822,4.530397983435831,0.75,0.0006587174138985574,0.0,0.055794038676931876,False,1,0.0,2.6410706846329013e-11,2.6410706846329013e-11,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2542,1.4000000208616257,pi_common,5.190622329711914,5.190622262249135,6.746277936287015e-08,2.6644587324483493,1,1,tracking,True,2.664458732448349,2.664502934325615,-2.526163597263565,-2.5261635972635648,3.828252186189114,0.06211288709335948,9.119146241129462,1.5146670133584283,9.246150047060754,9.119082497142376,-2.832956271872576,0.75,0.007436468731611967,0.0,0.1355550243343409,False,1,0.0,5.027434718529733e-11,5.027434718529733e-11,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2543,1.4500000216066837,pi_common,4.880052407582601,4.880052265006628,1.425759723616693e-07,2.861247662231151,1,1,tracking,True,2.8612476622311505,2.8613123421104527,-2.01880474535145,-2.0188047453514497,3.935852555451682,0.2014895309966607,2.1518123123385697,2.808709448165446,3.548614322741704,2.152007353183956,-6.211398350029221,0.75,-0.01090232189744711,0.0,-0.3667758071157961,False,1,0.0,3.487232967669396e-10,3.487232967669396e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2544,1.5000000223517418,pi_common,5.4998386700948085,5.499838525223407,1.4487140109764596e-07,3.0760086797734445,1,1,tracking,True,3.0760086797734445,3.076096898947391,-2.423829990321364,-2.423829990321364,4.29537518026003,-0.4587639513482651,7.191700129800599,-13.227307024829736,15.058658822331585,7.190452389020867,12.395725065533462,0.75,0.010296240448951721,0.0,0.4239712406103128,False,1,0.0,-3.581722037016011e-10,3.581722037016011e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2545,1.5500000230967999,pi_common,5.43286927541097,5.432869215563941,5.984702866612679e-08,3.291965155543053,1,1,tracking,True,3.291965155543053,3.292061309842495,-2.140904119867917,-2.140904119867917,4.319312112754148,0.5190832924967858,0.48098949673494645,19.576135846299486,19.582206628881547,0.4787386427486048,-1.339387873718341,0.75,-0.011669467203319073,0.0,-0.439314146499125,False,1,0.0,1.6666250324259835e-10,1.6666250324259835e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2546,1.600000023841858,pi_common,5.5637753804524746,5.563775330546659,4.990581548014461e-08,3.5229166073437845,1,1,tracking,True,3.522916607343784,3.5230362250754927,-2.0408587731086905,-2.04085877310869,4.619262132837324,-0.5752463523269106,6.002503377619096,-21.9140809426228,22.7212895543829,5.999000312271448,2.618122061817037,0.75,0.006944360211491585,0.0,0.37227654274886035,False,1,0.0,2.0918206056208533e-10,2.0918206056208533e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2547,1.650000024586916,pi_common,5.835440158843994,5.835440218050966,-5.920697176975409e-08,3.75594614189159,1,1,tracking,True,3.75594614189159,3.75605438772303,-2.0794940169524043,-2.0794940169524043,4.660788576756949,0.475356458782499,0.8317930464446476,21.020525849304814,21.03710885875719,0.8305288660166513,5.43329548686798,0.75,-0.009709454141557217,0.0,-0.33307628209775264,False,1,0.0,4.204328378498712e-10,4.204328378498712e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2548,1.700000025331974,pi_common,4.9310221672058105,4.9310222195821956,-5.2376385006880355e-08,3.982602981612341,1,1,tracking,True,3.98260298161234,3.9827448911778953,-0.9484191855934707,-0.9484191855934694,4.533356469089782,-0.4879562599621268,-2.545264278625333,-19.297697437590347,19.464849996212568,-2.5486421153656207,-18.08835956322611,0.4860648214817047,-0.0027292193844914436,0.0,0.13960469306104342,False,1,0.0,7.979165808982835e-11,1.131160520806418e-08,True,True,,True,True,True,True,True,True,0.43606482073664665,0.0,0.0
2549,1.750000026077032,pi_common,5.751600901285808,5.751600739312349,1.619734586455479e-07,4.171487658788341,1,1,tracking,True,4.17148765878834,4.171618370525239,-1.5801132424974673,-1.5801132424974664,3.777680617241586,0.11365531926989308,-15.116972444615,11.999118962240843,19.300660210571543,-15.113516811754963,16.411574437048426,0.75,0.00605395482853055,0.0,0.17566348164285,False,1,0.0,-2.2689217952370777e-10,2.2689217952370777e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2550,1.8000000268220901,pi_common,4.554428259531657,4.554428435738764,-1.7620710668353468e-07,4.3185810586001345,1,1,tracking,True,4.3185810586001345,4.318710498895399,-0.23584720093152267,-0.23584720093152267,2.9418258886735313,0.3388279604299475,-16.717595559278795,4.518145390659541,17.31874471679812,-16.717094322256976,-23.94345247829776,0.13272693753242493,-0.005230247974395752,0.0,-0.2256840526955716,False,1,0.0,-2.2723586901030046e-11,7.014514386005644e-09,True,True,,True,True,True,True,True,True,0.08272693678736687,0.0,0.0
2551,1.8500000275671482,pi_common,4.6415120760599775,4.641512117868315,-4.1808337236659554e-08,4.453409768504473,1,1,tracking,True,4.453409768504473,4.453536302363073,-0.1881023075555044,-0.1881023075555044,2.6964274170691334,-0.3344544115778939,-4.907249750954668,-13.472655597864044,14.340223686939447,-4.907969358953517,1.741676304613407,0.11120576411485672,0.0024016285315155983,0.0,0.1526375278437506,False,1,0.0,7.293535914110194e-11,1.4054747365932485e-09,True,True,,True,True,True,True,True,True,0.06120576336979866,0.0,0.0
2552,1.9000000283122063,pi_common,5.655185858408609,5.655185818170101,4.0238508525192174e-08,4.488034443840921,1,1,tracking,True,4.48803444384092,4.488136246775444,-1.1671514145676891,-1.1671514145676882,0.6921329134544882,0.21165786082978422,-40.086166336173136,10.922463716709684,41.55028020047281,-40.0858894749666,20.273475344874313,0.6153197288513184,0.010605049319565296,0.0,0.16406841331618408,False,1,0.0,-8.718970684329364e-11,1.9736349443633117e-08,True,True,,True,True,True,True,True,True,0.5653197281062603,0.0,0.0
2553,1.9500000290572643,pi_common,5.048235575358072,5.04823545074867,1.2460940190806014e-07,4.456499502413047,1,1,tracking,True,4.456499502413047,4.456608325205584,-0.5917360729450252,-0.5917360729450252,-0.6312741194094662,0.3872117594669922,-26.470673866044383,3.519302396325114,26.70784257390893,-26.468140262873064,-12.139005480125466,0.33500874042510986,-0.0118072759360075,0.0,-0.4482464984320626,False,1,0.0,3.6643367160027474e-10,1.0994402610542409e-09,True,True,,True,True,True,True,True,True,0.2850087396800518,0.0,0.0
2554,2.0000000298023224,pi_common,4.805335998535156,4.805335805923817,1.926113393224682e-07,4.4273915444128855,1,1,tracking,True,4.427391544412885,4.427463900406943,-0.3779444541222716,-0.37794445412227073,-0.5825387959542655,-0.7414604069788879,0.9774581716976534,-22.569620533163302,22.59365051225207,0.9747064545797561,-4.857991464068608,0.2328372299671173,0.012660653330385685,0.0,0.48935857803585264,False,1,0.0,-2.2770732174826058e-10,5.694101135045315e-09,True,True,,True,True,True,True,True,True,0.18283722922205925,0.0,0.0
2555,2.0500000305473804,pi_common,4.611010471979776,4.611010491625744,-1.9645967519466012e-08,4.384327670082247,1,1,tracking,True,4.384327670082247,4.384396655861365,-0.2266828018975291,-0.2266828018975291,-0.8615230205550413,0.7459974373165862,-5.57440553382416,29.745055758282643,30.266304701810874,-5.5796844088717386,-3.8865104731940776,0.16003994643688202,0.0063341218046844006,0.0,-0.1265306286285724,False,1,0.0,-2.110263118762501e-10,1.8220923381218057e-09,True,True,,True,True,True,True,True,True,0.11003994569182396,0.0,0.0
2556,2.1000000312924385,pi_common,5.472452163696289,5.472452235195168,-7.149887881752193e-08,4.318094837221316,1,1,tracking,True,4.318094837221315,4.318134719830732,-1.1543573264749742,-1.1543573264749734,-1.3251574998477045,-0.029626197514185618,-9.282581185409954,-15.523368932206042,18.0893799745377,-9.272689447679424,17.228833577600625,0.6383066773414612,-0.0005242786719463766,0.0,-0.13716800748865296,False,1,0.0,9.539969075128552e-12,3.641996371150924e-09,True,True,,True,True,True,True,True,True,0.5883066765964031,0.0,0.0
2557,2.1500000320374966,pi_common,5.964943091074625,5.964942924314727,1.667598983345897e-07,4.243955007706838,1,1,tracking,True,4.243955007706838,4.243962124316154,-1.7209880833677866,-1.7209880833677866,-1.483031915510122,-0.21940895297796223,-3.157486901612179,-3.8010706821349975,4.941861960447384,-3.1574882661981074,9.849818400792989,0.75,0.009617294184863567,0.0,0.20283145411377468,False,1,0.0,-1.5794687779902006e-10,1.5794687779902006e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2558,2.2000000327825546,pi_common,5.952774524688721,5.952774544529475,-1.9840753928690447e-08,4.229493257963429,1,1,tracking,True,4.229493257963428,4.229533974923103,-1.7232812667252926,-1.7232812667252917,-0.2893377059852051,0.34041526111186143,23.875931430111084,11.181609869244678,26.364559794246603,23.873883834749744,-0.24337132409157178,0.75,-0.003155335783958435,0.0,-0.25545259556989974,False,1,0.0,6.770852194887267e-11,6.770852194887267e-11,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2559,2.2500000335276127,pi_common,5.604633967081706,5.6046337554155485,2.116661574902423e-07,4.296721892308262,1,1,tracking,True,4.296721892308261,4.296723166286246,-1.3079120747734452,-1.3079120747734443,1.3445127972427446,-0.36791249314474533,32.676199667636,-14.167238026635198,35.6159798816773,32.67700957763361,-6.962811048386324,0.7314329743385315,0.0031176165211945772,0.0,0.12545904423357482,False,1,0.0,-8.258395703397703e-11,2.5311545526207624e-08,True,True,,True,True,True,True,True,True,0.6814329735934734,0.0,0.0
2560,2.3000000342726707,pi_common,5.399242401123047,5.39924261565091,-2.145278630294456e-07,4.424846369463405,1,1,tracking,True,4.424846369463404,4.42485197170604,-0.9743960316596425,-0.9743960316596416,2.562509483436934,0.15246883489101926,24.360826637742253,10.410932031879568,26.494351296015214,24.359933360892494,-4.1078312579617275,0.5768548846244812,0.010357294231653214,0.0,0.14479355205158068,False,1,0.0,1.1869066146585894e-10,6.577155708953342e-09,True,True,,True,True,True,True,True,True,0.5268548838794231,0.0,0.0
2561,2.350000035017729,pi_common,5.556344668070476,5.556344610846037,5.722443852107517e-08,4.5619067408654015,1,1,tracking,True,4.5619067408654015,4.561957482645732,-0.9944379272050741,-0.9944379272050741,2.7411920032379826,0.34109461982045514,3.571551709247538,3.8046591726292447,5.268372524217054,3.5736503427694335,3.1420452921284503,0.5993062853813171,0.003930483013391495,0.0,-0.1285362224498954,False,1,0.0,-9.533456662991213e-11,1.4714016449701717e-08,True,True,,True,True,True,True,True,True,0.5493062846362591,0.0,0.0
2562,2.400000035762787,pi_common,5.688577651977539,5.688577693625817,-4.1648277715466975e-08,4.6867860010894855,1,1,tracking,True,4.686786001089485,4.686810362584552,-1.0017916508880544,-1.0017916508880536,2.4974614240512683,-0.11280605122516661,-4.8780798243870995,-9.048380439753501,10.293797390474987,-4.874611511096916,2.6446596387327705,0.615505576133728,-0.009725088253617287,0.0,-0.2731114212704983,False,1,0.0,2.3205375815349427e-10,1.8374205712490266e-08,True,True,,True,True,True,True,True,True,0.56550557538867,0.0,0.0
2563,2.450000036507845,pi_common,6.337219715118408,6.337219857316751,-1.4219834287843014e-07,4.808933315123385,1,1,tracking,True,4.808933315123384,4.808965868317341,-1.5282863999950242,-1.5282863999950234,2.44312765892724,-0.5610777505010844,-1.0874761131496806,-8.981774091403214,9.04745777372243,-1.0866752862878428,12.972841069506988,0.75,0.0053955488838255405,0.0,0.3024127382425556,False,1,0.0,1.5882428532065784e-10,1.5882428532065784e-10,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2564,2.500000037252903,pi_common,6.286033789316813,6.286033867958672,-7.864185924688627e-08,4.945837986098054,1,1,tracking,True,4.945837986098054,4.945862919351764,-1.3401958032187586,-1.3401958032187586,2.7382014995812747,0.4318318844225723,5.901643097323091,19.859037896121837,20.722814201442244,5.901476725141839,-1.0237185007773184,0.75,-0.0116736376658082,0.0,-0.3413837259056609,False,1,0.0,-8.572614493274067e-11,8.572614493274067e-11,True,True,,True,True,True,True,True,True,0.6999999992549419,0.0,0.0
2565,2.550000037997961,pi_common,5.817560990651449,5.817560987402082,3.2493669976929596e-09,5.109757083849599,1,1,tracking,True,5.1097570838495985,5.109816548322747,-0.7078039068018507,-0.7078039068018498,3.278629389396293,-0.61980867222636,10.813389582222992,-21.062154197237444,23.742996359494605,10.808557635240307,-9.369455833691497,0.47735923528671265,0.005329386796802282,0.0,0.3400604841849136,False,1,0.0,-1.6243878291077873e-10,6.034303612345582e-10,True,True,,True,True,True,True,True,True,0.4273592345416546,0.0,0.0
2566,2.600000038743019,pi_common,6.365586280822754,6.3655860750733595,2.0574939441075912e-07,5.227102895917506,1,1,tracking,True,5.227102895917506,5.227135267874427,-1.138483384905248,-1.138483384905248,2.3469813600757687,0.5158423742599295,-18.635132340970596,22.70418048415992,29.460517666514605,-18.632960308757742,10.960505640101834,0.7069300413131714,0.00040169147541746497,0.0,-0.09855390495912872,False,1,0.0,-1.1830895041854e-11,2.5054815333547253e-08,True,True,,True,True,True,True,True,True,0.6569300405681133,0.0,0.0
