prior,stored_vs_cpu_max_abs_m,cpu_vs_gpu_max_abs_m,ped_flip_stored,ped_flip_cpu,prior_stored_vs_cpu_max_abs_m
cinque,0.000606536865234375,0.0005183219909667969,0.4211822660098522,0.4211822660098522,0.00063323974609375
lebowski,0.0006461143493652344,0.0004942417144775391,0.3916256157635468,0.3916256157635468,0.0006194114685058594
