route,segment,metric,baseline,candidate,delta,percent_change,baseline_count,candidate_count
26966,1,cte_m_rms,0.5586937052558099,0.42902121471791116,-0.1296724905378987,-23.20994300061523,70,70
26966,1,cte_m_p95_abs,0.8492240582260485,0.7121696605960823,-0.13705439762996618,-16.138779430750027,70,70
26966,1,cte_m_max_abs,0.8564581437705158,0.7215588043603051,-0.1348993394102107,-15.750838542596235,70,70
26966,1,heading_deg_p95_abs,4.271546829218098,5.449550739360296,1.1780039101421984,27.57792334347018,70,70
26966,1,speed_error_mps_rms,0.14987791495845978,0.15146736365540814,0.0015894486969483534,1.0604956022966405,70,70
26966,1,actual_speed_mean_mps,7.885128023256182,7.884719571030582,-0.0004084522255993761,-0.005180032897300624,70,70
26966,1,steer_rate_per_s_p95_abs,0.80010558695692,0.8111171004858734,0.011011513528953354,1.3762575475611882,70,70
26966,1,lateral_accel_mps2_p95_abs,8.598158694119283,8.922999287277,0.32484059315771674,3.778025094836779,70,70
26966,1,lateral_jerk_mps3_p95_abs,33.81120271213004,34.23395679233288,0.4227540802028429,1.2503373032961562,70,70
26966,1,pose_position_error_m_rms,0.35796225491304234,0.11229347204453821,-0.24566878286850413,-68.62980090685343,70,70
26966,1,pose_position_error_m_p90_abs,0.49872019639465,0.17157123095802557,-0.3271489654366244,-65.59769742666349,70,70
26966,1,pose_position_error_m_p95_abs,0.5341944136105111,0.18469882901264498,-0.3494955845978661,-65.42479211560763,70,70
26966,1,pose_position_error_m_max_abs,0.5837417317134121,0.2244440015298604,-0.3592977301835517,-61.55080417652046,70,70
26966,1,pose_left_error_m_mean,-0.28422965312315407,-0.08364909832878943,0.20058055479436465,-70.56989043555386,70,70
26966,1,pose_forward_error_m_mean,0.12149908528281642,0.03051970991912047,-0.09097937536369595,-74.8807080744032,70,70
26966,1,pose_heading_error_deg_p95_abs,0.4493088645236962,0.46269493469936696,0.013386070175670728,2.979257974324856,70,70
24240,1,cte_m_rms,0.10780673813751082,0.0784337393759992,-0.029372998761511615,-27.245976706989726,117,117
24240,1,cte_m_p95_abs,0.17990790927514175,0.11379308115705201,-0.06611482811808973,-36.74926154412543,117,117
24240,1,cte_m_max_abs,0.18263325542188472,0.1177985368156166,-0.06483471860626812,-35.4999523260423,117,117
24240,1,heading_deg_p95_abs,1.7011047879041499,1.9253380072184805,0.2242332193143306,13.181622961075657,117,117
24240,1,speed_error_mps_rms,0.15322330478854518,0.15323862304354727,1.5318255002089165e-05,0.009997340171730151,117,117
24240,1,actual_speed_mean_mps,7.882531342060794,7.882568095938848,3.675387805390784e-05,0.00046626998941867726,117,117
24240,1,steer_rate_per_s_p95_abs,0.2183799830629378,0.20879769600728945,-0.009582287055648342,-4.387896235382849,117,117
24240,1,lateral_accel_mps2_p95_abs,1.9532004894671726,2.0075249326365756,0.05432444316940299,2.781303991185391,117,117
24240,1,lateral_jerk_mps3_p95_abs,11.891843395910433,11.374426101106527,-0.5174172948039057,-4.351026813738934,117,117
24240,1,pose_position_error_m_rms,0.09470339867876273,0.13592602400002274,0.041222625321260004,43.52813721193745,117,117
24240,1,pose_position_error_m_p90_abs,0.1448290403635332,0.24226419386665404,0.09743515350312085,67.27597811775203,117,117
24240,1,pose_position_error_m_p95_abs,0.1541440750246139,0.25887973589817603,0.10473566087356212,67.9466018118684,117,117
24240,1,pose_position_error_m_max_abs,0.1766585484078065,0.2914515317349941,0.1147929833271876,64.98014636811934,117,117
24240,1,pose_left_error_m_mean,0.008835881476242414,-0.07930158466614479,-0.0881374661423872,-997.4948892124448,117,117
24240,1,pose_forward_error_m_mean,-0.005915409492120281,-0.019258649763141667,-0.013343240271021385,225.5674825013462,117,117
24240,1,pose_heading_error_deg_p95_abs,0.07398573694040976,0.07705336531701067,0.003067628376600906,4.146242915809117,117,117
17563,1,cte_m_rms,0.22524996129433336,0.20977379741485228,-0.015476163879481086,-6.870662170395859,70,70
17563,1,cte_m_p95_abs,0.4670307119640378,0.42904376105961,-0.037986950904427774,-8.133715820246278,70,70
17563,1,cte_m_max_abs,0.5862662292077391,0.5465421587372712,-0.03972407047046789,-6.775773273543262,70,70
17563,1,heading_deg_p95_abs,3.8667923747290076,3.7047696411926427,-0.16202273353636487,-4.190106885366962,70,70
17563,1,speed_error_mps_rms,0.12433694973141789,0.1229812197266457,-0.001355730004772182,-1.0903677528688926,70,70
17563,1,actual_speed_mean_mps,5.966108828411489,5.967539060658606,0.0014302322471166917,0.02397261411501983,70,70
17563,1,steer_rate_per_s_p95_abs,2.0,2.0,0.0,0.0,70,70
17563,1,lateral_accel_mps2_p95_abs,5.8278060058439305,6.051393198884528,0.22358719304059793,3.8365586091299475,70,70
17563,1,lateral_jerk_mps3_p95_abs,41.173538197837885,43.23124687868295,2.0577086808450673,4.997648419132261,70,70
17563,1,pose_position_error_m_rms,0.1906970565683305,0.16547231408349117,-0.02522474248483933,-13.227651720885792,70,70
17563,1,pose_position_error_m_p90_abs,0.2822434768344697,0.2577705840781893,-0.024472892756280396,-8.670844418003421,70,70
17563,1,pose_position_error_m_p95_abs,0.2984709831293214,0.2690533990621549,-0.02941758406716649,-9.85609514155701,70,70
17563,1,pose_position_error_m_max_abs,0.3401979045872541,0.296503298077414,-0.043694606509840084,-12.843878789568874,70,70
17563,1,pose_left_error_m_mean,0.04711857420407054,0.03427869886761936,-0.01283987533645118,-27.2501355428152,70,70
17563,1,pose_forward_error_m_mean,0.14704979232633753,0.1375674593995149,-0.009482332926822629,-6.448382399465846,70,70
17563,1,pose_heading_error_deg_p95_abs,0.6740495954014868,0.6379816694454543,-0.036067925956032476,-5.35093058464774,70,70
17563,2,cte_m_rms,0.2734101602558478,0.2620142738948782,-0.01139588636096961,-4.168055185039843,71,72
17563,2,cte_m_p95_abs,0.4835864785848576,0.4791507753215066,-0.004435703263351021,-0.9172513003943839,71,72
17563,2,cte_m_max_abs,0.5617301049506033,0.5673138635608757,0.005583758610272382,0.9940287267963699,71,72
17563,2,heading_deg_p95_abs,5.773899005711279,5.839462856724267,0.06556385101298812,1.1355212647144564,71,72
17563,2,speed_error_mps_rms,0.14884672560768292,0.13394254442142128,-0.014904181186261634,-10.013106519752913,71,72
17563,2,actual_speed_mean_mps,6.00115055859443,6.0017874940528975,0.0006369354584672138,0.010613555721494805,71,72
17563,2,steer_rate_per_s_p95_abs,2.0,2.0,0.0,0.0,71,72
17563,2,lateral_accel_mps2_p95_abs,6.907109573218639,6.417399725842235,-0.4897098473764041,-7.08993888377254,71,72
17563,2,lateral_jerk_mps3_p95_abs,50.66021538278907,46.27467587525984,-4.385539507529231,-8.656772329908302,71,72
17563,2,pose_position_error_m_rms,0.1268318153658611,0.09247652876961444,-0.03435528659624666,-27.08727813848981,71,72
17563,2,pose_position_error_m_p90_abs,0.19918217293659268,0.13327534853476164,-0.06590682440183104,-33.088716439905355,71,72
17563,2,pose_position_error_m_p95_abs,0.23959503849800806,0.15392480739673037,-0.0856702311012777,-35.756262583037554,71,72
17563,2,pose_position_error_m_max_abs,0.27173494868558534,0.17044886386984734,-0.101286084815738,-37.2738528134386,71,72
17563,2,pose_left_error_m_mean,0.045486729447739495,0.03197855621306943,-0.013508173234670066,-29.696954251656727,71,72
17563,2,pose_forward_error_m_mean,0.053380117390581745,0.042166185805324795,-0.01121393158525695,-21.007693750848723,71,72
17563,2,pose_heading_error_deg_p95_abs,0.7583197469466112,0.6703506806125819,-0.08796906633402934,-11.600524275971768,71,72
