route,variant,ticks,truth_rows,g2_pass,cte_rms_m,cte_p95_m,speed_rms_mps,pose_p90_m,pose_heading_p90_deg,wall_s,pose_contract_errors,invalid_control,unknown_reason,mode_error,reasons,pose_statuses
26966,baseline-zero,387,387,True,0.25778302408416864,0.7731778129873292,0.12304086941809668,0.39805620840934297,0.19915538044696426,1.204274859992438,0,0,0,0,"{""stationary_trajectory"": 99, ""tracking"": 285, ""trajectory_behind"": 3}","{""disabled"": 386, ""no_interval"": 1}"
26966,candidate-fixed-k,387,387,True,0.19151485898221557,0.5852134952842952,0.12434996227170053,0.21041975202287239,0.1925284778989812,1.1458807559974957,0,0,0,0,"{""stationary_trajectory"": 99, ""tracking"": 285, ""trajectory_behind"": 3}","{""applied"": 386, ""no_interval"": 1}"
17563,baseline-zero,559,559,True,0.14312383597190723,0.36005079314011373,0.10086177385806569,0.2186916295817553,0.2417954021607979,7.384371475010994,0,0,0,0,"{""stationary_trajectory"": 99, ""tracking"": 457, ""trajectory_behind"": 3}","{""disabled"": 558, ""no_interval"": 1}"
17563,candidate-fixed-k,559,559,True,0.13623468548981518,0.33636573498622513,0.09572484218725763,0.19680390770357553,0.25162192025575,6.431426670998917,0,0,0,0,"{""stationary_trajectory"": 99, ""tracking"": 457, ""trajectory_behind"": 3}","{""applied"": 558, ""no_interval"": 1}"
24240,baseline-zero,434,434,True,0.08123006582300672,0.15803259145371723,0.08694422589262668,0.1670413125971177,0.06570567581149502,1.5256474179914221,0,0,0,0,"{""stationary_trajectory"": 98, ""stop_hold"": 3, ""tracking"": 333}","{""disabled"": 433, ""no_interval"": 1}"
24240,candidate-fixed-k,434,434,True,0.05571581284364898,0.1157242328140876,0.08701935406349584,0.19741162709275945,0.0650527523925376,1.431268992004334,0,0,0,0,"{""stationary_trajectory"": 98, ""stop_hold"": 3, ""tracking"": 333}","{""applied"": 433, ""no_interval"": 1}"
