set,examinee,scope,L_s,pairs,null_cases,area_L_10,area_lo,area_hi,null_area_L_10,null_lo,null_hi,area_minus_null,diff_lo,diff_hi,area_L_3_descriptive,A3,A3_lo,A3_hi,A3_null,A3_null_lo,A3_null_hi,A3_minus_null,A3_diff_lo,A3_diff_hi,area_reactive_only_L_10,end_all,end_reactive_only,null_end
ba,E5 A s0 [cinque],pooled,0.1,147,68,0.52,0.4312696969696972,0.6050493224932253,0.26500000000000007,0.17705882352941182,0.3605882352941174,0.25499999999999995,0.13520170660856926,0.3677973856209149,0.20000000000000004,0.20000000000000004,0.10732112703237323,0.30233556079664553,0.1588235294117647,0.08919117647058822,0.2412009803921567,0.04117647058823534,-0.06764422480826116,0.1513862215505437,0.455374149659864,0.8571428571428571,0.8095238095238095,0.35294117647058826
ba,E5 A s1 [cinque],pooled,0.1,147,68,0.5087074829931971,0.4206532805429865,0.593606215213358,0.2497058823529412,0.16469852941176474,0.34412500000000007,0.2590016006402559,0.14357693355119872,0.3684459702714816,0.19909297052154196,0.19909297052154196,0.10634603174603174,0.30071983403290387,0.14607843137254903,0.07745098039215687,0.22843137254901955,0.05301453914899293,-0.0548768336964416,0.16203910918283837,0.4517006802721088,0.8503401360544217,0.8027210884353742,0.3382352941176471
ba,E5 A s2 [cinque],pooled,0.1,147,68,0.5040816326530613,0.4121916939443533,0.5938510638297875,0.25911764705882356,0.17263970588235292,0.3538308823529411,0.2449639855942377,0.13507081105169355,0.3516431372549021,0.2036281179138322,0.2036281179138322,0.1118526936026936,0.30558333333333315,0.1568627450980392,0.08921568627450979,0.24120098039215673,0.04676537281579299,-0.05699074074074067,0.152950767263427,0.45455782312925164,0.8435374149659864,0.8095238095238095,0.3382352941176471
ba,E5 B s0 [cinque],pooled,0.1,147,68,0.5495238095238095,0.46230757575757586,0.631343333333333,0.28294117647058825,0.19411029411764702,0.37647794117647027,0.2665826330532213,0.14823267602495532,0.3791510590085094,0.22494331065759635,0.22494331065759635,0.13031944444444446,0.33040633863608326,0.15980392156862744,0.08725490196078431,0.242156862745098,0.06513938908896891,-0.04946394152251033,0.18152812543457097,0.4794557823129251,0.891156462585034,0.8299319727891157,0.38235294117647056
ba,E5 B s1 [cinque],pooled,0.1,147,68,0.5439455782312925,0.4572951799317045,0.6289909510974202,0.28794117647058826,0.19705147058823547,0.37942647058823525,0.25600440176070427,0.1464109268707485,0.3679880579891535,0.22448979591836732,0.22448979591836732,0.1296890807605093,0.3310208333333333,0.17745098039215684,0.10389705882352941,0.26176470588235295,0.047038815526210476,-0.0638770424836601,0.16512384583463008,0.4873469387755102,0.891156462585034,0.8367346938775511,0.36764705882352944
ba,E5 B s2 [cinque],pooled,0.1,147,68,0.5598639455782312,0.4764690799396683,0.6421425979680697,0.32352941176470584,0.2335220588235294,0.41413235294117656,0.23633453381352532,0.1316960560820072,0.3412534313725486,0.22993197278911565,0.22993197278911565,0.13469016697588124,0.3348493657505286,0.17745098039215684,0.10879901960784313,0.25686274509803925,0.0524809923969588,-0.04879454584069828,0.16242215439634963,0.5145578231292517,0.9115646258503401,0.8775510204081632,0.4264705882352941
ba,E5 A s0 [lebowski],pooled,0.1,147,68,0.552108843537415,0.4701430773974715,0.631111111111111,0.3229411764705882,0.22850735294117633,0.41735294117647065,0.22916766706682679,0.10775915640674856,0.34809406318082853,0.21541950113378688,0.21541950113378688,0.12314273049645391,0.31442520743521996,0.16666666666666666,0.09213235294117646,0.24806372549019595,0.048752834467120226,-0.061932535977353896,0.1583379809884598,0.4834013605442176,0.891156462585034,0.8503401360544217,0.45588235294117646
ba,E5 A s1 [lebowski],pooled,0.1,147,68,0.5453061224489797,0.46158836879432624,0.6253068027210886,0.30529411764705877,0.21792647058823525,0.3952941176470588,0.24001200480192092,0.12198326805111262,0.35429551749561605,0.21360544217687077,0.21360544217687077,0.12110555555555556,0.3134297839506172,0.1392156862745098,0.06862745098039216,0.21372549019607842,0.07438975590236097,-0.03097106777493609,0.18558391430646326,0.4775510204081633,0.8843537414965986,0.8435374149659864,0.45588235294117646
ba,E5 A s2 [lebowski],pooled,0.1,147,68,0.5492517006802722,0.4660934751773047,0.628151991614256,0.30176470588235293,0.21851470588235303,0.39589705882352955,0.24748699479791925,0.12779194826866905,0.3626700106399148,0.21587301587301588,0.21587301587301588,0.12385884554767534,0.31443610068140726,0.13039215686274513,0.0627450980392157,0.20492647058823518,0.08548085901027075,-0.013954831932773151,0.19291950838306338,0.48367346938775496,0.891156462585034,0.8503401360544217,0.47058823529411764
ba,E5 B s0 [lebowski],pooled,0.1,147,68,0.52,0.4361477777777776,0.5982609523809519,0.3785294117647059,0.2820514705882351,0.47384558823529443,0.14147058823529413,0.028800297246558255,0.25291822465420316,0.19410430839002268,0.19410430839002268,0.11070648795648795,0.2879929610733182,0.22156862745098033,0.13725490196078433,0.30490196078431375,-0.027464319060957643,-0.1263889615105301,0.07438526256110733,0.46748299319727893,0.8707482993197279,0.8367346938775511,0.5147058823529411
