route,variant,segment,updates,decomposable_updates,exact_replay_prerequisite,raw_total_delta_rms,raw_total_delta_p95_abs,raw_total_delta_max_abs,raw_motion_delta_rms,raw_motion_delta_p95_abs,raw_motion_delta_max_abs,raw_update_delta_rms,raw_update_delta_p95_abs,raw_update_delta_max_abs,emitted_total_delta_rms,emitted_total_delta_p95_abs,emitted_total_delta_max_abs,emitted_motion_delta_rms,emitted_motion_delta_p95_abs,emitted_motion_delta_max_abs,emitted_update_delta_rms,emitted_update_delta_p95_abs,emitted_update_delta_max_abs,aim_update_distance_m_rms,aim_update_distance_m_p95_abs,aim_update_distance_m_max_abs,update_larger_than_motion_count,update_opposes_motion_count
26966,baseline-max,1,18,18,True,0.028959069624148483,0.05011482403693382,0.05843082031435143,0.00986680892458037,0.019840257820495026,0.020879090607304904,0.021277137511386907,0.03954829734216693,0.04921564196219119,0.028959069624148483,0.05011482403693382,0.05843082031435143,0.00986680892458037,0.019840257820495026,0.020879090607304904,0.021277137511386907,0.03954829734216693,0.04921564196219119,0.07119668122901678,0.14109002362034717,0.16603129619133486,16,5
26966,short-max,1,18,18,True,0.04441336702980242,0.0937796117808301,0.1127679482128057,0.02286266924993373,0.0548739718332216,0.05753967397553986,0.02587887863779205,0.04926229069080989,0.05522827423726584,0.04268049205077194,0.09186441977242667,0.10000000149011609,0.02286266924993373,0.0548739718332216,0.05753967397553986,0.024503527647747526,0.0433226988971345,0.04820947006496473,0.04939319662919561,0.09451171951331061,0.10618856730021183,12,8
24240,baseline-max,1,30,30,True,0.009226884816083322,0.01656488688701156,0.027339388351395436,0.0023996745390968276,0.0036536445699189286,0.0038276193527574803,0.008781169522964915,0.015340859725225194,0.02394702997530677,0.009226884816083322,0.01656488688701156,0.027339388351395436,0.0023996745390968276,0.0036536445699189286,0.0038276193527574803,0.008781169522964915,0.015340859725225194,0.02394702997530677,0.025918587732279705,0.04548262907434638,0.07167569448323584,24,16
24240,short-max,1,30,30,True,0.013415786727358587,0.022253946399300395,0.02598572577390182,0.003568969223102885,0.007866825612566339,0.010479744592128418,0.011309936579483737,0.02042419887471292,0.02211847723104906,0.013415786727358587,0.022253946399300395,0.02598572577390182,0.003568969223102885,0.007866825612566339,0.010479744592128418,0.011309936579483737,0.02042419887471292,0.02211847723104906,0.019191757838300898,0.034631453280756286,0.037456278832475196,24,5
17563,baseline-max,1,18,18,True,0.07479770502245536,0.14862436561173037,0.15375821621457542,0.024156264400514927,0.045179470854750464,0.05658528761012449,0.06243486234681185,0.11800506748780921,0.1384834041891595,0.06121271761328873,0.10000000149011612,0.10000000149011613,0.024156264400514927,0.045179470854750464,0.05658528761012449,0.050891690605638605,0.10699406376154794,0.12153823624902976,0.1313767476974975,0.2923303082676901,0.3055320175581076,14,6
17563,baseline-max,2,17,17,True,0.09725610850391263,0.17821852592603774,0.2205948294379742,0.024549313884166098,0.05169743253619396,0.056462052236960436,0.07925007709740618,0.13352535116998465,0.1814183455018572,0.06445603374405708,0.10000000149011612,0.10000000149011612,0.024549313884166098,0.05169743253619396,0.056462052236960436,0.05056821130264796,0.08531099000105204,0.08714067790990104,0.16322250931554091,0.25847711510726035,0.3667059531146545,15,6
17563,short-max,1,18,18,True,0.07298412834596649,0.14498073908889567,0.15606265221265053,0.023596027819802405,0.04783922083411413,0.05201815436805529,0.06078560374749951,0.12237894446433363,0.13719793783081852,0.05960701500425222,0.10000000149011612,0.10000000149011612,0.023596027819802405,0.04783922083411413,0.05201815436805529,0.04914291241812556,0.10883775413293671,0.11679665555430951,0.12837979196999752,0.30084594204802545,0.3045581777530958,15,5
17563,short-max,2,17,17,True,0.08841430620381202,0.1716053091286074,0.21001348031432518,0.023586501520032686,0.050937595084830534,0.05243945245965198,0.07322966878148182,0.12755427460685767,0.17325328998684772,0.06290593628540703,0.10000000149011612,0.10000000149011612,0.023586501520032686,0.050937595084830534,0.05243945245965198,0.05063145918363814,0.08901146325232144,0.0982246501838468,0.14913454477622892,0.24969783451769212,0.3354179745130722,13,4
