config,batch,compile,workers,grid,ms_per_frame,peak_vram_gb,bytes_per_frame,L18_mean_identical_rows,L18_mean_max_abs,L18_mean_rel_l2,L18_mean_min_cos,L18_last_identical_rows,L18_last_max_abs,L18_last_rel_l2,L18_last_min_cos,vis_mean_identical_rows,vis_mean_max_abs,vis_mean_rel_l2,vis_mean_min_cos,vit_mean_identical_rows,vit_mean_max_abs,vit_mean_rel_l2,vit_mean_min_cos
b2-eager-w6,2,False,6,None,790.1396208497531,6.971846103668213,17408,240,0.0,0.0,0.9999998807907104,240,0.0,0.0,0.9999999403953552,240,0.0,0.0,0.9999998807907104,240,0.0,0.0,0.9999998807907104
b8-eager-w6,8,False,6,None,787.3262181388343,13.17262887954712,17408,0,0.53125,0.0033116659615188837,0.9998981952667236,0,0.25,0.013257532380521297,0.9998745918273926,0,0.001953125,0.00016576996131334454,0.9999998211860657,231,0.00390625,5.625261110253632e-07,0.9999998807907104
b8-eager-w6-grid4x4,8,False,6,"(4, 4)",781.3608334841335,13.17653512954712,263168,0,0.53125,0.0033116659615188837,0.9998981952667236,0,0.25,0.013257532380521297,0.9998745918273926,0,0.001953125,0.00016576996131334454,0.9999998211860657,231,0.00390625,5.625261110253632e-07,0.9999998807907104
b2-compile-w6,2,True,6,None,556.5056511623582,6.206396579742432,17408,0,0.84375,0.007567522116005421,0.9997355341911316,0,0.375,0.01438840851187706,0.9998491406440735,0,0.00732421875,0.0026005415711551905,0.9999881386756897,0,2.5,0.0009228287963196635,0.9999996423721313
b8-compile-w6,8,True,6,None,539.8839140704287,10.118310928344727,17408,0,0.875,0.007490959484130144,0.999714732170105,0,0.25,0.013868683017790318,0.999864399433136,0,0.00732421875,0.002600029343739152,0.9999880790710449,0,2.5,0.0009228283888660371,0.9999996423721313
b8-compile-w6-grid4x4,8,True,6,"(4, 4)",491.7990009035466,9.929373264312744,263168,0,0.875,0.007490959484130144,0.999714732170105,0,0.25,0.013868683017790318,0.999864399433136,0,0.00732421875,0.002600029343739152,0.9999880790710449,0,2.5,0.0009228283888660371,0.9999996423721313
