gate,train_frames,trigger_rate,decel_median_triggered,decel_median_not,precision_vs_brake_gt_1ms,recall_vs_brake_gt_1ms
ttc,10379,0.03324019655072743,1.301300287246704,0.0,0.5130434782608696,0.20799059929494712
intrusion,10379,0.12255515945659505,0.05175590515136719,0.0,0.32075471698113206,0.4794359576968273
pedestrian,10379,0.006551690914346276,-0.04917997121810913,0.0,0.4264705882352941,0.03407755581668625
any,10379,0.13045572791213025,0.05031013488769531,0.0,0.3227474150664697,0.5135135135135135
