family,gate ttc plus,gate ttc minus,gate intrusion plus,gate intrusion minus,gate pedestrian plus,gate pedestrian minus,gate any plus,gate any minus
DynamicObjectCrossing,0.26256983240223464,0.2122905027932961,0.061452513966480445,0.00558659217877095,0.3016759776536313,0.0,0.4748603351955307,0.2122905027932961
HighwayCutIn,0.014492753623188406,0.010144927536231883,0.38405797101449274,0.06231884057971015,0.0,0.0,0.38405797101449274,0.06231884057971015
Light,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0,0.029411764705882353,0.029411764705882353
OppositeVehicleRunningRedLight,0.06451612903225806,0.03225806451612903,0.0,0.0,0.0,0.0,0.06451612903225806,0.03225806451612903
ParkingCrossingPedestrian,0.18090452261306533,0.18090452261306533,0.035175879396984924,0.005025125628140704,0.16080402010050251,0.0,0.3065326633165829,0.18090452261306533
ParkingCutIn,0.16117216117216118,0.184981684981685,0.2032967032967033,0.2032967032967033,0.0,0.0,0.326007326007326,0.34798534798534797
PedestrianCrossing,0.015172413793103448,0.005517241379310344,0.004137931034482759,0.004137931034482759,0.34206896551724136,0.0,0.34758620689655173,0.005517241379310344
StaticCutIn,0.03138075313807531,0.03765690376569038,0.0,0.0,0.0,0.0,0.03138075313807531,0.03765690376569038
VehicleTurningRoutePedestrian,0.1015625,0.09598214285714286,0.15401785714285715,0.14620535714285715,0.03794642857142857,0.0,0.203125,0.16741071428571427
