seed,cls,kind,h,src,probe,n_pairs,n_routes,auc,auc_sym,paired_win
1,obstacle,null,10,persist,c,1217,40,0.5446,0.5446,0.5727
1,obstacle,null,10,persist,d_front,1217,40,0.4863,0.5137,0.4626
1,obstacle,null,10,persist,occ,1217,40,0.4704,0.5296,0.4330
1,obstacle,null,10,persist,ped,1217,40,0.4320,0.5680,0.4010
1,obstacle,null,10,pred,a,1217,40,0.4477,0.5523,0.4191
1,obstacle,null,10,pred,b,1217,40,0.5276,0.5276,0.5908
1,obstacle,null,10,pred,c,1217,40,0.5535,0.5535,0.5850
1,obstacle,null,10,pred,d_front,1217,40,0.4816,0.5184,0.4610
1,obstacle,null,10,pred,occ,1217,40,0.4750,0.5250,0.4273
1,obstacle,null,10,pred,ped,1217,40,0.4253,0.5747,0.3936
1,obstacle,pair,5,oracle,a,2303,39,0.7581,0.7581,0.8789
1,obstacle,pair,5,oracle,b,2303,39,0.5141,0.5141,0.5467
1,obstacle,pair,5,oracle,c,2303,39,0.4560,0.5440,0.4277
1,obstacle,pair,5,oracle,d_front,2303,39,0.3225,0.6775,0.2223
1,obstacle,pair,5,oracle,occ,2303,39,0.6500,0.6500,0.7438
1,obstacle,pair,5,oracle,ped,2303,39,0.3914,0.6086,0.3317
1,obstacle,pair,5,persist,a,2303,39,0.7029,0.7029,0.8176
1,obstacle,pair,5,persist,b,2303,39,0.5125,0.5125,0.5532
1,obstacle,pair,5,persist,c,2303,39,0.4654,0.5346,0.4468
1,obstacle,pair,5,persist,d_front,2303,39,0.3432,0.6568,0.2332
1,obstacle,pair,5,persist,occ,2303,39,0.6375,0.6375,0.7438
1,obstacle,pair,5,persist,ped,2303,39,0.4165,0.5835,0.3604
1,obstacle,pair,5,pred,a,2303,39,0.6980,0.6980,0.8463
1,obstacle,pair,5,pred,b,2303,39,0.5309,0.5309,0.5732
1,obstacle,pair,5,pred,c,2303,39,0.4745,0.5255,0.4620
1,obstacle,pair,5,pred,d_front,2303,39,0.3063,0.6937,0.1581
1,obstacle,pair,5,pred,occ,2303,39,0.6598,0.6598,0.7985
1,obstacle,pair,5,pred,ped,2303,39,0.4362,0.5638,0.3621
1,obstacle,pair,10,oracle,a,2303,39,0.7788,0.7788,0.8654
1,obstacle,pair,10,oracle,b,2303,39,0.5185,0.5185,0.5445
1,obstacle,pair,10,oracle,c,2303,39,0.4571,0.5429,0.4429
1,obstacle,pair,10,oracle,d_front,2303,39,0.3409,0.6591,0.2723
1,obstacle,pair,10,oracle,occ,2303,39,0.6279,0.6279,0.6895
1,obstacle,pair,10,oracle,ped,2303,39,0.3823,0.6177,0.3348
1,obstacle,pair,10,persist,a,2303,39,0.7029,0.7029,0.8176
1,obstacle,pair,10,persist,b,2303,39,0.5125,0.5125,0.5532
1,obstacle,pair,10,persist,c,2303,39,0.4654,0.5346,0.4468
1,obstacle,pair,10,persist,d_front,2303,39,0.3432,0.6568,0.2332
1,obstacle,pair,10,persist,occ,2303,39,0.6375,0.6375,0.7438
1,obstacle,pair,10,persist,ped,2303,39,0.4165,0.5835,0.3604
1,obstacle,pair,10,pred,a,2303,39,0.6967,0.6967,0.8267
1,obstacle,pair,10,pred,b,2303,39,0.5228,0.5228,0.5458
1,obstacle,pair,10,pred,c,2303,39,0.4666,0.5334,0.4481
1,obstacle,pair,10,pred,d_front,2303,39,0.3466,0.6534,0.1615
1,obstacle,pair,10,pred,occ,2303,39,0.6297,0.6297,0.7903
1,obstacle,pair,10,pred,ped,2303,39,0.4340,0.5660,0.3582
1,other,null,5,oracle,a,484,21,0.5023,0.5023,0.4773
1,other,null,5,oracle,b,484,21,0.5624,0.5624,0.5723
1,other,null,5,oracle,c,484,21,0.5150,0.5150,0.5950
1,other,null,5,oracle,d_front,484,21,0.5418,0.5418,0.6550
1,other,null,5,oracle,occ,484,21,0.5076,0.5076,0.5702
1,other,null,5,oracle,ped,484,21,0.4449,0.5551,0.4277
1,other,null,5,persist,a,484,21,0.5151,0.5151,0.5124
1,other,null,5,persist,b,484,21,0.5784,0.5784,0.6012
1,other,null,5,persist,c,484,21,0.5300,0.5300,0.6136
1,other,null,5,persist,d_front,484,21,0.5389,0.5389,0.6198
1,other,null,5,persist,occ,484,21,0.5046,0.5046,0.5702
1,other,null,5,persist,ped,484,21,0.4394,0.5606,0.4132
1,other,null,5,pred,a,484,21,0.5045,0.5045,0.4773
1,other,null,5,pred,b,484,21,0.6008,0.6008,0.6756
1,other,null,5,pred,c,484,21,0.5299,0.5299,0.6219
1,other,null,5,pred,d_front,484,21,0.5248,0.5248,0.5620
1,other,null,5,pred,occ,484,21,0.5109,0.5109,0.5413
1,other,null,5,pred,ped,484,21,0.4279,0.5721,0.3678
1,other,null,10,oracle,a,484,21,0.4849,0.5151,0.4339
1,other,null,10,oracle,b,484,21,0.5666,0.5666,0.5744
1,other,null,10,oracle,c,484,21,0.5097,0.5097,0.5909
1,other,null,10,oracle,d_front,484,21,0.5345,0.5345,0.6260
1,other,null,10,oracle,occ,484,21,0.5107,0.5107,0.5475
1,other,null,10,oracle,ped,484,21,0.4706,0.5294,0.4814
1,other,null,10,persist,a,484,21,0.5151,0.5151,0.5124
1,other,null,10,persist,b,484,21,0.5784,0.5784,0.6012
1,other,null,10,persist,c,484,21,0.5300,0.5300,0.6136
1,other,null,10,persist,d_front,484,21,0.5389,0.5389,0.6198
1,other,null,10,persist,occ,484,21,0.5046,0.5046,0.5702
1,other,null,10,persist,ped,484,21,0.4394,0.5606,0.4132
1,other,null,10,pred,a,484,21,0.5004,0.5004,0.4773
1,other,null,10,pred,b,484,21,0.6119,0.6119,0.6756
1,other,null,10,pred,c,484,21,0.5191,0.5191,0.5888
1,other,null,10,pred,d_front,484,21,0.5197,0.5197,0.5620
1,other,null,10,pred,occ,484,21,0.5165,0.5165,0.5413
1,other,null,10,pred,ped,484,21,0.4303,0.5697,0.3802
1,other,pair,5,oracle,a,277,2,0.4987,0.5013,0.4729
1,other,pair,5,oracle,b,277,2,0.4925,0.5075,0.4657
1,other,pair,5,oracle,c,277,2,0.5037,0.5037,0.5632
1,other,pair,5,oracle,d_front,277,2,0.4949,0.5051,0.4801
1,other,pair,5,oracle,occ,277,2,0.5085,0.5085,0.5271
1,other,pair,5,oracle,ped,277,2,0.4969,0.5031,0.4874
1,other,pair,5,persist,a,277,2,0.5004,0.5004,0.4838
1,other,pair,5,persist,b,277,2,0.4933,0.5067,0.4693
1,other,pair,5,persist,c,277,2,0.5019,0.5019,0.5487
1,other,pair,5,persist,d_front,277,2,0.4921,0.5079,0.4513
1,other,pair,5,persist,occ,277,2,0.5138,0.5138,0.5560
1,other,pair,5,persist,ped,277,2,0.4936,0.5064,0.4585
1,other,pair,5,pred,a,277,2,0.5001,0.5001,0.4838
1,other,pair,5,pred,b,277,2,0.4948,0.5052,0.5199
1,other,pair,5,pred,c,277,2,0.5067,0.5067,0.5451
1,other,pair,5,pred,d_front,277,2,0.4913,0.5087,0.4332
1,other,pair,5,pred,occ,277,2,0.5151,0.5151,0.5668
1,other,pair,5,pred,ped,277,2,0.4932,0.5068,0.4513
1,other,pair,10,oracle,a,277,2,0.5007,0.5007,0.4838
1,other,pair,10,oracle,b,277,2,0.4889,0.5111,0.4368
1,other,pair,10,oracle,c,277,2,0.5036,0.5036,0.5632
1,other,pair,10,oracle,d_front,277,2,0.4898,0.5102,0.4621
1,other,pair,10,oracle,occ,277,2,0.5148,0.5148,0.5379
1,other,pair,10,oracle,ped,277,2,0.4983,0.5017,0.4874
1,other,pair,10,persist,a,277,2,0.5004,0.5004,0.4838
1,other,pair,10,persist,b,277,2,0.4933,0.5067,0.4693
1,other,pair,10,persist,c,277,2,0.5019,0.5019,0.5487
1,other,pair,10,persist,d_front,277,2,0.4921,0.5079,0.4513
1,other,pair,10,persist,occ,277,2,0.5138,0.5138,0.5560
1,other,pair,10,persist,ped,277,2,0.4936,0.5064,0.4585
1,other,pair,10,pred,a,277,2,0.5001,0.5001,0.4729
1,other,pair,10,pred,b,277,2,0.4963,0.5037,0.5271
1,other,pair,10,pred,c,277,2,0.5067,0.5067,0.5596
1,other,pair,10,pred,d_front,277,2,0.4864,0.5136,0.4260
1,other,pair,10,pred,occ,277,2,0.5186,0.5186,0.5596
1,other,pair,10,pred,ped,277,2,0.4958,0.5042,0.4621
1,ped,null,5,oracle,a,2489,33,0.5523,0.5523,0.5978
1,ped,null,5,oracle,b,2489,33,0.4892,0.5108,0.5223
1,ped,null,5,oracle,c,2489,33,0.4459,0.5541,0.3949
1,ped,null,5,oracle,d_front,2489,33,0.4430,0.5570,0.4110
1,ped,null,5,oracle,occ,2489,33,0.5440,0.5440,0.6239
1,ped,null,5,oracle,ped,2489,33,0.4258,0.5742,0.3383
1,ped,null,5,persist,a,2489,33,0.5565,0.5565,0.5998
1,ped,null,5,persist,b,2489,33,0.4892,0.5108,0.5279
1,ped,null,5,persist,c,2489,33,0.4440,0.5560,0.3953
1,ped,null,5,persist,d_front,2489,33,0.4426,0.5574,0.4174
1,ped,null,5,persist,occ,2489,33,0.5433,0.5433,0.6219
1,ped,null,5,persist,ped,2489,33,0.4332,0.5668,0.3431
1,ped,null,5,pred,a,2489,33,0.5619,0.5619,0.6022
1,ped,null,5,pred,b,2489,33,0.4960,0.5040,0.5468
1,ped,null,5,pred,c,2489,33,0.4560,0.5440,0.4560
1,ped,null,5,pred,d_front,2489,33,0.4445,0.5555,0.4150
1,ped,null,5,pred,occ,2489,33,0.5372,0.5372,0.6115
1,ped,null,5,pred,ped,2489,33,0.4275,0.5725,0.3519
1,ped,null,10,oracle,a,2489,33,0.5500,0.5500,0.6010
1,ped,null,10,oracle,b,2489,33,0.4854,0.5146,0.5191
1,ped,null,10,oracle,c,2489,33,0.4470,0.5530,0.3941
1,ped,null,10,oracle,d_front,2489,33,0.4412,0.5588,0.4030
1,ped,null,10,oracle,occ,2489,33,0.5466,0.5466,0.6256
1,ped,null,10,oracle,ped,2489,33,0.4198,0.5802,0.3311
1,ped,null,10,persist,a,2489,33,0.5565,0.5565,0.5998
1,ped,null,10,persist,b,2489,33,0.4892,0.5108,0.5279
1,ped,null,10,persist,c,2489,33,0.4440,0.5560,0.3953
1,ped,null,10,persist,d_front,2489,33,0.4426,0.5574,0.4174
1,ped,null,10,persist,occ,2489,33,0.5433,0.5433,0.6219
1,ped,null,10,persist,ped,2489,33,0.4332,0.5668,0.3431
1,ped,null,10,pred,a,2489,33,0.5618,0.5618,0.6039
1,ped,null,10,pred,b,2489,33,0.5133,0.5133,0.5665
1,ped,null,10,pred,c,2489,33,0.4569,0.5431,0.4616
1,ped,null,10,pred,d_front,2489,33,0.4526,0.5474,0.4508
1,ped,null,10,pred,occ,2489,33,0.5318,0.5318,0.5938
1,ped,null,10,pred,ped,2489,33,0.4287,0.5713,0.3564
1,ped,pair,5,oracle,a,7270,27,0.5014,0.5014,0.5052
1,ped,pair,5,oracle,b,7270,27,0.5103,0.5103,0.5316
1,ped,pair,5,oracle,c,7270,27,0.5036,0.5036,0.4909
1,ped,pair,5,oracle,d_front,7270,27,0.4629,0.5371,0.4285
1,ped,pair,5,oracle,occ,7270,27,0.5158,0.5158,0.5354
1,ped,pair,5,oracle,ped,7270,27,0.5437,0.5437,0.6744
1,ped,pair,5,persist,a,7270,27,0.5013,0.5013,0.5030
1,ped,pair,5,persist,b,7270,27,0.5089,0.5089,0.5249
1,ped,pair,5,persist,c,7270,27,0.5031,0.5031,0.4897
1,ped,pair,5,persist,d_front,7270,27,0.4609,0.5391,0.4285
1,ped,pair,5,persist,occ,7270,27,0.5174,0.5174,0.5388
1,ped,pair,5,persist,ped,7270,27,0.5460,0.5460,0.6732
1,ped,pair,5,pred,a,7270,27,0.5026,0.5026,0.5105
1,ped,pair,5,pred,b,7270,27,0.5080,0.5080,0.5329
1,ped,pair,5,pred,c,7270,27,0.5029,0.5029,0.4927
1,ped,pair,5,pred,d_front,7270,27,0.4618,0.5382,0.4304
1,ped,pair,5,pred,occ,7270,27,0.5164,0.5164,0.5424
1,ped,pair,5,pred,ped,7270,27,0.5452,0.5452,0.6635
1,ped,pair,10,oracle,a,7270,27,0.5012,0.5012,0.5043
1,ped,pair,10,oracle,b,7270,27,0.5097,0.5097,0.5278
1,ped,pair,10,oracle,c,7270,27,0.5048,0.5048,0.4963
1,ped,pair,10,oracle,d_front,7270,27,0.4644,0.5356,0.4311
1,ped,pair,10,oracle,occ,7270,27,0.5142,0.5142,0.5308
1,ped,pair,10,oracle,ped,7270,27,0.5433,0.5433,0.6759
1,ped,pair,10,persist,a,7270,27,0.5013,0.5013,0.5030
1,ped,pair,10,persist,b,7270,27,0.5089,0.5089,0.5249
1,ped,pair,10,persist,c,7270,27,0.5031,0.5031,0.4897
1,ped,pair,10,persist,d_front,7270,27,0.4609,0.5391,0.4285
1,ped,pair,10,persist,occ,7270,27,0.5174,0.5174,0.5388
1,ped,pair,10,persist,ped,7270,27,0.5460,0.5460,0.6732
1,ped,pair,10,pred,a,7270,27,0.5032,0.5032,0.5146
1,ped,pair,10,pred,b,7270,27,0.5097,0.5097,0.5389
1,ped,pair,10,pred,c,7270,27,0.5035,0.5035,0.5012
1,ped,pair,10,pred,d_front,7270,27,0.4628,0.5372,0.4367
1,ped,pair,10,pred,occ,7270,27,0.5166,0.5166,0.5413
1,ped,pair,10,pred,ped,7270,27,0.5454,0.5454,0.6598
2,cutin,null,5,oracle,a,636,26,0.5257,0.5257,0.5189
2,cutin,null,5,oracle,b,636,26,0.5235,0.5235,0.5487
2,cutin,null,5,oracle,c,636,26,0.5001,0.5001,0.5142
2,cutin,null,5,oracle,d_front,636,26,0.5137,0.5137,0.5566
2,cutin,null,5,oracle,occ,636,26,0.5089,0.5089,0.5000
2,cutin,null,5,oracle,ped,636,26,0.3875,0.6125,0.3428
2,cutin,null,5,persist,a,636,26,0.5300,0.5300,0.5157
2,cutin,null,5,persist,b,636,26,0.5197,0.5197,0.5550
2,cutin,null,5,persist,c,636,26,0.5043,0.5043,0.5142
2,cutin,null,5,persist,d_front,636,26,0.5125,0.5125,0.5409
2,cutin,null,5,persist,occ,636,26,0.5110,0.5110,0.5220
2,cutin,null,5,persist,ped,636,26,0.3627,0.6373,0.3050
2,cutin,null,5,pred,a,636,26,0.5193,0.5193,0.5063
2,cutin,null,5,pred,b,636,26,0.5314,0.5314,0.5676
2,cutin,null,5,pred,c,636,26,0.5044,0.5044,0.5157
2,cutin,null,5,pred,d_front,636,26,0.5443,0.5443,0.6447
2,cutin,null,5,pred,occ,636,26,0.4959,0.5041,0.4953
2,cutin,null,5,pred,ped,636,26,0.3632,0.6368,0.3019
2,cutin,null,10,oracle,a,636,26,0.5265,0.5265,0.5204
2,cutin,null,10,oracle,b,636,26,0.5315,0.5315,0.5629
2,cutin,null,10,oracle,c,636,26,0.4971,0.5029,0.5157
2,cutin,null,10,oracle,d_front,636,26,0.5207,0.5207,0.5849
2,cutin,null,10,oracle,occ,636,26,0.5033,0.5033,0.4874
2,cutin,null,10,oracle,ped,636,26,0.3799,0.6201,0.3428
2,cutin,null,10,persist,a,636,26,0.5300,0.5300,0.5157
2,cutin,null,10,persist,b,636,26,0.5197,0.5197,0.5550
2,cutin,null,10,persist,c,636,26,0.5043,0.5043,0.5142
2,cutin,null,10,persist,d_front,636,26,0.5125,0.5125,0.5409
2,cutin,null,10,persist,occ,636,26,0.5110,0.5110,0.5220
2,cutin,null,10,persist,ped,636,26,0.3627,0.6373,0.3050
2,cutin,null,10,pred,a,636,26,0.5150,0.5150,0.5346
2,cutin,null,10,pred,b,636,26,0.5311,0.5311,0.5613
2,cutin,null,10,pred,c,636,26,0.4988,0.5012,0.5047
2,cutin,null,10,pred,d_front,636,26,0.5589,0.5589,0.6541
2,cutin,null,10,pred,occ,636,26,0.4810,0.5190,0.4686
2,cutin,null,10,pred,ped,636,26,0.3695,0.6305,0.3113
2,cutin,pair,5,oracle,a,1907,26,0.5697,0.5697,0.7095
2,cutin,pair,5,oracle,b,1907,26,0.5724,0.5724,0.6964
2,cutin,pair,5,oracle,c,1907,26,0.5653,0.5653,0.7420
2,cutin,pair,5,oracle,d_front,1907,26,0.2608,0.7392,0.2538
2,cutin,pair,5,oracle,occ,1907,26,0.7143,0.7143,0.7472
2,cutin,pair,5,oracle,ped,1907,26,0.5256,0.5256,0.5737
2,cutin,pair,5,persist,a,1907,26,0.5452,0.5452,0.6550
2,cutin,pair,5,persist,b,1907,26,0.5573,0.5573,0.6612
2,cutin,pair,5,persist,c,1907,26,0.5607,0.5607,0.7132
2,cutin,pair,5,persist,d_front,1907,26,0.3265,0.6735,0.3141
2,cutin,pair,5,persist,occ,1907,26,0.6609,0.6609,0.7100
2,cutin,pair,5,persist,ped,1907,26,0.5282,0.5282,0.5758
2,cutin,pair,5,pred,a,1907,26,0.5594,0.5594,0.6922
2,cutin,pair,5,pred,b,1907,26,0.5555,0.5555,0.6738
2,cutin,pair,5,pred,c,1907,26,0.5644,0.5644,0.7236
2,cutin,pair,5,pred,d_front,1907,26,0.2942,0.7058,0.2606
2,cutin,pair,5,pred,occ,1907,26,0.6856,0.6856,0.7514
2,cutin,pair,5,pred,ped,1907,26,0.5101,0.5101,0.5281
2,cutin,pair,10,oracle,a,1907,26,0.5971,0.5971,0.7782
2,cutin,pair,10,oracle,b,1907,26,0.5934,0.5934,0.7451
2,cutin,pair,10,oracle,c,1907,26,0.5670,0.5670,0.7640
2,cutin,pair,10,oracle,d_front,1907,26,0.1955,0.8045,0.1746
2,cutin,pair,10,oracle,occ,1907,26,0.7688,0.7688,0.8123
2,cutin,pair,10,oracle,ped,1907,26,0.4856,0.5144,0.4819
2,cutin,pair,10,persist,a,1907,26,0.5452,0.5452,0.6550
2,cutin,pair,10,persist,b,1907,26,0.5573,0.5573,0.6612
2,cutin,pair,10,persist,c,1907,26,0.5607,0.5607,0.7132
2,cutin,pair,10,persist,d_front,1907,26,0.3265,0.6735,0.3141
2,cutin,pair,10,persist,occ,1907,26,0.6609,0.6609,0.7100
2,cutin,pair,10,persist,ped,1907,26,0.5282,0.5282,0.5758
2,cutin,pair,10,pred,a,1907,26,0.5635,0.5635,0.6964
2,cutin,pair,10,pred,b,1907,26,0.5586,0.5586,0.6906
2,cutin,pair,10,pred,c,1907,26,0.5628,0.5628,0.7420
2,cutin,pair,10,pred,d_front,1907,26,0.2850,0.7150,0.2024
2,cutin,pair,10,pred,occ,1907,26,0.6953,0.6953,0.7777
2,cutin,pair,10,pred,ped,1907,26,0.4973,0.5027,0.4908
2,obstacle,null,5,oracle,a,1217,40,0.4831,0.5169,0.4610
2,obstacle,null,5,oracle,b,1217,40,0.4990,0.5010,0.5086
2,obstacle,null,5,oracle,c,1217,40,0.5160,0.5160,0.5530
2,obstacle,null,5,oracle,d_front,1217,40,0.4844,0.5156,0.4330
2,obstacle,null,5,oracle,occ,1217,40,0.4533,0.5467,0.4182
2,obstacle,null,5,oracle,ped,1217,40,0.4338,0.5662,0.3377
2,obstacle,null,5,persist,a,1217,40,0.4790,0.5210,0.4519
2,obstacle,null,5,persist,b,1217,40,0.4961,0.5039,0.5029
2,obstacle,null,5,persist,c,1217,40,0.5094,0.5094,0.5415
2,obstacle,null,5,persist,d_front,1217,40,0.4886,0.5114,0.4495
2,obstacle,null,5,persist,occ,1217,40,0.4478,0.5522,0.4067
2,obstacle,null,5,persist,ped,1217,40,0.4359,0.5641,0.3484
2,obstacle,null,5,pred,a,1217,40,0.4789,0.5211,0.4536
2,obstacle,null,5,pred,b,1217,40,0.4995,0.5005,0.5144
2,obstacle,null,5,pred,c,1217,40,0.5167,0.5167,0.5349
2,obstacle,null,5,pred,d_front,1217,40,0.4987,0.5013,0.4643
2,obstacle,null,5,pred,occ,1217,40,0.4487,0.5513,0.3985
2,obstacle,null,5,pred,ped,1217,40,0.4309,0.5691,0.3344
2,obstacle,null,10,oracle,a,1217,40,0.4903,0.5097,0.4667
2,obstacle,null,10,oracle,b,1217,40,0.4943,0.5057,0.4930
2,obstacle,null,10,oracle,c,1217,40,0.5120,0.5120,0.5448
2,obstacle,null,10,oracle,d_front,1217,40,0.4827,0.5173,0.4330
2,obstacle,null,10,oracle,occ,1217,40,0.4602,0.5398,0.4191
2,obstacle,null,10,oracle,ped,1217,40,0.4297,0.5703,0.3295
2,obstacle,null,10,persist,a,1217,40,0.4790,0.5210,0.4519
2,obstacle,null,10,persist,b,1217,40,0.4961,0.5039,0.5029
2,obstacle,null,10,persist,c,1217,40,0.5094,0.5094,0.5415
2,obstacle,null,10,persist,d_front,1217,40,0.4886,0.5114,0.4495
2,obstacle,null,10,persist,occ,1217,40,0.4478,0.5522,0.4067
2,obstacle,null,10,persist,ped,1217,40,0.4359,0.5641,0.3484
2,obstacle,null,10,pred,a,1217,40,0.4810,0.5190,0.4412
2,obstacle,null,10,pred,b,1217,40,0.4958,0.5042,0.5210
2,obstacle,null,10,pred,c,1217,40,0.5230,0.5230,0.5349
2,obstacle,null,10,pred,d_front,1217,40,0.5031,0.5031,0.4782
2,obstacle,null,10,pred,occ,1217,40,0.4448,0.5552,0.3804
2,obstacle,null,10,pred,ped,1217,40,0.4333,0.5667,0.3500
2,obstacle,pair,5,oracle,a,2303,39,0.7721,0.7721,0.8762
2,obstacle,pair,5,oracle,b,2303,39,0.5202,0.5202,0.5640
2,obstacle,pair,5,oracle,c,2303,39,0.4468,0.5532,0.3899
2,obstacle,pair,5,oracle,d_front,2303,39,0.3192,0.6808,0.2236
2,obstacle,pair,5,oracle,occ,2303,39,0.6437,0.6437,0.7551
2,obstacle,pair,5,oracle,ped,2303,39,0.4282,0.5718,0.3882
2,obstacle,pair,5,persist,a,2303,39,0.7168,0.7168,0.8359
2,obstacle,pair,5,persist,b,2303,39,0.5083,0.5083,0.5502
2,obstacle,pair,5,persist,c,2303,39,0.4586,0.5414,0.4208
2,obstacle,pair,5,persist,d_front,2303,39,0.3366,0.6634,0.2284
2,obstacle,pair,5,persist,occ,2303,39,0.6415,0.6415,0.7634
2,obstacle,pair,5,persist,ped,2303,39,0.4422,0.5578,0.4099
2,obstacle,pair,5,pred,a,2303,39,0.7106,0.7106,0.8467
2,obstacle,pair,5,pred,b,2303,39,0.5243,0.5243,0.5858
2,obstacle,pair,5,pred,c,2303,39,0.4815,0.5185,0.4390
2,obstacle,pair,5,pred,d_front,2303,39,0.3166,0.6834,0.1806
2,obstacle,pair,5,pred,occ,2303,39,0.6630,0.6630,0.8116
2,obstacle,pair,5,pred,ped,2303,39,0.4551,0.5449,0.3860
2,obstacle,pair,10,oracle,a,2303,39,0.7878,0.7878,0.8593
2,obstacle,pair,10,oracle,b,2303,39,0.5291,0.5291,0.5636
2,obstacle,pair,10,oracle,c,2303,39,0.4465,0.5535,0.4012
2,obstacle,pair,10,oracle,d_front,2303,39,0.3454,0.6546,0.2835
2,obstacle,pair,10,oracle,occ,2303,39,0.6147,0.6147,0.6878
2,obstacle,pair,10,oracle,ped,2303,39,0.4029,0.5971,0.3517
2,obstacle,pair,10,persist,a,2303,39,0.7168,0.7168,0.8359
2,obstacle,pair,10,persist,b,2303,39,0.5083,0.5083,0.5502
2,obstacle,pair,10,persist,c,2303,39,0.4586,0.5414,0.4208
2,obstacle,pair,10,persist,d_front,2303,39,0.3366,0.6634,0.2284
2,obstacle,pair,10,persist,occ,2303,39,0.6415,0.6415,0.7634
2,obstacle,pair,10,persist,ped,2303,39,0.4422,0.5578,0.4099
2,obstacle,pair,10,pred,a,2303,39,0.7125,0.7125,0.8328
2,obstacle,pair,10,pred,b,2303,39,0.5262,0.5262,0.5805
2,obstacle,pair,10,pred,c,2303,39,0.4839,0.5161,0.4347
2,obstacle,pair,10,pred,d_front,2303,39,0.3378,0.6622,0.1772
2,obstacle,pair,10,pred,occ,2303,39,0.6396,0.6396,0.7972
2,obstacle,pair,10,pred,ped,2303,39,0.4484,0.5516,0.3756
2,other,null,5,oracle,a,484,21,0.5169,0.5169,0.4483
2,other,null,5,oracle,b,484,21,0.4763,0.5237,0.4876
2,other,null,5,oracle,c,484,21,0.5201,0.5201,0.5579
2,other,null,5,oracle,d_front,484,21,0.4981,0.5019,0.4897
2,other,null,5,oracle,occ,484,21,0.5161,0.5161,0.5785
2,other,null,5,oracle,ped,484,21,0.4385,0.5615,0.3533
2,other,null,5,persist,a,484,21,0.5197,0.5197,0.4525
2,other,null,5,persist,b,484,21,0.4914,0.5086,0.4938
2,other,null,5,persist,c,484,21,0.5362,0.5362,0.5682
2,other,null,5,persist,d_front,484,21,0.5013,0.5013,0.5124
2,other,null,5,persist,occ,484,21,0.5054,0.5054,0.5475
2,other,null,5,persist,ped,484,21,0.4267,0.5733,0.3368
2,other,null,5,pred,a,484,21,0.4966,0.5034,0.4070
2,other,null,5,pred,b,484,21,0.5107,0.5107,0.5413
2,other,null,5,pred,c,484,21,0.5403,0.5403,0.5826
2,other,null,5,pred,d_front,484,21,0.5045,0.5045,0.5103
2,other,null,5,pred,occ,484,21,0.5044,0.5044,0.5558
2,other,null,5,pred,ped,484,21,0.4440,0.5560,0.3616
2,other,null,10,oracle,a,484,21,0.4936,0.5064,0.4070
2,other,null,10,oracle,b,484,21,0.4850,0.5150,0.4773
2,other,null,10,oracle,c,484,21,0.5134,0.5134,0.5455
2,other,null,10,oracle,d_front,484,21,0.4925,0.5075,0.4793
2,other,null,10,oracle,occ,484,21,0.5201,0.5201,0.5971
2,other,null,10,oracle,ped,484,21,0.4642,0.5358,0.4091
2,other,null,10,persist,a,484,21,0.5197,0.5197,0.4525
2,other,null,10,persist,b,484,21,0.4914,0.5086,0.4938
2,other,null,10,persist,c,484,21,0.5362,0.5362,0.5682
2,other,null,10,persist,d_front,484,21,0.5013,0.5013,0.5124
2,other,null,10,persist,occ,484,21,0.5054,0.5054,0.5475
2,other,null,10,persist,ped,484,21,0.4267,0.5733,0.3368
2,other,null,10,pred,a,484,21,0.4903,0.5097,0.4008
2,other,null,10,pred,b,484,21,0.5183,0.5183,0.5310
2,other,null,10,pred,c,484,21,0.5416,0.5416,0.5930
2,other,null,10,pred,d_front,484,21,0.5031,0.5031,0.5041
2,other,null,10,pred,occ,484,21,0.5049,0.5049,0.5620
2,other,null,10,pred,ped,484,21,0.4556,0.5444,0.3905
2,other,pair,5,oracle,a,277,2,0.4969,0.5031,0.5162
2,other,pair,5,oracle,b,277,2,0.4910,0.5090,0.4874
2,other,pair,5,oracle,c,277,2,0.4991,0.5009,0.5018
2,other,pair,5,oracle,d_front,277,2,0.4972,0.5028,0.4729
2,other,pair,5,oracle,occ,277,2,0.5057,0.5057,0.5560
2,other,pair,5,oracle,ped,277,2,0.5096,0.5096,0.5379
2,other,pair,5,persist,a,277,2,0.4976,0.5024,0.5343
2,other,pair,5,persist,b,277,2,0.4892,0.5108,0.4693
2,other,pair,5,persist,c,277,2,0.4978,0.5022,0.4910
2,other,pair,5,persist,d_front,277,2,0.4958,0.5042,0.4585
2,other,pair,5,persist,occ,277,2,0.5095,0.5095,0.5884
2,other,pair,5,persist,ped,277,2,0.5093,0.5093,0.5018
2,other,pair,5,pred,a,277,2,0.4961,0.5039,0.5054
2,other,pair,5,pred,b,277,2,0.4906,0.5094,0.4910
2,other,pair,5,pred,c,277,2,0.5014,0.5014,0.5162
2,other,pair,5,pred,d_front,277,2,0.4916,0.5084,0.4260
2,other,pair,5,pred,occ,277,2,0.5115,0.5115,0.5884
2,other,pair,5,pred,ped,277,2,0.5079,0.5079,0.5235
2,other,pair,10,oracle,a,277,2,0.4956,0.5044,0.5090
2,other,pair,10,oracle,b,277,2,0.4896,0.5104,0.4765
2,other,pair,10,oracle,c,277,2,0.5007,0.5007,0.5235
2,other,pair,10,oracle,d_front,277,2,0.4945,0.5055,0.4549
