scope,judge,n,delta,lo,hi,model,gate,source
Intersections,ADE dec1-9,4299,0.0449210740625858,0.017579882649087,0.0895900312393506,cinque,g2,stAs0
Intersections,ADE pre_onset dec1-9,301,0.0030791589524596,-0.0110211308739249,0.0211500304049047,cinque,g2,stAs0
all,RFS (rater),478,0.0119535566582751,-0.0012454224272254,0.0253725050807845,cinque,c2,stAs0
all,ADE dec1-9,17389,0.0159836951643228,0.0118609714926116,0.0201855322515775,cinque,c2,stAs0
all,ADE pre_onset dec1-9,1245,0.0173711106181144,0.0027773657169634,0.033910080331156,cinque,c2,stAs0
Pedestrians,RFS (rater),52,0.0080328903067801,-0.0464841142940738,0.0554277249386904,cinque,c2,stAs0
Pedestrians,ADE dec1-9,1637,0.009938234463334,-0.0012354700002177,0.0221669396550646,cinque,c2,stAs0
Pedestrians,ADE pre_onset dec1-9,83,0.0069488021545112,-0.0404507039373257,0.0738522615582649,cinque,c2,stAs0
Cyclists,RFS (rater),71,0.0141646653048343,-0.0052867604242645,0.0379372109914351,cinque,c2,stAs0
Cyclists,ADE dec1-9,2326,0.0103311100974679,0.0030053070452258,0.0183377900162596,cinque,c2,stAs0
Cyclists,ADE pre_onset dec1-9,206,-0.0004540768568404,-0.0299847015918596,0.035456680146848,cinque,c2,stAs0
Cut_ins,RFS (rater),20,-0.0058156647769461,-0.0845213126630873,0.0833475329895914,cinque,c2,stAs0
Cut_ins,ADE dec1-9,724,0.0133921690285205,0.0042545605791271,0.0248915687929578,cinque,c2,stAs0
Cut_ins,ADE pre_onset dec1-9,16,0.0330427214503288,-0.0143032755170549,0.0783395697088802,cinque,c2,stAs0
FOD,RFS (rater),78,0.002970218311754,-0.0123199594380651,0.0173306658211487,cinque,c2,stAs0
FOD,ADE dec1-9,3175,0.0237876456230878,0.0140421828460335,0.0346989138252486,cinque,c2,stAs0
FOD,ADE pre_onset dec1-9,252,0.05786894261837,0.0147068958053621,0.1123135410890082,cinque,c2,stAs0
Intersections,RFS (rater),116,0.0229086496801855,-0.0122939005331563,0.0614640189145891,cinque,c2,stAs0
Intersections,ADE dec1-9,4299,0.0253047049045562,0.0157449614020682,0.0355121983991352,cinque,c2,stAs0
Intersections,ADE pre_onset dec1-9,301,0.0018703115638345,-0.0125486050426358,0.020718409008077,cinque,c2,stAs0
all,RFS (rater),478,-0.0530586938566069,-0.1151953474330251,0.007368771260027,lebowski,none,stAs0
all,ADE dec1-9,17389,0.2204471677541732,0.1951910644269386,0.2467098418956845,lebowski,none,stAs0
all,ADE pre_onset dec1-9,1245,0.1004722043871879,0.0305355840304391,0.1776225661929505,lebowski,none,stAs0
Pedestrians,RFS (rater),52,0.0988941860170349,-0.0531056066025568,0.3228591190771849,lebowski,none,stAs0
Pedestrians,ADE dec1-9,1637,0.1599723547697067,0.1101099921097895,0.2108095907669654,lebowski,none,stAs0
Pedestrians,ADE pre_onset dec1-9,83,-0.0139191281050443,-0.2737411659761362,0.2247527888382476,lebowski,none,stAs0
Cyclists,RFS (rater),71,0.0116559079365476,-0.0635105222335374,0.0882713225680325,lebowski,none,stAs0
Cyclists,ADE dec1-9,2326,0.1968023627996444,0.132784118139853,0.2749653000445847,lebowski,none,stAs0
Cyclists,ADE pre_onset dec1-9,206,0.1631751954555511,-0.0501664505567841,0.4554913746148252,lebowski,none,stAs0
Cut_ins,RFS (rater),20,-0.1476316549358403,-0.3577142886771023,0.0140058129743032,lebowski,none,stAs0
Cut_ins,ADE dec1-9,724,0.1759637892246246,0.0868604860505357,0.2836107257610709,lebowski,none,stAs0
Cut_ins,ADE pre_onset dec1-9,16,0.1458258330821991,-0.1924571882594715,0.5738791016971364,lebowski,none,stAs0
FOD,RFS (rater),78,-0.2029425139667548,-0.4150504566321873,-0.0124890470502062,lebowski,none,stAs0
FOD,ADE dec1-9,3175,0.2375465184450149,0.1682407838692115,0.3184405745715307,lebowski,none,stAs0
FOD,ADE pre_onset dec1-9,252,0.0597318150103092,0.005982596076784,0.1204614000758042,lebowski,none,stAs0
Intersections,RFS (rater),116,0.0277472249120194,-0.1048589775014712,0.1462466572159883,lebowski,none,stAs0
Intersections,ADE dec1-9,4299,0.2796405553817749,0.2241880551439126,0.3399064765031669,lebowski,none,stAs0
Intersections,ADE pre_onset dec1-9,301,0.0678477063775062,-0.0292393429386248,0.2011854803430611,lebowski,none,stAs0
all,RFS (rater),478,-0.0090114899329025,-0.0464927364528568,0.0262716477028923,lebowski,g1,stAs0
all,ADE dec1-9,17389,0.0969052538275718,0.0828239283704384,0.1116466403069154,lebowski,g1,stAs0
all,ADE pre_onset dec1-9,1245,0.0616210252046585,0.0086985341063971,0.1191699379691039,lebowski,g1,stAs0
Pedestrians,RFS (rater),52,0.0174012595937221,-0.045327870556103,0.0828962135020229,lebowski,g1,stAs0
Pedestrians,ADE dec1-9,1637,0.0675418004393577,0.0355275773628836,0.0979032922524822,lebowski,g1,stAs0
Pedestrians,ADE pre_onset dec1-9,83,-0.0424106270074844,-0.3118559843054874,0.1785863971850356,lebowski,g1,stAs0
Cyclists,RFS (rater),71,0.0241518696447757,-0.0210968148357071,0.0727324526575676,lebowski,g1,stAs0
Cyclists,ADE dec1-9,2326,0.0926079750061035,0.0595662187325392,0.1284627193722039,lebowski,g1,stAs0
Cyclists,ADE pre_onset dec1-9,206,0.1146249026060104,-0.0496271094799553,0.3424512790820721,lebowski,g1,stAs0
Cut_ins,RFS (rater),20,-0.0750310652938112,-0.233867071494813,0.0408942194125908,lebowski,g1,stAs0
Cut_ins,ADE dec1-9,724,0.0764774903655052,0.0283279668224009,0.1289025722775454,lebowski,g1,stAs0
Cut_ins,ADE pre_onset dec1-9,16,0.0411014892160892,-0.3471905805847861,0.3851922197001321,lebowski,g1,stAs0
FOD,RFS (rater),78,-0.0483514484523422,-0.128222070774321,0.0333983148503839,lebowski,g1,stAs0
FOD,ADE dec1-9,3175,0.0862579122185707,0.0537113531822375,0.1230135842900246,lebowski,g1,stAs0
FOD,ADE pre_onset dec1-9,252,0.0329202488064765,-0.0076924355698193,0.0777633396072036,lebowski,g1,stAs0
Intersections,RFS (rater),116,0.0635544456898089,-0.0436090548636112,0.1604623104547675,lebowski,g1,stAs0
Intersections,ADE dec1-9,4299,0.1314039528369903,0.0983862230101725,0.1685574574399805,lebowski,g1,stAs0
Intersections,ADE pre_onset dec1-9,301,0.0616750828921794,-0.023317463699195,0.1806206832385875,lebowski,g1,stAs0
all,RFS (rater),478,-0.0005208447497827,-0.0047153784791396,0.0040119209839681,lebowski,g3,stAs0
all,ADE dec1-9,17389,0.0017125512240454,0.0005111640176068,0.0030349947563622,lebowski,g3,stAs0
all,ADE pre_onset dec1-9,1245,-0.0026126115117222,-0.0075054215437199,0.0017902097440283,lebowski,g3,stAs0
Pedestrians,RFS (rater),52,-0.0080919444953052,-0.0240417692760506,4.371103429021353e-05,lebowski,g3,stAs0
Pedestrians,ADE dec1-9,1637,0.0018698171479627,-0.0003475622466908,0.0047934595393531,lebowski,g3,stAs0
Pedestrians,ADE pre_onset dec1-9,83,-0.0036039238329976,-0.0106247081857603,0.0001655173929114,lebowski,g3,stAs0
Cyclists,RFS (rater),71,-0.0007582455316297,-0.0036061461428077,0.0013314095479184,lebowski,g3,stAs0
Cyclists,ADE dec1-9,2326,0.0025130142457783,-0.0007988971948547,0.006833180567504,lebowski,g3,stAs0
Cyclists,ADE pre_onset dec1-9,206,-2.8884815037599765e-05,-0.0006469259395866,0.0005299428003091,lebowski,g3,stAs0
Cut_ins,RFS (rater),20,0.0,0.0,0.0,lebowski,g3,stAs0
Cut_ins,ADE dec1-9,724,-0.0009836629033088,-0.0034569045654218,0.0011087485289227,lebowski,g3,stAs0
Cut_ins,ADE pre_onset dec1-9,16,-0.0167658478021621,-0.0423558260265149,0.0,lebowski,g3,stAs0
FOD,RFS (rater),78,-0.0027779063445327,-0.0082094708788758,0.0,lebowski,g3,stAs0
FOD,ADE dec1-9,3175,0.0014267428778111,-0.0003984234987182,0.0036311913658366,lebowski,g3,stAs0
FOD,ADE pre_onset dec1-9,252,-0.0023448206484317,-0.0106322755623726,0.0032294826474633,lebowski,g3,stAs0
Intersections,RFS (rater),116,0.000186870158926,0.0,0.000560610476778,lebowski,g3,stAs0
Intersections,ADE dec1-9,4299,0.0006329852039925,-0.0013751097023155,0.0028607336242883,lebowski,g3,stAs0
Intersections,ADE pre_onset dec1-9,301,-0.007342045661062,-0.0208759040552645,0.0004701432003493,lebowski,g3,stAs0
all,RFS (rater),478,-0.0047223344479839,-0.0148392806491817,0.0042926899886625,lebowski,g2,stAs0
all,ADE dec1-9,17389,0.0179441981017589,0.011466690662369,0.0259222850065832,lebowski,g2,stAs0
all,ADE pre_onset dec1-9,1245,0.0033649574033915,-0.0091417786676572,0.0189698264920078,lebowski,g2,stAs0
Pedestrians,RFS (rater),52,-0.0025479275172024,-0.0272240730127525,0.014464949388998,lebowski,g2,stAs0
Pedestrians,ADE dec1-9,1637,0.0188929494470357,0.0067653135279994,0.0326581262429723,lebowski,g2,stAs0
Pedestrians,ADE pre_onset dec1-9,83,0.0076204920187592,-0.0284647405854262,0.0477060680642669,lebowski,g2,stAs0
Cyclists,RFS (rater),71,-0.005088288024161,-0.0391247095704234,0.0193455133590408,lebowski,g2,stAs0
Cyclists,ADE dec1-9,2326,0.0242649260908365,0.0117058117011569,0.0385236711798276,lebowski,g2,stAs0
Cyclists,ADE pre_onset dec1-9,206,0.011349868029356,-0.0335405541445095,0.0948397695831378,lebowski,g2,stAs0
Cut_ins,RFS (rater),20,-0.0011299850243156,-0.0132906509417237,0.0108394267203506,lebowski,g2,stAs0
Cut_ins,ADE dec1-9,724,0.0085499864071607,-0.0123973935801861,0.0297867086021847,lebowski,g2,stAs0
Cut_ins,ADE pre_onset dec1-9,16,-0.0013344995677471,-0.1392539522864601,0.1021843762958751,lebowski,g2,stAs0
FOD,RFS (rater),78,-0.0271004260907324,-0.0593890763449998,-0.003032727950203,lebowski,g2,stAs0
FOD,ADE dec1-9,3175,0.0164475552737712,0.0049938807767969,0.0297634448049038,lebowski,g2,stAs0
FOD,ADE pre_onset dec1-9,252,-0.0017639228608459,-0.0085460734223185,0.0045942361101296,lebowski,g2,stAs0
Intersections,RFS (rater),116,0.0112104654033732,-0.0145543238063112,0.0347045807893786,lebowski,g2,stAs0
Intersections,ADE dec1-9,4299,0.0293275732547044,0.0109204828914381,0.0581743929410217,lebowski,g2,stAs0
Intersections,ADE pre_onset dec1-9,301,-0.0052688824944198,-0.0220944000135618,0.0152936928112565,lebowski,g2,stAs0
all,RFS (rater),478,-0.0054568033316362,-0.0155796959738211,0.0040269106077067,lebowski,c2,stAs0
all,ADE dec1-9,17389,0.0087148314341902,0.0055385551132279,0.0119732285731026,lebowski,c2,stAs0
all,ADE pre_onset dec1-9,1245,0.0029862751252949,-0.0078927869547541,0.0141923140069093,lebowski,c2,stAs0
Pedestrians,RFS (rater),52,0.0039922354087872,-0.0202903890477986,0.02582847010713,lebowski,c2,stAs0
Pedestrians,ADE dec1-9,1637,0.0023193967062979,-0.0065852549944004,0.009832571633329,lebowski,c2,stAs0
Pedestrians,ADE pre_onset dec1-9,83,-0.0281737577170133,-0.1182391774441514,0.0309249580213897,lebowski,c2,stAs0
Cyclists,RFS (rater),71,-0.0112444431244624,-0.0440740394482355,0.0103716470716724,lebowski,c2,stAs0
Cyclists,ADE dec1-9,2326,0.0111247198656201,0.0043694501533523,0.0176515629473673,lebowski,c2,stAs0
Cyclists,ADE pre_onset dec1-9,206,0.0011140672722831,-0.0178610267195952,0.0309925521083419,lebowski,c2,stAs0
Cut_ins,RFS (rater),20,-0.0082740362311753,-0.0427554761928613,0.0153387290388691,lebowski,c2,stAs0
Cut_ins,ADE dec1-9,724,0.0022112452425062,-0.0077927006069983,0.0109921184823076,lebowski,c2,stAs0
Cut_ins,ADE pre_onset dec1-9,16,-0.0034738518297672,-0.1241520697420293,0.0843605995178222,lebowski,c2,stAs0
FOD,RFS (rater),78,-0.0165078019148317,-0.0357167406204359,-0.000144551626843,lebowski,c2,stAs0
FOD,ADE dec1-9,3175,0.0092562530189752,0.0013741306071272,0.0182820412720992,lebowski,c2,stAs0
FOD,ADE pre_onset dec1-9,252,0.0034293907228857,-0.0044727176833571,0.011913682977323,lebowski,c2,stAs0
Intersections,RFS (rater),116,0.0065268411641923,-0.0200918694510225,0.0299997370837831,lebowski,c2,stAs0
Intersections,ADE dec1-9,4299,0.0161622539162635,0.0088348043770254,0.0238174784551465,lebowski,c2,stAs0
Intersections,ADE pre_onset dec1-9,301,0.002955726115033,-0.0126451304597917,0.0235920295304286,lebowski,c2,stAs0
all,RFS (rater),478,-0.107336499414752,-0.1944364898150468,-0.0269850554817951,cinque,none,stAs1
all,ADE dec1-9,17389,0.298907458782196,0.2665989807418277,0.3322802940722165,cinque,none,stAs1
all,ADE pre_onset dec1-9,1245,0.2699994444847107,0.1542694790547164,0.4100525056221126,cinque,none,stAs1
Pedestrians,RFS (rater),52,-0.1720404642553708,-0.5157654144030729,0.1311694700572611,cinque,none,stAs1
Pedestrians,ADE dec1-9,1637,0.2508361935615539,0.156099330651502,0.3638369120313643,cinque,none,stAs1
Pedestrians,ADE pre_onset dec1-9,83,0.2693203389644623,0.0028780323657251,0.7733423821074921,cinque,none,stAs1
Cyclists,RFS (rater),71,-0.0749347998533366,-0.270739232710677,0.0516412044423912,cinque,none,stAs1
Cyclists,ADE dec1-9,2326,0.2057832032442093,0.1451120850271209,0.2747907504201586,cinque,none,stAs1
Cyclists,ADE pre_onset dec1-9,206,0.1327807158231735,-0.065091409991964,0.4238879173002617,cinque,none,stAs1
Cut_ins,RFS (rater),20,-0.2052741978925641,-0.8870074580240358,0.4237654838223236,cinque,none,stAs1
Cut_ins,ADE dec1-9,724,0.2031184285879135,0.1068684784838232,0.3362627185520616,cinque,none,stAs1
Cut_ins,ADE pre_onset dec1-9,16,0.1556641161441803,-0.0936671750886099,0.4829019747282329,cinque,none,stAs1
FOD,RFS (rater),78,-0.1697352865075788,-0.3998764664335441,-0.0003635335771173,cinque,none,stAs1
FOD,ADE dec1-9,3175,0.3511472344398498,0.280239846638692,0.4289638350808424,cinque,none,stAs1
FOD,ADE pre_onset dec1-9,252,0.535104513168335,0.1866968573225189,0.9956983172474972,cinque,none,stAs1
Intersections,RFS (rater),116,-0.0954098860987031,-0.285061765423224,0.0707415007037276,cinque,none,stAs1
Intersections,ADE dec1-9,4299,0.3888605237007141,0.3149616859414211,0.4686492608307536,cinque,none,stAs1
Intersections,ADE pre_onset dec1-9,301,0.0580596178770065,-0.0230452724604746,0.1674029514472206,cinque,none,stAs1
all,RFS (rater),478,-0.0600915506912705,-0.129851201297195,0.0039849889323928,cinque,g1,stAs1
all,ADE dec1-9,17389,0.1905375868082046,0.1662464090683166,0.2161302617035787,cinque,g1,stAs1
all,ADE pre_onset dec1-9,1245,0.2388859093189239,0.1321072054451897,0.3701080177921548,cinque,g1,stAs1
Pedestrians,RFS (rater),52,-0.0675531373689567,-0.3134166872373862,0.155818706383831,cinque,g1,stAs1
Pedestrians,ADE dec1-9,1637,0.1654908806085586,0.0982528851767484,0.2448778976404028,cinque,g1,stAs1
Pedestrians,ADE pre_onset dec1-9,83,0.2552136480808258,-0.0083763743688662,0.7491043311807702,cinque,g1,stAs1
Cyclists,RFS (rater),71,-0.0578504739940873,-0.2249203551570427,0.0514064149622703,cinque,g1,stAs1
Cyclists,ADE dec1-9,2326,0.1209776103496551,0.0781947347942786,0.1740816599980891,cinque,g1,stAs1
Cyclists,ADE pre_onset dec1-9,206,0.0825532600283622,-0.0743697073097438,0.2822438364567773,cinque,g1,stAs1
Cut_ins,RFS (rater),20,-0.0259640357140865,-0.3779188301183599,0.3626588150607774,cinque,g1,stAs1
Cut_ins,ADE dec1-9,724,0.1413362175226211,0.0671419503616658,0.2497166321364661,cinque,g1,stAs1
Cut_ins,ADE pre_onset dec1-9,16,0.1487518697977066,-0.0870696646826607,0.4598074712251362,cinque,g1,stAs1
FOD,RFS (rater),78,-0.1077980372125013,-0.3024711483184889,0.0193353893618516,cinque,g1,stAs1
FOD,ADE dec1-9,3175,0.2157404571771621,0.1619126308905003,0.2785431989965631,cinque,g1,stAs1
FOD,ADE pre_onset dec1-9,252,0.5056191086769104,0.1687557870335517,0.9626699432397804,cinque,g1,stAs1
Intersections,RFS (rater),116,-0.0846805090761459,-0.269707126446625,0.0752917442543548,cinque,g1,stAs1
Intersections,ADE dec1-9,4299,0.2573404610157013,0.1987511722200841,0.3250399591510681,cinque,g1,stAs1
Intersections,ADE pre_onset dec1-9,301,0.0619726963341236,-0.0131889476426672,0.167493784508393,cinque,g1,stAs1
all,RFS (rater),478,0.0016147449729503,-0.0065080092338682,0.0097377789526396,cinque,g3,stAs1
all,ADE dec1-9,17389,0.0008083276334218,0.0001244418984032,0.001659827795871,cinque,g3,stAs1
all,ADE pre_onset dec1-9,1245,0.0009171039564535,4.00002088063954e-05,0.0021155596913158,cinque,g3,stAs1
Pedestrians,RFS (rater),52,0.0,0.0,0.0,cinque,g3,stAs1
Pedestrians,ADE dec1-9,1637,0.0008888375014066,-0.0006036564729034,0.0029021658842168,cinque,g3,stAs1
Pedestrians,ADE pre_onset dec1-9,83,-0.000606165616773,-0.0012865444970509,0.0,cinque,g3,stAs1
Cyclists,RFS (rater),71,0.0154959325357654,0.0,0.0464877976072963,cinque,g3,stAs1
Cyclists,ADE dec1-9,2326,0.0002050069742836,-0.0011406580063045,0.0014602862905509,cinque,g3,stAs1
Cyclists,ADE pre_onset dec1-9,206,0.0024242713116109,-3.58691523083696e-05,0.0084394745779841,cinque,g3,stAs1
Cut_ins,RFS (rater),20,0.0,0.0,0.0,cinque,g3,stAs1
Cut_ins,ADE dec1-9,724,0.0016051523853093,0.0002354342704258,0.0037019855993405,cinque,g3,stAs1
Cut_ins,ADE pre_onset dec1-9,16,-0.0016027800738811,-0.0040491286076997,0.0,cinque,g3,stAs1
FOD,RFS (rater),78,0.0,0.0,0.0,cinque,g3,stAs1
FOD,ADE dec1-9,3175,0.0003063583862967,-1.834337097564068e-05,0.000757705719171,cinque,g3,stAs1
FOD,ADE pre_onset dec1-9,252,0.0005420698435045,5.110529147916371e-05,0.0013788430349855,cinque,g3,stAs1
Intersections,RFS (rater),116,0.0006015976201078,0.0,0.0017855575404763,cinque,g3,stAs1
Intersections,ADE dec1-9,4299,-0.0002737438480835,-0.0007295300654885,0.0001011421822181,cinque,g3,stAs1
Intersections,ADE pre_onset dec1-9,301,0.0003688755095936,-0.0002459583562318,0.001574415251852,cinque,g3,stAs1
all,RFS (rater),478,-0.0001443297993362,-0.0219792949739095,0.0170267795424506,cinque,g2,stAs1
all,ADE dec1-9,17389,0.026044126600027,0.0176553599340317,0.0367304119471609,cinque,g2,stAs1
all,ADE pre_onset dec1-9,1245,0.027017829939723,0.0014293513939397,0.0590781034653416,cinque,g2,stAs1
Pedestrians,RFS (rater),52,0.0017655787098673,-0.0492862578679563,0.0467317157678483,cinque,g2,stAs1
Pedestrians,ADE dec1-9,1637,0.0310758054256439,0.0107461331873192,0.0554136654827073,cinque,g2,stAs1
Pedestrians,ADE pre_onset dec1-9,83,0.0340032465755939,-0.0562577078564905,0.1856747702246202,cinque,g2,stAs1
Cyclists,RFS (rater),71,0.0192235639412587,-0.0018704943021977,0.0452536718373964,cinque,g2,stAs1
Cyclists,ADE dec1-9,2326,0.0186978131532669,0.0058586556904243,0.0334818275901954,cinque,g2,stAs1
Cyclists,ADE pre_onset dec1-9,206,0.0266471225768327,-0.0503693334650015,0.1430462132569048,cinque,g2,stAs1
Cut_ins,RFS (rater),20,-0.0404884346212547,-0.1238050904962802,0.0267555335484841,cinque,g2,stAs1
Cut_ins,ADE dec1-9,724,0.0263894721865654,0.0109285036775905,0.0454688161581353,cinque,g2,stAs1
Cut_ins,ADE pre_onset dec1-9,16,0.0077740512788295,-0.037516108580998,0.0584363874636198,cinque,g2,stAs1
FOD,RFS (rater),78,0.0031243258017248,-0.0076307970173381,0.0141309185186971,cinque,g2,stAs1
FOD,ADE dec1-9,3175,0.0325145311653614,0.0149374972699912,0.0554584116821853,cinque,g2,stAs1
FOD,ADE pre_onset dec1-9,252,0.0760553553700447,0.0055986322974155,0.1907203108884905,cinque,g2,stAs1
Intersections,RFS (rater),116,-0.0262700857538112,-0.1090422767262485,0.0304391979461763,cinque,g2,stAs1
Intersections,ADE dec1-9,4299,0.0401885323226451,0.0170095312073647,0.0763379242207663,cinque,g2,stAs1
Intersections,ADE pre_onset dec1-9,301,0.0042718048207461,-0.0102840618631175,0.022152038661763,cinque,g2,stAs1
all,RFS (rater),478,0.0140189275311403,0.0010904771942487,0.0274804339153451,cinque,c2,stAs1
all,ADE dec1-9,17389,0.0154581600800156,0.011468055965902,0.0196161812869374,cinque,c2,stAs1
all,ADE pre_onset dec1-9,1245,0.0183120053261518,0.0036636359808315,0.0354191470821704,cinque,c2,stAs1
Pedestrians,RFS (rater),52,0.0113830123845432,-0.0367954482054556,0.0567937916806419,cinque,c2,stAs1
Pedestrians,ADE dec1-9,1637,0.0087526058778166,-0.0019535074038617,0.0207264476202408,cinque,c2,stAs1
Pedestrians,ADE pre_onset dec1-9,83,0.0022761691361665,-0.0442181909625182,0.0673899236324061,cinque,c2,stAs1
Cyclists,RFS (rater),71,0.0141948031879954,-0.0032231395806425,0.0359854918714304,cinque,c2,stAs1
Cyclists,ADE dec1-9,2326,0.0102891148999333,0.0028544430293407,0.0186276337001143,cinque,c2,stAs1
Cyclists,ADE pre_onset dec1-9,206,0.0017057990189641,-0.0263934093146286,0.036070536480333,cinque,c2,stAs1
Cut_ins,RFS (rater),20,-0.0114270760861991,-0.1058085139817952,0.0939964924212319,cinque,c2,stAs1
Cut_ins,ADE dec1-9,724,0.014690519310534,0.0049758517458392,0.0270468368483261,cinque,c2,stAs1
Cut_ins,ADE pre_onset dec1-9,16,0.0176857151091098,-0.0157056621142796,0.059877828547829,cinque,c2,stAs1
FOD,RFS (rater),78,0.0048426367381504,-0.0108951596355442,0.0207942089497004,cinque,c2,stAs1
FOD,ADE dec1-9,3175,0.0237354915589094,0.0140733883557825,0.0344317922901913,cinque,c2,stAs1
FOD,ADE pre_onset dec1-9,252,0.0592784993350505,0.0131602379521374,0.1166549002183517,cinque,c2,stAs1
Intersections,RFS (rater),116,0.0303431369079441,-0.0056501354995781,0.0697182555898064,cinque,c2,stAs1
Intersections,ADE dec1-9,4299,0.0234868042171001,0.0146076682235178,0.0327671790863961,cinque,c2,stAs1
Intersections,ADE pre_onset dec1-9,301,0.0023897746577858,-0.0112838301700337,0.0202356140613334,cinque,c2,stAs1
all,RFS (rater),478,-0.0559649687852354,-0.1151853866411674,0.0014859140020145,lebowski,none,stAs1
all,ADE dec1-9,17389,0.2212749719619751,0.1956349705488684,0.2477725966385457,lebowski,none,stAs1
all,ADE pre_onset dec1-9,1245,0.0967635214328765,0.0293241528304828,0.1719252395492543,lebowski,none,stAs1
Pedestrians,RFS (rater),52,0.0640677835810872,-0.0644147825220252,0.2371666297629655,lebowski,none,stAs1
Pedestrians,ADE dec1-9,1637,0.1599477976560592,0.1096312331289866,0.2113010850853163,lebowski,none,stAs1
Pedestrians,ADE pre_onset dec1-9,83,0.0066806329414248,-0.2560526265757529,0.2496181364412709,lebowski,none,stAs1
Cyclists,RFS (rater),71,-0.0171512913279895,-0.0840879283063404,0.042039762504069,lebowski,none,stAs1
Cyclists,ADE dec1-9,2326,0.2020837813615799,0.1367858641685638,0.283658704145501,lebowski,none,stAs1
Cyclists,ADE pre_onset dec1-9,206,0.1442003399133682,-0.0477240380562728,0.4082236013097937,lebowski,none,stAs1
Cut_ins,RFS (rater),20,-0.1338243947124636,-0.3555465271209166,0.0379964438361831,lebowski,none,stAs1
Cut_ins,ADE dec1-9,724,0.1797702461481094,0.0908134358538589,0.2859304449327985,lebowski,none,stAs1
Cut_ins,ADE pre_onset dec1-9,16,0.1405830085277557,-0.2465478886257518,0.5648026185877183,lebowski,none,stAs1
FOD,RFS (rater),78,-0.2052432174224055,-0.4220755101270335,-0.0127848011911375,lebowski,none,stAs1
FOD,ADE dec1-9,3175,0.2355492562055587,0.165094515409622,0.3170768532343294,lebowski,none,stAs1
FOD,ADE pre_onset dec1-9,252,0.0605194084346294,0.0070496735697823,0.1207153545381775,lebowski,none,stAs1
Intersections,RFS (rater),116,0.0431109496584105,-0.085876773689074,0.1605724487916878,lebowski,none,stAs1
Intersections,ADE dec1-9,4299,0.2816020548343658,0.2259869917805074,0.3408911431942361,lebowski,none,stAs1
Intersections,ADE pre_onset dec1-9,301,0.0624613650143146,-0.0342937676357204,0.1937560304350551,lebowski,none,stAs1
all,RFS (rater),478,-0.0103269638409725,-0.0463427638107912,0.02443636134394,lebowski,g1,stAs1
all,ADE dec1-9,17389,0.0975653976202011,0.083505139908585,0.1120603157355483,lebowski,g1,stAs1
all,ADE pre_onset dec1-9,1245,0.058362390846014,0.0076916318342138,0.1130910577478494,lebowski,g1,stAs1
Pedestrians,RFS (rater),52,0.0127630044723445,-0.0544908344286653,0.0794654011654308,lebowski,g1,stAs1
Pedestrians,ADE dec1-9,1637,0.0690871477127075,0.0366535189395297,0.0993956047958489,lebowski,g1,stAs1
Pedestrians,ADE pre_onset dec1-9,83,-0.0228696037083864,-0.2887867516180039,0.198710291761425,lebowski,g1,stAs1
Cyclists,RFS (rater),71,0.004500133897236,-0.0306867367944699,0.0384010071256944,lebowski,g1,stAs1
Cyclists,ADE dec1-9,2326,0.0940173491835594,0.0614558924304787,0.129114843577666,lebowski,g1,stAs1
Cyclists,ADE pre_onset dec1-9,206,0.1018773689866066,-0.0440539523317402,0.3038991641723379,lebowski,g1,stAs1
Cut_ins,RFS (rater),20,-0.0592307073708112,-0.1888585387800661,0.0522516592131584,lebowski,g1,stAs1
Cut_ins,ADE dec1-9,724,0.0788019523024559,0.0302339142858667,0.1306213958147899,lebowski,g1,stAs1
Cut_ins,ADE pre_onset dec1-9,16,0.0409527495503425,-0.3592604832215743,0.3727569494928632,lebowski,g1,stAs1
FOD,RFS (rater),78,-0.0561128884132934,-0.1387089603685501,0.0252727765655018,lebowski,g1,stAs1
FOD,ADE dec1-9,3175,0.0852086320519447,0.0530818498152187,0.1210351516451445,lebowski,g1,stAs1
FOD,ADE pre_onset dec1-9,252,0.0343392863869667,-0.0068973695765061,0.0799180026980693,lebowski,g1,stAs1
Intersections,RFS (rater),116,0.0642564363771372,-0.0384804326065945,0.1595206658147526,lebowski,g1,stAs1
Intersections,ADE dec1-9,4299,0.1332454979419708,0.1003975644112599,0.1694562911166668,lebowski,g1,stAs1
Intersections,ADE pre_onset dec1-9,301,0.0547853000462055,-0.0289284168429931,0.1722121738498274,lebowski,g1,stAs1
all,RFS (rater),478,0.0001360488273296,-0.0052914214892753,0.0059804671122308,lebowski,g3,stAs1
all,ADE dec1-9,17389,0.0017184922471642,0.0004953621364522,0.0030505561887805,lebowski,g3,stAs1
all,ADE pre_onset dec1-9,1245,-0.00260840379633,-0.007963958001341,0.0020629053407214,lebowski,g3,stAs1
Pedestrians,RFS (rater),52,-0.0072072979050055,-0.0222597029151543,0.0001926563848197,lebowski,g3,stAs1
Pedestrians,ADE dec1-9,1637,0.0019363404717296,-0.0004478203310873,0.0050459621579915,lebowski,g3,stAs1
Pedestrians,ADE pre_onset dec1-9,83,-0.0029961136169731,-0.0098384306366954,0.00132455309519,lebowski,g3,stAs1
Cyclists,RFS (rater),71,-0.0004959013560908,-0.0036061461428077,0.002118442074535,lebowski,g3,stAs1
Cyclists,ADE dec1-9,2326,0.0026131044141948,-0.0008408735689495,0.0071126914219916,lebowski,g3,stAs1
