scope,judge,n,delta,lo,hi,model,gate,source
Pedestrians,ADE pre_onset dec1-9,83,0.0372781194746494,-0.1177150641505333,0.2307442508275489,cinque,g2,mc
Cyclists,RFS (rater),71,-0.1203818520070975,-0.3196751296012554,0.0561927406814565,cinque,g2,mc
Cyclists,ADE dec1-9,2326,0.0650026872754097,0.0311244441209224,0.100970461874005,cinque,g2,mc
Cyclists,ADE pre_onset dec1-9,206,-0.0160337388515472,-0.1223775954523926,0.0962276449407174,cinque,g2,mc
Cut_ins,RFS (rater),20,-0.5600952804008698,-1.02132219820427,-0.1445212045663464,cinque,g2,mc
Cut_ins,ADE dec1-9,724,0.1060228049755096,0.0461011260143725,0.1723920269250493,cinque,g2,mc
Cut_ins,ADE pre_onset dec1-9,16,-0.0163226723670959,-0.2612321446923649,0.1908748745918274,cinque,g2,mc
FOD,RFS (rater),78,0.0753550033031034,-0.1132149789430632,0.2640005230313175,cinque,g2,mc
FOD,ADE dec1-9,3175,0.0906794443726539,0.0605481962131091,0.1212864971823263,cinque,g2,mc
FOD,ADE pre_onset dec1-9,252,0.0707889944314956,0.0055851388284836,0.134343201097055,cinque,g2,mc
Intersections,RFS (rater),116,-0.0230072956423868,-0.1792470634021084,0.1062119717677433,cinque,g2,mc
Intersections,ADE dec1-9,4299,0.0681475922465324,0.0434793485551198,0.0945283528837099,cinque,g2,mc
Intersections,ADE pre_onset dec1-9,301,0.0313283652067184,-0.0369547422773545,0.1025902447498988,cinque,g2,mc
all,RFS (rater),478,-0.0327489877269059,-0.0964190306698712,0.0302953152914753,cinque,c2,mc
all,ADE dec1-9,17389,0.0631253942847251,0.0524056751560165,0.0738106689164308,cinque,c2,mc
all,ADE pre_onset dec1-9,1245,0.042877197265625,0.0109706966355598,0.0747538482279892,cinque,c2,mc
Pedestrians,RFS (rater),52,0.0781699925310833,-0.0234223932214947,0.1903576899009162,cinque,c2,mc
Pedestrians,ADE dec1-9,1637,0.0523724146187305,0.0190317881266648,0.0857761720624725,cinque,c2,mc
Pedestrians,ADE pre_onset dec1-9,83,-0.0180442966520786,-0.1262018767556949,0.1025447423930801,cinque,c2,mc
Cyclists,RFS (rater),71,-0.1566935515195163,-0.3476289836121687,0.0095374371382651,cinque,c2,mc
