scope,n,activation,lo,hi,delta_mag_median_m,model,gate,source,tau
Pedestrians,1831,0.0169306389950846,0.0075602527882172,0.0283475222960932,0.1693888008594513,cinque,none,stAs2,1.6529502868652344
Cyclists,2830,0.0243816254416961,0.0140405357828703,0.0372244460792137,0.1621626168489456,cinque,none,stAs2,1.6529502868652344
Cut_ins,885,0.0112994350282485,0.0031948881789137,0.0227021205241977,0.1684460788965225,cinque,none,stAs2,1.6529502868652344
FOD,3561,0.026677899466442,0.0182213761218384,0.0362381642465943,0.2211421430110931,cinque,none,stAs2,1.6529502868652344
Intersections,4772,0.0431684828164291,0.0307689893283113,0.0568040075357429,0.2601388692855835,cinque,none,stAs2,1.6529502868652344
straight_yaw,11597,0.0216435284987496,0.016326857217523,0.0280095080973816,0.1727890521287918,cinque,g1,stAs2,1.6529502868652344
pre_onset,1458,0.0336076817558299,0.01282,0.0585309617918313,0.2116991877555847,cinque,g1,stAs2,1.6529502868652344
all,19663,0.0184610690128668,0.0143618086997132,0.0230142980575875,0.1508351862430572,cinque,g1,stAs2,1.6529502868652344
Pedestrians,1831,0.01201529219006,0.005010996504406,0.0206829990015538,0.1344206631183624,cinque,g1,stAs2,1.6529502868652344
Cyclists,2830,0.0159010600706713,0.0080348422315252,0.0254752916287816,0.1219809204339981,cinque,g1,stAs2,1.6529502868652344
Cut_ins,885,0.0045197740112994,0.0,0.0129412716542927,0.1228900179266929,cinque,g1,stAs2,1.6529502868652344
FOD,3561,0.0146026397079472,0.0081157839704308,0.0224210660615232,0.1542903482913971,cinque,g1,stAs2,1.6529502868652344
Intersections,4772,0.0289186923721709,0.018151281620072,0.0415984053941742,0.186576247215271,cinque,g1,stAs2,1.6529502868652344
straight_yaw,11597,0.0001724583944123,0.0,0.0005343831008975,0.0,cinque,g3,stAs2,1.6529502868652344
pre_onset,1458,0.0,0.0,0.0,0.0,cinque,g3,stAs2,1.6529502868652344
all,19663,0.0001017138788587,0.0,0.0003108333183047,0.0,cinque,g3,stAs2,1.6529502868652344
Pedestrians,1831,0.0,0.0,0.0,0.0,cinque,g3,stAs2,1.6529502868652344
Cyclists,2830,0.0,0.0,0.0,0.0,cinque,g3,stAs2,1.6529502868652344
Cut_ins,885,0.0,0.0,0.0,0.0,cinque,g3,stAs2,1.6529502868652344
FOD,3561,0.0,0.0,0.0,0.0,cinque,g3,stAs2,1.6529502868652344
Intersections,4772,0.0,0.0,0.0,0.0,cinque,g3,stAs2,1.6529502868652344
straight_yaw,11597,0.0003449167888246,0.0,0.0008111816903713,0.0323578864336013,cinque,g2,stAs2,1.6529502868652344
pre_onset,1458,0.0020576131687242,0.0,0.0056180762276248,0.0262774564325809,cinque,g2,stAs2,1.6529502868652344
all,19663,0.0008645679702995,0.0001996087675921,0.0019726010812674,0.0265965815633535,cinque,g2,stAs2,1.6529502868652344
Pedestrians,1831,0.0010922992900054,0.0,0.0028425645841539,0.0271024815738201,cinque,g2,stAs2,1.6529502868652344
Cyclists,2830,0.0003533568904593,0.0,0.0011206679218923,0.0279903300106525,cinque,g2,stAs2,1.6529502868652344
Cut_ins,885,0.0,0.0,0.0,0.030515844002366,cinque,g2,stAs2,1.6529502868652344
FOD,3561,0.0011232799775344,0.0,0.0025677786625759,0.0242533273994922,cinque,g2,stAs2,1.6529502868652344
Intersections,4772,0.0018860016764459,0.0,0.0059171597633136,0.0275579579174518,cinque,g2,stAs2,1.6529502868652344
straight_yaw,11597,8.622919720617402e-05,0.0,0.000269134331331,0.042555883526802,cinque,c2,stAs2,1.6529502868652344
pre_onset,1458,0.0,0.0,0.0,0.0383947342634201,cinque,c2,stAs2,1.6529502868652344
all,19663,5.085693942938514e-05,0.0,0.0001554972153447,0.0324692912399768,cinque,c2,stAs2,1.6529502868652344
Pedestrians,1831,0.0,0.0,0.0,0.0271685030311346,cinque,c2,stAs2,1.6529502868652344
Cyclists,2830,0.0,0.0,0.0,0.0260094814002513,cinque,c2,stAs2,1.6529502868652344
Cut_ins,885,0.0,0.0,0.0,0.0270172953605651,cinque,c2,stAs2,1.6529502868652344
FOD,3561,0.0,0.0,0.0,0.03546928986907,cinque,c2,stAs2,1.6529502868652344
Intersections,4772,0.0002095557418273,0.0,0.0006574621959237,0.0417240299284458,cinque,c2,stAs2,1.6529502868652344
straight_yaw,11597,0.0299215314305423,0.0232827005478684,0.0372901483435841,0.353439450263977,lebowski,none,stAs2,1.4004497528076172
pre_onset,1458,0.0096021947873799,0.0022205362891393,0.0191626966760918,0.2093612551689148,lebowski,none,stAs2,1.4004497528076172
all,19663,0.0204444896506128,0.0162167121737652,0.0250328324619545,0.2726369798183441,lebowski,none,stAs2,1.4004497528076172
Pedestrians,1831,0.0136537411250682,0.0056304722889368,0.0230722611224377,0.2323073595762252,lebowski,none,stAs2,1.4004497528076172
Cyclists,2830,0.0187279151943462,0.0085774257765485,0.0333575120842805,0.2186615467071533,lebowski,none,stAs2,1.4004497528076172
Cut_ins,885,0.007909604519774,0.0011248593925759,0.0167064439140811,0.2382090985774994,lebowski,none,stAs2,1.4004497528076172
FOD,3561,0.02808199943836,0.0159010231086535,0.0430702319347232,0.2829864919185638,lebowski,none,stAs2,1.4004497528076172
Intersections,4772,0.0245180217937971,0.0162417518299389,0.03409572443664,0.2995695471763611,lebowski,none,stAs2,1.4004497528076172
straight_yaw,11597,0.0123307752004828,0.0087420782813459,0.0164393441105661,0.1855183243751526,lebowski,g1,stAs2,1.4004497528076172
pre_onset,1458,0.0048010973936899,0.0007812043306703,0.00976290097629,0.1642411053180694,lebowski,g1,stAs2,1.4004497528076172
all,19663,0.0089508213395717,0.0065179740773531,0.0116071059196442,0.1666883081197738,lebowski,g1,stAs2,1.4004497528076172
Pedestrians,1831,0.0087383943200436,0.0025587229464611,0.0162602765960357,0.1467732042074203,lebowski,g1,stAs2,1.4004497528076172
Cyclists,2830,0.0070671378091872,0.0027884280237016,0.012541613298833,0.1408569812774658,lebowski,g1,stAs2,1.4004497528076172
Cut_ins,885,0.0011299435028248,0.0,0.0036630036630036,0.1483471393585205,lebowski,g1,stAs2,1.4004497528076172
FOD,3561,0.0103903397921932,0.0049231482989831,0.0169352744313139,0.164175808429718,lebowski,g1,stAs2,1.4004497528076172
Intersections,4772,0.0136211232187761,0.0074104657272135,0.0214434531065099,0.1754509955644607,lebowski,g1,stAs2,1.4004497528076172
straight_yaw,11597,8.622919720617402e-05,0.0,0.0002664304317351,0.0,lebowski,g3,stAs2,1.4004497528076172
pre_onset,1458,0.0,0.0,0.0,0.0,lebowski,g3,stAs2,1.4004497528076172
all,19663,5.085693942938514e-05,0.0,0.0001557478755031,0.0,lebowski,g3,stAs2,1.4004497528076172
Pedestrians,1831,0.0,0.0,0.0,0.0,lebowski,g3,stAs2,1.4004497528076172
Cyclists,2830,0.0003533568904593,0.0,0.0011236482070957,0.0,lebowski,g3,stAs2,1.4004497528076172
Cut_ins,885,0.0,0.0,0.0,0.0,lebowski,g3,stAs2,1.4004497528076172
FOD,3561,0.0,0.0,0.0,0.0,lebowski,g3,stAs2,1.4004497528076172
Intersections,4772,0.0,0.0,0.0,0.0,lebowski,g3,stAs2,1.4004497528076172
straight_yaw,11597,0.0008622919720617,0.0002461790993293,0.0016548614874088,0.0408980138599872,lebowski,g2,stAs2,1.4004497528076172
pre_onset,1458,0.0,0.0,0.0,0.0238464064896106,lebowski,g2,stAs2,1.4004497528076172
all,19663,0.0008137110308701,0.000199490799782,0.0017316083468283,0.0310605261474847,lebowski,g2,stAs2,1.4004497528076172
Pedestrians,1831,0.0016384489350081,0.0,0.004383681873173,0.0323348455131053,lebowski,g2,stAs2,1.4004497528076172
Cyclists,2830,0.001060070671378,0.0,0.0028674349362089,0.0330810695886611,lebowski,g2,stAs2,1.4004497528076172
Cut_ins,885,0.0,0.0,0.0,0.0431861914694309,lebowski,g2,stAs2,1.4004497528076172
FOD,3561,0.0005616399887672,0.0,0.0017436918351209,0.0273438692092895,lebowski,g2,stAs2,1.4004497528076172
Intersections,4772,0.0016764459346186,0.0,0.0049291468625436,0.0277741849422454,lebowski,g2,stAs2,1.4004497528076172
straight_yaw,11597,0.0,0.0,0.0,0.0566886365413665,lebowski,c2,stAs2,1.4004497528076172
pre_onset,1458,0.0,0.0,0.0,0.0335797369480133,lebowski,c2,stAs2,1.4004497528076172
all,19663,0.0,0.0,0.0,0.0437286123633384,lebowski,c2,stAs2,1.4004497528076172
Pedestrians,1831,0.0,0.0,0.0,0.0372600927948951,lebowski,c2,stAs2,1.4004497528076172
Cyclists,2830,0.0,0.0,0.0,0.035071425139904,lebowski,c2,stAs2,1.4004497528076172
Cut_ins,885,0.0,0.0,0.0,0.0382066890597343,lebowski,c2,stAs2,1.4004497528076172
FOD,3561,0.0,0.0,0.0,0.0453885868191719,lebowski,c2,stAs2,1.4004497528076172
Intersections,4772,0.0,0.0,0.0,0.0480483695864677,lebowski,c2,stAs2,1.4004497528076172
straight_yaw,11597,0.0215572993015435,0.0165814513510916,0.0272887547063387,0.2765255570411682,cinque,none,stBs0,1.3789513111114502
pre_onset,1458,0.0246913580246913,0.0112270887007729,0.0423247834966091,0.2831403613090515,cinque,none,stBs0,1.3789513111114502
all,19663,0.0179016426791435,0.0142354238042342,0.0219318736164203,0.254942387342453,cinque,none,stBs0,1.3789513111114502
Pedestrians,1831,0.0169306389950846,0.0079325590834844,0.0281170077992002,0.2332053482532501,cinque,none,stBs0,1.3789513111114502
Cyclists,2830,0.015547703180212,0.008695501050309,0.0236730471210208,0.2198706865310669,cinque,none,stBs0,1.3789513111114502
Cut_ins,885,0.0033898305084745,0.0,0.0072115384615384,0.2191890925168991,cinque,none,stBs0,1.3789513111114502
FOD,3561,0.0115136197697276,0.0073428927050165,0.0162982173241829,0.2677324712276459,cinque,none,stBs0,1.3789513111114502
Intersections,4772,0.0253562447611064,0.0150195703379768,0.0375943670927674,0.2884975671768188,cinque,none,stBs0,1.3789513111114502
straight_yaw,11597,0.0125032335948952,0.0085311079263337,0.017551663552772,0.1830502450466156,cinque,g1,stBs0,1.3789513111114502
pre_onset,1458,0.0219478737997256,0.0094487657666273,0.0379159771869226,0.2560309767723083,cinque,g1,stBs0,1.3789513111114502
all,19663,0.0118496668870467,0.0087419599595992,0.0154546515229418,0.1899654269218444,cinque,g1,stBs0,1.3789513111114502
Pedestrians,1831,0.0114691425450573,0.0044492029208837,0.0207852193995381,0.1759630292654037,cinque,g1,stBs0,1.3789513111114502
Cyclists,2830,0.0091872791519434,0.0042252777750245,0.0152387586951254,0.1682232171297073,cinque,g1,stBs0,1.3789513111114502
Cut_ins,885,0.0011299435028248,0.0,0.0035971223021582,0.1581014096736908,cinque,g1,stBs0,1.3789513111114502
FOD,3561,0.008424599831508,0.0044754931869025,0.0130609938546141,0.1905277520418167,cinque,g1,stBs0,1.3789513111114502
Intersections,4772,0.0178122380553227,0.0085523571130579,0.0293999733939628,0.2106710374355316,cinque,g1,stBs0,1.3789513111114502
straight_yaw,11597,8.622919720617402e-05,0.0,0.0002671915504487,0.0,cinque,g3,stBs0,1.3789513111114502
pre_onset,1458,0.0,0.0,0.0,0.0,cinque,g3,stBs0,1.3789513111114502
all,19663,5.085693942938514e-05,0.0,0.0001554166591523,0.0,cinque,g3,stBs0,1.3789513111114502
Pedestrians,1831,0.0,0.0,0.0,0.0,cinque,g3,stBs0,1.3789513111114502
Cyclists,2830,0.0,0.0,0.0,0.0,cinque,g3,stBs0,1.3789513111114502
Cut_ins,885,0.0,0.0,0.0,0.0,cinque,g3,stBs0,1.3789513111114502
FOD,3561,0.0,0.0,0.0,0.0,cinque,g3,stBs0,1.3789513111114502
Intersections,4772,0.0,0.0,0.0,0.0,cinque,g3,stBs0,1.3789513111114502
straight_yaw,11597,0.0001724583944123,0.0,0.0005382686626621,0.0362935438752174,cinque,g2,stBs0,1.3789513111114502
pre_onset,1458,0.0027434842249657,0.0,0.007649699578494,0.0320358499884605,cinque,g2,stBs0,1.3789513111114502
all,19663,0.0007628540914407,0.0001025693625314,0.0017758276373226,0.0330784283578395,cinque,g2,stBs0,1.3789513111114502
Pedestrians,1831,0.0005461496450027,0.0,0.001787842669845,0.0373884513974189,cinque,g2,stBs0,1.3789513111114502
Cyclists,2830,0.0014134275618374,0.0,0.004038813008926,0.0356619954109191,cinque,g2,stBs0,1.3789513111114502
Cut_ins,885,0.0,0.0,0.0,0.0415385514497756,cinque,g2,stBs0,1.3789513111114502
FOD,3561,0.0005616399887672,0.0,0.0013962970628149,0.0294898692518472,cinque,g2,stBs0,1.3789513111114502
Intersections,4772,0.0016764459346186,0.0,0.0052596975673898,0.0306137576699256,cinque,g2,stBs0,1.3789513111114502
straight_yaw,11597,0.0001724583944123,0.0,0.0005382686626621,0.0443523153662681,cinque,c2,stBs0,1.3789513111114502
pre_onset,1458,0.0,0.0,0.0,0.0454132631421089,cinque,c2,stBs0,1.3789513111114502
all,19663,0.0001017138788587,0.0,0.0003109944306895,0.0408905632793903,cinque,c2,stBs0,1.3789513111114502
Pedestrians,1831,0.0,0.0,0.0,0.0374041199684143,cinque,c2,stBs0,1.3789513111114502
Cyclists,2830,0.0,0.0,0.0,0.0352653563022613,cinque,c2,stBs0,1.3789513111114502
Cut_ins,885,0.0,0.0,0.0,0.0351560413837432,cinque,c2,stBs0,1.3789513111114502
FOD,3561,0.0,0.0,0.0,0.0429419837892055,cinque,c2,stBs0,1.3789513111114502
Intersections,4772,0.0004191114836546,0.0,0.0013149243918474,0.0462725199759006,cinque,c2,stBs0,1.3789513111114502
straight_yaw,11597,0.0171596102440286,0.012948597113749,0.0217303522570926,0.3268792927265167,lebowski,none,stBs0,1.3638728857040403
pre_onset,1458,0.0041152263374485,0.000653167864141,0.0096485182632667,0.3201691508293152,lebowski,none,stBs0,1.3638728857040403
all,19663,0.0123582362813405,0.0094712748563514,0.0154576383969397,0.2944097816944122,lebowski,none,stBs0,1.3638728857040403
Pedestrians,1831,0.0054614964500273,0.0005763522851516,0.0130920402401738,0.2521978914737701,lebowski,none,stBs0,1.3638728857040403
Cyclists,2830,0.0109540636042402,0.004336748577982,0.0194326054258276,0.2427282035350799,lebowski,none,stBs0,1.3638728857040403
Cut_ins,885,0.007909604519774,0.001132470803462,0.016667661097852,0.2409174144268036,lebowski,none,stBs0,1.3638728857040403
FOD,3561,0.0162875596742488,0.0084883832988319,0.0256859454105216,0.3119122385978699,lebowski,none,stBs0,1.3638728857040403
Intersections,4772,0.0146689019279128,0.0089995758091667,0.021262611182923,0.3334829211235046,lebowski,none,stBs0,1.3638728857040403
straight_yaw,11597,0.0068121065792877,0.004261407093699,0.009743471275113,0.1772445142269134,lebowski,g1,stBs0,1.3638728857040403
pre_onset,1458,0.0020576131687242,0.0,0.005641848479027,0.2580508589744568,lebowski,g1,stBs0,1.3638728857040403
all,19663,0.0051365508823678,0.0033326205328003,0.0071797643659307,0.1842820793390274,lebowski,g1,stBs0,1.3638728857040403
Pedestrians,1831,0.0032768978700163,0.0,0.0084325695639701,0.1637960374355316,lebowski,g1,stBs0,1.3638728857040403
Cyclists,2830,0.004946996466431,0.0015375621240554,0.0091324200913242,0.1593596339225769,lebowski,g1,stBs0,1.3638728857040403
Cut_ins,885,0.0,0.0,0.0,0.1588814556598663,lebowski,g1,stBs0,1.3638728857040403
FOD,3561,0.004212299915754,0.0008462563750092,0.0087303376818596,0.1872391998767852,lebowski,g1,stBs0,1.3638728857040403
Intersections,4772,0.0064962279966471,0.0025380339234864,0.011616021326652,0.2004343718290329,lebowski,g1,stBs0,1.3638728857040403
straight_yaw,11597,8.622919720617402e-05,0.0,0.0002664304317351,0.0,lebowski,g3,stBs0,1.3638728857040403
pre_onset,1458,0.0,0.0,0.0,0.0,lebowski,g3,stBs0,1.3638728857040403
all,19663,5.085693942938514e-05,0.0,0.0001557478755031,0.0,lebowski,g3,stBs0,1.3638728857040403
Pedestrians,1831,0.0,0.0,0.0,0.0,lebowski,g3,stBs0,1.3638728857040403
Cyclists,2830,0.0003533568904593,0.0,0.0011236482070957,0.0,lebowski,g3,stBs0,1.3638728857040403
Cut_ins,885,0.0,0.0,0.0,0.0,lebowski,g3,stBs0,1.3638728857040403
FOD,3561,0.0,0.0,0.0,0.0,lebowski,g3,stBs0,1.3638728857040403
Intersections,4772,0.0,0.0,0.0,0.0,lebowski,g3,stBs0,1.3638728857040403
straight_yaw,11597,0.0003449167888246,8.248085929926839e-05,0.0007111285108402,0.0400261841714382,lebowski,g2,stBs0,1.3638728857040403
pre_onset,1458,0.0,0.0,0.0,0.0318144150078296,lebowski,g2,stBs0,1.3638728857040403
all,19663,0.0004577124548644,4.976591361101405e-05,0.0011746290489229,0.0347577519714832,lebowski,g2,stBs0,1.3638728857040403
Pedestrians,1831,0.0005461496450027,0.0,0.0017321016166281,0.0353305377066135,lebowski,g2,stBs0,1.3638728857040403
Cyclists,2830,0.0003533568904593,0.0,0.0011140096027949,0.0369463935494422,lebowski,g2,stBs0,1.3638728857040403
Cut_ins,885,0.0,0.0,0.0,0.0449277833104133,lebowski,g2,stBs0,1.3638728857040403
FOD,3561,0.0002808199943836,0.0,0.0008718459175604,0.0308307595551013,lebowski,g2,stBs0,1.3638728857040403
Intersections,4772,0.0012573344509639,0.0,0.0039447731755424,0.0333416834473609,lebowski,g2,stBs0,1.3638728857040403
straight_yaw,11597,0.0,0.0,0.0,0.0524286106228828,lebowski,c2,stBs0,1.3638728857040403
pre_onset,1458,0.0,0.0,0.0,0.0513523705303669,lebowski,c2,stBs0,1.3638728857040403
all,19663,0.0,0.0,0.0,0.0472207814455032,lebowski,c2,stBs0,1.3638728857040403
Pedestrians,1831,0.0,0.0,0.0,0.0404503606259822,lebowski,c2,stBs0,1.3638728857040403
Cyclists,2830,0.0,0.0,0.0,0.0389315038919448,lebowski,c2,stBs0,1.3638728857040403
Cut_ins,885,0.0,0.0,0.0,0.0386410728096962,lebowski,c2,stBs0,1.3638728857040403
FOD,3561,0.0,0.0,0.0,0.0500280335545539,lebowski,c2,stBs0,1.3638728857040403
Intersections,4772,0.0,0.0,0.0,0.0534877702593803,lebowski,c2,stBs0,1.3638728857040403
straight_yaw,11597,0.021815986893162,0.016797183989963,0.0277754773162698,0.2757993340492248,cinque,none,stBs1,1.4119889736175537
pre_onset,1458,0.0233196159122085,0.0112834978843441,0.037708484408992,0.3156688213348388,cinque,none,stBs1,1.4119889736175537
all,19663,0.0185627828917255,0.0148421009563643,0.0226292292803885,0.2637627124786377,cinque,none,stBs1,1.4119889736175537
Pedestrians,1831,0.0158383397050791,0.0072422611934836,0.027027027027027,0.245160773396492,cinque,none,stBs1,1.4119889736175537
Cyclists,2830,0.0151943462897526,0.0085470085470085,0.0233334204110066,0.2323032021522522,cinque,none,stBs1,1.4119889736175537
Cut_ins,885,0.0045197740112994,0.0,0.0103211009174311,0.2249153554439544,cinque,none,stBs1,1.4119889736175537
FOD,3561,0.015445099691098,0.0092538910875075,0.0224509279054115,0.2726632058620453,cinque,none,stBs1,1.4119889736175537
Intersections,4772,0.0268231349538977,0.0161223472001305,0.0396273842233106,0.291411280632019,cinque,none,stBs1,1.4119889736175537
straight_yaw,11597,0.0129343795809261,0.0087490366462621,0.0184467264756332,0.1828320622444152,cinque,g1,stBs1,1.4119889736175537
pre_onset,1458,0.0198902606310013,0.0083330443828016,0.0338166027280477,0.2879500985145569,cinque,g1,stBs1,1.4119889736175537
all,19663,0.0119513807659055,0.00864755459706,0.0157508342683363,0.1945033371448516,cinque,g1,stBs1,1.4119889736175537
Pedestrians,1831,0.0114691425450573,0.0043290043290043,0.0210709580920492,0.1840784251689911,cinque,g1,stBs1,1.4119889736175537
Cyclists,2830,0.0098939929328621,0.0046261290873118,0.0164979377577802,0.1746568083763122,cinque,g1,stBs1,1.4119889736175537
Cut_ins,885,0.0022598870056497,0.0,0.0071942446043165,0.1578183770179748,cinque,g1,stBs1,1.4119889736175537
FOD,3561,0.0092670598146588,0.0045531509586552,0.0149605770528351,0.1893845498561859,cinque,g1,stBs1,1.4119889736175537
Intersections,4772,0.0178122380553227,0.0082327428158036,0.0301060853840584,0.2114737629890442,cinque,g1,stBs1,1.4119889736175537
straight_yaw,11597,0.0001724583944123,0.0,0.0005343831008975,0.0,cinque,g3,stBs1,1.4119889736175537
pre_onset,1458,0.0,0.0,0.0,0.0,cinque,g3,stBs1,1.4119889736175537
all,19663,0.0001017138788587,0.0,0.0003108333183047,0.0,cinque,g3,stBs1,1.4119889736175537
Pedestrians,1831,0.0,0.0,0.0,0.0,cinque,g3,stBs1,1.4119889736175537
Cyclists,2830,0.0,0.0,0.0,0.0,cinque,g3,stBs1,1.4119889736175537
Cut_ins,885,0.0,0.0,0.0,0.0,cinque,g3,stBs1,1.4119889736175537
FOD,3561,0.0,0.0,0.0,0.0,cinque,g3,stBs1,1.4119889736175537
Intersections,4772,0.0,0.0,0.0,0.0,cinque,g3,stBs1,1.4119889736175537
straight_yaw,11597,0.0002586875916185,0.0,0.0006958382361614,0.0367100089788436,cinque,g2,stBs1,1.4119889736175537
pre_onset,1458,0.0013717421124828,0.0,0.0035211887959185,0.0357770919799804,cinque,g2,stBs1,1.4119889736175537
all,19663,0.0009662818491583,0.0002460012777296,0.0021007569937545,0.034336794167757,cinque,g2,stBs1,1.4119889736175537
Pedestrians,1831,0.0,0.0,0.0,0.038258820772171,cinque,g2,stBs1,1.4119889736175537
Cyclists,2830,0.0007067137809187,0.0,0.0018096435964748,0.0389558523893356,cinque,g2,stBs1,1.4119889736175537
Cut_ins,885,0.0,0.0,0.0,0.0432865247130394,cinque,g2,stBs1,1.4119889736175537
FOD,3561,0.0011232799775344,0.0002760105456518,0.0022447161874289,0.0296948254108428,cinque,g2,stBs1,1.4119889736175537
Intersections,4772,0.0018860016764459,0.0,0.0059171597633136,0.0311182532459497,cinque,g2,stBs1,1.4119889736175537
straight_yaw,11597,8.622919720617402e-05,0.0,0.000269134331331,0.0442358329892158,cinque,c2,stBs1,1.4119889736175537
pre_onset,1458,0.0,0.0,0.0,0.0506305545568466,cinque,c2,stBs1,1.4119889736175537
all,19663,5.085693942938514e-05,0.0,0.0001554972153447,0.042305264621973,cinque,c2,stBs1,1.4119889736175537
Pedestrians,1831,0.0,0.0,0.0,0.0393216684460639,cinque,c2,stBs1,1.4119889736175537
Cyclists,2830,0.0,0.0,0.0,0.0372594222426414,cinque,c2,stBs1,1.4119889736175537
Cut_ins,885,0.0,0.0,0.0,0.0360744819045066,cinque,c2,stBs1,1.4119889736175537
FOD,3561,0.0,0.0,0.0,0.043732825666666,cinque,c2,stBs1,1.4119889736175537
Intersections,4772,0.0002095557418273,0.0,0.0006574621959237,0.0467398539185524,cinque,c2,stBs1,1.4119889736175537
straight_yaw,11597,0.0171596102440286,0.013273779170801,0.0213671426696922,0.3417771458625793,lebowski,none,stBs1,1.4359509348869324
pre_onset,1458,0.0027434842249657,0.0,0.0079628400796284,0.3603062629699707,lebowski,none,stBs1,1.4359509348869324
all,19663,0.0123582362813405,0.0096285292531863,0.0152253735964284,0.3280417919158935,lebowski,none,stBs1,1.4359509348869324
Pedestrians,1831,0.0070999453850355,0.0018370253946342,0.0141723579195457,0.3035190999507904,lebowski,none,stBs1,1.4359509348869324
Cyclists,2830,0.0123674911660777,0.0060138586029357,0.0201520294507644,0.2754838466644287,lebowski,none,stBs1,1.4359509348869324
Cut_ins,885,0.007909604519774,0.0,0.0183590274940166,0.2556591033935547,lebowski,none,stBs1,1.4359509348869324
FOD,3561,0.01404099971918,0.0079933788836218,0.021028783017023,0.3457141518592834,lebowski,none,stBs1,1.4359509348869324
Intersections,4772,0.0163453478625314,0.0098855214425277,0.0237396628885537,0.3643363416194916,lebowski,none,stBs1,1.4359509348869324
straight_yaw,11597,0.0078468569457618,0.0051595077388824,0.010884365684476,0.186975672841072,lebowski,g1,stBs1,1.4359509348869324
pre_onset,1458,0.0013717421124828,0.0,0.0044216812101798,0.2953232526779175,lebowski,g1,stBs1,1.4359509348869324
all,19663,0.0058485480343792,0.0039436367307789,0.0080120180785792,0.2059986293315887,lebowski,g1,stBs1,1.4359509348869324
Pedestrians,1831,0.0043691971600218,0.0,0.0110295185147229,0.189938336610794,lebowski,g1,stBs1,1.4359509348869324
Cyclists,2830,0.007773851590106,0.0031109306093802,0.0138421155188506,0.1772666424512863,lebowski,g1,stBs1,1.4359509348869324
Cut_ins,885,0.0022598870056497,0.0,0.005720823798627,0.1731259524822235,lebowski,g1,stBs1,1.4359509348869324
FOD,3561,0.0039314799213704,0.0010916881672014,0.0077320299595602,0.2062104195356369,lebowski,g1,stBs1,1.4359509348869324
Intersections,4772,0.009010896898575,0.003840126931825,0.0155006556949495,0.2246463894844055,lebowski,g1,stBs1,1.4359509348869324
straight_yaw,11597,8.622919720617402e-05,0.0,0.0002664304317351,0.0,lebowski,g3,stBs1,1.4359509348869324
pre_onset,1458,0.0,0.0,0.0,0.0,lebowski,g3,stBs1,1.4359509348869324
all,19663,5.085693942938514e-05,0.0,0.0001557478755031,0.0,lebowski,g3,stBs1,1.4359509348869324
Pedestrians,1831,0.0,0.0,0.0,0.0,lebowski,g3,stBs1,1.4359509348869324
Cyclists,2830,0.0003533568904593,0.0,0.0011236482070957,0.0,lebowski,g3,stBs1,1.4359509348869324
Cut_ins,885,0.0,0.0,0.0,0.0,lebowski,g3,stBs1,1.4359509348869324
FOD,3561,0.0,0.0,0.0,0.0,lebowski,g3,stBs1,1.4359509348869324
Intersections,4772,0.0,0.0,0.0,0.0,lebowski,g3,stBs1,1.4359509348869324
straight_yaw,11597,0.000517375183237,0.0,0.0011950720523066,0.0428869947791099,lebowski,g2,stBs1,1.4359509348869324
pre_onset,1458,0.0,0.0,0.0,0.0338020175695419,lebowski,g2,stBs1,1.4359509348869324
all,19663,0.000661140212582,5.04970170016859e-05,0.0016655696204841,0.0389556102454662,lebowski,g2,stBs1,1.4359509348869324
Pedestrians,1831,0.0010922992900054,0.0,0.0034642032332563,0.0406695492565631,lebowski,g2,stBs1,1.4359509348869324
Cyclists,2830,0.0007067137809187,0.0,0.0022429906542056,0.0431202873587608,lebowski,g2,stBs1,1.4359509348869324
Cut_ins,885,0.0,0.0,0.0,0.047759510576725,lebowski,g2,stBs1,1.4359509348869324
FOD,3561,0.0,0.0,0.0,0.0338521935045719,lebowski,g2,stBs1,1.4359509348869324
Intersections,4772,0.0016764459346186,0.0,0.0052596975673898,0.0366254076361656,lebowski,g2,stBs1,1.4359509348869324
straight_yaw,11597,0.0,0.0,0.0,0.0548181049525737,lebowski,c2,stBs1,1.4359509348869324
pre_onset,1458,0.0,0.0,0.0,0.0577900111675262,lebowski,c2,stBs1,1.4359509348869324
all,19663,0.0,0.0,0.0,0.0526150688529014,lebowski,c2,stBs1,1.4359509348869324
Pedestrians,1831,0.0,0.0,0.0,0.0486818477511405,lebowski,c2,stBs1,1.4359509348869324
Cyclists,2830,0.0,0.0,0.0,0.0441852286458015,lebowski,c2,stBs1,1.4359509348869324
Cut_ins,885,0.0,0.0,0.0,0.0410055108368396,lebowski,c2,stBs1,1.4359509348869324
FOD,3561,0.0,0.0,0.0,0.0554495565593242,lebowski,c2,stBs1,1.4359509348869324
Intersections,4772,0.0,0.0,0.0,0.0584364011883735,lebowski,c2,stBs1,1.4359509348869324
straight_yaw,11597,0.0216435284987496,0.0166847667028648,0.027602423293234,0.2821801304817199,cinque,none,stBs2,1.46044260263443
pre_onset,1458,0.0294924554183813,0.0142565828534432,0.0477510152779933,0.3096536993980407,cinque,none,stBs2,1.46044260263443
all,19663,0.0188170675888725,0.0151409822953666,0.0228923501556544,0.2629446685314178,cinque,none,stBs2,1.46044260263443
Pedestrians,1831,0.0169306389950846,0.007391568533098,0.0294288426777291,0.2395513951778412,cinque,none,stBs2,1.46044260263443
